global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
4443.29320734156	n/a	19742854.52640765	n/a	3478.624921573106	n/a	n/a	12100831.344989495	4397.168839925681	n/a	19335093.80681336	n/a	4286.36804836151	3303.163821876741	n/a	n/a	n/a	n/a	-0.0495124539	-0.0530812497	-0.0834372511	0.0441360957	-0.0574847439	0.0664821033	0.0213237071	0.0589545938	-0.0897746422	0.0852245789	-0.0030988246	0.127492972	-0.0619694756	0.1412250349	-0.109208659	0.0763179086	-0.0280849871	0.0388670162	-0.030271994	-0.0638479161	0.1348331882	-0.0587740989	0.0294226468	-0.0675161496	0.0712964671	-0.1401099255	0.0178417551	-0.1054699229	0.0239945205	-0.0293621585	0.0607029391	-0.0663770691	0.0038058271	-0.0052686507	0.0584717429	-0.0114460001	0.0019164242	-0.0424343943	0.0047505908	-0.0029284402	0.0977114353	-0.0296807592	0.048951857	-0.0900517473	0.1471595137	-0.0377016528	0.0232205064	0.0237386607	-0.034048751	-0.0542518839	0.1331034529	0.0105338254	-0.1290432597	0.0018868821	-0.0267447219	0.0414604221	-0.0200792577	0.0424065507	0.0796593614	-0.0950324682	0.0269418281	-0.0878344848	0.1091269034	-0.0452849192	0.0043049731	-0.0870811393	0.1301091041	0.013297471	-0.0677166143	-0.0750483934	0.0059107528	-0.0646327023	0.1098350115	-0.115092557	0.0675844958	-0.0831736304	0.1216166093	-0.0383549983	0.0884300667	-0.0880693685	0.0314454009	-0.0958293897	0.0548406075	-0.0256747001	-0.0739234549	0.1219247988	-0.0777901233	0.0273092055	-0.0666012366	0.1455853994	-0.0739511946	0.0866029855	-0.0381795206	0.0313992844	-0.0459137775	-0.0229335173	0.0556204012	-0.0410402121	0.0562653103	-0.16298181	0.0286241942	-0.0302431779	0.0845162504	-0.0455962809	0.0665780678	-0.020641225	0.0271323269	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0583234605701932	n/a	0.0034016260528828	n/a	-0.0451472941929012	n/a	n/a	0.0020382781729403	-0.022876396880477	n/a	n/a	0.000523329534233	-0.0024637030421817	n/a	n/a	6.069832680055363e-06	-0.0017850387945959	n/a	3.186363498212384e-06	n/a	-0.0007827012711601	n/a	6.126212798756365e-07	n/a	0.0	0.0	0.0
4435.773349260496	-7.51985808106474	19676085.206009675	56.54826555935468	3481.259487029045	2.6345654559390823	6.940935141627505	12119167.61602973	4398.373812663862	1.2049727381809134	19345692.19592724	1.451959299759208	4291.737792216468	3316.610536034428	1.125593	12.604038	0.0398695789982786	0.0187694082502482	0.0519321416	0.0287160895	0.075575313	0.0209970143	-0.0712602756	-0.0263701768	-0.0486502399	0.0663084451	0.0225618717	0.0616526548	-0.0719751093	-0.0654930134	-0.0847155211	0.0211078256	-0.0617172564	0.1725099747	0.0315443535	0.0233020346	0.0050044327	-0.0645054321	0.1329914767	-0.0032520678	-0.0073870594	-0.0914581266	0.0306462358	-0.1356188366	-0.0459938409	-0.1000267741	-0.0741705019	0.0376353015	-0.0275867711	0.1217889217	0.0123718093	-0.0132277528	-0.0079680924	0.0047775065	0.1010422004	0.0330802108	-0.0247576746	-0.0732937222	0.1097450999	0.0223092402	0.1936866605	0.0155356957	0.025986771	0.0256972016	0.0381157765	0.0885201452	-0.0560375317	-0.0853017335	-0.017469773	-0.0129316961	-0.098487858	-0.072837958	-0.0852161926	0.1393150275	-0.0791469624	0.1264808347	0.0542711568	0.0168104519	0.045777307	-0.0615883369	0.0445148464	-0.0169286579	-0.0391817848	-0.0440627067	0.0896482389	-0.0779029237	0.0851164424	-0.0894823165	-0.0521207954	0.0770903473	0.116348473	0.0266235596	-0.011353797	0.0181690142	-0.0732106802	0.0329205965	0.1366038976	-0.052319773	0.0207072167	-0.1325117232	0.0078696699	-0.0360969209	-0.1373155016	0.1569066905	0.0290201322	-0.0715839156	-0.0348145241	0.1489071079	-0.0193375736	0.0928379321	0.0672419032	0.0785822995	-0.0183754419	0.1038432453	0.0881500095	-0.0386112859	0.1337292954	-0.101649534	0.034445774	-0.0134084217	0.0590722008	0.0083116653	-0.0792393512	0.1034132448	-0.0330596667	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.058506477744558	0.0001830171743648	0.0034230079380744	3.3495286112475965e-08	-0.0578655848765379	-0.0127182906836367	0.0001617549179134	0.0033484259131038	-0.0170130654230149	0.005863331457462	3.437865578006462e-05	0.0002894443950877	-0.002640201355417	-0.0001764983132353	3.1151654574906185e-08	6.9706631971457645e-06	-0.0016168732411494	0.0001681655534465	2.614279077944965e-06	2.8279653365967673e-08	-0.0008601361981346	-7.743492697450001e-05	7.398342793414439e-07	5.996167915546149e-09	0.0	0.0	0.0
4427.797395453924	-7.975953806571852	19605389.77518855	63.61583912456801	3472.393720401231	-8.865766627814082	78.60181789886188	12057518.149481902	4391.731213065058	-6.642599598803827	19287303.047809888	44.12412943002876	4281.825799144284	3265.9349128887625	1.083938	12.137607	0.0398033239439792	0.0281391319460392	-0.1224273926	0.0237876387	0.0702465874	-0.0184271677	-0.094332943	0.0414960944	0.1317137763	-0.0318649312	0.0507496399	0.0497350692	0.0524146446	0.0253096374	-0.0249273551	0.1313793817	0.0188483277	0.062485043	0.017602102	0.0621487923	-0.0161126105	-0.0626045268	0.0400895537	-0.1192946661	-0.0194683881	-0.1230414769	0.0174937317	0.0641381479	-0.0465355013	0.0745303808	-0.1446001538	0.0706975937	0.0272462514	-0.0873437729	0.0787944302	0.0177424147	0.037582543	-0.0280489968	0.0436340716	0.0896928829	-0.050515919	-0.1238744482	0.1037477866	-0.0064838443	-0.1056373445	-0.0193388103	-0.1159895145	0.0105148001	0.0456021199	-0.0047925861	0.1064195174	-0.0186435079	0.0943311782	-0.1002499508	-0.0099558061	-0.0373256731	-0.0295058607	0.1256484519	-0.067707304	0.0778932745	0.0171051724	-0.0275637847	-0.0199542422	-0.0778260139	0.0869325492	0.0104211675	-0.0543029116	0.1064289536	0.0103085436	-0.0022979698	0.057632257	-0.0528080501	0.0964519182	0.0674245427	-0.0384703371	0.1095276396	0.0829571624	-0.0301900044	-0.042453638	0.0707679619	-0.0612369424	-0.1228910422	-0.0004522924	0.1107877189	-0.0019798617	-0.0614375526	-0.1503510263	0.1336237767	-0.0473838112	0.0543509289	0.0165635217	0.0667824126	-0.0163396826	0.1934491516	0.0293834187	0.0195399376	-0.1196478024	0.1312102149	-0.0443830815	-0.1165726981	0.0286631917	0.0481372249	0.0936799963	0.0546052061	0.1047773873	0.0494499778	-0.1586386846	-0.0625048318	0.0648428396	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0583869469947444	-0.0001195307498135	0.003409035579367	1.4287600151001373e-08	-0.0344497579797149	0.023415826896823	0.0005483009492619	0.0011867858248609	-0.0146181113475023	0.0023949540755126	5.7358050238144166e-06	0.0002136891793679	-0.0028651794968218	-0.0002249781414048	5.061516410995818e-08	8.209253549008024e-06	-0.0015682780227785	4.859521837089994e-05	2.459495956730041e-06	2.361495248515451e-09	-0.0008562493134737	3.88688466090002e-06	7.331628868241826e-07	1.5107872367139862e-11	0.0	0.0	0.0
4430.460097229223	2.662701775298956	19628976.673140373	7.089980744180211	3474.9703926988827	2.5766722976518395	6.63924012948641	12075419.230133828	4398.580169636439	6.848956571380768	19347507.508718923	46.908206116659805	4289.979206370445	3252.888081159956	1.100338	12.321244	0.1101395520294662	0.0504790193297284	0.0062093329	0.1190607923	-0.0249845615	-0.0538364985	-0.087878347	0.0291424605	-0.0517109514	-0.0953017478	0.0727721258	0.0680074891	-0.0145172343	-0.054766286	-0.076869315	0.0559000465	-0.0331703501	-0.12145975	0.0716762797	0.0589707595	0.0926509479	0.04673884	0.0715899729	0.0297165067	0.0235137133	-0.0673303547	-0.0773360783	-0.0607737198	0.0553591041	0.0660087009	0.0441820328	0.1249865527	0.0784531933	-0.1526295559	0.025249934	-0.0398382851	-0.0446645076	-0.1520676953	-0.0441640507	0.1166677248	-0.0026129289	0.0241116939	-0.0389365138	-0.0341878746	0.055615926	0.0135243436	-0.0001840469	-0.145783804	-0.0023640575	0.0072136269	-0.0969444874	-0.0724051135	0.0597382071	0.0458715089	0.1330463909	-0.0128478717	-0.047897343	-0.0222819268	-0.1605426784	0.0251042814	0.0310003431	-0.016879364	0.0377992936	0.0040819019	0.1050211175	-0.0448937171	0.0912818915	0.0424815533	-0.0013369308	0.0959840668	0.0047566444	-0.1126634042	0.0486504457	0.0140075022	0.0739158201	0.0959432021	0.0523992307	-0.100990532	-0.0371072183	0.0820650923	-0.0320495223	-0.0146373765	-0.0086757373	-0.0087822232	0.1024443059	-0.0521882388	-0.0679879578	0.1229787375	-0.0297890271	-0.0356276013	-0.1137050181	-0.026612137	0.0104312723	0.1148923914	0.0110304793	-0.0331952018	-0.0333486721	-0.0385099105	-0.089890191	-0.0637639804	0.0793735147	0.0769615746	0.0591145918	0.0193448582	-0.0330887261	0.0566231135	0.0229805003	-0.0068740351	0.1380949724	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0417644632669436	-0.0166224837278008	0.0017442703919758	0.000276306965281	-0.0345744394577849	-0.00012468147807	1.5545470973720326e-08	0.00119539186382	-0.0423027187289477	-0.0276846073814453	0.0007664374858647	0.0017895200118604	-0.0024117537337945	0.0004534257630273	2.0559492257688933e-07	5.816556072471712e-06	-0.0011119560590688	0.0004563219637096	1.2364462772998168e-06	2.082297345638767e-07	-0.0004518414513677	0.000404407862106	2.0416069717406962e-07	1.635457189331455e-07	0.0	0.0	0.0
4434.0290693917	3.568972162477621	19660613.78821063	12.737562296540188	3473.854945357128	-1.1154473417545887	1.2442227722273782	12067668.181382176	4391.702324522687	-6.877845113751391	19287049.30721797	47.30475340875389	4286.272477888924	3294.821309736514	1.041757	11.665272	0.0617788896836359	0.0293255722989677	0.0245469063	0.0890114682	0.1230987381	-0.0594989657	-0.0833813138	-0.0706788696	0.0048151559	0.0474665041	0.0794856155	0.1365219384	-0.0164194956	0.0461602424	-0.0326976079	-0.0208135258	0.0768155604	0.0507048801	-0.044122223	0.0966135808	0.078020174	0.0741766022	-0.0518361178	-0.0540259781	-0.1086259612	0.0196938008	-0.1070577618	0.0158734434	0.1062106172	0.0072968526	-0.0195841722	-0.077721532	-0.0201281655	-0.0107630468	-0.0594169331	-0.0138018389	-0.0275560558	-0.0889879873	-0.0352248774	-0.0081311301	0.0719066103	-0.0054225242	-0.102986336	-0.0339235085	0.0938990647	-0.0241661417	-0.0978529328	-0.1068863663	0.0134683541	0.0499119863	-0.0276517168	-0.0365851872	-0.0563485038	-0.0920111086	-0.0257656232	0.0497890204	-0.0480140063	-0.09513856	-0.078616095	-0.0887877501	0.001451862	0.0096357679	-0.0677645763	0.0486360133	0.0276640287	-0.0865299268	-0.0073232227	-0.0161384714	-0.0399588309	-0.0937102193	-0.0792801113	0.0388558859	-0.0084417546	0.041509065	0.0252773259	0.0301847226	-0.1086578687	-0.0602390448	0.0189300625	0.0671023797	-0.0708574833	0.0612073586	0.0157208322	0.1038860477	0.0657443504	-0.068554366	-0.1025402559	0.1097053798	0.02245999	-0.0739606293	0.0370217063	0.0661889171	-0.0211956074	0.1458094794	-0.044026206	-0.0181023296	-0.0054374102	-0.1175009152	0.0337550425	0.0039551393	0.0340295469	-0.0319077138	-0.0619345658	-0.0989588987	-0.065052384	0.0878142917	0.0894466905	0.0582957	0.0553543838	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.047937948708423	0.0061734854414794	0.0022980469263713	3.811192249615812e-05	-0.0546960031112604	-0.0201215636534754	0.0004048773238608	0.002991652756347	-0.0340933231929767	0.0082093955359709	6.739417506602054e-05	0.0011623546863407	-0.0024630116402807	-5.125790648620021e-05	2.627372977348045e-09	6.066426340158225e-06	-0.0012419975986248	-0.0001300415395559	1.5425580349897695e-06	1.6910802010094695e-08	-0.0008160309063797	-0.0003641894550119	6.659064401668746e-07	1.3263395914193753e-07	0.0	0.0	0.0
4436.533979857337	2.504910465636385	19682833.75442878	6.274576440854692	3487.3961811680947	13.541235810966556	183.36506728820305	12161932.12442581	4386.578915896694	-5.123408625993761	19242074.585389413	26.24931594890728	4274.711052047492	3286.801053934429	1.115512	12.491154	0.0518972227299769	0.0253622675768727	-0.1202542926	-0.0183475696	0.0160057715	-0.0456370672	-0.075760877	0.0707739656	0.0974273439	0.0190639141	0.0263269818	-0.0262780676	0.0219399124	-0.1504731048	0.0253291214	0.1092252651	0.07007149	-0.0049735384	0.0629387355	-0.0237905201	0.0183647389	-0.0192798858	-0.0033698195	-0.1191974458	-0.0423101783	-0.0668356616	-0.0729942194	-0.0122447209	-0.0737887878	-0.0902584314	-0.0160207975	-0.1352548233	0.0898956114	0.0329649305	-0.082068644	-0.0203660292	0.0856335355	0.0448089085	-0.0025735005	0.0045888831	-0.053785488	0.0967502699	0.1226013269	0.0199057414	-0.043061958	-0.0668837837	0.0921667676	0.0328849475	-0.0228194995	-0.0614024828	-0.0354713257	0.0429616285	0.0917492487	-0.0791287684	0.0158871595	-0.1178097059	0.017986834	-0.0293667493	0.0154988073	0.0088514975	0.0206219555	0.0207320788	-0.1227523743	0.0259403199	0.086235569	-0.040817545	-0.1089482931	-0.0956204868	0.0136035226	0.0131600681	-0.0091720131	0.0032334163	-0.0014002267	-0.0388755223	0.1388623081	-0.0406916697	0.0115194988	0.0150334064	-0.0250938452	-0.0364638229	-0.0448774202	-0.1391247693	0.0422995716	-0.0162222375	-0.0643169606	-0.0489988313	-0.091222236	0.0876685073	-0.1064595522	0.0629288511	0.0269729851	0.0486769169	-0.0341637086	0.0847681041	0.0303103203	0.1021471147	0.1107499282	0.0220802568	0.0008101225	-0.019673408	0.0615939493	0.0351806066	0.0171738513	-0.0158944775	-0.0519455967	0.0497788326	-0.0454610984	-0.0411215316	0.0631914855	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0428390016627986	-0.0050989470456244	0.0018351800634652	2.599926097408179e-05	-0.0469893747906837	0.0077066283205766	5.939212007151481e-05	0.0022080013432193	-0.0158529007784409	0.0182404224145357	0.0003327130098606	0.000251314463091	-0.0024627966388759	2.150014048003454e-07	4.622560406612199e-14	6.065367284458429e-06	-0.0011113490348135	0.0001306485638113	1.2350966771808978e-06	1.706904722595535e-08	-0.000529869972611	0.0002861609337687	2.807621878747818e-07	8.188808001537432e-08	0.0	0.0	0.0
4437.846955704857	1.3129758475197375	19694485.602258865	1.7239055761701736	3479.8497941211986	-7.546387046896143	56.94795746156189	12109354.589645348	4396.156691038883	9.57777514218924	19326193.65216594	91.7337766743381	4287.206887112745	3300.4617405981567	1.132912	12.686002	0.0824204220771885	0.0419584887783437	0.0541894467	0.0692857647	-0.0644690097	-0.0564661306	-0.0322571749	0.0109750046	-0.0962488661	-0.0704280737	0.0671994943	0.0396129063	0.0543164222	-0.0705644591	-0.0505480466	-0.0318602485	-0.0421205834	-0.0900911935	0.0483123212	-0.0459374703	0.0800475044	-0.0016839968	0.0654378586	0.0326375117	-0.0428226217	-0.0486483257	-0.0167165351	-0.0911885721	0.0201213047	-0.010647337	-0.0528001644	-0.0066007014	-0.135449584	-0.0481559385	0.0384216228	-0.0170273069	-0.0196546135	0.1119215505	0.0218059038	-0.185566419	0.1514636125	0.0443669141	0.0488401543	0.083473779	0.0253815442	0.086565114	-0.0323714609	0.1097388709	-0.0740091721	-0.096591805	-0.050226185	-0.0401685067	-0.0149085614	0.0764876025	0.1238065565	-0.0833001287	-0.0644409344	-0.0683203732	-0.0505165263	0.0583448612	0.0359867658	-0.0565522074	0.0155258397	-0.0777628812	0.0669181896	-0.0410120096	0.0690601289	-0.0348917833	-0.000521713	-0.0765024817	-0.0283768456	0.0232495216	0.028118393	0.0281716274	-0.1050494083	-0.0191532608	-0.1242930176	0.0815681586	-0.0278024	-0.1296129967	0.0152154312	0.0346427895	-0.0401051177	-0.0147894008	-0.1222150043	-0.0136250313	-0.041507716	0.1093311021	-0.001063882	-0.0501787883	-0.1068695177	0.0138338723	-0.0069452392	0.0583953085	0.127680328	-0.0272698245	-0.0438268888	0.0045868632	-0.1053211988	0.0054615858	0.0224780676	0.0565527874	0.0200195863	-0.0033925396	0.0184768204	-0.0305052838	0.0025866808	-0.0529502071	-0.0287503239	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0371558374726248	-0.0056831641901738	0.0013805562582921	3.229835521247388e-05	-0.0236624958311466	0.023326878959537	0.0005441432819928	0.000559913708959	-0.0159547879455885	-0.0001018871671475	1.0380994829362929e-08	0.0002545552583886	-0.0018583402219923	0.0006044564168835	3.653675599117603e-07	3.4534283806743906e-06	-0.0014950819984269	-0.0003837329636134	2.235270182020173e-06	1.472509873635231e-07	-0.0004518895179014	7.798045470959995e-05	2.042041363891597e-07	6.080951316715969e-09	0.0	0.0	0.0
4442.62947694183	4.78252123697348	19736956.66939244	22.872509382102344	3470.151538151567	-9.698255969631646	94.05616885249586	12041951.697735686	4392.131595430903	-4.0250956079798925	19290819.95158241	16.20139465337902	4284.854264296169	3312.6133509647	1.04683	11.722078	0.0660084662117672	0.0315603792881982	-0.0140311447	0.0466076985	0.1042884879	-0.0105940721	-0.0157275824	-0.0891231645	0.0484234168	-0.0039101529	0.0684151224	0.0030760996	-0.0394842167	0.0183353304	-0.0214034212	0.0061205969	0.1079445641	-0.0126003311	-0.1331086764	0.0839450767	-0.0184654307	0.0055123741	-0.1163277126	0.02921021	-0.0162874812	-0.0386302527	0.0416464405	-0.0213023668	0.0342027605	0.005608279	0.1122000884	0.0484099617	-0.1189464504	-0.0298778588	0.1062321106	0.0147725842	-0.0830628373	0.0112907383	-0.0072874194	-0.0680073428	-0.0741827852	0.0579427352	-0.0525722541	-0.0276111913	0.0207861847	-0.0563687084	-0.0213030041	-0.0296506522	0.1951094236	0.0301318675	-0.0517760223	-0.0249952935	-0.0335159833	-0.1150420809	0.0507596534	0.0764610877	-0.0140780658	-0.0459537758	-0.037921268	-0.0421347807	-0.0522034113	0.0324205586	-0.0302961864	-0.0526090719	0.0659873011	-0.0027260416	0.1030659728	0.0641401985	0.0817070189	-0.09013051	-0.1026558855	-0.0140236751	-0.101461161	-0.0340728772	-0.0562260782	-0.0627127977	0.0216502255	-0.0069996417	-0.0043155628	0.064337857	0.0689087113	0.061349507	0.1391710382	0.0396186636	-0.1284164489	-0.0545978118	-0.0591200791	0.0816908869	-0.0099530006	-0.0337512492	0.0602621446	0.0873227935	0.0028859178	0.0804810579	0.0329154531	-0.0620113236	-0.0137414764	-0.0828194889	-0.0397024047	-0.0457306633	-0.0230261572	0.0637693199	0.0019345455	-0.0601971133	0.0055253711	0.050432075	0.1030456448	-0.0508017422	-0.1570222045	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0374872900556795	0.0003314525830547	0.0014052969157186	1.0986081481363589e-07	-0.0344955530441382	-0.0108330572129915	0.0001173551285799	0.0011899431798209	-0.0292149001221844	-0.0132601121765958	0.0001758305749359	0.0008535103891492	-0.0019449532243847	-8.66130023924e-05	7.501812183425891e-09	3.782843045044441e-06	-0.0011112105560071	0.0003838714424198	1.2347888997816084e-06	1.4735728430545788e-07	-0.0008130819578717	-0.0003611924399703	6.61102270216477e-07	1.304599786916988e-07	0.0	0.0	0.0
4439.007913384078	-3.6215635577518697	19704791.255086467	13.11572260283638	3481.032789332892	10.881251181325297	118.40162727109316	12117589.280410737	4389.834388743234	-2.2972066876691315	19270645.96059268	5.277158565871782	4282.367822777177	3291.968511881915	1.094688	12.257975	0.0396903191687125	0.0235217120083325	-0.0661441912	0.0083181728	-0.081673128	-0.0113627668	-0.0425575855	0.081499835	0.0355365106	-0.0072719594	-0.0898969819	0.0581107386	-0.0721626301	0.0372315009	-0.0049997125	0.127637176	-0.088584654	0.0409365225	0.0038154316	-0.0404453564	-0.048436627	0.0319043168	-0.0658358913	0.075243916	-0.0559687634	-0.0136872287	0.0428278883	-0.2023815023	-0.0412625901	-0.0721071923	0.1688196281	0.0999345813	-0.1366766747	-0.0605609228	-0.076140875	0.0577669251	0.0552044964	-0.0081800977	0.0709906079	0.0808501531	-0.0119464806	0.1532058536	-0.0396141594	-0.0463777054	-0.03871593	0.0590880482	-0.0257352379	0.0796080151	-0.0031241072	-0.0674034563	-0.0201749441	-0.0065995473	0.1267137756	0.0180754477	-0.1033159101	0.0143985404	0.0047772615	-0.0154170536	-0.0090293268	-0.0478231577	0.0645035355	0.0347156381	0.0805020936	-0.0756143846	0.0011935402	-0.0727380604	0.0970980108	-0.0271286591	-0.0250295108	-0.0679331306	-0.0415840882	-0.1577869383	-0.0773587165	-0.0600285443	-0.0137404908	0.0467612388	0.1220461148	0.0366565473	-0.1559640827	0.0186275651	-0.0531933553	0.0326440589	0.0559184138	0.0733816963	-0.1685631625	-0.0392261545	-0.0543254063	0.0581999123	-0.0745603131	0.0390356325	-0.0535250373	0.0278032782	-0.0528577826	0.0533595408	-0.0300658299	0.0249137782	0.0536694258	-0.0409234767	0.0523439321	-0.0489309486	-0.0243577694	-0.0660684836	-0.0182753541	-0.0605020907	0.0226629277	-0.0108298393	0.0510246446	-0.0143193823	-0.1343410537	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0375942801443187	0.0001069900886391	0.0014133298995695	1.1446879067022689e-08	-0.0396853797955998	-0.0051898267514616	2.693430171018649e-05	0.001574929369521	-0.0158766491484527	0.0133382509737316	0.0001779089390382	0.000252067988183	-0.0020032522645132	-5.829904012850007e-05	3.398778079904461e-09	4.013019635277264e-06	-0.001112048963459	-8.38407451899878e-07	1.236652897130236e-06	7.029270554012462e-13	-0.0004511143783545	0.0003619675795172	2.0350418235816697e-07	1.3102052862154057e-07	0.0	0.0	0.0
4438.658698453132	-0.3492149309458909	19701691.04135365	0.1219510679955434	3477.2458259828627	-3.7869633500295095	14.341091414466725	12091238.534315242	4397.097200344638	7.262811601403882	19334463.789278653	52.74843235748683	4291.568785768507	3314.937718911748	1.104517	12.368038	0.0188766822785009	0.0106532531993732	0.0804021009	0.0854449589	0.022195441	0.0325023306	-0.0577385161	-0.063487185	-0.0647698926	0.0925894787	-0.0242602179	0.0493594731	-0.080430023	-0.0822776014	-0.0550913519	-0.0622128555	0.004358553	0.1535904226	0.011995067	0.005655442	-0.0340478743	-0.059608109	0.0659209803	0.0160042066	0.0077929353	-0.0445595879	0.0268003706	-0.0075251861	0.0582539573	0.1064325098	-0.1084298403	0.0616735198	-0.0178311859	-0.0489134872	-0.1111205156	0.0169441489	-0.0704767329	0.0065076225	-0.0465736039	0.060211625	-0.0966347165	-0.0482031567	-0.0441406131	-0.0216087954	0.048501074	-0.0510579941	-0.0406149253	-0.0638484567	-0.1535340754	-0.0031024963	0.07277914	-0.0599442309	-0.0817319537	-0.0057057798	-0.1246602365	-0.0606860647	-0.0421831871	0.0507478668	0.0088938269	0.026204352	0.0435680775	-0.0408221514	0.0635093045	0.0578627907	0.0566434248	-0.0195836272	-0.0143488359	0.0618380821	-0.0066566331	0.0353982918	0.1178164931	0.0655048376	-0.029094641	0.0765507874	-0.019143925	0.0472380717	0.0512076844	-0.0909620533	-0.034649889	0.0498639767	0.0183586727	0.0192552869	0.0039438582	-0.0034979302	0.0840858931	-0.0384191985	-0.0518077605	0.0993345787	0.0545237281	-0.0875522486	-0.0294404487	0.025523414	-0.0346483133	-0.006503275	0.0887792208	0.0518985657	0.0589341349	0.1289321071	0.0351772391	-0.0326878147	0.0637779437	-0.0372346161	-0.0490166497	-0.0116209607	-0.0059901402	-0.0265234799	-0.0144056298	-0.0060477144	-0.0642779885	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0374451719511625	-0.0001491081931561	0.0014021409024521	2.2233253266304977e-08	-0.0347481036699122	0.0049372761256876	2.4376695541284797e-05	0.0012074307086549	-0.0158465182474856	3.0130900967102747e-05	9.078711930893531e-10	0.0002511121405678	-0.0018642216678982	0.000139030596615	1.9329506795122877e-08	3.4753224270611466e-06	-0.0009760803313774	0.0001359686320815	9.527328133018148e-07	1.8487468910141487e-08	-0.0004509102658773	2.0411247719998507e-07	2.0332006787353738e-07	4.166190334871441e-14	0.0	0.0	0.0
