global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46
4094.556817354021	n/a	16765395.53054029	n/a	2932.398761549304	n/a	n/a	8598962.496735891	3856.41099236981	n/a	14871905.742070705	n/a	3746.3215452788977	3013.0577386341347	n/a	n/a	n/a	n/a	-0.1389658363	-0.0410664373	0.0601906123	0.0357320213	0.0035253458	0.0174786463	-0.095462679	-0.0332667993	-0.0049279188	0.063370991	-0.0374340313	-0.0030044036	0.062181949	0.0756545006	-0.1465020102	0.0317118702	-0.0585090816	0.1250110583	-0.0979112337	0.0608430829	-0.0033823792	0.089330407	-0.0134268973	-0.0101460203	0.005135291	-0.0139478116	0.0725238532	-0.0346522933	0.0144073545	-0.0209129553	0.0383610336	-0.0256278761	0.0325299973	-0.0504780964	0.0175202316	-0.0053086828	0.029055794	-0.004880365	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0047515905413746	n/a	2.2577612672880563e-05	n/a	-0.6256755692545966	n/a	n/a	0.3914699179620634	-0.1133492340822357	n/a	0.0128480488670294	n/a	-0.0244545998281857	n/a	n/a	0.0005980274527567	-0.0030560475679251	n/a	9.339426737420918e-06	n/a	-7.487515715532897e-05	n/a	5.606289159035211e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4084.601724295804	-9.95509305821679	16683971.246120255	99.10387779775613	2938.5864205591142	6.187659009810432	38.28712402168821	8635290.151094427	3852.41723182336	-3.993760546450176	14841118.52804956	15.950123302382009	3748.1404455041375	3020.70601740815	0.8763229999999999	23.286963	0.2342676980288995	0.1528742587462415	-0.1500418633	-0.0412989548	0.0600950322	0.039688169	-0.0115562983	0.0260365345	-0.0755594128	-0.0106890387	-0.0343033168	0.0740719984	-0.0249464394	-0.0351897134	0.0598446575	0.1421953044	-0.1650989396	0.0303311945	-0.0565930273	0.1223298284	-0.1444301102	-0.0001816652	-0.0933328569	0.0530529089	-0.0301501215	-0.0458266735	-0.0281720478	-0.0061181747	0.0152843452	-0.044224225	0.0155544105	0.0061610351	-0.0229805685	-0.0158232885	-0.0233753216	-0.0339568636	-0.0434773488	0.0268870676	-0.0277959326	-0.0125225737	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0121791442380327	0.0074275536966581	0.0001483315543708	5.516855391673942e-05	-0.6479148687688934	-0.0222392995142968	0.0004945864428866	0.4197936771718123	-0.0652122893784366	0.0481369447037991	0.0042526426859769	0.0023171654454166	-0.0272155538148475	-0.0027609539866617	7.622866916463673e-06	0.0007406863694488	-0.0034063770059884	-0.0003503294380632	1.1603404306926496e-05	1.2273071517374754e-07	-9.286973471314164e-05	-1.799457755781267e-05	8.624787625689305e-09	3.238048214841353e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4073.213786188188	-11.387938107616264	16591070.547993513	129.68513434289872	2932.242236926992	-6.344183632122167	40.24866595808681	8598044.53601861	3844.762041238213	-7.655190585147011	14782195.15374623	58.60194289492344	3736.314984262118	2984.2810968436943	0.835267	22.195942	0.398383145028748	0.2341935734526799	-0.1424109823	-0.0406844191	0.0727891124	0.0279991787	0.0077103835	0.0251915647	-0.1349675256	-0.0304578859	0.030079807	0.0850510587	-0.0326861731	0.0206022289	0.0939988427	0.0301090872	-0.1543423053	0.0181818723	-0.1085053711	0.1133664932	-0.0837321888	0.0537904056	-0.0334239219	0.0847729123	-0.0058994439	0.0173106754	-0.0382992192	-0.0293990635	0.0382297473	-0.0256331954	0.0002578026	0.0027902947	0.0327848253	-0.0355561342	-0.045140057	0.035339401	0.0045471339	-0.0136488441	0.0223264935	-0.0053227228	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0030311075735198	-0.0091480366645129	9.187613122249093e-06	8.368657481527232e-05	-0.6047377636230067	0.0431771051458866	0.0018642624087789	0.3657077627517555	0.1383968445785797	0.2036091339570163	0.0191536865893075	0.0414566794307262	-0.0289102796518704	-0.0016947258370229	2.872095662672969e-06	0.0008358042695493	-0.0025733462778563	0.0008330307281321	6.6221110657568725e-06	6.939401940122966e-07	0.0002283510853585	0.0003212208200716	5.2144218184404966e-08	1.03182815247498e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4058.911793235463	-14.30199295272496	16474764.94526592	204.5470024197944	2880.5305407944547	-51.71169613253733	2674.099516903876	8297456.196449594	3844.0430677665126	-0.7189734717003375	14776667.106843784	0.5169228530088361	3731.482619484522	2964.000081472839	0.784385	20.843847	0.1948771680659425	0.101681089926315	-0.1421078259	-0.0514715309	0.0817113482	-0.0170959189	-0.0196761353	0.0470774949	-0.0747442826	-0.0141685732	-0.0205470564	0.0564302873	-0.0168352342	-0.0172512796	0.0510507779	0.098093452	-0.1503518313	0.009007654	-0.0964694558	0.1396756294	-0.1132696937	0.0480536454	-0.0690198336	0.044244118	0.0061857788	0.0327241071	-0.0563396938	-0.004463979	-0.0019195528	-0.0097640866	0.0032170746	-0.0059327201	-0.0079358639	0.0007307581	-0.060209044	0.012793087	0.0015484875	-0.0261771147	-0.0421994743	-0.0073287948	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0111450782463009	0.0081139706727811	0.0001242127691161	6.583652007875178e-05	-0.6281419290323385	-0.0234041654093317	0.0005477549585073	0.3945622830084673	0.1817157864811491	0.0433189419025694	0.0330206270564625	0.0018765307275581	-0.0272114427700256	0.0016988368818447	2.886046751116154e-06	0.0007404626176263	-0.0021586037053129	0.0004147425725433	4.659569956590581e-06	1.7201140147991734e-07	-5.8871261878507e-05	-0.000287222347237	3.4658254751677514e-09	8.249667675233583e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4060.786024572141	1.8742313366778944	16489983.13736041	3.512743103385407	2889.749047279358	9.218506484903171	84.98086181220187	8350649.556251957	3833.681200217925	-10.361867548587725	14697111.54490435	107.3682990944754	3722.33751883558	2912.570141517564	0.679969	18.069147	0.0362332819110102	0.0184621745906626	-0.1224313278	-0.0488083491	0.1065572659	0.002693502	0.0116080815	-0.0153634905	-0.0824834144	-0.0088767464	0.0209756138	0.0676312208	-0.0105252811	0.0143687352	0.068052962	0.051483632	-0.1501709117	0.0160765143	-0.1065091308	0.1287779632	-0.0733852494	0.0576588668	-0.0537095763	0.0840094347	0.0016832018	0.0524715665	-0.0266402229	-0.0101511292	0.0319652369	-0.0296352307	0.0235064699	-0.0257189484	0.0340990531	0.0030930338	-0.0595584266	0.0202292617	-0.0083721832	0.0217199256	0.0176893271	0.0282470811	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0116394043871963	0.0004943261408953	0.0001354757344886	2.4435833357253814e-07	-0.6184241859609472	0.0097177430713912	9.443453040157329e-05	0.3824484737814602	0.1802661571548753	-0.0014496293262738	0.0324958874153862	2.101425183593093e-06	-0.0270955383017963	0.0001159044682293	1.3433845755517408e-08	0.0007341681958641	-0.0018812200296298	0.000277383675683	3.538988799880345e-06	7.694170353546716e-08	-0.0001570147854151	-9.8143523536593e-05	2.4653642838949906e-08	9.632151212177786e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4082.042804089733	21.25677951759235	16663073.454420771	451.8506754595337	2894.7884588754305	5.0394115960725685	25.395669234630677	8379800.22163839	3849.443122830646	15.761922612721264	14818212.355908155	248.43820444941392	3737.026627604167	3006.886600077547	0.733973	19.504225	0.2215939947751204	0.1014653321514277	-0.1493152306	-0.0458245072	0.0761935308	-0.0069024201	-0.0100308418	0.0454703548	-0.075879957	-0.0213909271	-0.0285348547	0.0574859985	-0.0243530387	-0.0234901225	0.0505075823	0.0937906826	-0.158961993	0.0097817213	-0.1045534996	0.1398082714	-0.130748984	0.0440479901	-0.0642754562	0.0487627301	-0.0033914069	0.025766552	-0.0492686997	0.0015492888	0.0226915447	-0.0101781472	0.0056439368	-0.0123337919	0.0075969098	-0.002562791	-0.0705245391	-0.0126805854	-0.007397814	0.0024179669	-0.0070192484	0.0005390372	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0068605121724516	-0.0184999165596479	4.706662726835657e-05	0.0003422469127139	-0.6558758651249548	-0.0374516791640076	0.0014026282722037	0.4301731504534078	0.1085915414901705	-0.0716746156647047	0.0117921228832114	0.0051372505306831	-0.0279547276629984	-0.0008591893612021	7.382063584028773e-07	0.0007814667987124	-0.0026670498798695	-0.0007858298502397	7.1131550617119145e-06	6.175285535277494e-07	-0.0003913512417085	-0.0002343364562934	1.531557943867848e-07	5.4913574748148575e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4052.017978947528	-30.024825142205373	16418849.701714007	901.4901248200078	2915.0269734372373	20.238514561806824	409.5974716684668	8497382.25586666	3839.6472931129024	-9.7958297177438	14742891.33550924	95.95827985903256	3731.129741184686	2924.65068980716	0.84608	22.483294	0.1458042038524968	0.0746330255049743	-0.1357064217	-0.0378035981	0.0975299447	0.0184331683	0.0288070802	-0.0172612502	-0.1100687788	-0.0147470269	0.0294074246	0.0821425275	-0.0190835383	0.0208351179	0.0943699854	0.0389529934	-0.1592873114	0.0271175742	-0.1060509016	0.1201271739	-0.0678996784	0.0710326879	-0.0354875475	0.0953277819	-0.0061045741	0.0315947051	-0.0244692933	-0.0083117655	0.0488005062	-0.0541083145	0.0107946615	-0.0083988834	0.025738885	0.0294056984	-0.0563293106	0.0380120567	-0.009029584	-0.0063613542	0.0394471231	0.0150722845	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0233273397242328	-0.0164668275517812	0.0005441647786097	0.0002711564096201	-0.6570752801624735	-0.0011994150375187	1.438596432226098e-06	0.431747923800593	0.1478691645103822	0.0392776230202117	0.0218652898129984	0.0015427316701178	-0.0275695971389009	0.0003851305240975	1.483255205916169e-07	0.0007600826864012	-0.001604378247306	0.0010626716325635	2.5740295604286723e-06	1.1292709986551749e-06	-0.0007207558499072	-0.0003294046081986	5.194889951754501e-07	1.0850739590253901e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4089.837736024761	37.819757077233135	16726772.707012145	1430.3340253809258	2884.3122859667706	-30.714687470466743	943.3920264084468	8319257.362978858	3861.146637007055	21.49934389415239	14908453.35247089	462.2217878790276	3748.319462404969	2984.2042101329525	1.110899	29.520466	0.1306633164779582	0.0641018711579693	-0.1521986416	-0.0601335185	0.0957197692	-0.0132951083	-0.0416591869	0.0415260219	-0.0276572876	-0.0315582134	-0.0547016211	0.0746696249	-0.0355579799	-0.0462611866	0.0582269377	0.1429542827	-0.1501459398	-0.0026331621	-0.098771924	0.1541368235	-0.1353445369	0.0370283726	-0.0837579274	0.0246420241	0.012463814	0.0582959426	-0.0680302235	0.0120705668	-0.0148846442	0.0180096841	0.015134315	-0.0328713526	-0.0383828429	0.0001213393	-0.0656162677	-0.0357598218	-0.0164791308	0.026127787	-0.0170137446	-0.0048460725	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.024060812089317	-0.0007334723650841	0.0005789226783974	5.379817103422068e-07	-0.6459272711014421	0.0111480090610314	0.0001242781060248	0.4172220395525559	0.1801668359483699	0.0322976714379877	0.0324600887756468	0.0010431395803162	-0.0266011685381847	0.0009684286007161	9.378539546851358e-07	0.0007076221675969	-0.0021166046620375	-0.0005122264147315	4.48001529535888e-06	2.6237589994868685e-07	-0.0004717275930778	0.0002490282568293	2.2252692207097445e-07	6.20150726994896e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3879.984189868701	-209.85354615606	15054277.31363108	44038.51083427361	2841.32528112268	-42.987004844090734	1847.8825854658803	8073129.353146875	3736.198229556491	-124.948407450564	13959177.210541056	15612.104524432156	3625.728590639176	2456.9656658393656	4.164491	110.665016	3.154378815623684	1.9255726871949328	-0.0730057912	0.0705740316	0.1963142273	-0.0355833694	0.2079181451	0.0198818994	-0.1914574956	0.0947803886	0.2848525674	-0.2300627783	0.1033382601	0.2688473517	-0.1692401415	-0.2171368573	-0.0142860256	0.1581529181	-0.0292421714	-0.0083945377	0.2558753486	-0.1575457572	0.1322191028	0.1898301047	-0.1026183483	0.1626777366	0.3638009764	0.0775594374	-0.3853247087	-0.1019696007	0.1257314326	-0.0502925628	0.4143549869	0.1449462468	0.1917932366	0.0462897917	0.2016974587	-0.0491641715	0.1545246885	0.0304128017	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0399926922061837	-0.0159318801168667	0.0015994154298985	0.0002538248040582	0.2017768151388281	0.8477040862402702	0.7186022178284514	0.0407138831275688	-0.451937153676667	-0.6321039896250369	0.2042471908733673	0.3995554536998887	0.0048576887601967	0.0314588572983813	0.0009896597025199	2.3597140090941348e-05	-0.0007800672169879	0.0013365374450496	6.085048630192475e-07	1.7863323420197127e-06	-0.000849110042477	-0.0003773824493992	7.209878642352928e-07	1.4241751311453977e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3983.012574691305	103.02838482260404	15864389.170149058	10614.848079154586	2919.877659377232	78.55237825455197	6170.476129446209	8525685.545730261	3776.136586124404	39.93835656791316	14259207.517067268	1595.0723253457722	3660.8194179411857	2513.8967395906416	3.588673	95.363533	1.84258243063881	1.079237775769576	-0.0625400137	0.1183610949	0.1863425741	0.0270812023	0.0114355955	0.037343258	-0.247852408	0.0106035466	0.0442793448	0.0839474673	0.0366230948	0.0274339277	0.17674437	-0.4835797464	-0.0274679943	0.3004857063	-0.1151901757	-0.1886313587	0.2884107625	-0.303908336	0.0771375458	-0.0273663505	-0.1366766036	0.1733922259	0.0164841748	0.2278067694	0.2397177551	-0.022758361	0.1901308629	-0.0424398699	-0.2029391848	0.1875267302	-0.0603550762	0.1427178391	0.0224445177	0.0789684021	-0.2711269298	-0.1532426434	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.2597850739978042	-0.2197923817916205	0.0674882846720446	0.0483086910936334	0.8541868258062522	0.6524100106674241	0.4256388220190684	0.7296351333809605	-1.2782612999026526	-0.8263241462259856	1.6339519508288192	0.6828115946361041	0.0037893451214809	-0.0010683436387157	1.1413581303845152e-06	1.4359136449691096e-05	-0.0001653797811012	0.0006146874358867	2.7350471997080828e-08	3.77840643836966e-07	-0.0020471968069501	-0.0011980867644731	4.191014766386685e-06	1.4354118952056214e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
