global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
4272.3106867759625	n/a	18252638.60434009	n/a	3134.859563170627	n/a	9827344.480802337	n/a	4084.830598093831	n/a	16685841.015123608	n/a	3980.6839932594494	3157.8370641360493	n/a	n/a	n/a	n/a	-0.0364536785	-0.1742941344	-0.0258575601	0.0133374668	0.0313933541	0.0752615576	-0.1285691536	0.0492582147	-0.0808594812	0.0047504285	-0.0004041901	-0.0826748707	0.0193588237	-0.0102075979	0.0838212555	-0.0865969319	0.0916323741	-0.1149898304	0.0473665472	-0.1209988743	0.0568911404	-0.0307339229	0.1561951627	-0.0517806469	0.0304596144	-0.0181783599	0.0184339548	-0.1707913638	0.1722617614	-0.1313794064	0.0316219801	-0.0253952781	0.0987373767	-0.1229651125	0.0374724825	0.1773700409	-0.014369085	0.0407378424	-0.0305421896	-0.1071070494	-0.0075412851	0.0511965069	-0.0141949305	0.0697952395	-0.1619620128	0.1176422778	-0.1532529908	0.0009875197	-0.0369187441	0.0966419359	-0.0016334661	0.1340862657	-0.041360435	0.0075108432	-0.0211044603	0.0739891445	-0.0060351494	0.2334202853	-0.0690637337	0.0004537529	-0.0696164582	-0.1187709393	0.0592460263	-0.071516639	-0.0011617253	0.0466307515	-0.0974423729	0.054086057	-0.1356499936	0.1304512796	-0.0441490567	0.0360090378	-0.1618461297	0.0037485793	-0.0673329602	0.1612110726	-0.0733791714	0.0591862253	-0.033145528	0.2111378426	-0.1119637298	0.325732759	-0.0830857678	0.0764102227	-0.1083303467	0.1296400621	-0.1570533452	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.010975325196	n/a	0.0001204577631579	n/a	0.0461658894629977	n/a	n/a	0.0021312893499097	0.1721268135513156	n/a	0.0296276399433293	n/a	-0.000107941851334	n/a	n/a	1.1651443269411358e-08	0.0010611083409484	n/a	n/a	1.125950911230266e-06	-0.0019939491046171	n/a	n/a	3.975833031803336e-06	0.0	0.0	0.0
4250.50458507701	-21.80610169895226	18066789.227760687	475.5060713050487	3107.7704305688376	-27.089132601789515	9658237.049118018	733.8211051173356	4074.787393198226	-10.043204895605411	16603892.299767192	100.86596457511254	3971.294864293292	3173.7518841053707	1.185433	16.144938	0.1111274134979283	0.0657886042842208	-0.056750112	-0.089550427	0.0333344863	-0.0131005682	0.002956053	-0.0304161045	-0.0931376065	0.1031718922	-0.1117206112	-0.0125119629	-0.0326963209	-0.0605708715	-0.0973280599	0.0183285329	0.0290393152	-0.0141811587	0.0816764833	-0.1054397247	-0.0835272995	-0.120954502	0.0830531719	-0.0149767526	0.1350402548	-0.0597273631	0.099427251	0.0096900222	0.1221071153	-0.0671237376	0.1455120501	-0.0289863678	-0.0001964828	0.1288738821	0.1740774479	-0.0437820637	-0.1695985517	0.0331230593	0.1280377001	-0.0232536707	-0.0332909184	-0.0503993467	0.0878022664	0.0789586658	-0.0014290044	-0.0011218137	-0.1279574187	0.0988001491	-0.0803644739	0.0012056567	-0.09625942	0.1418665302	-0.0134907739	0.0702681322	0.0807244625	0.0862859224	-0.0995445538	0.0738841821	0.0134977246	0.2578290188	0.0106047997	0.0593118441	0.019961581	0.0511024846	0.1167863537	-0.0616521115	0.0375023927	0.0749121962	-0.0672995545	0.0564874424	-0.0668258908	0.1499041507	-0.1234830006	0.003026221	-0.2021568077	0.0095357795	-0.0070232548	0.1134633947	-0.1274626651	-0.0226442949	-0.1055881358	0.1872064538	-0.0517895929	0.2121464784	-0.0466449006	0.0973670871	-0.126048794	0.1795647041	-0.0400519347	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0385054590039857	-0.0275301338079856	0.0014826703731076	0.0007579082674855	0.0487360271431214	0.0025701376801237	6.605607694791637e-06	0.002375200341695	0.2300602097325566	0.0579333961812409	0.0529277001021879	0.0033562783930926	-4.397068430454028e-05	6.397116702945972e-05	4.092310211111035e-09	1.9334210782095452e-09	0.0011920386333135	0.0001309302923651	1.7142741458810573e-08	1.420956103311917e-06	-0.0017269756474401	0.000266973457177	7.12748268370396e-08	2.9824448868511525e-06	0.0	0.0	0.0
4257.4098382793145	6.905253202304266	18125538.5310775	47.68252178793332	3124.921207918666	17.15077734982833	9765132.555699851	294.14916370338454	4082.322849553994	7.535456355768019	16665359.84799064	56.78310248968464	3980.6322600936655	3156.786140432298	1.161592	15.820244	0.417301187238144	0.2214868760758762	-0.0495918616	0.0379210125	0.0787261684	-0.0401233094	0.0409796357	-0.12610954	-0.0067819815	0.1033726877	-0.0783084225	-0.0348596573	-0.0430214812	0.0469208428	-0.0675165248	0.0623892049	0.1218068945	0.0190446262	0.0549010371	-0.1226669565	0.0127337249	-0.2050266728	0.0026651301	0.0301340544	0.0408580394	-0.0254951253	0.094539517	0.0740291803	0.1885645984	0.066331351	-0.0258265965	0.0250355165	0.0145535411	-0.0150977341	0.0130184761	0.2036536636	-0.088845095	0.0402973056	0.0498678251	-0.0393237224	0.113998111	0.0688700118	0.0478993086	0.1187603412	0.0688202818	-0.0102952259	-0.1105159883	0.126206246	-0.0467195323	0.020133365	-0.0175320981	0.065718264	-0.0053293016	0.1424812321	0.1844982302	0.0655290855	-0.008264535	-0.0592418514	-0.0470561668	-0.0216092525	-0.0702251116	-0.0570827354	0.0823080295	-0.0088363154	-0.0643418733	0.013893142	0.0788210704	0.1093688844	-0.0291514131	0.0538516799	0.0367055156	0.1045426507	-0.1217811246	0.0165181982	-0.0689429093	-0.0122366837	0.028636397	-0.046104268	-0.0858448702	-0.1358960797	-0.0051755828	0.0661470845	-0.0281873408	0.004070302	-0.015366354	0.0783744787	-0.0124573074	-0.0046732165	0.1069369404	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0832425133277325	-0.0447370543237468	0.0069293160251177	0.0020014040295658	0.0507679579833393	0.0020319308402179	4.128742939428635e-06	0.0025773855577981	0.0594348422506243	-0.1706253674819323	0.0035325004733565	0.0291130160283444	0.0023631833804742	0.0024071540647787	5.794390691580812e-06	5.584635689749468e-06	0.0008030420041376	-0.0003889966291759	1.513183775102127e-07	6.448764604093331e-07	-0.0029289616453304	-0.0012019859978903	1.4447703391243406e-06	8.578816319816565e-06	0.0	0.0	0.0
4256.690810447795	-0.71902783151927	18119416.655750707	0.5170010224993037	3122.80763415578	-2.1135737628860625	9751927.51994162	4.46719405116035	4079.171173290704	-3.151676263290028	16639637.461005855	9.933063268585794	3977.2773691964617	3174.730946796345	0.939492	12.795366	0.1513344103260361	0.075593367760018	-0.0551238424	0.0228209699	0.0635717083	-0.0513969279	0.0424139061	-0.085120745	-0.0165036459	0.0353873598	-0.0530856035	-0.0564361263	0.0103888617	0.0393749652	-0.0632913857	0.0472170834	0.0155790998	0.0512012151	0.0429514025	-0.106735187	-0.0883054919	-0.1449795831	-0.0034309396	-0.0190660069	0.0043191946	-0.0610981615	0.0425690033	0.0844355883	-0.0037215938	-0.0481177734	0.021299309	-0.0259465421	0.0064833648	0.0077008342	0.0398460427	-0.0306957209	0.0198195369	-0.0015741575	-0.0159160218	0.0385627527	0.0482242905	0.0511181378	0.0598271899	0.0534211385	0.0322442067	-0.0599862739	-0.0665279999	0.1191248519	0.0290160349	0.0172718732	0.027601739	0.1508250565	-0.042112308	0.0127044637	0.0596917411	0.0162587017	0.0464762034	-0.0321301452	-0.03017713	0.0449536427	-0.0016305527	0.0177720551	-0.0268705242	-0.0310769554	0.0542107044	0.0301624045	0.0589695284	0.1266168456	-0.0274722778	0.0519638546	0.0775873962	0.0909825869	-0.1016715959	0.0409598664	-0.0283040831	0.0437482108	0.0221335269	-0.0610797577	-0.0207076112	-0.1330060735	0.0241086738	0.0150195787	-0.0199202452	0.0039475942	-0.0059589986	0.0073070199	0.0886640756	-0.0461242619	0.0729248352	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.1011858017338624	-0.0179432884061298	0.0102385664725245	0.0003219615988255	0.0635066973880498	0.0127387394047105	0.0001622754816211	0.0040331006131373	0.0421767284338585	-0.0172581138167658	0.0017788764213834	0.0002978424925124	0.0026428290615847	0.0002796456811105	7.82017069637556e-08	6.984545448756667e-06	-0.0003891597092748	-0.0011922017134124	1.4213449254634624e-06	1.514452793228469e-07	-0.0035249996247761	-0.0005960379794456	3.552612729417123e-07	1.2425622354671643e-05	0.0	0.0	0.0
4258.27494120884	1.5841307610444346	18132905.474927142	2.5094702680872194	3131.1459054274183	8.338271271638405	9804074.681074888	69.52676779943035	4082.326934326952	3.15576103624835	16665393.198731292	9.95882771790326	3982.4184772430112	3163.757429936248	0.8542199999999999	11.634	0.0539606273178654	0.0300107888796673	-0.0563027757	0.0222391436	0.0580485123	-0.0050078338	0.0360188246	-0.0718102405	0.0017146243	0.0557833316	0.0655167112	0.0069715369	0.049714201	0.0580816267	-0.0406698287	0.0139720755	-0.0022107561	0.0363866714	0.12124052	-0.1042963902	-0.0366363124	-0.110481878	0.0165039495	0.0364396076	-0.0140599508	-0.0703635228	0.0553073695	0.0131214515	-0.0014501529	-0.0812708569	-0.0040872529	0.0524207342	0.0542886607	0.0500137905	0.1577198976	-0.0251577226	-0.0238494622	0.018835156	0.0017742248	-0.0078416115	-0.1344339412	0.0695287699	0.0365628916	0.024209363	-0.0008357952	-0.0421240763	-0.1182920886	0.0749751095	-0.0191958548	0.0284620823	0.0140228912	0.0896258588	-0.0592925027	-0.0372301871	0.0392050442	-0.006813023	0.0129229963	0.0330597109	-0.1047350083	-0.014003832	-0.0394192974	0.0139724313	-0.1199615876	0.1059806169	0.0619005576	0.0265385645	0.0618202684	0.1057819777	-0.0283899152	0.0510607844	-0.0011647649	0.0443114486	-0.1460912946	0.0409163071	-0.017932098	0.0350893487	0.0123861988	-0.0114667847	0.0385802645	-0.0743064258	0.0941237172	-0.0129715633	-0.0131207646	0.0573206015	0.0142049388	0.0025876455	0.0211621008	-0.0254184983	0.0136218647	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0968985662413928	0.0042872354924695	0.0093893321396375	1.8380388167890995e-05	0.0649132183619656	0.0014065209739158	1.9783012500650604e-06	0.0042137259181082	0.0213398628413585	-0.0208368655925	0.0004553897460879	0.0004341749677199	0.0026536435300803	1.0814468495600004e-05	1.16952728842325e-10	7.041823984737037e-06	-0.0002331711899465	0.0001559885193283	2.4332418162235423e-08	5.4368803821066784e-08	-0.0031432025074204	0.0003817971173556	1.4576903882112212e-07	9.87972200265389e-06	0.0	0.0	0.0
4257.972177551923	-0.3027636569167953	18130327.064806264	0.0916658319496309	3119.250562739076	-11.895342688342224	9729724.073148042	141.49917767309685	4081.076929841941	-1.2500044850112315	16655188.907288125	1.5625112125481946	3978.323590804027	3156.327380856928	0.906392	12.344564	0.0719833138464498	0.0348167161439825	-0.0582848436	0.0165448236	0.0368298256	-0.0260073864	0.0264729822	-0.0418934198	-0.0113965229	0.0747974272	-0.0621249742	0.0451146773	-0.0937953984	0.0567134381	-0.0141540989	0.0119986423	-0.0443428232	0.0072065716	0.0945156078	-0.0559748945	0.0328261918	-0.0711150852	0.1102985394	0.1882843463	0.0188934695	-0.0319025851	0.074391064	-0.0039517908	-0.0495592569	-0.001517747	0.0362786498	-0.10173483	0.0135970362	0.0195863285	-0.0529260483	0.0222741395	-0.0345372728	-0.0197294436	-0.0983431572	0.1097567729	0.0193543378	0.0565589957	0.0405902156	-0.0393696998	-0.0237616794	-0.0214823048	-0.1037100481	0.0622299327	-0.1173722464	0.0234637937	-0.0676920541	-0.0038090988	-0.0661654751	-0.0378155674	0.1007955213	-0.1161022788	0.031515712	-0.0157723111	0.0313000879	0.0631474914	-0.0197994249	0.0497505688	-0.0222553806	0.0173237463	-0.0736640284	0.025549439	0.0459560355	0.1104928105	-0.0253357586	0.0541992784	-0.0405526084	0.0470427837	-0.146004992	0.0439806285	0.0299471537	0.0455598635	0.0283077672	-0.0863386501	-0.0341747705	-0.1051358909	-0.0086553118	-0.0410103772	-0.0252146511	0.0123090151	0.0203356315	0.0014142563	0.0299861463	-0.0194379704	-0.0497758453	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0942648493899298	0.002633716851463	0.0088858618305061	6.936464453680207e-06	0.0500610953911575	-0.0148521229708081	0.00022058555674	0.0025061132717625	0.0452066061488523	0.0238667433074938	0.0020436372394974	0.0005696214361058	0.00254912385097	-0.0001045196791103	1.0924363321320098e-08	6.498032407584123e-06	-0.0005913178846153	-0.0003581466946688	1.2826905490218668e-07	3.496568406659133e-07	-0.0029932542668658	0.0001499482405545	2.248447484542009e-08	8.959571106110318e-06	0.0	0.0	0.0
4255.718651070489	-2.2535264814341645	18111141.23706922	5.078381602525045	3113.528059710111	-5.722503028965093	9694056.978602208	32.74704091651466	4078.876052710195	-2.200877131745983	16637229.8533727	4.843860149042426	3976.508250542664	3162.2379835500656	0.905931	12.338278	0.1991680080135821	0.1019381213628588	-0.0639498721	0.0530412726	0.0577102767	-0.0176000054	0.0025945743	-0.0845074408	-0.0466174992	0.0659374504	-0.0399735471	-0.0060766956	-0.0310918298	0.0679510487	-0.080069626	0.0191038844	-0.071440849	0.037581879	0.0774261664	-0.1150375324	0.022562817	-0.0029218764	0.0504034336	0.0004217764	-0.0140612296	-0.0286413371	-0.0389914934	-0.1517761652	-0.0350891999	0.0498595398	0.0020963106	-0.0403111642	-0.0337543714	0.0654432339	0.0075290837	0.0861592257	0.0121725227	-0.0859823449	-0.1589444023	0.0638045364	0.0981088887	0.0729716271	0.0923210742	-0.0284058039	-0.0323842211	-0.0545758093	-0.100870383	0.0673023233	-0.0410848871	-0.0272772019	0.0242854356	0.0202455417	0.0018591897	-0.0902458368	-0.0555951438	-0.0864734868	-0.1026441767	0.0093543369	0.0572331182	-0.0279441863	-0.0015388182	-0.00422713	0.0249355175	0.0898936858	-0.0691112491	0.0418194765	0.0823227518	0.1144011613	0.0006098391	0.0161991424	0.1150650618	0.0668165952	-0.0828077962	0.0349428829	0.0750039461	0.0944182496	0.0458656885	-0.0327266448	0.0120149322	-0.0991735257	0.0641318957	-0.0969027756	-0.0168503574	-0.0331129604	0.0118830033	-0.0080474597	0.0503291565	-0.1144066191	-0.0028217983	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0713133208997476	0.0229515284901822	0.0050855897377503	0.0005267726600356	0.072161150153974	0.0221000547628164	0.0004884124205194	0.0052072315915443	-0.0309416478075661	-0.0761482539564184	0.0009573855690474	0.0057985565806111	0.0037768900023724	0.0012277661514024	1.507409722529461e-06	1.4264898090020587e-05	-0.0004458034382768	0.0001455144463385	2.1174454093200204e-08	1.987407055794166e-07	-0.0028071714485234	0.0001860828183424	3.4626815282250675e-08	7.880211541404964e-06	0.0	0.0	0.0
4260.913893078492	5.1952420080033335	18155387.20422931	26.990539521722507	3114.908511339876	1.380451629765048	9702655.034017602	1.905646702120977	4085.690704150704	6.8146514405088965	16692868.529983474	46.439474255629975	3983.002253247841	3157.668590080213	0.90746	12.359103	0.066085421860042	0.0319589275166796	-0.0617272043	0.031715037	0.0172771997	0.0093922884	-0.0145787823	-0.0670334072	-0.0586741371	0.0216164207	0.0180039349	0.055246743	-0.0183328142	0.0768285473	-0.0186885483	0.0331839803	-0.0331123905	0.0050577818	0.0779160957	-0.1634138249	0.0023335634	-0.0449516753	0.061170344	0.0477336395	0.0457404034	0.0597597416	-0.0974550985	-0.0564943885	0.0843547919	-0.0368853006	0.0316102261	-0.0910009126	-0.0842563911	-0.0331738762	-0.0232294753	-0.0481144108	0.1792408467	-0.1348798862	-0.1169402699	0.0579114096	0.0236890746	0.0624320912	0.0444418676	-0.0492403122	-0.0173723062	-0.0288284699	-0.1697689088	0.1121657531	-0.0067336032	0.0002124703	-0.0709175114	-0.0218006455	0.0062814745	0.0128538257	-0.0907846325	-0.0710917951	-0.0810716542	-0.0927464646	-0.0480590825	0.0654364683	-0.0735682941	-0.109128892	-0.0160763073	-0.0013321674	0.0186565111	0.0331484913	0.0523041786	0.108081586	-0.0145306566	0.0088225336	-0.0235052955	0.0353253474	-0.1431832317	0.0783907283	0.0799083088	0.084912838	-0.0301247831	0.0118802253	0.0390120402	-0.0498246207	0.0919498983	-0.035447142	-0.0042761539	0.0131700719	0.0780962193	-0.0808415371	-0.0292501953	-0.0686736274	-0.0510810016	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0765898834947194	-0.0052765625949718	0.0058660102537346	2.7842112818655604e-05	0.0823936028798044	0.0102324527258304	0.0001047030887863	0.0067887057955149	-0.0145669971396813	0.0163746506678848	0.0002121974056674	0.0002681291844952	0.0033329961167581	-0.0004438938856143	1.9704178168576134e-07	1.1108863114324576e-05	-0.0003499210885289	9.58823497479e-05	9.19342499317862e-09	1.2244476819725024e-07	-0.0029514303305883	-0.0001442588820648	2.081062505461468e-08	8.71094099631656e-06	0.0	0.0	0.0
4256.423533542454	-4.490359536038341	18117141.29689403	20.163328762890465	3112.315499333425	-2.593012006450863	9686507.767391069	6.72371126559833	4085.2785458305775	-0.4121583201263092	16689500.797023598	0.1698744808493412	3982.77421230841	3137.4004382631315	0.957122	13.035469	0.0818491753990402	0.0560579557560443	-0.0501175827	0.0241137124	-0.0145635187	0.0129554971	0.0097718684	-0.1007172068	0.0153340896	0.0059925687	-0.0926769113	0.0387881633	-0.0334299306	0.0079062061	0.0146772085	-0.01303426	-0.0022785156	-0.0224314504	0.0506916932	-0.0977511287	0.081436041	-0.1066180894	0.041488253	0.0781592978	0.0640212361	0.1781579404	0.0758707313	0.0496203039	0.0597517333	-0.0339770091	-0.0982501443	0.0213842517	-0.0330582341	-0.1250880921	-0.0451322553	0.1557659059	0.0803290825	0.0178626855	0.0141011504	0.1063065136	0.0018120186	0.0105623563	0.0099133893	-0.0204050356	-0.0366508631	0.0026051347	-0.1122970028	0.0972255892	-0.012014052	0.016716859	-0.0465118392	-0.0616357351	0.069085661	0.144280283	0.1164201922	-0.1050914074	0.047159441	-0.0575254974	-0.1232555678	-0.0665895354	0.0084403254	-0.089606128	-0.0336285817	-0.0402969687	-0.1358713584	0.0200990766	0.001257936	0.0734132737	-0.024241415	-0.0021944075	-0.0228249326	0.0517106964	-0.1203748654	0.0909466784	0.075051624	0.0506489849	-0.0783335308	-0.0542211776	-0.070013234	-0.0448199283	-0.0391644592	0.0256145563	0.0388173369	-0.0398459867	0.0426580463	-0.0921670372	-0.0164305063	0.0095171137	0.0147250787	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0768844274796549	-0.0002945439849355	0.0059112151888743	8.675615906168551e-08	0.0856492029975299	0.0032556001177254	1.0598932126534246e-05	0.007335785974112	0.0125588810734029	0.0271258782130842	0.0001577254938158	0.000735813268831	0.0023739531414652	-0.0009590429752929	9.19763428458658e-07	5.635653517872492e-06	-0.0003799639757975	-3.0042887268600044e-05	9.025750754338105e-10	1.4437262290384318e-07	-0.0029170531314839	3.43771991044e-05	1.18179181826356e-09	8.509198971900026e-06	0.0	0.0	0.0
4245.486979817726	-10.936553724727672	18024159.69580184	119.60820737385475	3101.431923767343	-10.883575566082072	9618879.977763202	118.4522171026187	4080.316702748259	-4.96184308231841	16648984.394726424	24.61988677355106	3978.746229125177	3106.996573163878	1.068479	14.552092	0.1384033267863253	0.0837248863838764	-0.0304724647	0.0945572471	-0.016869241	0.0731560528	0.0093557113	-0.1175855912	0.0922168003	0.0453402208	-0.0291118188	-0.0935082228	0.0539908607	0.0983454812	-0.0770085018	0.0625373141	0.0342199089	0.0215260541	-0.0258466684	-0.0183354656	-0.0253470684	-0.12525012	0.0292190452	-0.018753481	0.0457440298	0.0353288115	0.0251018973	0.0546183447	-0.1188861468	-0.1509678469	-0.1002534179	0.0740250239	0.0320127161	-0.0458191312	-0.1850365466	0.003313216	-0.0500140853	-0.121852938	0.028466673	-0.0562461746	0.0719819444	0.1113688731	0.0628296003	0.0678653728	0.0433108641	-0.0217461335	0.0526599258	0.1600035522	0.030973157	0.0530057369	-0.0017305668	0.1012631169	0.0271862287	0.0808797068	0.0003123838	-0.0675722118	0.1264813188	0.0756046034	-0.0737355511	-0.0765454388	0.0790211416	0.0526019765	0.0517182966	-0.0980743783	-0.1163553853	0.0489829888	0.0632632165	0.1128398445	0.0099847107	-0.0498312	0.0884134374	0.0847203135	-0.0747439921	0.1148175731	0.0995172708	0.0233144849	-0.0528622222	-0.0486326479	-0.0173784756	-0.0498039417	0.0485765629	-0.0266849758	0.0442461902	-0.1110199507	0.0650982751	-0.1149923656	0.0592382738	-0.1005142358	0.0931891733	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0767139657919671	0.0001704616876878	0.005885032547531	2.9057186969375193e-08	0.0861429178193162	0.0004937148217862	2.43754325251476e-07	0.0074206022904254	-0.0494480118579332	-0.0620068929313361	0.0024451058767023	0.0038448547709981	0.003400122323571	0.0010261691821058	1.0530231903036865e-06	1.1560831815245857e-05	7.459851998570244e-05	0.0004545624957832	2.0662706257265402e-07	5.564939184057246e-09	-0.0028831396624626	3.3913469021300095e-05	1.150123381058681e-09	8.312494313264953e-06	0.0	0.0	0.0
