global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
4623.365612549041	n/a	n/a	21375509.587300967	3444.4576561337426	n/a	11864288.544898355	n/a	4707.9307918343	n/a	n/a	22164612.34070154	4533.816341393513	3057.336905212402	n/a	n/a	n/a	n/a	-0.0174182929	0.0007998423	-0.1081052268	-0.0560449013	0.0184184695	0.0327715283	-0.0861317149	0.0297367952	-0.1057338166	0.0466258425	-0.0255242667	-0.0490331296	0.0234423616	-0.0509365789	0.1012310168	-0.0735452403	0.0068661581	-0.0130128232	-0.0594994766	0.0045782554	-0.0065540742	0.0313812416	-0.0371782846	0.1669486912	-0.0588767996	0.0022654947	-0.0845698202	0.026394368	-0.1022852077	0.0292978403	-0.0893363929	0.0279304213	0.016005728	-0.0157631062	0.1581350047	-0.0627081441	0.094050433	-0.0546709202	0.056758492	-0.0955032412	0.0623508555	-0.0559808	0.0411986139	-0.0522768369	0.0957067011	-0.0607200502	0.0064047066	-0.0515429331	0.0496588009	-0.0545373857	0.0819047851	-0.0303838851	0.0753050854	-0.0190021093	-0.0108594569	0.1384414703	-0.0306451695	0.0342431171	-0.023112161	0.1391375552	-0.0803500423	0.0108240484	-0.0692406744	0.0372093916	-0.0599461931	0.0159204968	-0.102931282	0.0155007311	0.0899521214	-0.1000263785	0.084753094	-0.1095841342	0.085703693	-0.0154657513	0.0587140872	-0.0056336916	0.063037926	-0.058271109	0.0552212826	0.1712556099	-0.1615267306	0.0033819291	-0.1119288617	0.0415254468	-0.004583966	0.0200609316	-0.0203205913	-0.0084833653	0.0355335619	-0.0417802783	0.0023625288	-0.0776568887	0.0551252335	-0.1131599764	0.0921869518	-0.0226497893	0.0676388851	-0.0126422805	0.117301879	-0.0315004063	0.0069525697	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0763075141243661	n/a	n/a	0.0058228367118403	-0.0376230758021733	n/a	0.001415495832816	n/a	-0.2357158451808203	n/a	0.0555619596693084	n/a	-0.0047602248714144	n/a	2.2659740826432244e-05	n/a	-0.0015598070463545	n/a	2.432998021857149e-06	n/a	-0.0040792527390756	n/a	n/a	1.6640302909255787e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4626.479149531559	3.113536982518781	9.694112541512157	21404309.32105026	3438.3822014218285	-6.075454711914063	11822472.16305442	36.911149956518784	4705.831886812313	-2.098905021986866	4.405402291321686	22144853.746939536	4533.590198178498	3073.9468088422504	1.09964	14.262876	0.0817870070668061	0.04436026251774	-0.0412523453	-0.0967792445	-0.0547467128	0.0380584698	-0.1083023431	0.034296824	-0.0151052503	0.0531817457	0.131702933	0.0922958233	0.0597760922	-0.0367499004	0.0400725004	-0.146268311	-0.0963437766	-0.0541757929	0.0061034434	0.1629058168	-0.0980695334	0.0230502164	0.0357900901	-0.0745875938	-0.0161278589	0.0606927286	0.0805227443	0.0565569633	-0.0192061943	-0.0907089145	-0.0268938192	-0.0686314358	0.0020137861	-0.1725809125	0.0026661565	-0.0676338888	0.0250312092	-0.0692785395	0.0179752171	-0.0471695174	0.0926861734	-0.0434386434	-0.0046716263	0.013437627	0.1023760778	0.0381608201	0.0232931429	-0.0808910279	-0.0052518341	-0.1117867212	-0.0221122971	0.1673190601	-0.051722373	0.0507192774	0.0514888655	0.0983372881	-0.0742452401	0.0100842709	-0.1125805982	0.0372717613	-0.0176697032	0.1283017535	-0.022652242	0.0768112449	0.0502639247	0.1143872263	0.0271113325	0.0165657177	-0.0505896508	0.068833702	-0.1259523856	-0.0341462747	0.0042364857	-0.0082882764	-0.0668801817	0.1155000562	0.0588190337	-0.026901355	-0.0400046036	-0.0531276907	0.0683620879	0.1462145899	-0.1816360689	0.0056243559	0.0419061735	0.0324379755	0.0819644516	-0.007848171	-0.0501815251	-0.0034195849	0.0292866728	0.025385253	0.0138451536	-0.0193912885	0.0186566831	0.0005777336	0.0118588032	0.0396297702	-0.0815143401	0.0667725952	0.0197399409	0.0334529822	0.1047711951	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0762386023769607	6.891174740539241e-05	4.748828930464607e-09	0.0058123244923923	-0.0447543389856832	-0.0071312631835099	0.0020029508580454	5.085491459248376e-05	-0.2479566856436861	-0.0122408404628657	0.0614825179554017	0.0001498381752373	-0.0049010730607623	-0.0001408481893479	2.402051714692994e-05	1.9838212442581905e-08	-0.0008279279749177	0.0007318790714368	6.854647316513237e-07	5.356469752071926e-07	-0.0037050601663998	0.0003741925726758	1.4002008144573434e-07	1.3727470836642513e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4627.7288781549305	1.2497286233710838	1.5618216320729843	21415874.56970909	3456.6333158947173	18.25111447288873	11948313.880553309	333.1031795024885	4708.866926985872	3.0350401735586274	9.211468855114784	22173427.73606137	4535.3811371645725	3109.0413788713727	1.300921	16.873596	0.4163535346372759	0.2068315375143025	-0.0562269023	-0.0481142075	-0.1181107764	0.0100592888	0.0832809074	0.050428637	-0.1078552735	0.0055582992	-0.0884165332	0.1073606211	0.0094096833	-0.0927047279	0.056549659	-0.0012915856	0.2112791129	0.180791628	0.0331759978	0.1420453111	-0.0678540154	0.0558046155	0.0720409272	-0.0284411883	-0.055214434	0.2822027763	-0.0261609101	0.2489833402	0.0199421844	-0.0608692899	-0.0238151562	-0.0327508059	-0.0215800075	0.1582741556	-0.0470104589	-0.1101421831	0.0716445175	0.04238888	-0.0451444458	-0.0285054916	0.0206269522	-0.0229005544	-0.0416694715	-0.0010051183	0.0057244249	0.1639076232	0.0074470081	-0.0989877004	0.0655898546	-0.0138922442	0.1242301431	-0.1157139009	-0.1904201105	-0.1075271517	0.0198195191	-0.1042829784	-0.1310345789	0.022728153	-0.1544015594	0.0746839174	0.0460571976	0.2472356194	-0.1550510255	-0.0444034988	-0.04174812	0.1931677805	0.0700022042	0.0819639763	0.0262429574	-0.159800257	0.0754276967	0.0178746101	0.0540267115	0.0054483091	0.0979691518	-0.0332633684	-0.120163262	0.0598693103	-0.0807556935	-0.1213687793	0.0808044116	0.2439212118	-0.2519573261	-0.0172409812	-0.100806548	0.1187515778	-0.0710737178	0.0586050273	-0.1002785873	-0.0702807416	-0.1493818074	-0.1056266411	-0.0011935348	-0.2367822895	-0.1181016315	-0.0932424095	0.1604476423	-0.0915772067	0.0868163302	-0.064065612	0.2087621908	-0.0486614677	0.0205595733	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0282162066963564	0.0480223956806043	0.0023061504869045	0.0007961543203315	-0.0245544680782074	0.0201998709074758	0.0006029219026037	0.0004080347846786	-0.4046592049357969	-0.1567025192921108	0.1637490721392712	0.0245556795524943	-0.0058381562501585	-0.0009370831893962	3.408406840126476e-05	8.781249038489547e-07	-0.0018056285889167	-0.000977700613999	3.2602946011133133e-06	9.558984906140217e-07	-0.0056188513381463	-0.0019137911717465	3.662596649054843e-06	3.157149036018847e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4631.417396372104	3.6885182171736233	13.605166638421684	21450027.09941816	3445.263893781389	-11.369422113328255	11869843.297793698	129.26375919103754	4721.260826394087	12.393899408215477	153.6087425409639	22290303.790843382	4547.256089716372	3106.0329980795723	1.155933	14.993026	0.2016484526719397	0.1263637043484975	-0.0753975976	-0.073885038	-0.1199470803	0.0694991754	-0.0371893824	0.047269932	-0.1123686108	0.1077519569	0.0198460334	0.1543233606	0.0141554494	-0.2127406431	-0.0253101142	0.0102743329	0.1141614404	-0.0238487628	-0.0721395777	0.1196699985	-0.0376434021	0.0723588679	-0.0273792253	0.093858895	-0.0933630218	0.1494957187	-0.1058279621	0.1212945435	-0.1110745861	-0.1166605675	-0.001679546	0.0511901794	-0.0471244197	0.0441545683	0.0250442253	-0.1710156961	-0.1523994758	0.0538177192	-0.1042027431	0.0823328232	-0.109021499	0.1408531205	0.0416015588	0.0726436018	-0.0349330903	0.0309721213	-0.0243126426	-0.1944306655	-0.0363330193	0.0515803846	0.059504745	0.0337104331	-0.0223323126	-0.1585580303	0.0849374601	-0.0432165731	-0.0422163473	0.0899975496	-0.0341175151	0.1818437285	-0.0203237139	0.1738184886	-0.1135393644	-0.0963081853	-0.0916139616	0.0596336559	0.0548549763	0.1204915651	-0.0655040187	-0.1499429086	-0.0540817034	0.0349916888	0.0541971841	0.2223643166	-0.0510466512	-0.048597322	-0.0873178317	-0.0233934638	-0.0932754087	-0.1530763902	0.0657587209	0.2262664516	-0.1998305307	0.0337991314	0.004258542	-0.0348552526	-0.0172864971	0.0215690822	-0.0932801352	-0.1123869514	0.009977955	-0.1466644551	-0.0257771199	-0.1768814842	-0.0689262474	-0.0148035232	0.033758349	0.0456217661	0.0295916902	-0.0084661567	-0.0067922165	-0.1136399707	0.0997899472	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0280733351004158	0.0001428715959406	2.041229292661456e-08	0.0007881121436602	-0.0463594434569785	-0.0218049753787711	0.0021491979976407	0.0004754569512688	-0.3918587122991539	0.0128004926366429	0.1535532504047511	0.0001638526117407	-0.0037915720996769	0.0020465841504816	1.4376018987048297e-05	4.188506685002494e-06	-0.0018482317197197	-4.260313080299994e-05	3.41596048977804e-06	1.8150267542175223e-09	-0.0043700363582192	0.0012488149799271	1.5595388540903242e-06	1.909721777215773e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4639.245838166647	7.828441794543323	61.28450093055269	21522601.94694656	3450.281458972749	5.017565191360063	11904442.146131122	25.175960449548143	4727.56350960189	6.302683207802147	39.72381561791117	22349856.73731933	4554.554117909307	3113.373923604148	1.306862	16.950651	0.3572609077154384	0.1626418498319354	-0.0768002839	0.0305640942	-0.1383324288	0.1248648258	0.0808916906	0.0619010182	-0.1300543318	0.0675027957	-0.0538709678	-0.0120557092	0.0960446459	-0.2708225841	-0.0877604414	0.053483627	0.121411091	0.038367749	0.0632267694	0.0282690239	-0.1164106173	-0.0226243478	-0.0265401521	0.0807889456	-0.0021638897	-0.0489010063	0.0211864276	0.1704243545	-0.030706486	0.0895659018	0.0660929763	-0.0736979144	-0.0305512604	0.0501519846	0.0995488003	-0.0634833477	-0.0892548735	-0.1629772371	-0.0669753156	0.0173526216	-0.0097845344	-0.0045646299	0.0234051915	-0.0981625124	0.0165521877	-0.0401559134	-0.0869704043	-0.2341097999	-0.0606548427	0.1480496383	0.0759329019	-0.0883979475	-0.0623677107	0.0091338805	0.0486390593	-0.0237070365	-0.0691275042	-0.033370499	-0.0536322703	0.1781913565	0.0642407984	0.0581901683	0.0915281678	-0.0234789943	0.0992943758	-0.0275027563	0.0187942908	0.1157496618	0.0067763039	0.0689580009	-0.0256131618	-0.1181681059	-0.0185870798	0.01096109	-0.0801491193	-0.0063451732	-0.0633311759	-0.1374245725	0.0323203361	-0.1918935448	-0.0069939126	0.0795902486	-0.0382606804	0.0306565273	0.0799566763	0.0205731072	-0.1461783079	-0.1286520958	-0.1021826421	-0.0422611156	-0.0421007679	-0.0521227646	-0.0051228586	0.001799233	-0.107182498	0.0202300194	-0.1012051684	0.0170830068	0.0627103885	0.0813869723	-0.1764687628	-0.0514019701	-0.0987744213	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0560422817728749	-0.0279689466724591	0.0007822619779668	0.0031407373463103	0.023123996323477	0.0694834397804555	0.0005347192059681	0.0048279484037241	-0.4200230490880727	-0.0281643367889187	0.1764193617652415	0.0007932298667596	-0.0014381141502978	0.0023534579493791	2.068172309286763e-06	5.53876431949568e-06	-0.0011590035593247	0.0006892281603949	1.3432892505273236e-06	4.750354570814757e-07	-0.0027798387785212	0.001590197579698	2.528728342477377e-06	7.727503634570237e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4629.299792630452	-9.946045536195015	98.9238218080648	21430416.57004835	3479.021470424107	28.740011451357987	12103590.391671916	825.9882582241881	4716.836227837294	-10.727281764595318	115.07457405701923	22248544.000238355	4545.713693529212	3115.941125215803	1.43203	18.574144	0.3262020737274505	0.1808939626056077	-0.0793098716	-0.0548971331	-0.0447973681	0.0461901014	-0.0655739304	0.0861879919	-0.1733047484	0.0455545279	-0.0129707495	0.1132215357	-0.1135615468	-0.1500834037	-0.0381421949	0.0600299119	-0.0627438738	-0.1348099509	-0.0594946736	0.0316751673	-0.0425843693	0.0785197076	-0.0247905537	0.233801736	-0.0484079364	0.1083858206	0.0055611074	-0.1600579251	0.020211145	0.0497167291	0.037288278	-0.014609115	0.1230069605	-0.0240895068	-0.0738201887	0.0376435133	0.0897293952	0.0847749321	-0.0342473413	0.0360775105	0.099494	0.0264553888	0.0040214884	-0.1186424742	-0.0220674271	-0.1191269249	-0.0043319858	-0.1405540362	-0.05482557	0.0969170358	0.0561051869	0.0796120342	0.0382756274	-0.0518140226	-0.0039579723	0.1019019288	0.1589317852	0.1631173772	0.1035025992	0.0688846183	0.0896543198	0.0479652404	0.0504827543	0.0518755454	-0.1636937508	0.0113612167	-0.0274731667	-0.1435986567	0.0370058063	-0.0750288283	-0.0557303054	-0.00130802	0.034865151	-0.0244109528	0.062388179	0.0676516752	0.1475563957	-0.0528918117	0.135131986	-0.0790174338	0.0539471842	0.0609469612	-0.0983518133	0.0408328415	-0.0226709728	-0.0860424324	-0.0467726838	0.0762844436	-0.1250998444	0.0397489945	0.00903987	-0.0173854369	-0.0832291696	0.0788302497	0.0225298518	0.082523725	-0.0898507225	0.0717534906	-0.0089453554	0.0436679833	-0.1075111557	0.0763367025	-0.0140450234	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0477130924657274	0.0083291893071475	6.937539451430029e-05	0.002276539192643	0.000843245468701	-0.022280750854776	7.11062920484769e-07	0.0004964318586526	-0.2627134831587057	0.157309565929367	0.0690183742333795	0.0247462995328858	-0.0028787513218845	-0.0014406371715867	8.287209173251757e-06	2.0754354601573274e-06	-0.0002020301306389	0.0009569734286858	4.0816173685971e-08	9.15798143210656e-07	-0.0024117980260705	0.0003680407524506	1.3545399546447734e-07	5.816769718557561e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4611.35803129597	-17.94176133448218	321.9067997835198	21264622.892797846	3420.9627144949777	-58.05875592912935	11702985.893964846	3370.819140038212	4708.94585955043	-7.890368286864032	62.25791170234963	22174171.10817714	4535.478503736413	3051.3156335340227	1.304066	16.914391	0.1681634629839371	0.095129924996837	-0.0150708468	-0.1221119059	0.0363059065	0.0426764736	0.1262601658	-0.0064207679	-0.0878718192	-0.0541869692	0.0420787899	-0.1180742675	-0.0206743757	-0.0560231438	-0.0220336571	0.0483568346	-0.0182322264	-0.1705428702	0.0262681042	-0.0029929566	-0.2149196981	0.0205167557	0.1094187306	0.0058037155	0.0087414195	0.0099079733	0.0510138181	-0.0902700259	0.0541389183	-0.0616779818	0.0169836584	-0.0126492127	0.1130572721	-0.0862630144	-0.1535319458	0.006762095	-0.0412915764	-0.0886868826	0.1327862524	0.068064609	0.0225059524	-0.0275971057	0.0033667217	-0.026362404	-0.0300700158	0.0665500102	-0.1386367277	-0.0559624869	-0.0086742141	0.1003970434	0.1153357282	0.0462866639	0.0703021868	0.0974752892	0.0068608487	0.1961296927	0.059515856	0.1004233087	-0.039032681	-0.0552202136	-0.0139480797	0.0121609373	0.042273546	0.072983915	0.0309849002	0.0287918609	0.0665361057	0.028609252	0.1595750985	0.0332167285	-0.1037819206	-0.0064250162	-0.0965730763	-0.0056561677	-0.1191847388	-0.008913284	0.0295870923	0.0632159892	0.0426731446	-0.0193686167	0.0516684329	0.0794474637	-0.1023731434	0.0032204414	0.1393497947	0.1118906185	0.017838695	0.0416864374	0.0895783599	0.0037926617	0.0064582175	0.0791468637	-0.0772309314	0.0448061925	0.0198346892	0.0685059395	-0.0905655795	0.063839852	-0.010172904	-0.0008910782	-0.1006751562	-0.054158781	-0.0541660309	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0446434044011994	0.003069688064528	9.422984813505673e-06	0.001993033556529	-0.010004630027268	-0.010847875495969	0.0001000926219825	0.000117676402776	-0.1917677421546955	0.0709457410040101	0.0367748669311097	0.005033298166608	-0.0041468435130265	-0.0012680921911419	1.719631112152996e-05	1.6080578052353174e-06	-0.0002327396263641	-3.0709495725200005e-05	5.416773368010088e-08	9.430731276960772e-10	-0.0027789995075919	-0.0003672014815213	1.3483692803151088e-07	7.722838263196022e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4605.10300198043	-6.255029315540014	39.12539173826498	21206973.65884917	3405.5448186965214	-15.417895798456357	11597735.512150722	237.71151085205815	4712.484717966411	3.53885841598094	12.523518888359126	22207512.21706697	4534.454296662704	2980.206959909712	1.33877	17.364515	0.2195869294886082	0.1033670691581032	0.0488520447	-0.0380904654	-0.0982754175	-0.0709192294	-0.0621624732	-0.0298666709	-0.0496014904	0.0687196271	-0.0981410872	0.0262177814	-0.1262198608	-0.077172863	-0.0120332141	0.0615688037	0.1015893597	0.0363761425	0.0137543592	0.0686347125	-0.051751204	0.0085290944	-0.0894602599	-0.0303138124	0.1079578148	0.0941092386	-0.0429386433	0.0057354564	-0.0404504045	0.1043477229	-0.1051646591	-0.0142839627	0.0934720878	0.0457668236	0.042328972	0.0945072326	0.0619380933	-0.0229806629	-0.0166401287	-0.0443857181	-0.0152724646	-0.0312927926	0.0549872424	0.0366776254	0.0245949049	0.0563121145	0.0952080752	-0.0479757043	0.0142083199	0.0677313543	0.0065453894	-0.0862157487	-0.045729878	-0.1023154896	0.0907973348	-0.0192112769	-0.0619264785	0.0975921992	0.0617106537	-0.0888291252	0.0727942514	0.0891112048	-0.0628978241	0.0277443488	0.0623504618	-0.0903661982	-0.1276700383	0.0169275364	0.0092971918	-0.0020040274	-0.0141047001	-0.0323333713	-0.0010036307	-0.1544572974	0.0696731276	-0.0400649967	0.0523521596	0.0370618851	-0.0446140897	-0.0017948375	0.0590420539	0.1491499507	-0.0337461441	-0.0178649296	-0.062999202	0.0104080137	0.0156785144	0.0027611728	0.000681784	0.1726045436	0.0574265287	-0.0133905375	0.0509965342	0.0588396428	0.0371077112	0.0277185238	-0.0970646579	-0.1457918975	0.0610684586	-0.086505083	0.1027718892	-0.0380166078	-0.1421692113	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0681719957380693	-0.0235285913368699	0.0005535946102974	0.0046474210029113	-0.02751669704665	-0.017512067019382	0.0007571686163571	0.0003066724912913	-0.1697391941315942	0.0220285480231013	0.028811394024443	0.000485256928006	-0.0054952142004583	-0.0013483706874318	3.019737910891856e-05	1.8181035107253063e-06	-0.0014868283675057	-0.0012540887411416	2.210658594419665e-06	1.5727385706581234e-06	-0.0022511044739802	0.0005278950336116	2.786731665118977e-07	5.067471352773673e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4611.569802547037	6.466800566607162	41.81950956827071	21266576.043763723	3400.4221647716704	-5.122653924850965	11562870.898670454	26.241583233791	4706.40227913314	-6.082438833271226	36.99606216048584	22150222.41302961	4529.659091266135	3014.253052351816	1.221014	15.83716	0.255942656672214	0.124916852452879	0.0407646383	-0.0885484164	0.0814551304	-0.0013738948	0.0496004548	-0.0531834752	-0.0123625675	-0.0098243141	0.074736549	-0.0415880768	-0.0313578171	0.0061495056	0.0046856745	0.0439374317	-0.0847383022	-0.106193575	-0.0632311048	-0.024985247	-0.0711549722	0.0937894664	-0.0107065548	-0.0587533822	0.0627161726	-0.0468944673	-0.0325486345	0.029358504	0.0602686648	0.0149809767	-0.1199073533	-0.0669435142	-0.171317562	0.0200930893	-0.0184062217	0.109001242	0.0369754359	0.0617356492	-0.024905235	-0.0097753279	-0.0197785144	-0.0299955371	0.0780495923	0.1508807306	0.0676536867	-0.0298817836	-0.1129512062	0.0169019545	0.0187120244	0.0491472067	0.0215137913	0.0744766927	0.0883371941	0.0436221191	-0.057332941	0.1371964417	-0.0481221287	0.0092608035	0.0794548357	-0.0382396982	0.0310735678	0.017669461	-0.1041647109	0.0282491452	0.0636740294	0.0541025341	-0.1061198506	0.0162394616	-0.0543648183	0.0557756609	0.1555722082	0.046744067	-0.0726177576	0.0034322454	0.0690366487	-0.0716031184	0.056440013	0.0633714658	-0.1103054903	0.0717621601	0.0388604999	0.0810392558	-0.0309473327	0.0303586152	0.0634939861	0.0044927118	0.0577441017	0.0885010113	0.1214660261	0.1289537507	0.0036485437	0.0619788552	-0.0302852025	0.1209776549	0.0328805684	-0.0043424265	0.0294830422	0.0237457143	-0.093304048	-0.0401137478	-0.0188349251	0.0736693299	-0.0248913948	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0336444826294837	0.0345275131085856	0.0011921491614635	0.0011319512114056	-0.0489566158204723	-0.0214399187738223	0.0023967502325933	0.000459670117028	-0.0742743529719831	0.095464841159611	0.0055166795094067	0.0091135358976297	-0.0046497221958384	0.0008454920046198	2.161991649847228e-05	7.148567298761766e-07	-0.0008602087452911	0.0006266196222146	7.399590854752885e-07	3.926521509443681e-07	-0.0016330084282108	0.0006180960457694	3.8204272179576826e-07	2.6667165266075075e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4607.066285662366	-4.503516884671626	20.28166433052243	21225059.760486823	3392.3489932105654	-8.073171561105028	11508031.691736735	65.176099055035	4707.112859632298	0.7105804991579134	0.5049246457835094	22156911.47331575	4527.701400411855	3015.5360784748623	1.278034	16.576738	0.1130793622700948	0.0528378794852236	0.0384101606	0.048057564	-0.0286863758	-0.1514655813	-0.0228966776	-0.0505242276	0.0813430339	0.0724397854	-0.0500062066	-0.044137403	-0.0638484417	0.0312226563	-0.0241098961	0.015574553	0.0782992103	-0.0185059216	-0.035967605	-0.0655449403	-0.0015976841	-0.1110561478	-0.0900624264	-0.0755599307	0.0756354436	-0.0288263919	-0.0166504571	-0.181375771	-0.0689636157	-0.0629831787	-0.0007312871	-0.101957571	0.0238123613	-0.016867778	0.1424167919	-0.0554962266	0.0630309935	-0.0107743959	-0.0019576063	-0.0535907753	0.0220801267	-0.0632031014	0.0351411549	0.0054938415	-0.0192151766	0.0545374217	-0.0335330397	0.0378209463	-0.003669418	-0.0106532157	-0.0716533067	-0.0737582695	0.0626024984	-0.0653414	0.103801003	0.0101648211	-0.1024679362	0.0932865947	0.0538924101	-0.1027893092	-0.1580354791	-0.1051568145	0.134431538	-0.0028545595	0.0362958855	0.004283112	-0.0762729032	0.0240200604	-0.0385706315	0.0099065645	-0.0453528096	-0.0243025054	0.0016536386	-0.0318651854	0.0774844193	-0.0977194262	-0.0164297652	-0.1602010042	0.0223681039	0.0823346144	0.0203578023	0.0299834882	0.0015884332	-0.0177051821	-0.0495505693	0.0999652205	0.0607857927	-0.057815186	0.0220950743	0.1362227355	0.1611922627	0.0485095714	-0.0025009525	0.0723886173	0.0538201846	-0.0498009488	-0.1292296197	0.0778358838	-0.0582831313	-0.0581836221	-0.0097792695	0.0843973045	-0.0690161731	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0297764318619755	0.0038680507675081	1.4961816740020751e-05	0.0008866358944308	-0.028825301785929	0.0201313140345433	0.0008308980230498	0.0004052698047574	-0.0587156187668398	0.0155587342051433	0.0034475238871728	0.0002420742100662	-0.0053928422494228	-0.0007431200535843	2.9082747527159568e-05	5.522274140392813e-07	-0.0004930725331839	0.0003671362121071	2.431205229803882e-07	1.3478899824042294e-07	-0.0012728394286444	0.0003601689995664	1.2972170824866148e-07	1.6201202111118023e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
