global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
4536.18177474757	n/a	20576945.09355201	n/a	3163.958259277344	n/a	10010631.86644932	n/a	4331.5533679169	n/a	n/a	18762354.579112243	4217.086118379939	3181.296384456479	n/a	n/a	n/a	n/a	-0.0395476367	-0.0311985379	0.0274393122	-0.0319891544	0.0503933266	0.005257363	0.0162630424	-0.0407503886	-0.0878197372	-0.0141236475	-0.0257921851	-0.0107055715	0.0319103342	-0.0363092708	0.0061373497	-0.008898873	0.0489028053	-0.0722035738	0.0573793992	-0.0780095102	0.0700992668	0.0712590044	-0.0186243314	0.0346685003	-0.1259732424	0.0096615091	-0.0430112406	0.1067002953	-0.0324915064	0.0701807619	-0.037010561	0.0020827415	0.0047516965	0.074533575	-0.008895438	0.0451681544	0.0163322888	-0.0046270712	0.0248690329	-0.0057250037	0.1267208714	-0.013602592	0.0682798915	-0.0694657241	-0.1053338339	0.0380840221	-0.0920794584	0.06686071	-0.0533160054	0.0823950186	-0.0705272081	0.093643137	-0.0495738937	0.0116753749	-0.0454846292	-0.0401545407	0.0277142736	0.0191080713	-0.0318019327	0.0645914355	-0.0241229449	0.0102161693	-0.0689844754	0.0029218059	-0.0373276489	0.0448693241	-0.0921709137	0.0064351751	-0.0002906499	0.089819787	-0.077130843	0.071391616	-0.0197941728	0.0182229726	-0.0107889325	0.0748623799	-0.1192998235	0.0091827447	-0.0157948008	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0054926477676531	n/a	n/a	3.016917949950458e-05	0.0351416361214518	n/a	n/a	0.0012349345892925	-0.179057928727957	n/a	0.0320617418403461	n/a	-0.0008199996872663	n/a	6.723994871168298e-07	n/a	-0.0001850000887633	n/a	3.422503284242888e-08	n/a	-7.585001196417806e-08	n/a	5.753224314965955e-15	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4546.183048063254	10.001273315684555	20667780.3064977	100.02546793502395	3193.3630503627232	29.4047910853792	10197567.571421916	864.6417387747962	4330.752260642476	-0.8011072744238845	0.641772865134865	18755415.14305992	4217.639749198364	3191.417061994729	0.911759	15.024001	0.0625781066184933	0.0303034011440788	-0.003589129	-0.0684395126	0.0024858561	0.0030123076	0.0716174694	-0.0350530637	0.0506878501	0.0497502311	-0.0680540564	0.0091257663	-0.0041773713	0.0028560944	0.0545088809	-0.0377530689	-0.0177630099	0.0899938224	0.068821092	-0.0013372861	-0.073824544	-0.034745109	0.105144793	-0.0371063846	0.0182780574	0.1138255727	-0.0968126142	0.0274999008	-0.0468936825	0.1351442278	-0.0413524903	-0.0089710382	-0.0267755287	0.0754772341	-0.0515504652	-0.1288641869	0.0029412686	0.0587631133	0.017592281	-0.0272961142	0.0760607887	0.0727667872	0.061767257	-0.0658270614	-0.0634940175	-0.0295256774	-0.0567451587	0.0092666735	-0.0171547168	-0.0534603551	-0.1010011237	0.1148051084	-0.0948821131	-0.0426129459	-0.0382475974	0.057055973	-0.1158606543	-0.0308768019	0.0558458178	0.009975637	-0.0170412328	0.0462194899	-0.0505206031	-0.0292402909	-0.0133884806	-0.0299070772	0.0155114234	-0.0423273725	-0.0190417059	0.0842796403	0.0637973841	-0.0494904556	-0.0147827737	0.0505394426	-0.0140865943	0.0619561983	0.0669418946	-0.0110959717	0.0375245327	-0.1526932962	0.0169347968	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0131590003147721	0.007666352547119	5.877296137671798e-05	0.0001731592892841	0.0323320254025247	-0.002809610718927	7.89391239191003e-06	0.0010453598666295	-0.2011562218769711	-0.022098293149014	0.0404638255998172	0.0004883345600997	-0.0012350007525597	-0.0004150010652934	1.5252268588230255e-06	1.722258841946569e-07	0.0	0.0001850000887633	0.0	3.422503284242888e-08	0.0	7.585001196417806e-08	0.0	5.753224314965955e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4547.575285357299	1.3922372940451169	20680440.975992523	1.938324682930069	3164.049392351423	-29.31365801130005	10011208.55723941	859.2905460034556	4332.960759531154	2.2084988886772408	4.877467341288607	18774548.94363679	4219.561833787639	3191.6044923260065	0.784648	12.929452	0.0895914631893615	0.043119409112481	0.0125212694	-0.0817905227	0.006598258	0.012004374	0.0643196782	-0.0379990198	0.0524090159	0.0242945198	-0.0392532346	0.0693514071	-0.0047938791	0.0133874619	0.0417216005	-0.0143199443	-0.0091751533	-0.0077965562	0.0227567412	-0.0029027895	0.0721309231	-0.0994423623	0.0257739901	-0.0692976464	-0.1081572772	-0.1340766165	-0.0404120288	0.0284108872	-0.066132356	-0.0388049908	-0.0792469521	0.0754200426	0.0539249942	-0.0989347599	-0.0586041434	-0.0073362252	0.011049085	0.0366773184	0.0027843849	-0.0145984036	0.0689414967	0.0007947784	0.014848834	-0.0390174678	0.014791271	-0.0506069286	0.0211503351	-0.0088698929	0.0428294831	0.1502325562	0.0879135869	0.1114923884	-0.0904305544	0.046362655	-0.0310784222	-0.1374994502	0.0569607485	-0.0186686386	0.0377445649	-0.010319709	-0.002722791	0.0259787398	-0.0132197784	-0.0159692783	-0.0382833853	0.0008153988	-0.0266649721	-0.0818770016	-0.0346954197	0.0452394008	0.0194785709	-0.037525212	0.0162915111	0.0928069536	-0.0119207195	0.0231643134	0.1244640439	0.0673704002	-0.0182480883	-0.1336005766	0.0467132196	0.1053089291	0.1050081413	0.1045074645	0.1038078519	7.337712290222953e-06	-0.0131516626024818	0.0001729662292095	5.3842021654088974e-11	0.0542637463779129	0.0219317209753881	0.0004810003849422	0.0029445541709664	-0.1711484460319496	0.0300077758450215	0.0292917905791511	0.000900466611165	-0.0014229891878431	-0.0001879884352833	2.024898228718365e-06	3.5339651800301017e-08	-0.0001381162484233	-0.0001381162484233	1.907609807852672e-08	1.907609807852672e-08	0.0001639013916227	0.0001639013916227	2.6863666175857676e-08	2.6863666175857676e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4554.273100058344	6.69781470104499	20741403.469915044	44.86072176953439	3204.5034172712053	40.454024919782114	10268842.151302831	1636.5281322103522	4335.8588715355	2.8981120043463307	8.399053189736305	18799672.153873097	4224.548396094017	3237.8158558832533	0.779582	12.845983	0.0680957656142231	0.0417790200484376	0.0364376589	-0.062676807	-0.0034253246	-0.0089042923	0.0475436355	-0.0753010635	0.0560095131	0.065236085	-0.0138202974	0.0920124699	0.0238745908	0.0189687118	0.0696922968	-0.0223929561	0.0495757847	-0.0349158563	0.1083041282	0.0625712585	-0.0523493449	-0.03102814	0.0050528717	-0.0356361177	-0.0327030932	0.0167370028	-0.0014179743	-0.1200775518	0.0151608621	0.0343971688	-0.0705980332	-0.1201823036	-0.0361367974	-0.0006211547	-0.0423713935	0.0401072724	0.0229980095	0.0679180496	0.0328120723	-0.0870989471	0.0845201273	-0.0075215314	-0.0416412665	-0.007769031	-0.0276950122	-0.0002012455	0.0449108455	0.0320397152	0.100327632	-0.0630214565	0.0508668569	0.0686626733	-0.0139480836	0.054038994	-0.0237725946	0.0579313199	-0.0268369594	-0.0189547922	0.0261159533	0.0250407335	0.0385181686	0.0238700922	-0.0255913317	-0.0064327401	-0.0354853497	-0.087112455	-0.0149991813	-0.0792746876	0.0021956221	0.0608082236	0.0626990389	-0.0472513711	0.0401195429	-0.0024506688	0.026953617	0.013321264	0.077229437	0.0365132973	0.0688627576	-0.2046538424	0.06659818	0.1052126458	0.1046235507	0.1036441676	0.10227815	-2.375493387773986e-05	-3.109264616796281e-05	9.667526457261323e-10	5.642968835357929e-10	0.0539658065402903	-0.0002979398376226	8.876814684258142e-08	0.002912308275544	-0.1514231694260672	0.0197252766058823	0.0229289762390354	0.0003890865371785	-0.0006549998970975	0.0007679892907456	4.290248651977356e-07	5.898075506999297e-07	-0.0001670000040512	-2.8883755627899987e-05	2.788900135310081e-08	8.342713391722441e-10	-5.469249480421264e-08	-0.0001639560841175	2.9912689879088267e-15	2.688159751914612e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4544.633318717563	-9.639781340781155	20653692.00159781	92.92538429807252	3175.69253566197	-28.810881609235366	10085023.081059152	830.0668991013766	4334.265475358113	-1.5933961773871488	2.5389113781119783	18785857.21088129	4223.06212527641	3248.2748763507143	0.8919439999999998	14.697481	0.0961174913128668	0.0444385571921306	0.0394807587	-0.1255877596	0.0149267096	-0.0070394854	0.0097416842	-0.0540314795	0.0911981925	0.0485100572	0.0358033484	-0.0329254875	0.0817737833	0.0080803717	0.048414872	0.0100417832	0.0717065442	5.24575e-05	0.0510238894	0.0455432212	0.0543237285	-0.0013686611	-0.0176703865	0.0328917825	-0.0254459286	-0.0237622214	0.0247008121	0.0115685899	0.0217330318	-0.03187038	0.0561924412	-0.0006242645	-0.0459211434	-0.0646277301	-0.0379582144	0.0746749273	0.0092633936	0.0564992403	0.0018103883	-0.0949751198	0.0436080203	0.0054131551	-0.0812646109	0.007783097	0.0341715443	-0.0450300865	-0.0277545781	0.0260994607	0.0301502899	0.0220351952	-0.0017606426	-0.0441425922	0.0184217645	0.0216194277	-0.0029114686	0.0042369705	0.154239024	-0.0144642128	0.0309676718	-0.0094773224	-0.0155633916	0.012137736	-0.0027440259	-0.0325480148	-0.0506362972	-0.0272523839	-0.0737860029	-0.1187044965	-0.0129094555	0.0407949817	0.0179433125	-0.0790202849	0.0753678743	-0.0582901359	0.0563281451	0.0046978562	0.0550809122	0.0120727764	-0.0079821762	-0.040593542	0.0215446781	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0146396523164042	0.0146634072502819	0.0002150155121876	0.0002143194199451	0.0539357336582355	-3.00728820547963e-05	9.043782350816893e-10	0.0029090633652521	-0.1347542755341919	0.0166688938918753	0.0181587147747449	0.0002778520235785	-0.0011366203362199	-0.0004816204391224	1.2919057887086389e-06	2.319582473804535e-07	-0.0005222393403552	-0.000355239336304	2.727339286146345e-07	1.261949860577065e-07	-0.0004582972628415	-0.0004582425703466	2.1003638112801095e-07	2.0998625327794645e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4525.306211484142	-19.32710723342097	20478396.30769696	373.53707401215337	3190.876436418806	15.18390075683601	10181692.432492778	230.5508421934452	4329.646290014286	-4.619185343826757	21.33687324062392	18745836.996634472	4220.240364679773	3234.53595919472	1.09623	18.063713	0.0399208729212567	0.0211163387307385	0.0094398704	0.054452907	0.0484250977	0.0099314827	-0.0273410039	-0.0129284795	-0.0285026166	-0.0055069009	0.0420570846	-0.2006180799	0.0299472403	-0.0152415453	0.0327837092	0.0213883008	5.78481e-05	-0.046170083	0.0597862947	0.1350126996	0.0053961306	0.1095040091	-0.0827872927	0.10194741	-0.0293252571	0.0775253528	0.039086081	-0.1141741513	0.0858467451	-0.0301499614	-0.018534536	0.10571454	0.0140815536	-0.0110590814	0.0992297134	-0.0245284102	-0.0032837518	0.0388366535	-0.0289989641	0.006351634	-0.0054986523	-0.0054206372	-0.1614376656	0.0705901744	0.0168428468	0.094066667	-0.0345015542	0.03341204	-0.0979995685	0.0995545435	-0.0938125557	-0.0175584669	0.0711115878	0.1314785303	-0.1251850018	0.0951782776	-0.0801002832	-0.018391016	0.0116602967	-0.0012296405	-0.0317285014	-0.0130134613	-0.0029677373	-0.0492417847	-0.0350928985	-0.0112896611	-0.1115121738	-0.0234844584	0.1099943163	-0.0194261601	0.0043486111	0.006725919	-0.0060422085	-0.0324426741	0.1120405237	0.074641589	-0.0304697078	-0.0611145667	-0.01890775	-0.0818861948	0.0050362353	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0102036409299728	-0.0044360113864313	1.9678197020549025e-05	0.0001041142882278	0.0359305186649265	-0.018005214993309	0.0003241877669552	0.0012910021715306	-0.1287011755948555	0.0060530999393363	0.0165639925994978	3.664001887559424e-05	-0.0012791005242125	-0.0001424801879925	1.6360981510406924e-06	2.0300603970406625e-08	-0.0004362067987326	8.603254162260006e-05	1.90276371260543e-07	7.401598218044411e-09	-0.0004582790604131	1.8202428400009626e-08	2.100196972131138e-07	3.31328399657477e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4521.211260836628	-4.094950647514452	20441351.26511593	16.768620805579026	3134.5241803850445	-56.35225603376148	9825241.837418536	3175.576760094607	4328.237211775072	-1.4090782392140682	1.9855014842266188	18733637.36139445	4215.901057171192	3150.334663287233	0.995025	16.396063	0.0431153533880863	0.021167776698973	-0.0555401756	0.1000702769	0.043330602	-0.0168827528	0.0161394609	0.0465849329	-0.1092512199	-0.0139473654	-0.0421645606	-0.0184354657	0.0816240626	-0.0087656635	0.0189630289	0.0363485584	0.0167624177	0.022435845	-0.0442012213	-0.0701648687	0.0992358885	0.0304111143	-0.027454341	0.0464626122	-0.0066534952	0.124107898	-0.0372004094	0.0320742619	0.0185447573	0.0251470529	0.0488489259	0.0598253269	0.0406788455	-0.0226213641	-0.0194274675	0.0121204181	-0.0155526626	0.0202443217	-0.028356981	0.0461440881	-0.1235648417	0.0128292669	0.0013099357	0.0565626562	0.0531590606	-0.0726045104	0.0020457825	0.0844256627	-0.0238145166	-0.0782700712	-0.1312081425	0.0116090419	0.0395195725	0.0383662616	0.1143339712	-0.048188239	-0.0238103452	-0.0361537398	-0.0022729453	0.0133647937	-0.0527293398	0.0043535204	-0.0136893497	-0.0217983047	0.0109148955	-0.0038036909	-0.0699362925	0.0689285389	0.052964637	0.0318960145	-0.0161460288	0.0176317953	-0.0185545399	-0.0625040947	0.0010255558	-0.015871458	-0.0042589209	-0.049016313	-0.0282429148	0.0689495615	0.0135030578	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0208675050576943	0.0106638641277214	0.0001137179981345	0.0004354527673328	0.035978904879343	4.838621441650287e-05	2.34122574555979e-09	0.0012944815963168	-0.1118763029765972	0.0168248726182582	0.0125163071677113	0.0002830763386206	-0.0011365981556625	0.00014250236855	1.2918553674553963e-06	2.0306925042360045e-08	-0.0005222870214756	-8.608022274300003e-05	2.727837328018539e-07	7.409804747484499e-09	-0.0003752970431523	8.29820172608e-05	1.4084787059885933e-07	6.886015188671708e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4526.594506201604	5.383245364976574	20490057.823574547	28.97933065954177	3168.7488579450337	34.22467755998923	10040969.324727956	1171.3285540852305	4327.36175348263	-0.8754582924420902	0.7664272218056203	18726059.74550426	4213.494120929061	3188.8139603653763	0.9514800000000002	15.67852	0.0563323776357469	0.0300049322521904	-0.042334615	-0.0450812551	0.0096478858	-0.0632306058	-0.0250478878	0.037476386	0.0869535681	0.0429891304	-0.0527210795	-0.0170647063	-0.0060309065	-0.017004705	0.0620842811	0.0177834856	0.0029387856	0.0504289249	-0.028158346	0.0054337512	0.0058433069	-0.1367932038	0.0398898647	-0.0289138831	0.0089969653	0.0545536376	-0.0140632791	0.0790982778	-0.0201973215	0.0491225691	-0.0245932756	-0.0339105843	0.0304337097	0.0125504767	-0.0813147553	0.0340479571	-0.0162447487	0.0579974953	-0.0271733642	-0.0042161815	-0.0152529754	0.0142280214	0.0536545843	-0.0888837668	0.0388651326	0.0151744498	-0.0067913148	0.0597681312	0.0572300341	-0.0206586474	-0.0356836137	0.0396794955	-0.1035789218	-0.1054733508	0.0358763311	0.019556721	0.0207503654	-0.0306534324	0.0162565656	0.0055110555	-0.0561733538	0.0468207917	-0.0174910975	0.0049065797	-0.0120520614	-0.0551507126	-0.0176057528	-0.0048148189	-0.0748913088	0.0486856571	-0.0190841065	-0.0403563565	-0.0001716268	-0.0196407236	-0.0044587549	0.0812013252	-0.0384610055	-0.0712843561	-0.0059004454	-0.0628990716	0.010757502	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.006926628987415	-0.0139408760702792	0.0001943480256068	4.797818912929776e-05	0.0133923814963736	-0.0225865233829694	0.0005101510385294	0.0001793558821444	-0.111716657883619	0.0001596450929782	0.0124806116486855	2.54865557120208e-08	-0.0014590799780709	-0.0003224818224083	2.128914382407378e-06	1.039945257838428e-07	-0.0005222777400628	9.281412799997182e-09	2.727740377651057e-07	8.614462356395153e-17	-0.0003048814851831	7.041555796920003e-05	9.295272000745281e-08	4.958350804113769e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4524.4669134893975	-2.1275927122069334	20470800.851260275	4.526650749036055	3159.755651157924	-8.993206787109557	9984055.775024436	80.8777683157134	4322.358865039183	-5.002888443446864	25.028892777574185	18682786.15818281	4209.1928508414285	3124.683522650045	0.909337	14.984092	0.0770697203805611	0.0335544256531293	-0.0467903023	-0.0842852677	-0.0447592597	0.0453894218	0.017844303	0.0457530507	0.0715529846	0.0183625127	0.0101529026	-0.0050918876	0.0082551245	-0.0348673512	0.0132004955	0.0334548742	-0.0723330416	-0.0658897668	0.0252718229	0.1152635042	0.0139973756	-0.1181731235	0.040617454	-0.0999365248	-0.1007597441	-0.0515617783	-0.0342089162	-0.12049159	0.0165178644	-0.0706357306	0.0096352635	0.0105368144	0.0475007926	-0.0452655598	-0.0614704481	-0.0069534782	-0.0273649845	0.0088284496	-0.03599346	0.0153159587	0.1533007154	-0.0368776211	-0.0332026136	-0.1075791598	0.0217877745	-0.0034696872	0.0674088842	-0.0289250168	0.1300749812	0.1250240662	0.015482319	0.1153057836	0.061286368	0.0804740406	-0.0109765176	-0.0032956093	-0.0030504829	-0.0219697559	-0.0139781776	0.0054655584	-0.0361442863	0.0165847687	0.0170055427	0.0156840458	-0.016525281	-0.0253939436	-0.0297506125	-0.1176289855	0.0110727529	-0.0225775554	-0.0180940646	-0.0424821063	0.0724889554	-0.0396717191	-0.0044540551	-0.0076905968	0.0209698029	-0.0171411253	0.0397286952	-0.0006184289	0.022444033	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0208976540904615	0.0139710251030465	0.0001951895424299	0.0004367119464845	0.0363497312462044	0.0229573497498308	0.000527039907536	0.0013213029616712	-0.0953710033167851	0.0163456545668339	0.0090956282736502	0.0002671804232182	-0.0011366203362199	0.0003224596418509	1.2919057887086389e-06	1.039802206226751e-07	-0.0005222393403552	3.8399707599974e-08	2.727339286146345e-07	1.474537543763501e-15	-0.0004582972628415	-0.0001534157776584	2.1003638112801095e-07	2.3536400834531636e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4520.90311882431	-3.5637946650876984	20438565.00979537	12.70063241490754	3188.467481340681	28.711830182756785	10166324.879566986	824.3691924434635	4324.975989993256	2.617124954073006	6.849343025231634	18705417.314018145	4211.601403318977	3206.1403347829105	1.023699	16.868549	0.1211196757426145	0.0750637229589332	-0.0282674077	0.1197842039	0.0622438951	-0.0227817426	-0.0374312941	0.0468149097	-0.1438494447	0.0527664484	0.0193693201	-0.1559646946	0.0156660816	-0.0057595847	0.0153129077	0.0989270924	-0.0115731693	0.0308047146	-0.0717537785	0.0254585177	0.0871554174	0.0330572324	-0.1150199569	-0.0007934524	-0.0609708636	-0.0985952014	0.0549115372	0.0848882104	0.1595904548	0.0379027527	0.0138970243	0.0171638919	-0.038008734	-0.0354138723	0.0270542744	-0.0565750186	-0.0109035604	-0.0026834028	-0.0991765562	0.0558921102	-0.1150423244	0.0254716001	-0.0546958167	0.0230144865	0.031978906	-0.0011110143	0.0721430034	0.0226249338	-0.0755239171	0.1362877124	0.1079794175	-0.0281042307	0.0487864265	-0.1050146289	-0.0552557439	0.0635784097	-0.01816079	-0.0298394123	0.0089239056	0.0127734488	-0.0245793363	0.0052394027	-0.0293704393	-0.0234000554	-0.0389476855	0.0423061522	-0.0522770516	0.0575166404	0.0540587979	-0.019164174	-0.0010939987	0.0724610571	-0.0518844826	-0.0573910807	0.0827530828	-0.0579518491	-0.041198351	5.55842e-05	0.0230719469	0.0724505405	-0.0572918513	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0209272051473021	2.955105684059739e-05	8.732649603962178e-10	0.0004379479152772	0.0406758991319975	0.004326167885793	1.871572857606752e-05	0.0016545287701964	-0.1530642591790609	-0.0576932558622758	0.0234286674380347	0.00332851177199	-0.0006644569283717	0.0004721634078482	4.415030096611545e-07	2.229382837108257e-07	0.0001866520478142	0.0007088913881694	3.4838986953234395e-08	5.025270002207391e-07	-0.000457938040105	3.592227364999944e-07	2.097072485752086e-07	1.2904097441854444e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
