global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
4373.470892456764	n/a	n/a	19127247.647166565	3312.950801833404	n/a	n/a	10975643.015368596	4330.974170159856	n/a	n/a	18757337.262591854	4168.2451426842445	2909.792255959421	n/a	n/a	n/a	n/a	-0.0540200836	-0.0094848693	0.0795673922	-0.0936920533	0.0570213948	-0.0311683438	0.1162361459	0.0395466299	0.011268459	-0.0247938986	0.0672992088	-0.009153933	0.1291269789	-0.1201552403	-0.0100065289	0.0266248932	0.0674887703	0.0935935272	-0.1211290089	0.0479805881	-0.0567488962	0.0367572722	-0.0053416487	0.0463497957	-0.0493256168	0.0574785673	-0.0369043998	0.0156435038	-0.0025686796	0.0186168205	-0.1619421967	0.0111773392	-0.0573897779	0.0061860812	-0.0889537417	-0.0772713531	0.0644458738	-0.0175670056	0.04231695	-0.0572020351	0.0746302995	-0.1397831451	0.0861471121	-0.04963432	0.0096406682	-0.0321441022	0.0894692343	-0.0525732999	0.0156495608	0.0325985649	-0.05116393	0.0572941519	-0.0140478233	0.0166960087	-0.1068469932	0.0010981025	-0.0382775068	0.0769956128	0.1187020856	-0.0795496534	0.0254426702	-0.0586249928	0.0103375055	-0.0062219518	0.0305693521	-0.0430954767	-0.0128352892	0.0440878347	-0.0200573847	0.0104276425	-0.0921376489	0.0556867248	-0.0103801166	0.1431450775	-0.0282187926	0.1114107287	-0.0514754524	0.0078873781	-0.0060573305	0.0290084909	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.095766871965111	n/a	0.0091712937659819	n/a	-0.0268821505175935	n/a	n/a	0.0007226500164505	0.000895767322234	n/a	n/a	8.023990955822708e-07	-0.0003391951693342	n/a	n/a	1.1505336289965662e-07	0.0019658422016792	n/a	n/a	3.864535561902924e-06	-0.0048911910358062	n/a	n/a	2.3923749748750925e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4385.928897993768	12.458005537004285	155.20190196002935	19236372.29825683	3345.8941852138632	32.94338338045918	1085.2665085519145	11195007.898647942	4333.15539326799	2.1812231081339637	4.757734247457587	18776235.66220747	4172.245621006475	2942.488902493843	0.99256	14.356741	0.0497364625888897	0.0245944715180294	-0.0580098569	-0.0759666017	0.0997966963	-0.1065619909	-0.144812877	-0.0046699342	0.0326657916	-0.0118953492	-0.0324025709	0.1517531128	-0.0379504679	0.0325831884	-0.0167600367	-0.1468772056	0.0123472109	0.0174003525	0.0704788245	0.0836496939	-0.1752685021	-0.043255817	-0.0824369035	-0.0114869023	0.0210913917	-0.0618014161	-0.0872107699	0.1134702999	-0.0085545004	0.0721401234	0.0209269197	0.1011006921	-0.0546402469	-0.0314956333	0.0240344748	-0.0505040147	-0.0935131974	0.0237328734	0.0568227681	-0.0252602002	0.016999232	-0.0635606839	0.0753450302	-0.1608579185	-0.0843662959	0.0877092791	0.0040069083	-0.0315741213	0.0601532256	-0.0417943773	0.0793220155	0.0488753948	-0.0095227415	0.0175567135	-0.0117488766	-0.0683831451	-0.1178389874	-0.0112608006	-0.0424843747	0.0807734913	0.1287440722	-0.0844504411	0.071359572	-0.0273707613	-0.031866174	-0.0549691325	-0.0748677778	-0.001357486	0.0685415951	-0.0006560708	0.0065811833	-8.52092e-05	-0.0581775785	-0.0277904874	-0.046991755	0.1056092976	-0.0484229613	0.1478809901	0.0423652155	-0.0008906618	0.0866502992	0.0151305167	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0998266373571823	-0.0040597653920712	0.0099653575260423	1.648169503865983e-05	-0.0148288484457452	0.0120533020718483	0.0001452820908352	0.0002198947462268	0.0009884767331698	9.270941093579988e-05	8.59503487606301e-09	9.770862520180395e-07	9.10631645488708e-06	0.000348301485789	1.2131392500288565e-07	8.29249993765472e-11	0.0020009906116085	3.514840992930018e-05	1.2354107205581272e-09	4.00396342774536e-06	-0.0046040272172439	0.0002871638185622	8.24630586912813e-08	2.119706661712261e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4379.624653615759	-6.304244378009571	39.74349717766528	19181112.106558952	3343.078510874984	-2.8156743388790346	7.928021982621889	11176173.929874102	4327.388789885635	-5.7666033823552425	33.25371456939092	18726293.738827854	4168.83345315839	2975.1255100658104	1.041484	15.064397	0.0693146351473254	0.0410107915767267	-0.0666201242	-0.118401498	-0.0061853003	-0.1146801579	0.0795223723	-0.0358503745	0.0677430474	-0.0342634754	-0.0949935371	-0.0049260049	0.0134532889	0.0685269698	0.0788607362	-0.0132336637	0.0466986094	0.0044649921	-0.0008424552	0.0858209027	-0.0573937473	-0.0623244898	-0.0471672388	-0.0547730796	-0.0111096935	0.0761833375	-0.0038684197	0.0297039889	0.0964093166	0.0419831496	0.005991577	-0.0684554403	0.035733777	-0.0683986001	-0.0465416673	0.0364686522	-0.1062380254	-0.086718409	0.0144008033	-0.0584373952	-0.028441814	0.0174486012	0.062686161	-0.0815228274	0.1149654461	0.089563294	0.0540416917	-0.0247435966	-0.0202174987	-0.0695531693	0.0510786329	0.0443009521	-0.0377933795	-0.0313976332	-0.0184375533	0.0459150846	0.0736902381	-0.0060457973	-0.0393328687	0.0761839997	0.1001334798	-0.0851941511	0.0632720621	0.0298200696	0.0049778253	0.040352933	0.1246727642	0.0207573724	0.0307341272	-0.0503195501	-0.0022022101	0.0107471457	-0.0581385364	-0.0319232077	-0.0500725092	0.0307386146	-0.0242791584	0.1167816365	0.043730732	0.0064278316	0.0602074309	-0.0667460593	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.1004179905434767	-0.0005913531862944	0.0100837728247897	3.49698590940555e-07	-0.0039126760682819	0.0109161723774633	0.0001191628193744	1.5309034015305904e-05	-0.0355084670646732	-0.036496943797843	0.0013320269065829	0.0012608512332829	7.904188154992872e-06	-1.2021282998942086e-06	1.4451124494065404e-12	6.247619038952961e-11	0.0017709919995296	-0.0002299986120789	5.2899361558220456e-08	3.1364126623978502e-06	-0.0044090246419082	0.0001950025753356	3.802600438755526e-08	1.943949829295373e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4378.436962602003	-1.187691013755284	1.4106099441550544	19170710.23547946	3323.779842105371	-19.29866876961341	372.4386162792521	11047512.438786004	4329.151648285192	1.7628583995574445	3.107669736890234	18741553.993850395	4170.159289773929	2954.617666472429	1.066917	15.432263	0.0856700312680028	0.0457619381625691	-0.0646839482	-0.0905059177	0.1563471852	-0.0460665146	-0.0320919471	-0.010992367	0.1065410364	0.0244184796	0.0312013144	0.0933107364	-0.0495112836	-0.0182060253	-0.0842364942	0.0089656946	0.0548990559	-0.0183795458	0.0027045275	0.0922414416	-0.0701272444	-0.0019072405	-0.0476156919	-0.0592403607	0.0753931464	-0.0075765124	-0.1078368882	-0.0889210528	0.0099872845	-0.0376441948	-0.0396908469	0.0126543186	-0.0349533222	-0.1018704295	0.0248470015	-0.06733543	-0.0047608883	0.0498047076	0.0506887414	-0.0587539945	-0.0314675163	-0.002246474	0.0927684043	-0.1183520247	-0.0944181705	0.0145927273	-0.0160825802	-0.0771620877	-0.0482336915	0.0647236445	-0.0087593058	-0.0693280631	-0.0300317797	0.0172656764	0.0782720654	-0.0654086913	0.0209422204	-0.0153481303	-0.0378859763	0.0707946696	0.1025227634	-0.0669074129	0.093627146	0.0205883973	-0.0269843034	-0.0106479787	-0.0810782195	0.0426399715	-0.0175113469	0.0867315394	0.041418701	-0.0067664393	-0.0402683912	-0.0199966547	0.0011067944	0.0412310409	-0.0144965556	0.0591461005	0.0444722193	0.0569510274	0.0387057014	-0.045844892	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0907908125980299	0.0096271779454468	0.0082429716522105	9.268255519329736e-05	0.000875469626095	0.0047881456943768	2.292633919058004e-05	7.664470662149191e-07	-0.0144591945084187	0.0210492725562545	0.0004430718751474	0.0002090683058322	-0.0004732942931746	-0.0004811984813295	2.3155197843390658e-07	2.2400748795164426e-07	0.0018639491380902	9.295713856060013e-05	8.64102960937461e-09	3.4743063893872e-06	-0.0039790715603599	0.0004299530815483	1.8485965233287956e-07	1.583301048246497e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4365.289456966066	-13.147505635937703	172.8569044470137	19055752.04309909	3330.604606851873	6.8247647465022965	46.57741384510056	11092927.04718292	4329.308887936653	0.1572396514611682	0.0247243079916296	18742915.4471673	4167.133011680402	2959.3443457165604	1.159699	16.774298	0.1023193995845127	0.06970614049768	-0.0539159053	-0.1239972257	-0.0677222609	-0.1134854594	-0.0027944661	-0.0116893061	-0.0697459762	-0.0168403189	-0.0718785009	-0.0279227906	-0.1218108965	-0.0555972998	0.0482355646	-0.0023339347	0.0524098699	-0.026337969	-0.0096599257	0.0913798505	0.0225092588	-0.0866009679	-0.095857734	0.0548275706	0.0822094258	0.0279333076	-0.0077452542	0.1243525295	0.0757093506	0.0236476711	-0.0020516554	0.0295569449	0.0700223894	-0.0047051122	0.022931702	-0.1553407975	0.1067102146	-0.0582954985	-0.0131210358	-0.0487680708	-0.0384314242	0.024152677	0.0993468762	0.0088503965	-0.0294146065	0.1048917687	0.0493591282	0.0401649333	-0.025125312	-0.1373667783	0.0333656909	-0.1137054336	-0.0203243143	-0.0871273759	0.0071454568	-0.0473731451	0.0384676263	-0.0026152678	-0.0317928652	0.0848623536	0.0864623354	-0.0680682032	0.0135919441	-0.0014440822	-0.0090646433	0.0678946604	0.0206921178	0.0301677671	0.0791374888	-0.1053117844	-0.0587896607	-0.0304738808	0.0043360754	-0.0799025574	-0.0713065854	0.0433429716	0.0201290668	0.0203380932	0.0236221098	-0.0150328285	0.0041812127	0.0209041355	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0813088381847677	0.0094819744132622	0.0066111271669567	8.990783877375917e-05	-0.0013082816831229	-0.0021837513092179	4.768769780510891e-06	1.711600962394888e-06	0.0410704337964489	0.0555296283048676	0.0030835396196767	0.0016867805322284	-0.0010859694980014	-0.0006126752048268	3.7537090660956155e-07	1.179329750589413e-06	0.0017751639206078	-8.87852174824e-05	7.882814843397067e-09	3.151206945027656e-06	-0.0039780510715258	1.0204888340999488e-06	1.0413974605226727e-12	1.5824890327667565e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4366.725686035214	1.4362290691478847	2.0627539390653995	19068293.217079703	3320.112008960676	-10.492597891196963	110.094610506351	11023143.752044898	4330.554898743236	1.2460108065824895	1.5525429301203466	18753705.73102904	4170.42696472044	2926.0542335270334	1.169958	16.922691	0.147428855878644	0.0709623380695104	-0.0578250266	-0.0413938037	0.1470193147	-0.0685057263	0.0556821862	-0.0341115276	0.1254969339	-0.0086752893	0.0068017956	-0.0532571299	-0.1057650236	-0.1068063564	-0.0135697858	-0.0302248988	0.0667734938	-0.0212730025	-0.016842132	0.1209763753	-0.0773024315	0.0354177448	-0.0886245468	0.0644379478	0.0637787721	-0.0064909983	0.0225748929	-0.0867817043	-0.011768612	-0.0783424681	-0.0264395437	0.0059059938	0.0684858273	0.1769943024	0.0947958174	-0.087815124	-0.0120276732	0.0516701408	0.0589617259	-0.0761461365	-0.0307301631	0.013232153	0.1179978987	-0.1341997592	0.0071871884	-0.0334887824	0.0302006289	0.0318165621	-0.0351189114	-4.3204e-06	-0.0790970705	-0.1633647734	-0.0188898465	0.0018096188	0.0157707663	0.0309119573	-0.0662536818	-0.0169844178	-0.0389789165	0.0942831056	0.1305420348	-0.0750164719	-0.0008670911	-0.0403805421	0.0302712012	0.0705982626	-0.0026892094	-0.0188227456	-0.0709498436	0.1256571455	0.0503080443	-0.0133527602	-0.0198485579	0.0071063857	-0.0352807114	0.0153714619	-0.0177132197	-0.0012658633	-0.0234845002	0.0370949717	-0.0672799284	0.1021523251	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.1005521448398667	-0.019243306655099	0.0101107338318975	0.0003703048510221	-0.0154032623012057	-0.0140949806180828	0.0001986684786241	0.0002372604895197	0.0155020456608667	-0.0255683881355822	0.0006537424718517	0.0002403134196715	-0.0010261263633096	5.984313469179999e-05	3.5812007697409158e-09	1.0529353134789857e-06	0.002888746654087	0.0011135827334792	1.240066504303007e-06	8.344857231498837e-06	-0.0033810333302992	0.0005970177412265	3.564301833393112e-07	1.14313863805941e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4370.637028219505	3.911342184291243	15.298597682616192	19102468.032443423	3330.720014117253	10.608005156576835	112.52977340196075	11093695.812441234	4328.4432156064095	-2.1116831368262865	4.459205670356505	18735420.670729157	4167.913767117944	2942.586230769847	1.09139	15.786253	0.1371857368756264	0.0701018700655197	-0.0469831725	-0.0754075593	-0.0142571371	-0.0907328506	-0.0652285311	0.0258213368	-0.0478265548	0.0094011389	-0.0094363947	0.0574115106	-0.0841381706	-0.000170048	-0.0158498735	-0.0678558677	0.0262891282	0.0116963527	0.0628955164	0.0482673582	-0.0568876139	-0.0554282526	-0.0220544474	0.0305327354	0.0522091279	-0.017906174	0.0082411686	0.1521665213	0.0388069642	0.0584122893	-0.0916610562	0.025367439	-0.0148203357	0.0573879518	-0.0508844727	-0.1004007832	-0.0682067425	0.0134192327	0.0184085329	-0.0326316488	-0.0002672442	-0.0419758722	0.0477486215	-0.0384952889	-0.0454533706	0.0959227853	0.0068511117	0.0047477529	0.0327043748	-0.1612913684	0.0287903239	0.0027912955	0.0110133638	-0.0681284853	0.0028088284	-0.0269305159	-0.098550775	-0.0610186145	-0.0403625944	0.0958540713	0.1235111832	-0.0574406496	0.0014709783	-0.0389197152	-0.0287180729	0.0166105002	-0.092457068	-0.016858822	0.0742379913	-0.0710275114	-0.0582517719	0.0179115963	-0.0822828722	-0.0373605528	0.0047440814	0.1252681828	-0.0369499289	-0.0773121523	-0.0172626599	0.0201734561	0.0199166246	0.0636921316	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0968968635121001	0.0036552813277666	0.0093890021584825	1.3361081585119172e-05	-0.063319544129456	-0.0479162818282503	0.0022959700642443	0.0040093646687621	0.0595147023406212	0.0440126566797545	0.0019371139480099	0.0035419997946927	-0.0015020504456432	-0.0004759240823335	2.265037321450793e-07	2.256155541256936e-06	0.0030761826019072	0.0001874359478202	3.5132234535256764e-08	9.462899400276552e-06	-0.0035497036409425	-0.0001686703106432	2.8449673692507263e-08	1.260039593852044e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4378.224417038103	7.587388818597901	57.56846908458446	19168849.04594864	3322.906238763402	-7.813775353850815	61.05508528044643	11041705.87161274	4328.935366009354	0.4921504029443895	0.2422120191183249	18739681.40308654	4169.719608872503	2937.555757294661	1.010728	14.619538	0.2265841186969213	0.1205551014396527	-0.0522243949	-0.0424172094	0.1364682247	-0.0452652801	0.0521111806	-0.0272146096	0.1152332019	-0.0457080105	0.0577744082	-0.0592870571	-0.067456628	-0.0145500792	0.010018082	-0.0984310738	0.0252048994	0.0214897512	0.0194120676	0.0488495983	-0.1136522033	0.037544648	-0.0593459549	-0.0189008845	-0.0224311813	-0.0069360857	0.0011562208	0.0562078339	0.0028911346	0.0063221277	0.000107793	-0.0091840151	-0.0061310494	0.0817801605	0.0018873925	-0.030107525	-0.0043874979	-0.0201422078	-0.0172027255	-0.0369563002	-0.0005807493	-0.0055275099	0.0144717316	-0.1595148118	0.0630253394	0.0111240749	0.0394052899	0.0799764558	-0.0742135029	-0.0363238734	0.0197819135	-0.0486876665	-0.0230195531	0.0268456308	-0.0592504713	0.0392734948	-0.0762282545	0.0087189945	-0.0350893927	0.070157021	0.0926837876	-0.0621667109	0.048628313	0.0056464388	-0.0084998409	0.0647168459	0.0527778011	0.0143406083	-0.0700695486	0.0332318183	0.0812113877	0.0151719248	-0.0439422151	-0.0953280005	-0.0565002071	-0.0157719607	-0.0005157864	0.0547375611	-0.0303014376	-0.0203876479	-0.0482859212	-0.0015545104	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.1008433776439119	-0.0039465141318117	0.0101693868146326	1.557497379259021e-05	-0.0160906000437535	0.0472289440857025	0.0022305731594504	0.000258907409768	-0.0357790065005758	-0.095293708841197	0.0090808909447108	0.0012801373061682	-0.0007018414774253	0.0008002089682179	6.403343928163562e-07	4.925814594345278e-07	0.0025176651233798	-0.0005585174785274	3.119417738206049e-07	6.338637673483024e-06	-0.0033061310549236	0.0002435725860189	5.9327604659934506e-08	1.0930502552330236e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4380.628928848284	2.404511810181248	5.781677045301101	19189909.812262464	3351.919291859392	29.013053095990017	841.757249950736	11235362.939139169	4325.004903390867	-3.930462618486672	15.448536395321106	18705667.414355043	4166.288196271872	2978.9382044414306	1.144826	16.559179	0.0740743945301358	0.0421685139959022	-0.0583486715	-0.1587682034	-0.0563019306	-0.0770388518	-0.0619355278	0.030698607	-0.0663611423	-0.0496939659	-0.0834672842	0.1153690448	-0.0149340718	-0.0393859944	0.0911782277	0.074761945	0.0361893902	0.0364916304	-0.0052348045	0.0908405121	-0.0003781523	0.0164645746	-0.0432576546	0.1102599872	-0.0184662373	-0.074458673	-0.0352694937	0.1076903644	-0.041380422	0.0761572255	0.0067087021	0.120833539	0.1523579863	0.0333389836	0.0430656805	0.098854976	-0.0610040444	0.0215876754	-0.0042421317	-0.0261533637	0.00572662	0.0139067377	0.0995202712	0.0090002846	-0.0961912048	0.0067662229	0.0047113047	0.0799120563	0.1150811412	-0.0836783544	0.0940753418	0.0218662972	0.0592575005	-0.0797916766	0.080487513	0.02896474	-0.083916839	0.0519119145	-0.0319188424	0.0703228748	0.1000003079	-0.0445998928	0.0785242047	0.0109707953	-0.0294495856	0.0022884483	-0.0685046686	0.0390538031	0.0302689433	-0.0540343971	-0.1038973325	0.0009293875	0.0121762316	0.0986473005	-0.0176153819	0.0687679607	-0.0325454953	-0.0585138977	-0.0262667798	0.0808839698	-0.0087042818	0.0812491341	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.101209624299571	-0.0003662466556591	0.0102433880508603	1.341366127814834e-07	-0.019401131458764	-0.0033105314150105	1.0959618249771424e-05	0.0003764039018802	-0.0014885599223646	0.0342904465782111	0.0011758347265331	2.215810642470104e-06	-0.0008950926230673	-0.000193251145642	3.734600529194552e-08	8.011908038694996e-07	0.0022138862393803	-0.0003037788839995	9.228161036398176e-08	4.901292280917447e-06	-0.00308101768694	0.0002251133679836	5.067602844491973e-08	9.492669987237109e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4360.072175260039	-20.556753588244646	422.5801180878091	19010229.37347681	3326.0903580797267	-25.82893377966548	667.1338201943443	11062877.070110925	4326.968836303151	1.9639329122837808	3.857032483951453	18722659.310338646	4167.14055330332	2925.14963941754	1.218359	17.622776	0.064083063279493	0.0349543854193561	-0.046825054	-0.0495175061	0.0540521998	-0.0563699376	0.1491755432	-0.0612797936	0.068337046	-0.0035822595	-0.0878624693	-0.1154414905	0.0877459972	-0.0695727065	-0.0786183449	-0.1120725595	0.053725613	-0.0324768448	-0.0215206753	0.0889657146	-0.0398224662	-0.0564222062	-0.0221473724	-0.1030317981	0.0323077436	0.0944015618	-0.0076827025	0.0175545524	-0.0066954915	-0.100900247	0.0501556962	0.0366640669	-0.0639074111	-0.047589467	-0.1038624053	0.0925306206	-0.0360306958	-0.0283390587	-0.0327535449	-0.0565648142	-0.0377470776	0.032657345	0.0809889101	-0.0219459072	0.1381511048	0.0510305566	0.0232086719	-0.1100694362	-0.0395879421	-0.035600334	-0.0774654423	0.0777940757	-0.0443014789	0.0518619988	0.0037373825	-0.0946939027	-0.0701535914	0.019191075	-0.0337056702	0.0717565124	0.0699504538	-0.0528712992	0.0038261616	-0.0046052431	0.0347536275	0.0484756177	0.1057829255	-0.0053858222	-0.0143242289	0.0166023492	0.0209909243	-0.017077715	-0.0175430032	-0.0529826278	0.1263733784	0.0310417204	-0.0178029492	-0.0168892959	0.0999083374	-0.0145019664	0.0576922865	-0.0048631319	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0945164300673582	0.0066931942322128	0.0089333555526778	4.479884903012675e-05	-0.0362155180691559	-0.0168143866103918	0.0002827235970837	0.0013115637490173	0.0005588739884387	0.0020474339108033	4.191985619107295e-06	3.123401349533802e-07	-0.0005001672406275	0.0003949253824398	1.5596605769522233e-07	2.501672685969274e-07	0.0018392766759167	-0.0003746095634635	1.4033232503838889e-07	3.382938690571185e-06	-0.0030820437115583	-1.0260246183003451e-06	1.0527265173583693e-12	9.498993439956064e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
