global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
4078.090322027896	n/a	n/a	16630820.674617589	3127.5634931692384	n/a	9781653.403804967	n/a	3819.608154642879	n/a	14589406.45501438	n/a	3685.886236666041	2879.694657615535	n/a	n/a	n/a	n/a	-0.0492705236	-0.0473057363	0.0415136883	0.0299139897	0.0810155764	0.1420521321	-0.0091693332	0.1210083561	-0.0698730779	0.0013438096	-0.0871616772	0.0641246296	0.0536531636	-0.1103697717	0.054506816	-0.2359820229	0.1257657407	-0.021568551	0.0328202131	-0.068891636	0.0591955272	-0.1878668103	-0.0675894067	0.0309759333	0.0819750506	-0.1428162793	0.0801776868	-0.1779510904	0.1794019038	-0.0394908135	0.0061393822	-0.0960256706	0.0494238497	-0.0701313207	-0.0230101773	0.0396427497	0.1621078928	0.1406401632	-0.1169301674	0.0134614726	-0.0566411446	0.1471895873	-0.0337684115	0.0028273277	-0.2972073228	0.3068168699	-0.0857137934	0.0971966941	-0.0654914557	0.0036995795	-0.150434681	0.0846644601	-0.0124885406	0.1305352336	-0.2634522817	0.0281300363	-0.2778737244	0.0752985376	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0004560334358103	n/a	n/a	2.0796649457694706e-07	0.1589323007905818	n/a	0.0252594762345879	n/a	-0.4316386516459118	n/a	n/a	0.1863119255947008	0.0033677132893054	n/a	n/a	1.1341492798964196e-05	0.0006890861555106	n/a	n/a	4.748397297163789e-07	-0.0020291673475465	n/a	4.1175201243488985e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4098.39764524318	20.30732321528376	412.3873761700027	16796863.25853484	3144.598682417044	17.035189247805647	9888500.87345901	290.1976727085531	3830.66477513043	11.056620487550845	14673992.619425068	122.24885660572907	3697.7958876330135	2932.077671641144	1.246573	22.821985	0.1371537143748145	0.0705140928084826	-0.0461732884	-0.087980518	0.0569590623	0.0494480429	0.099531086	0.0855206978	0.0204293028	0.1107513958	-0.0391419053	0.1081606976	-0.1282260532	0.0916180306	0.0838985211	-0.0708940921	0.1057626282	-0.156123984	0.1320830583	-0.0165839188	0.0317880279	0.0185156208	0.2109750684	0.0078903394	-0.0916307971	0.0674709354	0.1416190477	-0.0597986224	0.1246893153	-0.1688388613	0.1525126516	0.0238678232	0.0371852136	0.1319386566	-0.0461645478	-0.1155697766	-0.030177258	0.0516847812	0.1652181394	0.1433696951	-0.0997370625	-0.077175825	-0.0783726546	0.0977228189	-0.0711229066	-0.1325428987	0.0390070359	0.0702481481	0.1301320245	-0.0227750435	-0.0539225796	0.0533973429	0.1463496524	-0.1065064385	0.0108803087	-0.0422523907	0.1937343236	-0.1377158653	-0.0899633759	-0.1102997206	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0069062119357568	-0.0073622453715671	5.420265691116118e-05	4.769576330158968e-05	0.1132446144364678	-0.0456876863541139	0.0128243426988642	0.0020873646843918	-0.3931318271678634	0.0385068244780484	0.0014827755313832	0.1545526335323428	0.0025781477699594	-0.000789565519346	6.234137093401189e-07	6.646845923746627e-06	0.0006670155936205	-2.2070561890100105e-05	4.87109702144739e-10	4.4490980213290805e-07	-0.0019288642653609	0.0001003030821855	3.720517354186245e-06	1.0060708295931196e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4091.817497898039	-6.580147345140631	43.29833908376129	16742970.43610457	3133.919944736225	-10.678737680819268	9821454.220015502	114.03543845574929	3824.2136664358127	-6.451108694617233	14624610.166554442	41.616803389766055	3686.712980037223	2975.292975304535	1.069135	19.573488	0.1525618387016464	0.0807921298158413	-0.0556003572	-0.1149061775	0.0841272905	0.0536704115	0.0963884528	0.011563454	-0.0865229298	0.1370392413	0.0940294811	-0.017593213	-0.1230589185	0.0284533909	0.0422006792	-0.1315933901	0.1067318872	-0.1702056846	0.1537394587	-0.03251226	-0.0403544345	-0.0072444348	0.0287633808	0.0631684812	-0.0827158617	0.0209674477	0.0835048404	-0.0945280761	0.1635423619	-0.1811673939	0.0936326098	-0.0517173815	-0.0628586446	0.0008351896	-0.054256477	-0.0744241957	-0.033109039	0.0471651973	0.1500855845	0.1391059884	-0.0839924188	-0.0627269623	-0.0377576225	0.0911101407	-0.0982899017	-0.0926963023	-0.0673340464	0.0394001105	0.028564927	0.0387298126	-0.0082012826	-0.0731302454	0.0352176421	-0.0386104113	-0.0618593716	0.0022531481	-0.0030698111	0.010807868	-0.0027940581	0.0204254142	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0429321648539797	-0.0360259529182229	0.001297869283666	0.0018431707790492	0.1762750349579107	0.0630304205214428	0.0310728879494126	0.0039728339111099	-0.403409299942794	-0.0102774727749306	0.0001056264466394	0.1627390632803351	0.0027168191423589	0.0001386713723995	1.9229749523160828e-08	7.381106252287749e-06	0.0013749128478846	0.0007078972542641	5.01118522594652e-07	1.8903853392781413e-06	-0.0019108730422835	1.7991223077400056e-05	3.651435783725799e-06	3.2368410782077233e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4055.552330997437	-36.26516690060225	1315.162330328537	16447504.709458744	3117.523032899459	-16.396911836765867	9718949.86065864	268.8587177826726	3798.441893078032	-25.771773357780603	14428160.815090224	664.1843020048101	3666.050235113782	2894.2428884137403	1.200797	21.983919	0.2264941363704873	0.15670340307991	-0.0138330295	-0.0359950274	0.0441555049	-0.0164350891	0.0337888045	-0.0306627227	-0.1127942825	0.0836896531	0.044365276	-0.0621338019	0.0101735305	-0.0340461881	0.0181914724	-0.1244329767	0.0474671939	-0.0314978432	0.0774081602	-0.0644355017	-0.0653586911	-0.0333077886	-0.0149768681	-0.0799193603	0.0083412251	-0.0365931331	0.0133804745	-0.0514181995	0.114315704	-0.0600956479	-0.0175305419	-0.0926498218	-0.0879243465	-0.0459227194	0.0547698671	-0.0507923764	-0.020696272	0.0385286051	0.0842199755	0.0840005427	-0.0366327405	-0.0040180233	-0.0015539931	-0.00653465	-0.0134575002	-0.0513289851	0.0187788027	-0.1091036557	-0.0064813855	0.0903538181	-0.0100023809	-0.0664589678	0.0223214175	0.0365214513	-0.0622748774	-0.0636854255	0.0376910341	0.0283969109	0.0296539685	0.0420743714	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0596710388355177	-0.0167388739815379	0.0002801899021698	0.0035606328757098	0.1691300447671579	-0.0071449901907527	0.0286049720429408	5.105088482595362e-05	-0.2495900060709175	0.1538192938718765	0.0236603751672427	0.0622951711304806	0.0022079290651443	-0.0005088900772145	2.589691106874814e-07	4.874950756708983e-06	0.0012590064687953	-0.0001159063790893	1.3434288713592552e-08	1.5850972884684105e-06	-0.002261896152506	-0.0003510231102224	5.116174204721445e-06	1.2321722391027722e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4028.274942801954	-27.277388195483127	744.0559067670822	16226999.014806084	3099.411455026364	-18.11157787309503	9606351.367548645	328.02925305318547	3789.157431397038	-9.2844616809939	14357714.0399114	86.20122870584407	3654.1824236444895	2823.4886972627587	0.986776	18.06568	0.1047760311795168	0.0601791347386427	-0.0470258756	0.0373131395	0.0342128775	-0.0665515803	-0.0289978979	0.0053513758	-0.1242065671	0.0868148941	0.0521029622	0.0016779928	0.0562489644	-0.06103546	0.0014873537	-0.1189152537	-0.0233008615	-0.0414008441	0.0867754026	0.0224092295	-0.0882103553	0.0492805512	-0.0352728459	0.035651775	0.057720941	-0.067967185	-0.0165113062	-0.0677897541	0.1055894385	-0.0019678184	0.0262891243	-0.0521269699	-0.1190781326	-0.0092242059	-0.0109581474	0.0194249397	-0.024110414	0.0302540904	0.0799471181	0.0515886445	-0.0017462739	0.0748765634	-0.0092136778	-0.0039188237	-0.0255961342	-0.0296062803	-0.0111253605	-0.0261077945	-0.0358323855	0.0636404692	-0.0564795893	-0.0610075925	-0.0090074304	0.0980284492	0.0257048003	0.0678286309	0.005141545	0.0584753273	-0.0260242458	0.053616697	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0633145199868749	-0.0036434811513572	1.32749549002952e-05	0.0040087284411683	0.1597370697949429	-0.009392974972215	0.0255159314666744	8.82279788286574e-05	-0.1959064925283229	0.0536835135425945	0.0028819196262779	0.0383793538147498	0.0020630605349198	-0.0001448685302244	2.0986891049406866e-08	4.256218770743571e-06	0.001654945738706	0.0003959392699107	1.5676790545741816e-07	2.738845398061148e-06	-0.0024822095826378	-0.0002203134301318	6.161364412138921e-06	4.853800749643959e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4013.956975127068	-14.31796767488595	205.00419833907893	16111850.59817124	3079.6503097480263	-19.761145278337608	9484246.030331114	390.5028627115647	3781.723447492604	-7.433983904434172	14301432.233315349	55.26411669138633	3650.750223020912	2756.976914337327	0.895977	16.403355	0.0867174270130378	0.0446343280479081	-0.0561881184	0.093898568	0.0168703394	-0.0666921674	-0.0487140116	0.0807513687	-0.0428816389	0.0030240441	-0.0118466541	-0.0689174568	0.0944765345	-0.0600136306	-0.0174259059	-0.115537022	-0.0318553567	-0.0127412683	0.0673263933	0.0438763892	-0.0546334787	-0.0080811374	-0.0775220832	0.0124548525	0.0769953006	-0.0718473269	-0.0428055698	-0.0640408666	0.0931935951	0.028123675	0.0212715667	-0.0162962268	-0.0410906504	-0.0837328779	-0.0027865992	0.0589422723	-0.0247555198	0.0328385363	0.074022721	0.0342175893	0.012401537	0.1287574217	-0.0041489626	-0.0216597329	-0.0158491648	0.0046913637	0.0058301996	-0.1096869911	-0.0674762247	0.0748447713	-0.0647931165	-0.0698804104	0.0810222755	-0.037946758	0.0403448632	0.0308580209	0.1317381012	0.0881211362	-0.0231638902	0.007142907	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.081289413973792	-0.017974893986917	0.0003230968138409	0.0066079688242025	0.1621746616893205	0.0024375918943775	0.0263006208940455	5.941854243535321e-06	-0.1633976864832647	0.0325088060450582	0.0010568224704752	0.0266988039480832	0.0021363626236763	7.33020887564999e-05	5.373196216065788e-09	4.564045259841084e-06	0.0020610648884371	0.0004061191497311	1.6493276377831165e-07	4.247988474348236e-06	-0.0022857081193917	0.000196501463246	5.224461607053143e-06	3.8612825057858336e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4007.411494547798	-6.545480579269679	42.84331601359653	16059346.886633815	3079.7411537844387	0.0908440364123635	9484805.574313505	0.0082526389516908	3782.759258175112	1.035810682507872	14309267.605309524	1.0729037699974238	3649.728450757309	2709.5890020718234	0.80783	14.789563	0.1923379782279148	0.1003809162407247	-0.0527967258	0.132582755	-0.009013023	-0.0740354984	-0.1044839728	0.0664581142	-0.0383202998	-0.0026212784	-0.0336545535	-0.0350106656	0.0968704083	-0.0705125753	-0.0081114917	-0.0427686211	-0.0184918931	0.0298570659	-0.0147105298	-0.0083972367	-0.0281273871	0.0209539893	-0.0265783951	-0.1127027833	0.0825532597	-0.0807838309	-0.0353521453	-0.0186082524	0.0203795301	0.0616884128	-0.0169620501	-0.0053539105	-0.004644591	-0.0309018417	0.0568241577	0.0047506962	-0.0218094283	0.0196169951	0.0434217758	-0.0029456838	0.0406119756	0.1527728733	0.00345284	-0.0410482744	-0.0030754401	0.0482820386	-0.0112425026	-0.0464676162	-0.1218664769	0.0112940272	-0.0889161954	-0.0155041023	0.1003879172	-0.0912675382	0.0270526883	0.1043614332	0.0329022155	0.0925593327	-0.0104332328	0.0287796974	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0992973703643542	-0.0180079563905622	0.0003242864933643	0.0098599677612757	0.1246549474518445	-0.0375197142374759	0.0155388559242221	0.0014077289564618	-0.0799540772084981	0.0834436092747665	0.0069628359287999	0.0063926544622624	0.0013050890831775	-0.0008312735404988	6.910156991334101e-07	1.7032575150290875e-06	0.0018270140826925	-0.0002340508057445	5.4779779669696446e-08	3.337980458356717e-06	-0.0022836984991329	2.009620258799916e-06	5.215278834941861e-06	4.03857358457904e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4014.604217582306	7.192723034507708	51.73526465113777	16117047.02382964	3065.0332542392475	-14.70789954519114	9394428.849592432	216.3223090314337	3784.491541233193	1.732283058081066	14322376.225665588	3.00080459331469	3648.03983614201	2644.5028446998385	0.7675079999999999	14.051357	0.0591075572698795	0.032151054901365	-0.0583972069	0.1613671941	-0.0241094777	-0.1067336259	-0.1107844591	0.0631488717	0.0180054967	-0.0338688519	-0.008089993	-0.050682893	0.0877731487	-0.0529989709	-0.0190778613	-0.0478131315	-0.0221865451	0.0466158044	-0.003425919	0.005678178	0.0058198212	0.0196483763	-0.0130139562	-0.0471341493	0.0841372414	-0.0578636497	-0.049111391	-0.019621969	0.0243978534	0.0687867679	-0.0261051274	-0.0071178192	0.0034130306	0.0059605243	0.0388774255	0.0413860141	-0.0162289746	0.0140512903	0.0375942569	-0.0140747228	0.048473006	0.1634186993	0.0039354412	-0.0614780132	-0.0052484897	0.0414273612	0.0429328436	-0.0907521514	-0.1226760562	-0.0246782335	-0.0939241902	0.0433558415	0.0910991403	-0.0581642655	0.0372978488	0.0391865134	0.0261108408	-0.04052322	0.0511268773	-0.0225193984	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0974126783280979	0.0018846920362562	3.5520640715279066e-06	0.0094892298990534	0.1038953781445854	-0.0207595693072591	0.0107942495998063	0.0004309597178228	-0.0638441003020489	0.0161099769064492	0.0002595313559263	0.004076069143378	0.0013939535512477	8.886446807019992e-05	7.896893685399581e-09	1.943106503036074e-06	0.0021449144579523	0.0003179003752598	1.0106064859032173e-07	4.600658031932809e-06	-0.0022840000362012	-3.0153706829984944e-07	5.216656165367083e-06	9.092460355886808e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4028.200904094498	13.596686512192264	184.86988411083104	16226402.523747733	3080.2738621580306	15.240607918783098	9488087.06589395	232.2761297340741	3779.9065248658057	-4.5850163673871975	14287693.336723091	21.02237508920849	3644.929162320409	2708.0330433786244	0.775236	14.192854	0.2253408677572338	0.1015742937618271	-0.0546315517	0.1262176474	-0.0160509385	-0.0753547704	-0.0772742262	0.047976899	0.0310472592	-0.0645300566	0.0127943719	-0.0438061805	0.1150013653	-0.0553629217	-0.0256987069	-0.0047605483	-0.0635736393	0.0432557816	-0.0395850151	0.0130302759	0.0633764347	0.0172091431	0.014496237	-0.0547095117	0.0998178958	-0.0652257146	-0.0499119151	0.0050302906	-0.0238637233	0.1008018958	-0.0033434763	0.0047274222	0.0469881457	0.0032598237	0.0327301023	0.0206720615	-0.0210572361	-0.0013786563	-0.008150169	-0.031649929	0.0595509925	0.1177228688	-0.0206423873	-0.0474393484	0.0131835931	0.0600718659	0.0455030347	0.0032737526	-0.1061673479	-0.0700532871	-0.0491253541	0.0848909131	0.0953536204	-0.0489645537	0.0394840252	0.0708209135	0.0084638385	-0.0303255741	0.0892180096	0.0118636229	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0813236553869103	0.0160890229411875	0.000258856659202	0.0066135369254889	0.0683429465440781	-0.0355524316005072	0.0046707583423267	0.0012639753927087	-0.014521002749575	0.0493230975524739	0.0024327679521708	0.0002108595208531	-0.0001138996299672	-0.0015078531812148	2.2736212160998936e-06	1.2973125706665086e-08	0.0015651564634568	-0.0005797579944955	3.361193321814445e-07	2.449714755100597e-06	-0.0026839151737521	-0.0003999151375509	7.203400659896766e-06	1.599321172423554e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4043.643158103522	15.442254009024056	238.46320887921948	16351049.990077429	3077.155231165801	-3.118630992229555	9468884.316691054	9.725859265694698	3786.544107588511	6.637582722705247	14337916.278713273	44.0575044007552	3651.818737165085	2732.541683228635	0.723924	13.253439	0.039823158097203	0.0224993340010595	-0.0298296066	0.0975116417	-0.0176601553	-0.0761185296	-0.0647067191	0.0402280471	0.0857786272	-0.0768742028	0.0003697318	0.0011324141	0.0931837313	-0.0118046598	-0.012988743	0.0592252051	-0.0812764319	0.0111455775	-0.0807544076	0.0078166202	0.0339309014	0.0217033397	0.0131219583	-0.0457044467	0.0759634599	-0.0190367929	-0.0421168843	0.0122528679	-0.1008102053	0.1030344206	0.0047998762	0.0150382399	0.0181871756	0.0264200043	0.021684403	0.0327207627	-0.0141893017	-0.0072133545	-0.0281232792	-0.0419736876	0.0514754816	0.0861923469	-0.0100713774	-0.0592665722	0.0406032929	0.0576564426	0.0398147419	-0.0136854875	-0.1226585866	-0.0607161666	-0.0320854075	0.1022833544	0.0465564268	-0.0086086103	0.0691931582	0.0220300249	-0.0225925079	-0.0376147153	0.0215179176	0.0040266823	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0642061875140314	0.0171174678728789	0.000293007706379	0.0041224345150869	0.0683685434676419	2.5596923563797613e-05	0.0046742577358868	6.552024959308974e-10	-0.006652895878858	0.0078681068707169	6.190710572902404e-05	4.426102357492576e-05	-8.074061832833313e-05	3.315901163886687e-05	1.0995200528665086e-09	6.5190474480415644e-09	0.0013086121480665	-0.0002565443153902	6.581498575907765e-08	1.7124657540672197e-06	-0.0026904515753238	-6.536401571699633e-06	7.238529679162316e-06	4.2724545506517426e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
