global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
4584.015004490701	n/a	n/a	21013193.561395884	3613.461988024316	n/a	n/a	13057107.53889664	4368.26519090748	n/a	19081740.778093964	n/a	4252.315401762435	3738.21831438018	n/a	n/a	n/a	n/a	-0.0094800462	-0.081369889	-0.011097021	-0.011484382	0.0630919983	0.0753550314	0.0091617052	-0.1327017355	0.0189117333	-0.0859968497	0.0700313789	-0.0149602342	-0.0007968095	0.0496126856	0.0580765964	-0.1477807321	0.0084571684	-0.0141246612	0.0855649439	-0.1075888759	0.0282309404	0.152269069	-0.054460073	0.0031803431	-0.0267063288	0.0273128068	-0.0021762449	0.0226415508	-0.0573618648	0.0092367608	-0.0839784406	0.0474151754	-0.0312343653	0.0427339134	-0.0166361398	0.0872111423	-0.0103576635	0.0021887422	0.0509848751	-0.1126617726	0.0520311125	-6.2956e-06	0.0978073851	-0.0429042179	0.1314453638	-0.0619386643	-0.0987154858	0.1157936485	-0.0420774661	0.0274987119	-0.0304781025	0.0131754985	-0.0763807624	0.0284033302	-0.04960316	0.0138553102	0.0562397019	-0.0608106801	0.0161352888	-0.0087902869	-0.0331704077	0.0156013351	-0.0961946324	0.0168944755	-0.1745698146	0.0230113083	-0.0531107352	0.0856003674	-0.0089925522	0.053438803	-0.0079456595	0.0148587807	-0.0236644726	0.0319044388	-0.1209903163	0.0117958865	-0.0638418799	0.0520887354	-0.0675720606	0.0644307736	-0.0439191906	0.0263294477	-0.0667644995	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0257912995986089	n/a	0.0006651911349852	n/a	3.885004825576743e-05	n/a	n/a	1.509326249475458e-09	-0.0166053274420221	n/a	0.0002757368994567	n/a	2.3771714706448881e-07	n/a	n/a	5.65094420084798e-14	-0.000866000238948	n/a	7.49956413857993e-07	n/a	0.0005490001401119	n/a	n/a	3.014011538428858e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4574.133151852244	-9.88185263845753	97.65101156819006	20922694.09087374	3635.7470741771713	22.285086152855456	496.62506484019	13218656.78738786	4361.094194677773	-7.170996229707271	19019142.57485217	51.42318692647589	4245.637022518417	3704.073225024099	1.059598	14.98482	0.0405236064023399	0.0244453396710413	-0.0202288097	-0.0218174183	0.1038947558	-0.0947162245	0.1207214125	0.0579727127	-0.0949781404	-0.1217265808	0.1173346189	-0.051906601	-0.0587007906	0.02665299	0.0133837943	0.045856559	0.1172392711	-0.1120270375	0.0134461849	-0.1137618159	0.0508301489	0.0272200352	0.0941160057	0.0686946616	-0.0268236169	0.0199374846	0.0862169702	0.0322974162	-0.1301499279	0.0251905223	0.0482169415	0.0403463268	-0.0281379471	-0.0973840801	0.0455045349	0.0997969594	-0.031012255	-0.0529520448	0.0326270945	0.0085282023	0.0563838813	-0.1635425634	0.0321278835	0.0612733162	0.0188826751	0.0418720029	0.021938405	-0.1119891691	0.011398449	0.0690836659	-0.0882058953	0.0488630326	0.0337992261	0.0008442969	-0.1097177834	0.1131685473	0.0601336858	0.0685474633	0.0519783693	0.0815973821	-0.0469241043	-0.0100874627	-0.0382905338	-0.0064804359	-0.0701633198	-0.1053647652	-0.1716997	0.010030722	-0.0535459659	0.1233290152	0.0138210631	0.0518149918	-0.0692019649	0.0106359306	0.0908816328	-0.0430897905	-0.0119866299	0.0057841087	0.0514124522	-0.0642040285	-0.0228318138	-0.0435228422	0.0320499795	0.0863132609	-0.0907988693	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0238272431746366	-0.0019640564239723	0.0005677375173032	3.8575176365468605e-06	0.0185142473882251	0.0184753973399693	0.0003413403068697	0.0003427773563523	-0.0317123035046478	-0.0151069760626257	0.0010056701935708	0.0002282207257567	7.805844175164719e-07	5.428672704519831e-07	2.947048733279866e-13	6.093120328695297e-13	-0.0008660004097125	-1.7076449997967258e-10	7.499567096222178e-07	2.9160514453307596e-20	0.0006480006335924	9.900049348050008e-05	9.80109770938254e-09	4.199048211361519e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4585.846910233617	11.713758381372829	137.21213541718214	21029991.884099208	3504.933633596096	-130.81344058107516	17112.15623665848	12284559.775913134	4366.051589128226	4.957394450452739	19062406.478929102	24.575759737379613	4250.14312595997	3650.810903326511	1.219631	17.248003	0.0534512507932941	0.0316314977812536	-0.0025007287	0.1472602951	0.0436538562	0.0047900611	-0.1286735996	0.1100612912	-0.1071059172	-0.1114027728	0.0756017134	0.1088376125	-0.0014306216	0.0081876421	-0.0046668583	0.0193609981	0.0497262708	0.0323361524	0.010292669	-0.0002142186	-0.1466705443	-0.0129233612	0.1402031445	0.0823794467	0.0449356783	0.0002656019	0.0484671287	0.0625622774	-0.0456576623	-0.0403624628	0.026969946	0.0250949371	-0.0551323401	-0.1543202934	-0.0084727443	0.00939379	-0.0398798181	0.0655392534	0.0097001454	-0.0019160453	0.0215048939	0.0054380495	-0.075069599	0.0949159413	-0.1216582496	-0.0987193536	0.0336660341	-0.0315312212	-0.0402871382	0.0752072498	-0.0092395922	0.0667702802	0.0771687991	-0.0077358033	-0.0568002366	0.080120451	-0.0020050648	-0.0494156066	0.0730722487	-0.038140168	-0.0944405754	-0.0020267525	-0.0377937254	0.0081364205	-0.0634443055	-0.0901616664	-0.1521836284	-0.00429083	0.118002384	0.0840570183	-0.0482992116	-0.1124502671	0.0588378713	0.0402646067	0.0131656499	-0.0467506933	0.0344134799	-0.0578232732	-0.0203342785	-0.0412502589	-0.0834211558	0.0262774543	0.0093665896	-0.0174248125	-0.0994177436	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0246398478316933	0.0008126046570567	0.000607122101169	6.603263286702406e-07	0.0120902437573988	-0.0064240036308262	4.1267822648869466e-05	0.0001461739941133	-0.0596291034010931	-0.0279167998964453	0.0035556299724182	0.0007793477164581	-0.0003482120205884	-0.0003489926050059	1.2179583834881564e-07	1.212516112822563e-07	-0.0008661159197684	-1.1551005590004425e-07	7.501567864762615e-07	1.3342573014031343e-14	0.0006648493707099	1.684873711749993e-05	2.838799424546199e-10	4.4202468573335e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4593.523144500342	7.67623426672526	58.924572517647086	21100454.87906031	3593.617434305916	88.68380070981993	7864.816508339059	12914086.264147434	4365.746922798733	-0.3046663294926475	19059746.193926606	0.0928215723265224	4251.449916135917	3664.5519165301766	1.13425	16.040545	0.072966398905173	0.0386583489172215	-0.0043689048	0.0220802187	-0.0880499338	0.0128739612	-0.0295298119	0.1017769137	0.0706731567	-0.0963396139	-0.0214699789	-0.062662337	0.0317429561	0.0294426077	0.000515361	0.0119220662	0.0070432316	0.1139408137	0.0672889284	-0.0029780472	0.0875760304	-0.1001381403	-0.0297045501	0.0766959795	0.0337893297	-0.0388210137	-0.0023420921	0.0063702005	0.0576165477	0.059923709	0.0071861705	0.0262404452	0.1445464403	0.1063558288	-0.0231167087	-0.0164867261	-0.0772879156	0.1016184142	0.0300489357	-0.0079731162	0.0199905518	0.0536519744	-0.1207986877	-0.0228384091	0.0857853456	0.017222647	0.0580495144	0.0209578598	-0.0718146899	0.0371890325	0.0255729933	-0.0458856769	-0.0183926321	-0.0258405957	-0.0248216035	-0.0281110495	0.0129101775	0.0950486032	-0.0700129457	0.0521947405	-0.0364863888	-0.0038600452	-0.0234108553	-0.0381099973	-0.0740932276	0.055112676	-0.1103251351	-0.0251931959	0.0385129993	0.0466337156	0.0320784478	0.017562051	0.0982794633	-0.0559235505	0.0096013836	-0.0213362521	-0.0020561595	0.0951560614	0.0671751448	-0.1438462717	-0.0044836438	-0.0433860349	0.0545335838	0.0305920311	-0.0850920553	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0132952653671196	-0.0113445824645737	0.0001767640811821	0.0001286995512955	-0.0025304154446104	-0.0146206592020092	0.0002137636755012	6.403002322322848e-06	-0.0325477692767179	0.0270813341243751	0.0010593572848904	0.000733398657956	-0.0003303768733984	1.7835147189999997e-05	3.180924752889648e-10	1.0914887847650244e-07	-0.0008660470427255	6.887704289998842e-08	7.50037480213584e-07	4.7440470386468456e-15	0.0002843569326585	-0.0003804924380513	1.4477449541429844e-07	8.08588651509507e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4604.671155709709	11.148011209366814	124.27815392416814	21202996.452224985	3594.594216159337	0.9767818534210164	0.954102789172596	12921107.578846158	4367.021772313326	1.2748495145933705	19070879.159858625	1.6252412848589517	4251.51898052623	3734.936390328784	0.942474	13.32846	0.0535144910748719	0.0318104272854332	-0.0005637397	-0.0588684752	-0.076951973	0.0320276484	0.0034670399	0.069021553	0.0789611329	-0.0630912601	0.0217498405	0.0330149086	-0.0208800616	0.0014205344	0.0051080549	0.0220990525	0.0528700658	0.0082699435	-0.0013409223	0.0571807051	0.0526450166	-0.0179369556	0.0006097411	0.0009443511	0.0834023085	-0.0571391527	0.0209285589	-0.0530472912	0.0213755959	-0.0494290101	-0.0391112165	0.016686221	0.0798278707	-0.1072935603	-0.0155782105	0.0572886432	0.0621319194	-0.0331763995	0.0027635693	0.0048691213	0.036156954	-0.0311126836	-0.0448524489	-0.0388496531	0.0576208386	0.0020357099	0.0070062505	0.0048564613	0.0165076315	0.0289876703	0.1440780605	-0.0319029821	0.0306883539	-0.0350107972	-0.063506209	0.0717273469	-0.0371660837	-0.0744241891	-0.0152988722	-0.0442863679	-0.0544108398	-0.0023613328	-0.0123990419	0.0337513924	-0.0714653241	0.0835119732	-0.078158293	0.0379717894	-0.0721199062	0.0323456884	-0.0422730747	0.0164175765	-0.0701190401	0.0659354875	-0.017863388	0.0058272456	0.0291660066	-0.0131169412	-0.1071805658	0.1120810907	-0.016430888	0.0581557704	0.0829708952	-0.0078330948	-0.0235919196	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0135209342325168	0.0002256688653972	0.00018281566252	5.092643680965963e-08	0.017631602866345	0.0201620183109553	0.0004065069823713	0.0003108734196365	-0.0366735694955622	-0.0041258002188442	0.0013449506995458	1.7022227445815637e-05	-0.0003159224341304	1.445443926800002e-05	2.0893081455230096e-10	9.980698438687692e-08	-0.0004020609714354	0.0004639860712901	1.6165302475157753e-07	2.1528307435122177e-07	0.0003859364956939	0.0001015795630354	1.0318407626462804e-08	1.489469787084877e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4599.041668474145	-5.629487235563829	31.69112653537608	21151184.26836145	3643.568654289412	48.97443813007476	2398.4955901565204	13275592.538520357	4364.54310674675	-2.478665566576637	19049236.53065057	6.143782990932683	4250.320203836682	3780.947260721171	1.068553	15.111466	0.0357928628613913	0.0193391062113028	-0.00574074	-0.0710703599	0.061916153	-0.0444541534	0.1061743654	0.0429366309	-0.0333869398	-0.0519353391	-0.0391771078	0.0488152548	-0.0565910441	0.0264576363	-0.0189323984	-0.0066278148	0.0963347277	-0.1043406341	-0.1163559341	0.012557008	0.0019099586	0.0367952953	-0.0135075916	0.0034000594	0.0599546635	0.0806107392	-0.0015500442	0.1059110473	-0.0809004597	0.1139665096	-0.0574056764	0.0404553147	0.0674944575	0.0368984613	0.1611976336	0.0478470436	0.0841725464	-0.0610725264	0.0267995276	-0.0197191471	0.0002289016	-0.1217627971	0.0396744078	-0.0717771787	-0.0748317108	-0.0294900624	0.0139169452	0.0022762272	0.0181659486	0.0152941207	0.0463795268	0.0275383583	-0.0072867483	-0.0811770283	-0.1620862903	-0.0282170337	0.0542453505	0.0927708467	-0.0723813967	-0.0028792706	0.030890964	-0.0006538822	-0.0035839169	-0.0072032673	-0.0368354943	-0.069174165	-0.0353802508	0.0220300416	-0.0793392332	0.0010808269	-0.0047727585	-0.0876606458	0.0207708147	0.0209822541	-0.0081756784	0.0198243749	0.0297590842	0.0458283649	-0.0233412111	-0.1153136119	-0.0243578883	0.0247179592	0.0818247514	-0.0755434101	0.0288575397	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0152961025511046	0.0017751683185878	0.0002339707532539	3.15122255931784e-06	0.0281876375487684	0.0105560346824234	0.0001114298682165	0.0007945429105807	-0.0237081991728871	0.012965370322675	0.0005620787080212	0.0001681008276041	-0.0003488897027776	-3.296726864720004e-05	1.0868408020566584e-09	1.2172402470424208e-07	-0.0003950969967843	6.963974651099975e-06	1.5610163686797317e-07	4.8496942941163005e-11	0.0005559310431497	0.0001699945474558	2.8898146164702243e-08	3.090593247375136e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4604.960267318863	5.9185988447179625	35.0298122846968	21205659.06358541	3549.823869330394	-93.74478495901803	8788.084707012535	12601249.503267808	4373.637858461367	9.094751714616905	19128708.11696653	82.71450875052713	4260.058562195417	3693.500545288261	1.159452	16.396952	0.0417634726645607	0.0242548984970386	0.0044293951	0.1079759934	0.0513873429	0.0016070643	-0.1139650539	0.0124734251	-0.0976154475	-0.0143213276	0.026467136	0.080228084	0.1046814641	-0.0261923926	-0.0063135147	-0.017667883	-0.0403416053	-0.0119585513	0.0726501443	-0.1117076621	-0.084564792	-0.079134038	0.0274910394	0.0302898515	0.1130761864	0.0111631919	-0.0086101433	-0.0716136467	0.0645449043	0.0878208274	-0.0413849565	-0.062555299	0.0784898594	-0.0677581621	-0.0802634696	0.0859085897	-0.0085674783	-0.0201075639	-0.0289926664	-0.0096374155	-0.0283420969	0.0508158565	0.0350357385	0.1549160544	-0.0379429696	0.0055422191	0.0964673077	0.0352646214	-0.0681205921	0.0151793778	0.1674872348	-0.014040098	0.0464133826	-0.1523506497	-0.0142517067	0.0059462225	-0.0331047375	-0.0493293671	-0.0273701976	0.1195163928	-0.0782524889	0.0038974557	-0.0064087421	-0.003725703	0.0152055772	-0.1043237443	-0.0596301134	0.0255282634	0.0505251475	0.0041549372	0.0178110824	0.0055963295	0.0447140445	-0.0402874798	-0.0475958354	0.090358022	-0.0173688885	0.0526181772	-0.0088064863	0.0142521538	-0.0067516834	0.0040363215	0.145954387	-0.0025694078	-0.0958900631	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0173788665225487	0.002082763971444	0.0003020250016085	4.337905760745593e-06	0.0170628165524107	-0.0111248209963577	0.000123761642201	0.0002911397087012	-0.027998986226791	-0.0042907870539038	0.000783943229728	1.8410853541949303e-05	-0.000408771305315	-5.9881602537399984e-05	3.5858063224471483e-09	1.6709398004892897e-07	-0.0008151149637489	-0.0004200179669646	6.644124041273706e-07	1.764150925730759e-07	0.0005613334865048	5.4024433550999744e-06	2.918639420506387e-11	3.150952830716345e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4607.837563220139	2.877295901275829	8.278831703498687	21232167.009022504	3597.345730310965	47.52186098057109	2258.3272710567253	12940896.30338653	4369.70940001616	-3.9284584452070703	19094360.240589585	15.432785755718752	4257.142426351899	3747.8289250684434	1.005722	14.222909	0.0189781332615657	0.0118743914509169	0.0039266126	0.0737867134	-0.0363093997	0.0520731821	-0.0758193188	0.0096357547	0.0930639075	-0.0164199694	-0.0074314208	-0.0682130503	0.0213747371	-0.0004547937	-0.0016457675	0.0190905523	-0.057379932	0.0092618404	0.0549427511	0.0132173287	0.0323230946	-0.0892043369	0.0750828671	-0.0001918455	0.0316363588	-0.112817053	-0.1245218154	0.0105289656	0.0267349725	0.0343322946	-0.0105934591	-0.0987419358	-0.0563628306	0.031995019	-0.1005412997	-0.0402615091	0.132024618	-0.0075785757	-0.0021998677	-0.0107621033	0.0054237068	0.0991340972	-0.0228724078	0.0140177254	0.0735152502	-0.0526644087	0.0812029068	-0.0061008226	-0.0657126612	-0.0225089166	0.1500047619	0.0081675239	-0.0377035912	-0.0820409068	0.1362217661	0.0467742844	-0.0022876012	0.09787165	0.0772639303	-0.032568406	0.0233061112	0.0010490456	-0.0031424989	-0.0008858024	-0.0244829972	0.0184865986	-0.0802297171	0.0201255126	0.1080408594	-0.0569837931	0.0328383497	0.0780747706	0.0286864915	-0.0202219308	-0.0207743405	-0.0212297862	0.0605981947	0.0263064702	-0.1155613327	-0.0015521419	0.0746186279	0.1339128532	-0.044718481	0.0618478749	-0.0053639811	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.016480249163294	-0.0008986173592546	0.0002715986124842	8.075131583538901e-07	0.0281457386118404	0.0110829220594297	0.0001228311613753	0.000792182602006	-0.0304953702190573	-0.0024963839922663	0.0009299676047973	6.231933036843439e-06	-0.0004087733845755	-2.079260499996023e-09	4.323324226843712e-18	1.6709567993730964e-07	-0.0008661064079962	-5.099144424729999e-05	7.501403099720801e-07	2.6001273864255027e-09	0.0005223228130003	-3.901067350450002e-05	1.5218326472747e-09	2.728211209805463e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4613.641913345316	5.804350125177734	33.69048037565078	21285691.704576638	3597.508648468417	0.1629181574521681	0.0265423260276094	12942068.475805055	4368.6628525763535	-1.0465474398060906	19085215.11948056	1.0952615437646829	4254.315694420083	3746.489588667707	0.979878	13.857427	0.0275678710619912	0.0190182381006146	0.0069021246	0.0021092745	-0.1023332584	0.0617562651	-0.0349466063	0.0062127731	0.0823975033	0.0083521311	-0.0185329616	0.0486157677	-0.0724684879	0.00304031	-0.0083404989	-0.0001595245	0.0164064666	0.0158617588	-0.0529560273	0.0526464965	0.0663656186	-0.0581381347	0.1093720202	0.0231438727	0.0079568964	-0.0578434113	-0.0751110324	-0.0531467663	-0.0269796892	-0.0069252443	-0.0079150935	-0.0286649213	0.0819016944	0.0802737987	-0.0385941741	-0.0522983576	-0.0952052422	-0.066980184	0.0011821773	-0.0077578785	0.011586704	0.0156629228	-0.0491092617	-0.0560781966	0.0145482109	-0.0345574935	0.0324211384	-0.089093928	0.0096014186	0.0276005862	0.0379994841	0.062364731	-0.0743795148	-0.0389824972	0.0973743626	0.0298040837	0.1330177211	-0.047722407	-0.0423658523	-0.0706308685	0.128755771	0.0058164916	0.0134128169	0.0289095541	-0.0425527908	0.1069597696	-0.0395472143	0.0399421469	0.0105940372	-0.0694092873	-0.0229898394	-0.0133748315	-0.0577275838	0.0879563016	0.0059152324	0.0602776194	0.0308219783	0.0341417894	0.0746525787	0.0319945736	-0.0488028893	0.0228610244	0.0712685472	0.0009036441	0.0599882234	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0178184600312363	0.0013382108679423	0.0003174975178847	1.790808327078886e-06	0.0302274877183208	0.0020817491064803	4.3336793423319365e-06	0.0009137010137612	-0.0283753604983587	0.0021200097206986	0.0008051610834118	4.494441215856559e-06	-0.0004088877609413	-1.1437636580002245e-07	1.3081953053620546e-14	1.6718920104758974e-07	-0.0005080899333884	0.0003580164746078	2.581553804106287e-07	1.2817579609059758e-07	0.0004398956366365	-8.242717636379996e-05	6.7942394033089835e-09	1.9350817113183165e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4611.754954211898	-1.8869591334187132	3.560614771192302	21268283.757697985	3636.9192827382985	39.41063426988149	1553.1980935543568	13227181.86915366	4362.518346138577	-6.144506437776727	19031566.320395663	37.75495936387964	4248.302031100375	3794.307088756151	1.036779	14.662108	0.0214680425517917	0.0136292852414519	0.0095635739	-0.1122184884	-0.027557189	-0.0142739283	0.0629265705	0.002206205	0.0177715879	0.0043960665	-0.1270802488	0.0430517594	-0.0235682127	0.0342409767	-0.0161324589	0.0153672751	0.0994949881	0.0039211879	-0.0824135886	0.049227541	0.0573910261	0.026435374	0.0347973039	0.0172098557	-0.0717833104	0.0197268067	-0.0248573945	0.0783035668	-0.0136769881	-0.0306125222	-0.0160281927	0.015717318	0.0009630667	-0.0476189452	0.0061606481	-0.1442219758	-0.0100457493	0.0846316761	0.0335192448	-0.0168206324	0.0225658269	-0.084269291	-0.0576990313	-0.0964622922	-0.0215407843	-0.0258190857	-0.0190124717	-0.018805348	-0.0695962731	0.0067515053	-0.0436935055	0.0543118489	-0.0211513373	0.0041669299	-0.0407449292	-0.0347380162	0.0033990176	-0.0676937928	0.0019048781	-0.1714821089	0.0193387334	0.0072840795	0.0124870556	-0.0054710984	-0.0302713169	0.0101676757	0.0007769024	0.0218323588	-0.1197640975	-0.0494089997	-0.0328668344	-0.0772236263	0.0497766906	-0.0133938847	-0.0154917895	0.0054144531	0.012313683	0.0271467679	-0.0671379298	-0.041175442	0.0084434833	0.0884486038	-0.0116020906	-0.0465417541	-0.0995884635	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0194100467127782	0.0015915866815419	0.0003767499133922	2.533148164861563e-06	0.0282101999772521	-0.0020172877410686	4.069449830266055e-06	0.0007958153827565	-0.0160680707189726	0.0123072897793861	0.0002581828966299	0.0001514693817137	-0.0004089075778072	-1.9816865899982553e-08	3.9270817409789117e-16	1.672054071881513e-07	-0.0004090924113913	9.899752199709998e-05	1.6735660105794866e-07	9.800509361566294e-09	0.0004519158647694	1.2020228132900004e-05	1.4448588436696075e-10	2.0422794883027466e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
