global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
4250.180752570984	n/a	18064036.429524854	n/a	3210.0236587818986	n/a	10304251.889939526	n/a	4106.235540195681	n/a	n/a	16861170.31156612	3955.2125333134777	3081.7341652399377	n/a	n/a	n/a	n/a	-0.0537752902	-0.026781207	-0.0819672969	0.1080128586	-0.1314389791	0.1243884081	0.0573002871	-0.0136071803	0.0648689642	-0.0944596825	0.0747467093	-0.0698836018	0.0448870281	-0.1053556001	0.054506811	-0.0319207612	-0.0079480613	0.0936730677	-0.0892456353	0.1090224139	-0.0434397885	0.040643394	0.111419996	-0.1223879136	0.0100958572	-0.0160206707	0.1113361977	-0.1496953022	0.0285577048	-0.0042451096	0.0309416227	-0.0886729271	0.0105982584	-0.062450107	0.1569791366	-0.0670590592	0.1661437455	-0.0649822815	0.0018263194	-0.038212966	0.0271407564	-0.0369431915	0.0822247106	-0.1018832753	0.0902436884	-0.0897493307	0.2203887679	-0.0400479011	-0.0098826982	0.055539453	-0.1232357905	0.1045738151	-0.0120590938	0.0537414383	-0.0884050833	0.0280663	-0.1341719031	0.0456182285	-0.0330088892	0.0583842125	-0.1571899383	0.0851809603	-0.0102814781	0.0595685067	-0.0338425546	0.1191762835	-0.1260341885	0.1686087445	-0.0799338249	0.0415575663	-0.041640873	0.1519636629	-0.1010746975	0.0834493403	-0.0003091643	0.1663325535	-0.0083460751	0.0333376767	-0.0806908523	0.0144228274	-0.0251428446	0.1469919675	-0.1910731131	0.0350130314	-0.071619193	0.016567042	-0.0278913246	0.1028768187	-0.0210016204	0.0439108115	-0.0684860095	0.152400881	-0.0602358402	0.1352704705	-0.1054804176	0.0360118858	-0.0613314999	0.0249547027	-0.0607271137	0.1061179899	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0	n/a	0.0	n/a	-6.520534071796646e-05	n/a	n/a	4.2517364581460955e-09	0.0751683219777703	n/a	n/a	0.0056502766289537	-0.0009729999685323	n/a	n/a	9.467289387638568e-07	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4253.190856697202	3.010104126218721	18089632.463492684	9.06072685067897	3210.243951628107	0.2202928462083946	10305666.228964845	0.0485289380905954	4113.660049611218	7.424509415536704	55.12334006139317	16922199.003767367	3962.2069886811305	3123.1065203831668	1.106698	14.897738	0.1198486426227989	0.066842691672283	-0.0314541342	-0.0044045544	-0.114889896	0.0990874568	0.0492578809	0.0282227455	0.020122785	0.0243263443	0.0740299185	0.0329280546	-0.0340006935	0.118870837	-0.0952779111	0.0162138081	-0.0401208962	0.0085983182	-0.0070504766	-0.0536475042	-0.0452989016	0.0664626389	0.0562220209	-0.1024069138	-0.0271725036	0.0335551834	0.0258297016	-0.0357180992	-0.0680981313	-0.0174705058	-0.0540517414	-0.0975173635	-0.0495669042	-0.0832767244	0.0320110769	0.0660514027	-0.0394662406	0.0683872976	-0.0427708596	-0.0184785042	0.0746357872	-0.0653406679	0.0190214955	-0.0144329685	-0.008138547	-0.0188541888	0.0136873236	-0.0078398605	0.0081386246	0.012765868	-0.0302264498	-0.0554927905	-0.0312991778	-0.0011868533	-0.0913262546	-0.0368024292	0.0307846086	0.0557436699	-0.021134542	0.0728782139	0.0470609336	0.0561250866	0.1133748984	-0.0028720281	-0.0187680266	0.0708703731	0.0121730168	-0.0582719261	0.0218388483	0.0550823661	-0.0215743174	-0.0284921828	-0.0377327687	0.0098408609	0.1186502643	-0.1443382119	-0.045331168	0.0143172423	0.0128342906	0.059512782	0.0352004047	0.0150773294	0.0048125106	0.0625522191	-0.0455054274	0.0967368209	0.0291950306	0.0922741738	0.0782016005	0.0714612933	0.027380888	0.0135232123	0.0169759575	-0.0095764287	-0.0203274256	0.0970394642	-0.0419782525	-0.0578794033	0.0232593159	-0.0747757524	0.0272560394	0.1173604979	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0139708705718959	-0.0139708705718959	0.0001951852245366	0.0001951852245366	-0.0209412843166063	-0.0208760789758883	0.0004358106734075	0.0004385373888289	0.042316702217235	-0.0328516197605353	0.0010792289208907	0.0017907032865421	-2.999999938313624e-05	0.0009429999691491	8.892489418153239e-07	8.999999629881746e-10	9.999999714049856e-05	9.999999714049856e-05	9.99999942809972e-09	9.99999942809972e-09	1.4999999253559695e-09	1.4999999253559695e-09	2.249999776067914e-18	2.249999776067914e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4236.4391420245865	-16.75171467261589	17947416.604078013	280.6199444727345	3205.5548303081264	-4.689121319980586	10275581.77011176	21.987858753496475	4110.312147493182	-3.347902118035563	11.20844859194701	16894665.949830014	3959.6404281746	3077.57296864527	1.129326	15.202334	0.064195455790917	0.0367176036994603	-0.057956271	0.0227033961	-0.0809879177	0.0544902247	0.0661493662	-0.0624796434	0.0133246963	0.0498395469	-0.014379049	0.0588432217	-0.0840126951	0.0271107329	0.1369713313	0.0124893745	0.0149887074	0.0245418383	-0.042891581	-0.0004404429	0.0279075972	0.1387010452	0.0113988103	0.0073306242	-0.012309456	0.1587564953	0.0205510311	-0.0927525125	0.0583154506	-0.0343735688	-0.001917724	0.0072022373	-0.125773404	0.074341713	-0.0786447169	0.0354401181	-0.0231617425	-0.1039021018	0.0660090184	-0.0098698794	0.0874209499	0.0271133509	0.0527658517	-0.0683207322	0.0113099388	0.0091329417	-0.0150434139	0.0240848836	0.0123611685	0.025652617	-0.0350468261	0.0043829168	0.0404755877	0.045173151	-0.1020398772	-0.0287151855	-0.0994891195	-0.1061789191	-0.0242859558	0.0278142952	0.1446782635	-0.0728117769	0.0090220282	-0.009258559	-0.0062185277	-0.1030667226	-0.1324404008	0.0033511856	0.0847004892	-0.0223164843	0.0456687615	0.0253396599	-0.0394589239	0.0308755728	-0.0375152328	0.1814738574	0.0529951762	0.0987552848	0.0242971931	0.0787351375	0.1205019618	-0.0119509091	0.0510509094	0.056468715	-0.0579026148	0.0095226894	-0.0994571777	-0.0151381621	-0.08020973	0.0164202876	0.0061939497	-0.0380134443	0.081169736	-0.1148589924	0.0514669126	-0.1000897076	-0.0164115805	-0.1194604489	-0.0151614705	-0.0072885305	-0.0368773822	-0.020914392	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.027398125631592	-0.0134272550596961	0.0007506572881244	0.0001802911784381	-0.0246206332525815	-0.0036793489359751	1.3537608592661829e-05	0.0006061755817581	0.0442997575173365	0.0019830553001015	3.932508323260665e-06	0.0019624685160948	0.0005709999661533	0.0006009999655364	3.612009585747975e-07	3.260409613470698e-07	0.0004009999760159	0.0003009999788754	1.608009807647524e-07	9.060098728299213e-08	-1.1448549112116077e-07	-1.1598549104651674e-07	1.3106927677253382e-14	1.3452634133301616e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4228.501487673721	-7.937654350865159	17880224.831258874	63.0063565938086	3173.9146433944406	-31.64018691368574	10073734.16355366	1001.1014279329704	4103.033922188237	-7.278225304945408	52.97256358954768	16834887.366627388	3950.400331925941	3008.121441118157	1.120414	15.082371	0.1027528689356226	0.0539621877485382	-0.1616944999	0.0214388786	-0.0570413097	0.0612664407	-0.0557180222	0.0947545633	-0.0914099135	0.0165792589	0.1657091461	0.0308933057	0.0176349036	0.0003228629	0.0443031362	-0.1083461606	0.1421332519	-0.0210245591	-0.1025661083	0.0806535335	-0.0269223585	0.0116842871	-0.001366638	-0.0596936105	-0.006608818	0.0472453471	-0.0979983102	0.0337248484	0.0959909242	0.0360825035	0.1063946829	0.0226260369	0.0606591216	-0.0346974791	-0.0144668265	-0.1707024976	0.1431785308	0.0173807967	-0.1865782092	-0.1548569941	0.0214572571	0.0137308889	-0.0140264018	0.0784576431	0.0228112134	-0.0494257402	0.0158851018	-0.2155714077	0.0185261243	-0.0313477708	-0.0680228962	0.0759340547	-0.0366065459	0.0310125203	-0.0959983022	0.0466150582	0.0416057348	-0.0497856964	0.0851291857	-0.0068247273	-0.0092371904	0.047612827	-0.1658195679	-0.0070004438	0.0900753128	0.1184205088	-0.0609710616	0.0602035735	-0.0636418229	0.0539918085	-0.0182760612	0.024668057	-0.0935250363	-0.1095357876	0.1331818158	-0.0223119122	-0.1308160236	0.1518635918	-0.0108162438	0.053738592	0.0744992042	-0.0171253372	0.0696721281	0.1798205553	-0.0447863306	0.036239391	0.0103194788	-0.030292503	0.0301685195	0.0624493998	0.0183069864	0.0597104006	-0.1150201983	-0.0201985631	-0.0454042406	0.0958630512	-0.0685865159	-0.0255215193	-0.0276954694	-0.0290627095	0.0369637198	0.0193451178	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0496995122090027	-0.0223013865774107	0.0024700415138128	0.0004973518432751	-0.0187912948245099	0.0058293384280715	3.3981186508992257e-05	0.0003531127611816	0.0725155994120285	0.0282158418946919	0.0007961337338262	0.0052585121580857	-3.000002238097855e-05	-0.0006009999885342	3.61200986218203e-07	9.00001342859214e-10	0.0007280006226815	0.0003270006466656	5.299849066246517e-07	1.0692942291972059e-07	1.0920017966888376e-08	1.2540550908804918e-07	1.192467923971649e-16	1.5726541709632778e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4248.589979418784	20.08849174506304	18050516.813217707	403.54750059146585	3206.6463806859315	32.731737291490845	10282581.010766184	1071.3666261191725	4108.272013307967	5.238091119730598	27.437598578600547	16877898.9353295	3956.390631340834	3062.115263132774	1.044247	14.057049	0.0540548013699798	0.0370776981185848	-0.1079614807	0.0090450371	-0.0630729145	-0.0596926091	0.1137936905	0.1035125456	-0.1422138447	0.0106946306	-0.0466229373	0.0268728907	-0.007657088	-0.0225237816	-0.07159694	-0.0515405238	-0.0271101882	-0.0121763983	-0.0521283358	0.0026470117	-0.011226858	-0.0595704194	-0.0457480814	-0.1173640185	0.1023719523	0.0304206619	-0.08382301	-0.0355021013	-0.0105972798	0.0645771222	0.0891979273	-0.0367269451	-0.105403495	0.011950208	0.0841762186	-0.0414863782	0.0816821105	-0.0081804467	-0.0890299086	-0.0776217585	-0.02604673	-0.0422028736	0.0560334796	-0.0146955112	-0.0528158119	0.0404978332	-0.0418845194	0.0284306505	-0.0311886596	-0.016823396	-0.0375724866	0.0308337457	0.0494346936	-0.1197940632	-0.0826548478	0.0533422732	-0.0107270122	-0.004514189	-0.0086799558	-0.0373961001	-0.0208788953	0.0577314493	-0.0398128068	-0.1311200484	-0.0309161401	0.0272802742	0.0148328881	0.0122374718	-0.0727034266	0.0140504523	-0.0197036546	0.0101715524	0.0096084412	-0.0550826441	0.0151105189	0.0189879366	-0.103554702	-0.0421678592	0.0133131564	0.0442836972	0.0751716108	-0.0075746827	0.0655127063	0.0942207194	-0.055852528	-0.0056626507	0.1292272883	0.0714514217	-0.083098829	-0.0327435878	0.0485024577	0.0593979391	0.0155890639	-0.0107587121	-0.0283421763	0.0391689525	-0.1090468088	-0.0747529764	-0.0016904424	0.0229122823	0.0043394346	0.0871841663	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0508482362427287	-0.001148724033726	0.0025855431289963	1.3195669056597435e-06	-0.0334292789367793	-0.0146379841122693	0.000214270578871	0.0011175166902329	0.0381975157885392	-0.0343180836234892	0.0011777308635888	0.0014590502124157	-3.0000024201412112e-05	-1.820433560839607e-12	3.3139783494311725e-24	9.000014520853123e-10	0.0008069996278841	7.899900520260002e-05	6.51248399405076e-07	6.240842823000425e-09	1.2105004836869612e-08	1.184986869981236e-09	1.465311421006367e-16	1.4041938820279272e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4251.568363662279	2.9783842434944745	18075833.550893947	8.870772701896152	3213.726959110687	7.080578424755458	10328040.967714824	50.13459082911249	4107.873721716539	-0.3982915914284604	0.1586361918026156	16874626.513569288	3956.497541925887	3102.1611518269683	0.979896	13.190797	0.0629435965828004	0.0324118737080406	-0.0496197306	0.0052080996	-0.089146092	0.0814768329	-0.0331879106	0.0530774483	0.0276785962	0.0310823213	0.0494859111	-0.0087044761	0.0057590306	-0.0951036866	0.0264068639	-0.0091580233	-0.0748557958	-0.0142639934	-0.0487062911	0.0050054661	-0.0035480881	0.0420357953	-0.0347352492	-0.0512962499	-0.1131447919	0.0279023872	-0.0169935887	-0.0421795342	0.1134274584	0.048866079	0.0020048338	-0.0019175693	-0.0663987976	-0.0278517551	-0.0573615321	0.0735324357	0.0281241655	0.1344321382	-0.0681940947	0.0831263636	-0.127180406	0.0105640288	-0.006753488	-0.0612346945	-0.0259918168	-0.0782816979	0.0126545234	-0.0129196913	-0.1261851125	-0.0102097315	-0.0516367249	0.0084427923	-0.0198571855	0.039177248	-0.0307962977	0.0610796752	0.0361804447	-0.0734358953	0.0092767732	0.1157150502	0.0824518388	0.0039826998	0.0251762815	-0.0879085395	0.0074476536	-0.0292183312	0.0529061214	-0.0810908399	-0.0732527033	0.0886680175	0.0219845141	0.0046662363	-0.0438854889	-0.0973768942	0.0136433951	-0.1321847545	0.0509282197	-0.0912848106	0.0304135855	0.0592509098	0.0891418348	0.0152135445	0.0634553357	0.0644025685	-0.0557643794	0.0444427874	-0.091655958	-0.0118020944	-0.0392844358	0.0547912252	0.003028527	0.0406546717	-0.0105290274	-0.0551599032	-0.0700365643	-0.0214104624	-0.0664334592	0.0063853678	0.0235777161	-0.2056272247	0.0117050953	0.0817872892	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0351436904494306	0.0157045457932981	0.0012350789784053	0.0002466327585737	-0.0508302787951322	-0.0174009998583529	0.0003027947960703	0.0025837172423908	0.0233096724187475	-0.0148878433697917	0.0002216478802034	0.0005433408282693	-3.000000310409572e-05	2.1097316391983662e-11	4.450967589434625e-22	9.000001862457527e-10	0.0005079999827584	-0.0002989996451257	2.580639824825348e-07	8.940078778529457e-08	7.620000699303054e-09	-4.485004137566558e-09	5.806441065737903e-17	2.0115262113989146e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4253.106465616032	1.5381019537535394	18088914.607864898	2.3657576201404558	3206.265244885301	-7.461714225386004	10280136.8205594	55.67717918132785	4116.086935021743	8.21321330520368	67.45687279677477	16942171.656656682	3964.7147305420217	3087.5932131953714	0.8738209999999998	11.762876	0.1108024410651304	0.0553340456653101	-0.0558967262	0.052816589	-0.0849695402	-0.0353946181	0.0458098817	0.1029027847	-0.0644141031	-0.0076233437	0.0778232325	-0.0800710103	0.091495931	0.0212771706	-0.1481790981	-0.0899231998	-0.0803601548	-0.0002024497	0.0710605593	-0.0523150111	-0.0981837251	0.0352446045	-0.0260823272	-0.0941072585	0.0373379107	-0.0887773946	-0.0216745719	-0.1445153301	0.0101058723	-0.1215075375	-0.05919029	-0.1435163088	-0.0021450311	-0.056332085	0.0722370277	-0.0363705025	0.0933504394	-0.1570003878	0.0527385191	0.0485522247	-0.0272564924	0.0790764715	0.0809784896	-0.0609020975	0.0139035238	-0.039959221	-0.0284195024	0.0294862887	0.0639519404	-0.0126894694	0.0259773942	-0.0539589239	-0.0893964346	-0.0671398208	-0.0334261589	0.1030808889	0.0231637004	0.1029258453	-0.1316965751	0.0738730514	0.0622640666	0.0192850282	-0.001847827	0.0053281262	-0.0689724821	-0.0340524957	-0.0610491129	0.0387040538	-0.0495146501	-0.047087524	-0.1416095523	0.1208215395	-0.1573235778	0.0339456111	-0.0178046551	0.0874366229	0.0992540123	-0.0696790152	0.0218402805	0.0812617837	0.0892073326	0.01335255	0.0288520973	0.0354928713	-0.0223928317	-0.0112239668	0.0211634872	0.118234194	-0.0641412973	0.0109313378	-0.001100178	0.0147462127	-0.0008200557	-0.0118301671	-0.0244792973	0.0542721565	0.0092239226	0.0103288104	-0.1351488582	-0.0739596984	0.0640894966	-0.078898077	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0285297630703524	0.0066139273790782	0.0008139473808504	4.374403537572025e-05	-0.0188606766126042	0.031969602182528	0.001022055463709	0.0003557251222852	0.025617729896922	0.0023080574781745	5.327129322557243e-06	0.0006562680850716	0.0006835300252653	0.0007135300283693	5.091251013848306e-07	4.672132954391816e-07	0.0001733802949741	-0.0003346196877843	3.006072668530592e-08	1.1197033545286245e-07	-0.0003500597443526	-0.0003500673643532	1.225418246162077e-07	1.2254715958526566e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4256.7596125448335	3.6531469288011063	18120002.39899284	13.345482483408958	3215.799015707951	9.53377082265024	10341363.309428228	90.89278609881704	4112.266940134876	-3.81999488686688	14.592360935689106	16910739.386926252	3962.239094656554	3131.352379907536	0.9645	12.983543	0.0575952133664249	0.0290744139843667	0.0029682937	0.0434357283	-0.0731837613	0.0475511284	-0.026925796	-0.0173073937	0.0557910505	0.011532335	0.0059265197	-0.0410247191	-0.0177340659	-0.0029279702	0.0137382224	0.0014257726	-0.0175570117	0.0240267541	0.0031252038	0.0235912515	0.0035833539	0.0679661511	0.0862962823	0.0166287973	-0.0445784173	0.0133505878	0.0047042217	-0.0558452844	0.0967870001	-0.0435708792	0.0034163411	-0.0262773766	-0.0256654298	-0.0050754718	0.0248520715	-0.0420107148	-0.0791386665	-0.0178585063	-0.0346988494	0.0197303943	0.0331239522	0.0224731516	-0.0030015111	0.0755313231	-0.01153255	0.0822903056	-0.1011994133	0.0800638439	-0.0633247297	0.0258630026	0.0059943791	0.0252011425	-0.0195462664	0.074112502	-0.0044946228	-0.0792110555	0.0005080352	0.0180444486	0.011558139	0.0689039945	0.0950264023	0.073411912	0.0139308209	-0.0722183416	0.0071532608	0.0601347861	-0.0431484932	-0.0238496951	0.0005937726	-0.1022697458	0.000282945	-0.0014687356	-0.0189739518	0.0039602084	0.008631711	-0.0142430943	0.0060661002	0.0123770606	0.0050691485	0.0724790745	0.0671459475	0.0381521372	0.0155656613	0.0546648314	-0.0215019421	-0.0098514706	-0.1046011421	0.0174254722	0.0698928019	-0.059700043	0.0234909193	-0.0063734281	0.0496487082	-0.0588457857	-0.0031898932	0.0039811411	-0.0099886191	0.0106185173	-0.0186197597	-0.0198594894	-0.0127199117	-0.080410445	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0303973714561038	-0.0018676083857513	0.0009240001914403	3.4879610825289475e-06	0.0025569977054402	0.0214176743180444	0.0004587167731938	6.538237265626447e-06	0.0383307241641261	0.012712994267204	0.0001616202232379	0.0014692444149463	0.0006829999169036	-5.301083616999266e-07	2.8101487514418016e-13	4.6648888649032453e-07	9.200000178188894e-05	-8.138029319221105e-05	8.464000327867568e-09	6.622752120050232e-09	-3.1417998011150014e-08	0.0003500283263545	9.870905990286262e-16	1.2251982925059457e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4249.783559479621	-6.976053065212909	18060660.30242328	48.66531636866642	3222.260442903143	6.461427195191845	10382962.36189836	41.75004139876476	4112.1447783848025	-0.1221617500732463	0.0149234931809583	16909734.6783974	3963.8627266681065	3129.254060640617	1.015661	13.67224	0.040748694020116	0.0349667529592247	0.0096593972	0.0417348241	0.0371829133	-0.0475973605	0.0330341707	0.0756465836	0.0064680141	-0.0394245715	-0.038201794	0.0660691671	-0.0496484194	0.0216525473	-0.0606743376	-0.0863993907	0.0537439121	0.0085797526	-0.0007276958	-0.0141875834	0.0009712795	0.02763173	0.1233063872	-0.1445688685	0.058771827	-0.0250390052	0.0355833162	-0.0676233472	0.0326990683	-0.0057173916	0.0765842877	0.0223402467	0.0630426733	0.0362212617	0.0344667857	0.0246598313	-0.04807416	0.0619719123	-0.1371591911	-0.1404685171	-0.1680763869	-0.0678589624	0.0299305696	-0.0122999222	0.1012887799	-0.0376832486	-0.0035900001	-0.0060768054	-0.0273660792	0.0066399444	0.0091694496	-0.0290082279	0.0261889303	-0.0199071605	-0.0989977147	0.0123834502	-0.0111259997	0.1180156015	0.0113135809	0.0598608034	0.0777569152	0.0495682417	-0.0732399306	0.0592760816	-0.0356258551	0.0345118304	0.0503540087	-0.0376749847	0.1045321405	0.0813103427	0.0140880706	0.0691908813	-0.014024388	-0.0257741609	-0.070792608	-0.1112454273	-0.2204527791	-0.1159360694	0.0219815503	0.0674011686	0.0706070628	0.0254835517	0.0040806416	0.0339329678	-0.0267915552	8.20112e-05	0.0511882559	0.1226108018	0.0676362184	0.0133292731	0.0128612073	-0.0293266425	0.0387781621	-0.0158487314	0.013768003	-0.1015682248	0.0393245055	-0.0693930303	-0.0411433236	-0.032883547	-0.035780154	-0.0677821887	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.027318887812413	0.0030784836436907	0.0007463216313072	9.477061544471777e-06	0.0050350644580845	0.0024780667526443	6.140814830561066e-06	2.535187409706576e-05	0.0035387169344005	-0.0347920072297256	0.0012104837670732	1.2522517541812872e-05	0.0006829999174281	5.24499931334188e-13	2.75100177969568e-25	4.664888872067914e-07	9.999999714027652e-05	7.99999535838758e-06	9.999999428055313e-09	6.399992573422282e-11	-3.4149996231249216e-08	-2.731998220099202e-09	1.1662222425943356e-15	7.463814274625208e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4249.148927321902	-0.6346321577184426	18055266.60656087	0.4027579756103662	3218.179728504313	-4.080714398829969	10356680.764956094	16.652230004818232	4107.09632153781	-5.048456846992849	25.48691653594898	16868240.194389407	3956.185034009116	3114.188411750203	1.010407	13.601517	0.0597508960679736	0.031651680872603	-0.0206380382	0.0158029307	0.0823318786	-0.0062483778	-0.1340734465	-0.0483566929	-0.0081593348	0.0304597379	-0.0023706661	0.000563805	0.0387927045	-0.0659244396	0.1374968993	0.0010296478	-0.037129009	-0.0159328722	-0.0482768951	0.0436608344	0.0356260822	-0.0133483934	-0.0276957529	-0.0283853499	-0.0542970406	0.0010528586	0.0654791979	0.0591353448	0.1272601852	0.0547211899	0.0082334604	-0.0384738596	0.0271559613	0.0364275848	-0.0131463312	-0.0356673532	0.0367701597	0.0060766972	-0.0790121927	0.0332599313	-0.0456959795	0.0188209389	-0.0753681897	0.0795828865	-0.015698133	0.0461031131	0.0204829009	0.0984146892	-0.0377418643	-0.0136130419	-0.0355270598	0.0632744647	0.0382593669	0.0424967221	0.0250584624	0.0070077669	-0.0142539618	-0.0814480974	0.0776007865	0.1046749161	-0.0113299146	0.0506673063	-0.0614766021	-0.0190777957	0.0102946997	-0.0009241741	0.0536493485	0.0093164903	-0.0206090036	-0.0015225572	-0.0217323806	-0.0441304919	-0.0275128696	-0.1146178033	0.0780369791	-0.029256555	-0.0295212089	-0.1062971333	0.0235894621	0.046024188	0.0677699179	0.0088999553	0.0307302322	0.0636012266	-0.1141416419	-0.0590812564	-0.0763865367	-0.0044952161	0.0263687188	-0.0654619649	-0.0426175239	0.008037728	0.0860152462	0.0159545279	-0.018828638	-0.0964770385	0.000807785	0.0137147526	-0.0031057837	-0.0226202601	-0.0133413356	-0.0355417089	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.022798223410831	0.004520664401582	0.0005197589906901	2.043640663173075e-05	0.0049542018914507	-8.08625666337999e-05	6.5387546826057295e-09	2.454411638125369e-05	0.0216116887619506	0.0180729718275501	0.0003266323106794	0.0004670650911434	0.0004134637060254	-0.0002695362114026	7.264976925732096e-08	1.709522362002584e-07	0.0003870376811048	0.0002870376839645	1.497981665949809e-07	8.239063201571766e-08	0.0001849199000807	0.0001849540500769	3.4195369445856066e-08	3.4208000639859995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
