global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
4464.583780879823	n/a	19932508.33649518	n/a	3548.966357556018	n/a	n/a	12595162.20706443	4352.767751616081	n/a	n/a	18946587.099508915	4197.625057225525	3163.5226947058363	n/a	n/a	n/a	n/a	-0.0702208788	-0.0383278723	-0.086854944	0.0596691331	-0.1370183486	0.0645495195	0.0028987366	-0.1119992625	0.003104165	-0.0150342487	0.0651640397	-0.0628751946	-0.0383413243	-0.0184236981	0.0772750153	-0.0410330652	0.0921494177	-0.0123868166	0.1232360426	-0.0151771835	0.0524049349	-0.0623988204	-0.0460402364	0.0217183119	-0.041314238	-0.0270955215	0.0650252478	-0.0063106459	0.1288730028	-0.108756009	0.0689848477	-0.0416133391	0.0173648952	-0.0809494816	0.0649193213	0.0094047949	-0.0378563786	-0.0072726037	-0.0325604065	0.0216108623	-0.0559962351	0.0360021131	-0.0117393549	0.048236119	-0.0008651605	0.0823709362	0.0814759984	0.0108151602	-0.0649879156	0.1505682497	-0.0652097004	0.0021945183	-0.0345696453	0.0266363348	-0.0135159089	0.0782746567	-0.1789524831	0.1115612309	-0.0023660544	0.1152545644	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0207985550650562	n/a	0.0004325798927941	n/a	0.0460221834642027	n/a	0.0021180413708127	n/a	-0.0328078163221619	n/a	n/a	0.0010763528118287	0.0005399189722458	n/a	n/a	2.91512496590961e-07	-0.0009070485496214	n/a	n/a	8.227370713702853e-07	-0.0001787552745754	n/a	3.195344818852664e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4450.34636622213	-14.23741465769308	19805582.77934652	202.70397613509377	3527.5635600666424	-21.402797489375644	458.0797403712244	12443704.670310045	4336.89601618674	-15.871735429341244	251.91198553900605	18808667.055216417	4180.5731763700405	3022.6630581397662	1.196836	16.717943	0.0448365111858778	0.0220122928956222	-0.0052329018	-0.0297886934	0.0970928015	0.0278515708	-0.0776885397	0.0183534623	0.084172815	-0.0322432653	-0.1561840535	0.100875445	-0.0969620411	0.034276924	0.0279943847	-0.0353868795	0.0482903366	0.0106832074	0.0186085957	-0.0515485797	-0.006561767	-0.0242031812	-0.0474549034	-0.1475506667	-0.0436616692	-0.0235459111	0.0244508156	-0.0312921299	0.028139696	-0.0540715833	0.0140700857	0.0475343042	-0.1067950344	-0.1403902432	-0.0184438017	-0.0776069891	0.0300957683	-0.0193733916	-0.0331510611	0.0236207508	-0.0060384899	0.013916115	-0.0216878056	0.021955193	-0.0293060196	-0.0033063336	-0.0071035038	0.037018743	-0.031307036	-0.135959719	-0.0985168455	0.0302693051	-0.025566588	0.0368304488	0.0302467498	0.0708314635	-0.0123355704	0.0181412534	-0.1551558108	0.0333629964	0.0079808267	0.084755149	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0187765746448036	-0.0020219804202525	0.0003525597553918	4.08840481988488e-06	0.052307992702083	0.0062858092378803	0.0027361261005211	3.9511397775021344e-05	-0.017446586421542	0.0153612299006198	0.0002359673840596	0.0003043833777643	0.0006158331307455	7.591415849969997e-05	5.7629594607175695e-09	3.7925044492380413e-07	-0.0011390906364501	-0.0002320420868287	5.384353005981797e-08	1.297527478048294e-06	-0.0002941488617895	-0.0001153935872141	8.652355289205836e-08	1.3315679970138104e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4466.661475626997	16.315109404867144	19951064.737850346	266.1827948927844	3518.112226884444	-9.45133318219814	89.32769892091964	12377113.640953824	4334.544558040653	-2.3514581460867703	5.52935541279783	18788276.52563984	4176.617519910592	3090.093204210172	1.018467	14.226398	0.0684795178704781	0.040252624520736	-0.0269520152	-0.0353593379	0.0329934806	0.0491037355	0.0887394592	-0.0054498401	-0.0178825178	0.0976486227	0.0109595382	0.0808133239	0.0683088383	0.1277666451	0.0272431138	-0.0598204001	0.0241938065	0.052636703	-0.0264124862	-0.0219849379	0.014944583	-0.0100875107	0.0090755554	-0.0897218526	0.0695258359	-0.0018865834	0.0303417233	-0.0490953919	0.0088847062	-0.0508102284	-0.0341814925	-0.0311625697	-0.0092190324	-0.0409445575	0.0141744965	0.0071735293	-0.0908411934	0.0846649957	-0.0331108883	-0.0040870286	-0.0231600499	0.0007047643	-0.0186588227	0.0301557797	-0.0528397138	-0.0294169657	-0.0057652324	-0.0158331727	-0.0247676605	-0.0949196114	-0.0250791114	-0.0211408582	0.0982678805	0.0016467126	-0.0099170203	0.0489696898	0.064973281	0.1213515606	-0.0904820555	0.0079888178	-0.0161173491	0.077389669	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0186972031604	-7.937148440359879e-05	0.0003495854060212	6.299832536430725e-09	0.0358149928864151	-0.0164929998156679	0.0012827137154539	0.0002720190429196	-0.0516578426497886	-0.0342112562282466	0.0011704100527147	0.0026685327072303	0.0006747870554539	5.895392470839996e-05	3.4755652385236903e-09	4.5533757020814477e-07	-0.0009836461964047	0.0001554444400454	2.4162973941027986e-08	9.675598397014337e-07	-0.0004336683038789	-0.0001395194420894	1.8806819778920202e-07	1.9465674720937448e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4462.556546880771	-4.104928746226506	19914410.93410843	16.85044001159671	3528.9743129185267	10.862086034082497	117.98491301180998	12453659.701238789	4341.324977746474	6.780419705821259	45.97409138708925	18847102.562405422	4184.1064453125	3071.705076350186	1.107152	15.465197	0.0482006659030494	0.0304459782289145	-0.0526194063	-0.0292702783	0.0801951858	0.0309154176	-0.041724306	0.0288362057	0.0453594364	-0.0747375783	0.0662220648	-0.0109726352	0.1040686677	-0.1089433605	0.0111937918	-0.0131273416	-0.0062664128	0.0671098897	0.0024087218	0.0105229974	-0.0453615716	0.0036361973	0.1128026296	0.0821496567	-0.0101473498	0.014186685	0.0077082271	-0.0182769195	-0.0400977613	-0.0764030421	0.0127881194	-0.0153938921	0.0602642931	0.1793204545	0.0957959319	-0.0171180187	0.0138093046	0.022292659	-0.0310652616	-0.0099919651	-0.0346796315	0.0096495903	-0.0414546396	0.0420788048	-0.0128719851	-0.0430597075	0.0073811797	0.0166316161	0.0195894153	0.0048282521	-0.0001577592	-0.0471643925	-0.0693159214	-0.0380753451	-0.1126939974	-0.0129838363	0.0287748197	0.0020269036	-0.0614441846	0.1140272657	-0.0356528746	0.0401755749	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0184474783532522	-0.0002497248071477	0.0003403094575937	6.236247930500578e-08	0.0375722550025727	0.0017572621161576	0.0014116743459783	3.0879701448826863e-06	-0.0438057899291095	0.007852052720679	6.165473192832402e-05	0.0019189472313132	0.0001578403436513	-0.0005169467118025	2.672339028435203e-07	2.4913574083960484e-08	-0.0007340344041963	0.0002496117922083	6.230604680948944e-08	5.388065065438171e-07	-0.0004339423250492	-2.74021170299974e-07	1.8830594146910558e-07	7.508760177256731e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4474.699844635105	12.143297754334526	20022938.69957744	147.45968035042594	3552.6124666654146	23.63815374688784	558.7623125615075	12621055.338306522	4351.9731611673815	10.648183420907117	113.3838101652812	18939670.39552121	4200.902639199063	3109.9894013649746	1.033611	14.437947	0.0544042294451829	0.0297902219786904	-0.0535305418	-0.026847506	0.0198747793	0.0191826717	0.1026141926	0.0509390535	-0.0026394872	-0.0111562197	0.0597737078	0.0708702749	0.025744211	0.0538989305	-0.0278999028	0.0338328758	0.0424960037	0.0333798583	0.0373086536	0.0392921142	-0.0689696305	0.0327399888	-0.0033871618	0.0328368906	-0.0168981444	0.0064965525	-0.0363011793	0.0357305811	0.0244091233	-0.0482768604	0.0153372175	0.0177616397	0.0268614122	0.1106861932	-0.0053845678	0.0332412604	0.0220964855	-0.0256777902	-0.0319368895	-0.0182375543	-0.0293242235	0.0013043552	-0.0387387003	0.0155560565	-0.0056719725	-0.0044041834	-0.021059198	0.0046076412	0.009141715	-0.019527512	0.0958252489	-0.0427595736	0.0800634545	0.0493660859	-0.0068022846	0.0310077837	0.0274798618	0.0208545094	0.0142255047	0.0050414427	-0.0141673354	0.0382488082	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0105624980674434	-0.0078849802858088	0.0001115663654247	6.217291410759345e-05	0.0122367360857538	-0.0253355189168189	0.0001497377100323	0.0006418885187844	-0.031577065049845	0.0122287248792645	0.0001495417121727	0.0009971110371621	-1.669850431152299e-07	-0.0001580073286944	2.4966315921144976e-08	2.7884004624195183e-14	-0.0007339996235036	3.4780692699932884e-08	1.209696584687165e-15	5.387554473034266e-07	-0.0004550003229279	-2.1057997878700025e-05	2.070252938644933e-07	4.4343927465933476e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4464.667013873708	-10.032830761397236	19933251.544771973	100.65769308683863	3560.249873234676	7.637406569261657	58.32997910420111	12675379.159867529	4350.929941579093	-1.0432195882885935	1.0883071093890226	18930591.35652945	4196.527679240719	3157.5149014291446	1.100307	15.369582	0.0675809727854231	0.0343869489412705	-0.0579568427	-0.0276278259	-0.0891334731	-0.0104296819	-0.0587390935	0.0719521469	-0.0472045398	-0.1027833805	0.0060027828	0.0184739898	0.0263880846	-0.0463634284	-0.027095393	0.020289735	0.0204671948	0.0052806599	0.0241675121	-0.0226665166	0.056346772	-0.0107376731	0.0006791274	0.0028740506	-0.0723129487	-0.0130021772	-0.0328848162	0.0178090492	0.0274283566	-0.0132230379	0.022268704	-0.0800464009	0.021852136	-0.0171605446	0.0285965402	0.0179578615	0.0390663483	-0.0947554719	-0.0313475205	-0.0128177568	-0.0079575383	0.0110465542	-0.0483814302	-0.0029529974	-0.0093049484	0.0280747158	-0.0290631249	0.0372173092	0.0662973752	0.0798362778	-0.0014982983	0.0881331728	0.0255196471	0.0060805562	0.0654879976	-0.0568289968	-0.0422227085	0.0103735433	-0.0136027228	0.0549455738	0.0712524897	-0.0218796068	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0073195801086427	-0.0178820781760861	5.357625296683788e-05	0.0003197687198956	0.0230915184213955	0.0108547823356417	0.0005332182230056	0.0001178262995541	-0.03213194615752	-0.000554881107675	3.0789304365463604e-07	0.0010324619638697	0.0003249952314254	0.0003251622164685	1.0573046701871757e-07	1.0562190044924933e-07	-0.0007340023932649	-2.7697612999802103e-09	7.671577658868062e-18	5.38759513318601e-07	-1.4380685837308963e-05	0.0004406196370905	2.0680412515137857e-10	1.9414566458984417e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4452.902909348355	-11.764104525353105	19828344.320083044	138.3941552834334	3540.149398636032	-20.10047459864427	404.0290790907435	12532657.76466306	4343.135498046875	-7.794443532217883	60.7533499769332	18862825.95439488	4190.833118129694	3104.984778320681	0.940803	13.141558	0.0822031990543773	0.0410062198884368	-0.0075903824	-0.0236617176	-0.0258523217	-0.0251858987	-0.0713148378	0.0334790241	0.0268434064	-0.0159612325	0.0082318894	-0.0003721305	-0.0716810504	-0.0661338056	0.0034168912	0.0195779565	-0.0126556504	0.0029639886	-0.0450140842	-0.0078687366	0.0184789119	-0.0750728289	-0.0397455539	-0.0267281605	-0.0518415752	-0.0091722893	0.0002575395	0.0221319106	-0.0117921567	-0.0070689738	-0.0313263478	0.0114368622	-0.0301001748	-0.0900622502	0.0391889453	-0.0184540135	0.0669248081	-0.0238015323	-0.0268310871	0.0009734203	0.0091915264	0.0077748871	0.0005597305	-0.0049140341	0.0248169685	-0.0044315914	-0.0170139712	0.0288480912	-0.0676233025	0.0172659071	-0.0135296248	0.0282983795	-0.1177830393	-0.0658582614	0.0274716572	0.0077492939	-0.0319306607	-0.0252617238	0.0027524726	0.0655060839	0.0110443454	-0.0055046636	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0107511236985118	-0.0034315435898691	0.0001155866607807	1.1775491409171711e-05	0.0085138526624604	-0.0145776657589351	7.248568715808404e-05	0.0002125083389792	0.0009387777660236	0.0330707239235436	0.0010936727808272	8.813036939802612e-07	0.0004169611103245	9.19658788991e-05	8.457722881683925e-09	1.7385656752303986e-07	-0.0003890411790394	0.0003449612142255	1.1899823931993129e-07	1.513530389883665e-07	-0.0001999189083533	-0.0001855382225159	3.9967569917175166e-08	3.44244320143934e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4449.30552215318	-3.597387195174633	19796319.629462782	12.941194632006416	3512.1065757667625	-28.042822869269457	786.3999144772221	12334892.599544134	4341.200191855642	-1.9353061912333944	3.745410053826307	18846019.10576746	4186.512193170676	3031.612251304788	0.937699	13.098206	0.058819425788307	0.0304177252039699	0.0401075895	-0.0317500346	0.0464213377	-0.0206749058	0.0341217344	-0.0061621936	0.0137677634	0.0338950557	-0.0346336873	0.0300151656	-0.0781000138	0.0283721629	0.0136842037	-0.0030846241	-0.0058758171	0.0270100617	-0.0329737347	0.0093174078	-0.0342644661	-0.0551133023	0.026146795	-0.0259901673	0.0210819241	-0.0101954002	0.0145661266	0.0034410798	-0.0151232194	-0.0200195787	-0.05403174	0.0661059692	-0.0392956906	-0.0382190495	0.0308037093	-0.0160713979	-0.0351885053	0.0381339623	-0.0201832463	0.0130758947	0.0352288396	-0.005228324	0.0004424639	-0.0203322468	0.0226025613	-0.0445690045	-0.03056631	-0.031090729	-0.0968375125	-0.0543520336	0.0160851878	-0.0239640344	-0.0750367437	-0.0134162059	0.0752758108	0.0610837065	0.062714683	0.0009939102	0.0389157123	0.0087875619	0.01836767	0.1142296886	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0072826487540567	0.0034684749444551	5.3036972874963605e-05	1.203031844031281e-05	-0.0171095050667275	-0.0256233577291878	0.0002927351636283	0.0006565564613179	0.0017230194773958	0.0007842417113722	6.150350618559972e-07	2.968796119485296e-06	0.0001039964849476	-0.0003129646253769	9.794685673730337e-08	1.0815268881456397e-08	-0.000470000235117	-8.09590560776e-05	6.554368760975981e-09	2.209002210100353e-07	-1.4975561741961964e-05	0.0001849433466113	2.2426744948731486e-10	3.4204041455801515e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4460.664568577986	11.359046424805456	19897528.39336703	129.0279356808856	3533.493188543634	21.38661277687152	457.387206067844	12485574.113484258	4345.495457688053	4.295265832411133	18.4493085710785	18883330.7727875	4187.328165852216	3036.0877733028906	0.926976	12.948412	0.1043578882073965	0.0521763656089372	0.0205176056	-0.03780255	0.051069107	-0.0011514103	0.1159974512	0.0202210168	-0.0196379532	0.0659078759	0.0430757938	0.0494150597	0.0295919081	0.0733891122	-0.0040827544	-0.0037217052	-0.0130610108	0.0656410861	-0.048994273	0.0426892481	-0.0005987184	-0.0483092843	0.0558765968	0.037455127	0.1051848472	-0.0146219572	-0.0009616081	-0.0009064707	-0.0194625845	-0.0350943814	-0.0521577133	0.0066457968	0.0412139338	0.0141412922	0.0607220184	0.0293340872	-0.1183389426	0.038376397	-0.024108953	0.0186111948	0.0052660044	-0.0154103307	-0.0182889621	-0.0246369146	0.0060408141	-0.0140831362	-0.0393711265	-0.0535945043	0.0800672515	-0.0940125895	0.0297814937	-0.0175127944	0.0505710771	0.0131117897	0.034472127	0.0051604688	0.0516800977	0.0707221456	0.0554945302	-0.003620403	0.0750854972	0.0108438294	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0365626821561591	0.0438453309102158	0.0013368297264523	0.0019224130426263	0.0028720345066233	0.0199815395733508	8.248582207234942e-06	0.0003992619237213	-0.0111625710133154	-0.0128855904907112	0.0001660384422943	0.0001246029916273	1.2066803441887528e-05	-9.192968150571248e-05	8.451066341741734e-09	1.456077453051487e-10	-0.0007339989971657	-0.0002639987620486	6.96953463632461e-08	5.387545278402532e-07	0.000182004539366	0.0001969801011079	3.3125652349829845e-08	3.880116023250292e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4464.223760524068	3.5591919460821373	19929293.78402765	12.667847309055952	3525.3880393898094	-8.105149153824641	65.6934428057443	12428360.828272725	4350.870456607785	5.374998919732207	28.890613387122382	18930073.730182435	4195.766027686131	3115.60309948878	1.073747	14.998581	0.0845345348703512	0.0437954440304388	-0.0409268703	-0.0156766802	0.0053146776	0.0033291046	-0.085952363	0.0323618937	0.0612656923	-0.0685995607	0.0640545949	-0.0271140909	0.0280772386	-0.0778325882	-0.0218132892	0.0018221156	-0.0113612004	0.0674273483	0.0471591387	0.0094731974	0.0251653198	-0.0252725305	0.0756986385	0.0027162844	-0.0392087205	-0.0346287916	-0.0253877932	0.0037996038	-0.0466848246	-0.0612100321	0.0375339745	-0.0491615059	0.0500127317	0.0418910536	0.0480317537	-0.0578833685	0.0113546266	-0.0092892596	-0.0222684531	-0.0023763204	-0.0038973088	0.0003073485	-0.0493569438	0.0110598419	-0.0022768889	-0.0133253191	-0.022644581	0.003596813	0.0382013852	0.0533813008	-0.0122417768	-0.0085886816	-0.0587895343	-0.0468330909	-0.038255473	-0.0838287915	0.0096851671	0.0287513399	-0.0327181869	0.0823254063	-0.0145981877	-0.0031930906	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0068268269351676	-0.0297358552209914	4.6605566002729845e-05	0.0008842210857237	0.0054645818846665	0.0025925473780432	2.986165517422528e-05	6.721301907398672e-06	-0.0373651581250982	-0.0262025871117827	0.0006865755713505	0.0013961550417135	1.1996918929411024e-05	-6.988451247650399e-08	4.883845084078642e-15	1.4392606379886056e-10	-0.0004110000532011	0.0003229989439645	1.0432831780224681e-07	1.6892104373130705e-07	-1.4997535347597868e-05	-0.0001970020747135	2.2492606650244748e-10	3.8809817441462e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
