global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
4546.03753698739	n/a	n/a	20666457.287698377	3508.120288693527	n/a	12306907.959943157	n/a	4339.972981444333	n/a	18835365.47966681	n/a	4239.997608942164	3378.520772581113	n/a	n/a	n/a	n/a	-0.0494710426	-0.1126500231	-0.0156656566	-0.1268663508	-0.0200854177	0.0897327847	0.1781936969	0.01063281	-0.0378556916	0.0678182787	-0.1120235473	0.1256045925	-0.0511499853	0.0626780665	-0.0607796013	0.0887866588	-0.1729674328	0.0478429943	-0.1101035419	-0.0261491814	0.043380538	-0.0445213416	0.0915397424	-0.0791564355	0.0807885663	-0.1973436565	0.0570611286	-0.0490326426	0.0477739314	-0.0327780075	0.0119507221	0.0057720088	-0.0372791824	-0.0209291003	0.0056945588	-0.10380148	0.0279614466	-0.1066943911	0.0436078407	-0.066066588	0.0030788273	-0.0343475751	0.0987797736	-0.0397954186	0.0362394021	-0.0653660564	0.0765647541	-0.0427818114	0.0625428848	-0.0328394804	-0.0319839169	-0.0112853005	0.1602876175	-0.0839957725	0.0706012827	-0.0247915621	0.1357023805	-0.1066637124	0.0154437289	-0.1306377253	0.0800354517	-0.0176069389	0.1625661775	-0.0454450094	0.0758983865	-0.0830141343	0.0642409213	-0.0277156909	0.0759760869	-0.0040834679	0.0197056378	-0.0001893908	-0.0621711748	-0.0182954811	0.0493866678	-0.0909206679	0.0766468078	-0.0951369074	0.0723475847	-0.0902518869	0.0326275023	-0.1342944528	0.0559678955	-0.0488636189	0.0227945667	-0.0128807641	0.0148965516	-0.0098873062	0.0272934664	-0.1544508643	0.0262859916	-0.1068191792	0.0988177595	-0.0211855815	0.1440402254	-0.0804564779	0.1176251095	-0.1774530598	-0.0767756186	0.0690028695	-0.1235335048	0.0259873293	-0.0192317255	0.012411376	-0.0838046097	0.1497645523	-0.1144546269	0.0315357527	-0.0241350669	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0413558123989616	n/a	0.0017103032191781	n/a	-0.0157167013446439	n/a	n/a	0.0002470147011567	-0.1051643411486651	n/a	n/a	0.0110595386492328	0.001804945824589	n/a	n/a	3.257829429701265e-06	0.0013650734015597	n/a	1.8634253916457704e-06	n/a	8.02680991896632e-05	n/a	6.442967747521609e-09	n/a
4560.843729991152	14.80619300376202	219.2233512646513	20801295.529399604	3560.25780752881	52.13751883528312	12675435.65606985	2718.3208702995016	4338.285759867493	-1.6872215768398746	18820723.33426907	2.846716649354033	4238.703865470468	3409.0682898320324	1.049628	14.651805	0.0757277850793869	0.0338893781863117	-0.0536660696	0.0574251157	-0.0662287034	-0.1008640674	-0.0417069454	0.0331157175	0.0114613393	-0.1007370196	0.0610875034	-0.0160576719	-0.0761423592	0.0135081215	-0.1423208492	-0.0234671552	-0.0030021982	0.0846111009	-0.0180108038	-0.0889542226	-0.0263213142	-0.059701195	0.1218723292	0.0228938174	0.1612405612	-0.0557693429	0.081832955	-0.1103045229	-0.0416646137	-0.0458703738	0.0741877061	0.1470003912	0.0078607929	-0.0257057426	-0.011471544	-0.0056111008	0.0113653827	-0.0709348691	-0.0790544707	-0.2225885477	0.0950092592	0.0383389916	0.0227465385	-0.0093773086	-0.0083715873	0.0012047193	0.0343863926	0.1186188132	-0.0477788694	0.0213266357	-0.0097055196	-0.0964206991	-0.1334943967	0.0582187927	0.0614994291	-0.0600460118	0.0876193715	-0.0801329904	-0.0386482841	0.0481052108	0.1160988502	-0.0763034844	0.0648290532	0.0574964694	0.0633477781	-0.0478422542	-0.0129479027	-0.1970176177	-0.0195626305	-0.1246261581	0.044325552	0.1087466987	-0.006298103	-0.0692072302	0.1126506369	-0.0542063646	0.0794334343	-0.0771610435	0.0341126375	-0.0939600851	0.0277757352	-0.0176395942	-0.0238875312	-0.1791927686	-0.0249448566	0.0627340558	0.0721594364	-0.0219703314	0.0043610722	-0.0167715146	0.038405089	-0.149085435	-0.0397428202	0.0272680743	0.1049803629	-0.0161431831	0.1748888874	-0.0757430108	0.1871634033	-0.0078713932	0.0510243095	-0.0708254174	-0.081346609	0.0804473894	-0.0571448633	0.0245878137	-0.0458542488	0.0677524501	0.01464867	0.0304118827	-0.1449053453	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0413868796396457	-3.106724068410033e-05	0.0017128738063065	9.651734437238183e-10	-0.036586609182649	-0.0208699078380051	0.0004355530531668	0.0013385799714838	-0.121576191275821	-0.0164118501271559	0.0002693488245962	0.014780770285135	0.0014407582283088	-0.0003641875962802	1.3263260528435e-07	2.075784272439512e-06	0.0012647829510818	-0.0001002904504779	1.5996759133471868e-06	1.0058174457060122e-08	0.0003840892499024	0.0003038211507127	1.4752455189058826e-07	9.230729162041152e-08
4568.556330996452	7.712601005299803	59.484214266951525	20871706.94948776	3595.862400244804	35.60459271599393	12930226.401494324	1267.6870224718082	4343.273985530811	4.98822566331819	18864028.913388696	24.882395268186198	4244.355320834764	3428.326498882891	0.952575	13.297035	0.0973472378392749	0.0668942961103088	0.0635888271	0.0417237087	0.0043865185	-0.0140108693	-0.0594530059	-0.0844859382	-0.0529419138	-0.0033415161	0.0464046569	-0.0217547253	-0.0859458903	-0.0638218205	-0.0619463116	0.0191109731	0.0231545223	-0.0023757694	0.0354076083	0.0001408136	-0.0535484595	0.0983616933	0.0601078813	0.0678392896	0.0326669592	0.0300121128	0.1551438615	-0.0285000898	-0.0051671842	0.1117183767	0.1150915194	-0.0360230107	-0.1314820073	-0.0198124389	-0.0769809283	-0.0635258485	0.1333248215	-0.0662585327	0.0516933453	-0.0617278224	-0.0493465431	0.0482192676	-0.0500031673	0.1262752154	-0.1082700185	-0.0002315849	-0.0538630099	0.1003946264	-0.0595538982	-0.0480810102	-0.0692487964	-0.0455495102	-0.0670621489	-0.0267264911	-0.037269085	-0.0166688541	-0.0283875992	-0.0183050348	-0.0150537969	0.0430671663	0.0109905304	-0.0240796475	-0.0818725842	-0.0875813718	0.1225551064	0.0204052534	-0.0628940237	-0.179929034	0.0199472674	-0.0456328255	0.0859024096	-0.1594747368	0.1258456744	-0.0872771505	0.1089220222	0.0508613275	-0.0566570573	-0.0906931498	0.0501979124	-0.008821828	0.0023082503	0.0905352932	-0.0543654848	0.0093214908	-0.0344105987	0.0478342646	-0.0394044508	-0.0030048542	0.0052503099	-0.0595620977	0.0145314629	-0.1201833519	0.0051147502	0.043814784	-0.0277572988	-0.0635559607	0.1759327118	-0.0767028172	0.0490560914	0.0765207455	0.0898014111	0.0568998034	-0.0350307199	0.0802991446	-0.0103233612	-0.0214627052	-0.0118293452	0.0129084084	0.0072025939	0.0394346519	-0.0408481811	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.059835583254113	-0.0184487036144673	0.0035802970233598	0.0003403546650544	-0.0420628810099259	-0.0054762718272768	2.998955312622665e-05	0.0017692859588551	-0.0582755189438302	0.0633006723319908	0.004006975117682	0.0033960361081727	0.0012722789489127	-0.000168479279396	2.8385267585829064e-08	1.618693723846405e-06	0.0012647232313478	-5.971973399999941e-08	1.5995248519108208e-06	3.5664466290306856e-15	0.0003501964477217	-3.3892802180700006e-05	1.2263755199689738e-07	1.148722039660063e-09
4566.577945726405	-1.9783852700466011	3.914008276737364	20853634.134394795	3575.33893567944	-20.523464565364065	12783048.504985392	421.2125977657544	4345.610377029526	2.3363914987148746	18884329.548946697	5.458725235267138	4245.517851598272	3399.43841448114	0.9374070000000002	13.085311	0.0774504641383083	0.0469069119734628	0.0997778167	-0.0519419175	0.0489708533	-0.009431354	-0.0555990075	-0.1064143182	0.0219382643	0.1153197672	-0.1036594077	0.0034830897	-0.0607671668	-0.0098188819	0.023839812	0.0859684869	0.0187647534	0.0498814013	0.0452629423	-0.012363467	-0.1823130636	0.1594426102	-0.0265360062	0.0279657695	-0.0446365996	-0.1069450275	0.1150295711	-0.0795489203	-0.0076410575	0.0226443553	-0.026725127	0.0933805895	0.0160163328	0.1361933219	-0.1486337686	-0.0204873795	0.0951066297	-0.2412933585	0.04711515	0.0803831455	-0.1012166527	0.1166129425	0.0562217923	0.0052145469	0.0581017822	0.0619400511	-0.0924180057	-0.0040556157	0.0939312472	-0.0485467314	0.0775631112	0.0635698518	0.015911982	-0.0860678123	0.0103771945	-0.0481669129	-0.0154216071	-0.1058581241	-0.0288139844	-0.0298781846	-0.0314576244	-0.0526479646	-0.0820411271	-0.1891971918	0.047220175	-0.0461321601	0.0974149245	-0.1545310455	0.0782892201	0.0670529391	0.0080394599	0.1002298565	0.1172032483	0.0314143536	0.0816437959	0.0764716552	-0.1241171519	-0.1930956399	-0.0114702068	0.0491740394	0.0192749792	0.0827290427	0.0234164699	0.0321315052	-0.0090422318	-0.0232011088	-0.0730597171	-0.0218956507	0.0364688025	-0.0319854105	0.0254911617	-0.1342087523	0.0118643893	-0.0535807108	-0.0581589807	-0.0776972402	0.1378584716	-0.0690495082	0.0236018273	-0.0376229032	0.0835117469	0.012119265	-0.0434023359	0.0409220842	0.0047590696	-0.0577234586	-0.0059897399	0.0307513872	-0.019513692	0.0171103037	0.0510865647	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0553114273601096	0.0045241558940034	0.0030593539966126	2.0467986553245712e-05	-0.0368192861945289	0.0052435948153969	2.7495286588058267e-05	0.0013556598358746	-0.0951597405459381	-0.0368842216021079	0.0013604458031934	0.0090553762207702	0.0007072469012339	-0.0005650320476788	3.192612149040978e-07	5.001981793049539e-07	0.0012646423853337	-8.084601410009684e-08	1.5993203627825105e-06	6.536077995873055e-15	0.0004010533905648	5.085694284310004e-05	1.6084382208352202e-07	2.586428635346344e-09
4563.940249009283	-2.6376967171217984	6.957443971515112	20829550.59652692	3534.533643903776	-40.805291775664045	12492928.079887705	1665.071836897076	4351.222124870706	5.611747841179749	18933133.97996434	31.49171383298557	4251.927964654161	3428.095939300656	1.140077	15.914386	0.0540278779290985	0.0278112306241244	-0.0639558639	-0.099573215	0.0552470967	-0.026737256	-0.038989907	0.1120503439	0.0677762714	0.1071332144	-0.0046427338	0.05168922	-0.0078756086	0.1407900753	0.0791965008	0.0060109879	-0.0042321277	0.0572738695	-0.0594094935	0.0703377285	-0.1529846041	0.1153574388	0.0574741711	0.0765756193	0.0683107902	-0.1088780299	0.0515925789	-0.1067981619	-0.1177356005	0.0592937219	-0.0753113176	0.0061010212	-0.0632731164	0.0250534502	0.0084355179	0.013806611	-0.0085546164	0.0427171289	0.0644588454	0.0173777722	-0.0468672581	-0.0649150145	-0.0316161588	-0.0460769366	0.050954525	-0.1022037182	0.0696064943	0.0047102366	0.0105546647	-0.0128582733	0.0010838276	0.0835743256	0.0977290968	0.0177428949	0.0491903569	-0.0604559279	0.0154669017	-0.0051089652	0.0982312125	0.0207280817	0.0398432768	-0.1358687842	-0.0420609483	-0.127511457	0.1048113478	-0.0488879462	0.0915031526	-0.1110493058	-0.0339985554	0.0992249745	-0.0975139613	-0.076342395	-0.0186428197	0.0262365635	-0.0368527715	-0.0006714533	0.011123304	0.050669694	0.1259192607	-0.0590949784	0.0117763061	-0.0046934903	0.0059263533	-0.0047156614	0.0932348442	-0.0547541464	-0.0287745366	-0.0318843104	0.0009079553	-0.0429540413	-0.0173350868	-0.1399544709	0.0086509447	-0.09275203	0.0500111876	-0.1230645478	0.1524655512	-0.0961962168	0.0785960174	0.039533984	0.0713419603	-0.0149051872	0.0156749167	0.1259903534	0.0531133721	-0.0465095772	0.0247217325	0.110345603	0.010220556	0.1072646343	-0.0824274681	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0501133545068199	0.0051980728532897	0.0025113482999262	2.701996138810733e-05	-0.0284474889962496	0.0083717971982793	7.008698832911713e-05	0.0008092596301917	-0.1088751403479477	-0.0137153998020095	0.0001881121917289	0.0118537961857853	0.0008540017459427	0.0001467548447088	2.1536984445504004e-08	7.2931898207318e-07	0.0012648325292863	1.9014395260001304e-07	1.5998013271407787e-06	3.6154722710355997e-14	0.0007889605634138	0.000387907172849	6.224587706222207e-07	1.5047197474770397e-07
4566.984128218051	3.043879208767976	9.265200637569958	20857344.027395595	3591.021492660316	56.48784875654019	12895435.360748325	3190.877057141759	4349.298194387851	-1.923930482854303	18916394.783705425	3.70150850285599	4253.46430556748	3432.993987454788	1.065499	14.873357	0.0495740587822613	0.0252078277092825	-0.1035482749	0.0620866567	0.0180228551	-0.0697006528	-0.0443525417	0.0758855891	-0.0702098328	-0.0527323995	-0.0271753849	-0.029917616	-0.0809919717	-0.0993243653	-0.0163792263	-0.1300685196	0.0554809939	0.0566471939	0.0310156534	-0.0713227057	-0.0910014526	-0.0522234406	0.0980785342	0.0839996598	0.0016879235	0.0185208556	0.1258185389	-0.1739543264	0.0976750506	0.0082895137	0.0025171588	-0.0068950373	-0.0838285277	0.0493668059	0.0136566068	0.0089066543	0.0079757864	-0.0090425273	0.0277873206	0.0126920091	0.0049848858	-0.0038137474	-0.0276750802	-0.0795669917	-0.0825683246	-0.0566739583	-0.1058875072	-0.0379810195	0.0023344725	-0.1244803119	0.0080540057	-0.041150849	-0.0131121574	0.1279066573	-0.0615769216	-0.0868534092	-0.0111924421	-0.0631217601	-0.0791348434	-0.0338742035	0.068100454	-0.0428000186	-0.0564532937	0.0668377982	0.1305138162	-0.0781523191	0.0065353542	-0.1570848194	0.0763488626	0.0465533431	0.0881060463	-0.0658938141	0.0322085962	0.0238256653	-0.0533688615	-0.0142193825	-0.0384149513	-0.0318189472	-0.0374475195	0.0239871057	-0.0735183385	-0.0673867106	0.1209676677	0.0119796013	0.0840552937	0.0108902898	-0.0410730086	-0.0648775288	0.0100634858	-0.071618599	0.0636186171	-0.1317125883	-0.0513803857	-0.0016457576	0.1090293304	-0.0984892544	0.1054302286	-0.1090122377	0.0812711582	-0.0341976864	0.046874252	0.1290116746	0.0970423198	0.1171263938	-0.0533298428	0.0427846949	0.0676597926	0.0377845547	-0.076943673	0.0752960158	-0.0862749963	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0619146385100464	-0.0118012840032265	0.0038334224618297	0.0001392703041248	-0.0365623911136623	-0.0081149021174127	6.585163637518915e-05	0.0013368084439484	-0.1268797853199998	-0.0180046449720521	0.0003241672405696	0.0160984799228492	0.0007849369653332	-6.906478060950008e-05	4.769943920638379e-09	6.161260395464932e-07	0.0014288115987317	0.0001639790694454	2.0415025846702363e-06	2.6889135216179325e-08	0.0007889398596773	-2.0703736499944756e-08	6.224261021876379e-07	4.2864470505914464e-16
4571.990378040766	5.006249822714381	25.06253728742777	20903096.016897343	3605.202959846048	14.18146718573189	12997488.381682703	201.1140115399904	4348.241792761096	-1.0564016267553598	18907206.68831423	1.1159843970113703	4249.4578487186645	3424.239883817645	1.146978	16.010717	0.0445909243755618	0.0293706084720373	0.0708088898	0.0926907634	0.0139039443	0.0109828295	-0.0493237286	-0.0826336292	-0.0969356712	-0.0270311859	-0.0069399174	-0.0035499545	0.0261087178	0.099392027	0.0081394872	-0.0588408618	0.0417383779	-0.0487934856	0.0019007117	0.0558253842	0.0708053857	0.0052554831	0.1186812126	0.0759679514	-0.024121951	0.0633897139	-0.0541961451	-0.0717124436	0.1518827079	0.1573233365	0.0588877955	0.0286380994	0.0091035196	0.0025852457	-0.0103305544	-0.0565457705	-0.067242425	0.0502089998	-0.091088925	-0.1130499496	0.0259310754	0.1076555171	0.0940112323	-0.2147112926	-0.1088831748	-0.0079979833	0.0790213347	-0.107114732	0.0851499467	-0.0118314054	0.0647969537	0.0341238022	-0.0109115716	0.0063706336	-0.1392521778	0.0196577057	-0.0335127052	-0.0585003217	0.0625173221	0.0765805636	0.0057038028	0.061292876	-0.050343957	0.0621919513	-0.0059628717	-0.0888786667	-0.059090052	-0.0906690459	0.0407162364	-0.0275223493	0.1261572097	-0.11539348	-0.0759038282	0.0553842655	-0.0434001681	0.050401024	0.0578995224	-0.038659608	0.0589012796	0.1612597292	-0.019532739	-0.0755908884	-0.0317604215	-0.2711870671	-0.080958725	-0.0408147673	-0.0152732377	-0.036266167	0.048310537	-0.0256533897	0.0015176511	-0.1200374732	-0.0356267842	0.0787105326	-0.0349427493	-0.0319244691	0.1468076573	-0.0593184804	0.0263965704	-0.01045769	0.0798978052	-0.1201136104	0.002487342	0.0499781421	-0.0035828844	-0.0930120462	0.0585531777	-0.0102653065	-0.0223233518	0.104282641	-0.0495240874	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0617687348702702	0.0001459036397762	0.0038153766074737	2.1287872099943155e-08	-0.0365590669233881	3.324190274198169e-06	1.1050240979073696e-11	0.0013365653743087	-0.1266447011727933	0.0002350841472064	5.526455626780431e-08	0.0160388803351461	0.0004007536242965	-0.0003841833410366	1.4759683953012128e-07	1.6060346738678028e-07	0.0013540735338326	-7.473806489909996e-05	1.8335151350259053e-06	5.585778344862077e-09	0.000363729017647	-0.0004252108420303	1.3229879827845162e-07	1.808042601801168e-07
4566.175553165961	-5.814824874804799	33.812188324648645	20849959.18233047	3549.6503555504983	-55.55260429554983	12600017.646659778	3086.091844017941	4351.370734762882	3.128942001786527	18934427.271350868	9.790278050543876	4249.91937394474	3429.282476240111	1.217296	16.992296	0.1985666388215466	0.1311877421725283	-0.0170448887	-0.0642566183	0.0138643434	0.0602603546	-0.0225427194	0.0032928835	0.0040914877	0.1336910014	0.0872749176	0.0805468455	-0.0259212265	-0.1920263651	0.1245515859	0.0372262663	0.00273123	-0.0270322081	-0.027560769	0.0254908847	-0.1194168558	-0.0051169237	0.0564303319	0.0330376803	0.0249914116	-0.0364751936	0.0081984736	0.0128878232	0.0599147686	-0.1291523068	-0.0288841753	0.0619304736	0.0034836581	-0.0520287059	-0.0153659997	0.0120397208	0.0217149098	-0.1053444399	-0.0734339409	0.0472535135	0.0398492828	-0.0238061519	0.1831557982	-0.1457987127	-0.1480289018	0.0950926817	-0.0415596301	-0.1680002726	-0.1118069655	0.1140334145	-0.1042310157	0.0379296236	0.117118036	-0.0243259677	0.0003452079	-0.0006981259	0.0163993444	-0.0406575967	0.0469911733	0.0139649314	0.099924089	-0.1046089499	0.0500212564	-0.0504921044	0.0364571329	-0.0037962843	-0.0172736506	0.0256940276	0.0876648717	-0.0350884194	0.0310365105	0.1073747404	0.0631343226	-0.1442962124	-0.087861674	-0.1193321699	0.0410872083	-0.041137688	-0.0992509792	0.1876226151	-0.0630771061	-0.1363921716	0.1506292229	0.0553844887	-0.1371766582	-0.0382386315	0.0713125999	0.0524087404	0.0033138584	-0.0646899697	0.0203842865	-0.0546551635	0.009601137	-0.0249596813	-0.0354630824	-0.1115271959	0.0174250037	0.0030320082	-0.0267047215	0.0527496714	0.0428521397	0.0832316629	-0.0362579056	-0.1215386915	0.0148304107	0.062383525	-0.0972189513	-0.0418080426	-0.0642072598	-0.0390666497	0.1615481344	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0544655647045146	0.0073031701657556	0.0029664977385816	5.33362944699827e-05	-0.036533022798963	2.604412442510501e-05	6.782964170703513e-10	0.0013346617548295	-0.0089827349189874	0.1176619662538059	0.0138443383027117	8.068952662479556e-05	0.0005571423220468	0.0001563886977502	2.4457424784034678e-08	3.104075670157002e-07	0.0007718973669166	-0.000582176166916	5.958255450527802e-07	3.389290893250063e-07	-0.0003692152832379	-0.0007329443008849	1.363199253764427e-07	5.372073481996549e-07
4576.993303725342	10.817750559381238	117.02372716499308	20948867.702346623	3581.573611160209	31.92325560971085	12827669.53215918	1019.0942487229352	4355.445778497602	4.075043734719657	18969907.929432586	16.605981439877926	4257.345221103766	3471.325917371032	1.149098	16.040321	0.1010931197851031	0.0424262278290468	-0.1083737101	0.0806177945	-0.0462855324	0.0710951361	-0.0581304351	0.1094978716	-0.1074437548	-0.0307859937	0.0053979805	-0.0696611392	0.1441003805	0.0342527146	0.0791594422	-0.1389701216	-0.1025725235	-0.0350780174	0.0316867781	-0.0644934646	-0.0668081122	-0.1327661719	0.1424567609	-0.1693005551	0.0704962767	0.0796410629	-0.0448442026	0.1684528091	0.0879262084	-0.0999442127	0.0263799627	0.0699231943	0.0395791001	0.1575644746	0.0268050541	0.1153875038	-0.067628217	0.0354154274	-0.2018938472	0.0170154453	-0.004092009	-0.0557925169	-0.0648183966	-0.0278438602	0.0005393855	-0.0324064537	0.0708626474	0.0289087526	-0.0297449708	0.0617810066	-0.1310360783	0.0922045979	0.0754494171	0.1415893492	-0.0282801342	0.1116322114	0.0834924091	-0.1753894583	-0.0517579137	-0.0360025644	0.0400351033	-0.0275169568	0.1339471157	0.114663158	-0.0212390675	0.1120727571	-0.0589626398	0.0692336478	-0.0992285541	0.060945732	0.0936293453	0.229260615	-0.0515912061	0.0314574424	-0.1316365467	-0.1444972196	0.0613612809	-0.0395885043	0.0133970233	0.0572956603	-0.0211141059	0.0163060537	-0.0820294928	0.05816604	0.012812234	-0.009087553	0.0313116122	0.0585333092	0.0728169772	-0.0008519609	-0.0006298931	-0.0248054966	-0.0709619206	0.0812951391	0.0623562299	-0.0710677861	-0.0625231704	0.0285245628	-0.039732842	-0.0807909541	0.1170760757	-0.0761323974	0.0718348631	-0.0893556092	0.0499388398	0.1063589939	-0.0226432058	-0.093366526	0.0438223697	0.0322894622	-0.0256010819	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0366503978190735	0.0178151668854411	0.0013432516602963	0.0003173801711561	-0.0152605159889986	0.0212725068099643	0.0004525195459799	0.0002328833482504	-0.028429082638695	-0.0194463477197076	0.0003781604396357	0.0008082127396777	0.0002270276778575	-0.0003301146441892	1.0897567830822814e-07	5.15415665133688e-08	0.0005119872011591	-0.0002599101657575	2.621308941507287e-07	6.755329426409111e-08	-0.0001080581257849	0.000261157157453	1.1676558548145268e-08	6.820306088893103e-08
4577.236049849439	0.2427461240968114	0.0589256807640245	20951089.856041297	3604.816229772784	23.242618612574915	12994700.050433269	540.2193199696139	4350.605636979297	-4.840141518305245	18927769.408516034	23.4269699172222	4253.154931730054	3469.52163506788	1.13984	15.911077	0.1629779543780069	0.0982832600888228	0.0415715812	0.0521711251	-0.0114511472	0.1584307333	-0.062204748	-0.0743915554	-0.1289461487	0.0257508413	0.0718535904	0.0394150003	0.0383712601	-0.0953486628	0.0259517633	-0.0540779219	-0.0870449692	-0.106836752	0.0683502936	0.0215946938	0.0084128845	0.067717124	0.0636975683	-0.0191794994	0.0192814789	0.1510339723	0.0163576638	0.147064681	0.051283649	0.0510504847	0.0308755265	0.0158040741	-0.0288143843	-0.0581655958	-0.1138519756	0.1277785487	0.0238522525	0.0083296976	-0.0698682735	0.0941506963	0.0728822544	-0.156090003	0.0344067258	0.1049082393	0.0577638624	0.1486073923	0.1818369721	-0.067994887	0.0747337101	-0.038931182	0.008597456	-0.0060049289	0.0342769164	0.0185875077	-0.0841907246	0.1560878545	0.008200684	-0.02240601	-0.0041274065	0.0904032622	-0.0337670657	0.0005868043	-0.0471215234	-0.055171989	-0.0147783816	0.1102239835	-0.157559256	0.0465279345	-0.0346846422	-0.0997602583	0.0591040572	-0.0764057846	0.0821007651	0.0667951445	-0.0558752472	-0.0742480339	0.1424631911	-0.0359261734	-0.0206032386	0.0086625031	0.0708477596	0.0526965719	0.0314704039	0.1281968092	-0.0916591028	-0.0910719926	0.1336092851	0.1094138172	0.007651197	-0.0540773361	-0.0190196307	0.0315815022	-0.0101768439	0.0894690073	-0.0971845437	-0.1031545424	-0.0216633308	0.0076316038	-0.1230690655	0.1301740746	0.1621377927	0.0403783992	0.0379699627	-0.0733568735	0.1047582219	0.0376055534	-0.0248654902	-0.1459023219	0.1124654055	-0.0112895088	0.1506998066	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0476124243464255	-0.010962026527352	0.002266942952144	0.0001201660255863	-0.0468738879746695	-0.0316133719856709	0.0009994052883044	0.0021971613738618	0.0578262307898853	0.0862553134285803	0.0074399790946626	0.003343872967365	-2.0990940906674586e-05	-0.0002480186187641	6.151323525368897e-08	4.4061960014750445e-10	0.000120001585534	-0.0003919856156251	1.4400380530673916e-08	1.5365272285698868e-07	-0.0001509987401237	-4.29406143388e-05	2.280061951894469e-08	1.8438963597935561e-09
