global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
4051.9188873174144	n/a	16418046.669399591	n/a	3003.235816018623	n/a	9019425.366617044	n/a	3947.9109915799872	n/a	15586001.197438078	n/a	3754.5573590639046	3104.0281079485526	n/a	n/a	n/a	n/a	-0.0358408942	-0.0495554504	-0.0519637228	0.036509493	0.0742587294	0.0407348263	-0.0626804224	-0.0218859984	-0.00797418	0.0859928405	-0.0052279798	-0.019822214	-0.0138845714	-0.0121241302	-0.0237402626	0.0300131568	0.0150493413	-0.0886772679	-0.0133798754	0.0368700949	-0.0421704448	0.0273737336	-0.0670139823	0.0855092004	-0.0604395016	0.0255078887	-0.0016129021	0.02262083	-0.0147233243	0.0524115549	-0.0375057541	0.0642522417	-0.0108861744	0.0148187867	-0.0625245124	0.0240512756	-0.0346749977	0.0145074303	-0.010997163	-0.0623701063	0.0474685886	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0548508657467436	n/a	n/a	0.0030086174731672	0.0268727925345757	n/a	n/a	0.0007221469786063	0.2857705273649031	n/a	0.0816647943104148	n/a	0.0021380074340913	n/a	4.571075788229665e-06	n/a	-0.0017450033430144	n/a	3.045036667131432e-06	n/a	3.865413789083541e-06	n/a	n/a	1.494142376083718e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4048.419475088244	-3.4994122291705025	16389700.246273773	12.245885949668066	3020.3537004705063	17.11788445188313	9122536.47594588	293.0219681080221	3952.577250990757	4.666259410769726	15622866.92504965	21.77397688859703	3763.254528313576	3010.1806092044108	0.915608	17.887089	0.110040045254621	0.0541395730286018	0.0252000217	0.0910670693	-0.0190645126	0.0361359227	0.0657592576	-0.090853849	-0.021887187	0.0284457116	0.014940019	-0.0300973211	0.0067835847	0.0051914676	0.0197944773	0.0083880839	0.0062701766	-0.03388214	0.0648012511	-0.0531869896	-0.0032502954	0.0459955181	-0.0343510845	0.0455962766	0.0425859482	0.0298397937	-0.106052537	0.013268762	0.0452003713	0.0465482004	-0.0616153137	0.0054069129	-0.0125308071	0.0226848476	0.0187073517	0.0369399693	-0.0092092579	0.0501260262	-0.0392575138	-0.0551830671	-0.0286016719	0.0198394381	0.0395498507	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0477524840871268	0.0070983816596168	5.0387022185584245e-05	0.0022802997364912	0.01138689427043	-0.0154858982641457	0.0002398130450474	0.0001296613611259	0.2419925022625904	-0.0437780251023127	0.0585603711513098	0.0019165154818587	0.0017092786243449	-0.0004287288097464	2.921633415642394e-06	1.8380839230656493e-07	-0.0016342087982981	0.0001107945447163	2.67063839643492e-06	1.2275431138892212e-08	0.0003378968638973	0.0003340314501082	1.1157700966139793e-07	1.1417429063163049e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4040.766028333583	-7.653446754660763	16327790.09573476	58.575247226427365	2993.6224851106344	-26.73121535987184	8961775.583359972	714.5578746158482	3947.479178495186	-5.098072495571159	15582591.864653029	25.99034317009915	3754.6506521933056	3002.469162113526	0.793506	15.501733	0.0843516404921752	0.0468912366952571	-0.0578280241	0.0641235702	0.0861905409	0.0257414948	0.0497707785	0.0786811723	-0.0129765761	0.0286667201	0.0242062893	-0.0699639883	-0.0071639692	0.0173414998	0.0238801749	-0.0110587985	0.0145512889	-0.0264164507	-0.0855101907	-0.0842577401	0.0118080836	0.0579601681	-0.0120900212	0.0218776306	0.0600117032	0.0433643441	-0.0468170604	-0.1120536593	-0.0281185238	0.0491297166	-0.1018289779	0.0469246883	0.0095469018	0.0115459735	-0.0126106375	-0.0489001472	-0.072396704	0.0129921941	-0.0106714661	-0.0295299108	-0.0893467462	0.0169889845	0.0128274663	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0533029268833757	-0.0055504427962489	3.080741523443134e-05	0.0028412020143344	0.00627603950511	-0.00511085476532	2.612083643219415e-05	3.938867186970137e-05	0.2826197268923067	0.0406272246297162	0.079873910028682	0.0016505713811134	0.0018401366145899	0.000130857990245	3.386102760354378e-06	1.7123813610960515e-08	-0.0017978548289607	-0.0001636460306626	3.232281986017308e-06	2.6780023351624618e-08	0.0007046552090075	0.0003667583451102	1.3451168370797258e-07	4.965389635814035e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4054.268286665624	13.502258332041038	16437091.340262616	182.31098006517163	3011.9785334269204	18.356048316285975	9072014.685824582	336.9445097898253	3947.893948222315	0.414769727129169	15585866.626410378	0.1720339265428053	3758.845135130611	3009.0890924883824	0.794718	15.525419	0.1860341636847985	0.0803597688493852	-0.1151605531	-0.0346108732	0.0596648772	0.0076565211	0.0425380618	0.1346262784	-0.0038316652	-0.0109095264	-0.0431641443	0.0259335803	-0.0081389653	-0.0138300102	-0.0257018665	-0.0125356765	-0.0242618048	0.0395444525	-0.104389751	-0.1006608368	-0.0118062173	0.0752399051	0.0018579192	0.0343599176	-0.0168523517	0.0738166034	0.0188335584	-0.0705326288	-0.0549877461	0.0007136708	-0.0733993881	0.0580209153	-0.094819675	0.0282540769	-0.0260981378	-0.0492826799	-0.0484202972	0.0639949465	-0.0453362028	0.0352351387	0.0390300932	-0.0204582365	0.1028584705	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0386460998295348	0.0146568270538409	0.0002148225792862	0.0014935210320343	0.0567455621835932	0.0504695226784832	0.0025471727193939	0.003220058827532	0.3102242933631061	0.0276045664707993	0.0962391121926385	0.0007620120900407	0.0027790846009631	0.0009389479863731	7.723311219310231e-06	8.816233211142866e-07	-0.0014673532948172	0.0003305015341435	2.1531256918108925e-06	1.0923126407120713e-07	0.0001080397798907	-0.0005966154291168	3.5594997026022346e-07	1.1672594038830905e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4061.474136493019	7.205849827395014	16495572.161401715	51.92427173496875	3009.733811763295	-2.244721663625569	9058497.617671212	5.038775347149942	3949.286486603493	1.3925383811779284	15596863.75326896	1.9391631430536451	3757.228603401312	3030.215972252141	0.7843369999999998	15.322624	0.1643911828073052	0.0847786711387585	-0.0611478113	-0.0792424763	-0.0224477597	0.0671959282	0.0129093005	0.0439753949	-0.0111533746	0.0131202736	-0.0553217954	0.1199686932	-0.0031387255	-0.0102355089	-0.0341106103	-0.0101672825	-0.0294401265	0.039056192	0.0224987679	-0.0738777767	-0.0203853089	0.0439527402	-0.0195896203	0.0102242154	-0.0564149786	0.0931545106	-0.0001232603	0.0359127619	-0.04502082	0.0211522738	-0.0755995084	0.0448474937	-0.0605808435	-0.0126159018	-0.0444764554	0.0062315497	-0.0567052333	-0.0316068609	-0.0074149137	0.0545755007	-0.0128264391	-0.0426343742	0.0130261121	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0387873638162972	-0.0001412639867624	1.995551395600852e-08	0.0015044595918178	0.0323649910625505	-0.0243805711210427	0.0005944122481882	0.0010474926464789	0.2644554272632859	-0.0457688660998201	0.0699366730090071	0.0020947891040632	0.0014949592588823	-0.0012841253420807	2.234903185717916e-06	1.648977894174131e-06	-0.0016040773626797	-0.0001367240678625	2.573064185461462e-06	1.8693470732869527e-08	0.000569200001941	0.0004611602220503	2.126687504014821e-07	3.239886422096345e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4070.2709952244336	8.796858731414432	16567105.9745653	77.38472354046232	3029.763917354115	20.030105590820312	9179469.394900952	401.2051299794112	3957.85722847872	8.570741875227213	15664633.841021257	73.45761629177329	3768.773153962101	3053.091416477378	0.756267	14.774252	0.0925280182904167	0.0493133318557329	0.0231079403	-0.0264718323	-0.0334553578	0.0840138506	0.0367526238	-0.0550108218	-0.0241511801	-0.0184614447	-0.0097248952	0.0667820694	0.015823951	0.0057204387	-0.0795642436	0.0129076845	-0.010033039	0.0730545681	0.0727117144	-0.0641107693	-0.0157335139	0.0052926394	-0.0246088758	0.0541359145	-0.0432923384	0.0603850728	-0.0574432184	0.0889110101	0.0005276028	-0.0109175274	-0.042685104	0.0489315252	-0.0607385554	0.0480624243	-0.0055916174	0.0093260922	-0.0052786088	-0.0615010582	-0.0233632868	0.0154426485	0.0258299146	-0.0580600021	0.0249499139	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0388335436193614	-4.617980306419883e-05	2.1325742110481877e-09	0.0015080441100368	0.0151518838109723	-0.0172131072515782	0.0002962910612543	0.0002295795830212	0.230147769439597	-0.0343076578236889	0.0529679957780219	0.0011770153853473	0.0014480025721761	-4.695668670620006e-05	2.096711449028602e-06	2.204930426424225e-09	-0.0013989997081234	0.0002050776545563	1.957200183329358e-06	4.2056844398313174e-08	2.0128749617904325e-06	-0.0005671871269792	3.217012370109301e-07	4.051665611802835e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4068.3598082986223	-1.9111869258113077	16551551.529779602	3.652635465392076	3035.743805935508	5.97988858139297	9215740.455275804	35.75906744587403	3955.531792574151	-2.325435904569076	15646231.762064876	5.4076521462589975	3766.734764634965	3056.635113747291	0.698704	13.649705	0.0247306526828364	0.0152407841910047	0.0742144057	0.028127432	-0.0049339608	0.0573653308	0.0230509011	-0.0885624236	-0.005962199	0.0128307116	0.0018420437	0.0274319053	0.011104732	-0.0002498743	-0.0246949053	0.0120196872	-0.0064053482	0.0075296137	0.0828996709	-0.0537943015	-0.0177900337	-0.0049832237	-0.044379579	0.0416971105	0.0009663671	0.0458695885	-0.1111460095	0.0561719837	-0.0091529182	0.0269466584	-0.0146542778	0.0241449507	-0.0386285369	0.0619754863	-0.0197518799	-0.0088144619	-0.0157604008	0.050393239	-0.0156496126	-0.0679087189	0.0342046507	-0.0374174381	0.0385135257	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0386456729025326	0.0001878707168287	3.529540624176618e-08	0.0014934880340895	0.0103635147217175	-0.0047883690892547	2.292847853493083e-05	0.0001074024373872	0.2300525956143246	-9.517382527240992e-05	0.0529241967488879	9.058057016983212e-09	0.001433700786853	-1.4301785323099937e-05	2.055497946222912e-06	2.0454106342803678e-10	-0.0015168075910634	-0.00011780788294	2.3007052683075546e-06	1.3878697282804774e-08	0.0002630879877283	0.0002610751127665	6.816021450604569e-08	6.921528928692614e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4071.872149443144	3.5123411445215424	16580142.801410727	12.3365403154989	3040.886159261068	5.142353325559725	9246988.63358553	26.443797724895163	3959.05781377748	3.526021203329037	15674138.77283252	12.432825526325953	3773.194312717604	3082.1271792393104	0.680442	13.292949	0.1889610816568124	0.1116934469556742	0.0819712188	0.026288836	-0.0029572644	0.0099884533	0.0361914301	-0.0917781243	0.0124659078	-0.0336851935	0.0428472132	0.0023172514	0.0229085681	-0.0076806716	0.0060536983	0.0313731651	-0.0103964381	0.0004443991	0.0636546414	0.0057691951	-0.00364009	-0.0160665642	-0.0228523844	0.070841419	0.0249301482	-0.0051919795	-0.073852339	0.0377643841	0.0185019641	-0.0065884841	-0.0249308161	-0.0273086627	0.0079357979	0.0507901775	-0.0318746718	-0.0117326208	0.0554172507	0.0350003008	-0.0013042922	-0.058477506	0.0464072736	-0.0224292206	-0.0241556344	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0389887969275264	-0.0003431240249937	1.1773409652794513e-07	0.0015201262858558	-0.0123339638384862	-0.0226974785602037	0.0005151755329909	0.000152126663969	0.1278398638856543	-0.1022127317286702	0.0163430307983026	0.0104474425274371	0.000828032624037	-0.000605668162816	6.856380264695998e-07	3.6683392344890883e-07	-0.0010489744918298	0.0004678330992336	1.1003474845095873e-06	2.1886780873851547e-07	6.243430291900639e-05	-0.0002006536848092	4.0261901227547346e-08	3.898042180982249e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4064.734166825706	-7.137982617437956	16522063.846960263	50.95079584684641	3039.8531006930166	-1.033058568051274	9240706.873792946	1.0672100050241489	3960.075105179188	1.0172914017080077	15682194.838659955	1.0348817959890426	3769.98409666744	3070.934519716337	0.740383	14.463943	0.2040079371796955	0.1047973604541486	0.0575595113	0.0482499338	0.0348575779	0.0030653712	0.0237003749	-0.0417688263	0.0473255705	-0.0101891344	0.0722090119	-0.0243921904	0.0276523552	0.0138373721	0.0251746939	0.0270214301	0.0149135295	-0.0201793049	-0.0367129663	-0.0445294407	-0.0257271706	0.0099694283	-0.050473445	0.0079296918	0.0057901005	-0.0122049747	-0.0969984602	-0.0454906038	0.0034285923	-0.0099533088	-0.0679439543	0.019499211	-0.0538893301	-0.0071429328	0.0315942426	-0.022981129	0.0257808898	-0.0009966487	-0.0377640952	-0.0047515855	0.0551664108	-0.0099568729	-0.0260198561	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0386533739250722	0.0003354230024542	1.1250859057539353e-07	0.0014940833157914	0.0359487753140967	0.0482827391525829	0.0023312229000763	0.0012923144465834	0.2099178543333124	0.0820779904476581	0.0440655055679017	0.0067367965159258	0.0016458823407914	0.0008178497167544	2.7089286797289785e-06	6.688781591952526e-07	-0.0014711368734354	-0.0004221623816056	2.1642437003812843e-06	1.7822107644291226e-07	-0.000163789290261	-0.00022622359318	5.117711411127304e-08	2.682693160420211e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4059.89950567406	-4.834661151645832	16482783.996172477	23.373948451233407	3046.946296022649	7.093195329632636	9283881.730846142	50.31341998432223	3963.0694434587344	2.994338279546355	15705919.413676323	8.966061732356625	3773.978610698993	3061.55172504397	0.758542	14.818702	0.088692563615539	0.0418478752498916	-0.0308880303	0.0221651397	0.0851376214	-0.0297667329	0.0702152347	0.0517071353	0.078460144	-0.0416171874	0.0167773159	-0.0750972342	0.0328829787	0.0135418375	0.0035279028	0.0341005709	0.0230629393	-0.0099540691	-0.119795371	-0.0408851664	-0.0214110565	0.0364575221	-0.0264258298	0.0252929072	0.0279466318	0.0127665531	-0.0221908282	-0.0902642716	-0.0199628945	0.0492860945	-0.0746287535	0.0141623084	-0.0140213649	0.0377270899	0.0008281956	-0.032026193	0.0182836028	-0.0245291613	0.0592880549	0.0228252583	-0.0550560942	0.0432654054	-0.0665418395	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0386626739034028	-9.299978330601366e-06	8.648959694965497e-11	0.0014948023533608	0.0139664679892348	-0.0219823073248619	0.0004832218353246	0.0001950622280943	0.1894889329870324	-0.0204289213462799	0.035906055724564	0.0004173408273724	0.0010860021935242	-0.0005598801472672	1.1794007643393738e-06	3.134657793039418e-07	-0.0016710007796472	-0.0001998639062118	2.7922436055815506e-06	3.99455810062392e-08	1.907355581330758e-06	0.0001656966458423	2.7455378443398793e-08	3.6380053136335936e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
