global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
4539.803221669011	n/a	20609813.291476328	n/a	3495.8551175734574	n/a	12221003.003064532	n/a	4389.057703254527	n/a	19263827.522497904	n/a	4186.359602301462	3206.958202473168	n/a	n/a	n/a	n/a	-0.059408139	-0.0933424016	0.0658077532	-0.0013998523	0.135288497	0.0922065069	0.0248554108	-0.0464921701	0.0491856099	-0.1008404241	0.0912303309	-0.0209388946	0.0298735171	-0.0091589109	0.0825132564	0.0571305645	-0.0322193222	0.0557416169	-0.0625602399	0.0580928227	-0.0624430034	-0.0428288465	0.0277955416	-0.005685871	0.0548872292	-0.0903000369	0.0180844462	-0.0183102963	0.100653373	-0.0677567687	0.0112617053	0.0245490641	-0.0228989183	-0.0188909305	0.0876726572	-0.0877629863	0.0179797895	-0.1088106645	0.10389712	-0.1059510005	0.1158853977	-0.0117506704	0.1049266524	-0.0243012702	0.0435332308	-0.02520835	-0.0448071443	-0.0316938406	0.111354379	-0.0217306652	0.0279755787	-0.0563255101	0.0178393004	-0.0725448804	0.0562492026	-0.0093306391	0.0089901595	-0.0188680276	0.0116908052	-0.0333181156	0.0501403028	-0.0096569038	0.0610957007	-0.0011276024	-0.0413652375	0.0950901151	-0.0127511641	-0.0876440026	-0.0371487469	0.0484778136	-0.0329033218	6.08754e-05	-0.0188950278	0.0631271961	-0.0617902271	0.0735829643	-0.0054416124	0.0612095538	-0.0283683853	0.0233555839	-0.0076862063	0.0297857347	-0.0690352302	0.0416310183	-0.0592020546	-0.0308840294	0.0116888625	-0.0373170297	0.0910330248	-0.0026338093	0.0030247004	-0.0111888322	0.0617628963	-0.0475683204	0.0468714343	-0.099951848	0.0861600909	-0.0562842681	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0	n/a	0.0	n/a	0.0167517703422959	n/a	n/a	0.000280621809601	-0.064879282257749	n/a	n/a	0.0042093212662806	0.0002789999871954	n/a	7.784099285503337e-08	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0
4530.993367890319	-8.809853778691831	20529900.899866056	77.61352360193074	3482.7609881232765	-13.094129450180844	12129624.100393422	171.4562260580933	4385.643374458034	-3.4143287964934643	19233867.80792765	11.657641130564508	4181.900833184379	3238.7020448357544	1.063004	11.639037	0.0319652248067291	0.0188759659774256	0.0089605756	-0.1108531584	0.0622531885	0.1238372783	0.0207101691	0.0307511719	-0.02414971	-0.0858285742	0.1022946325	0.0582930177	0.1509454134	0.0266544755	0.0042093824	0.069539963	0.0341407066	0.0791669653	0.0588131341	0.0106188355	-0.0997078397	-0.0346346457	-0.0807274667	-0.0239581854	0.0338010532	0.0472452911	0.1230465981	-0.1552467125	0.0414160505	-0.0150202272	-0.0343183246	0.0308937741	-0.0798911145	0.0544022154	0.0400167878	0.0126193125	0.0033198293	0.0064037803	0.0024600529	-0.0759361255	0.0808958478	-0.0526282262	-0.0319658483	0.0291646845	-0.0063343352	0.0378039963	-0.0760116786	0.0308495035	0.0467562751	-0.0143483816	0.1269429074	-0.0446797656	-0.0771488844	-0.0841618779	-0.0711095047	-0.0469036406	0.106638279	-0.0013259387	-0.0044401727	-0.0170127871	-0.0545315419	-0.0921654461	0.0135081522	0.0536040481	0.0465296357	-0.0290970401	-0.047728	0.0441925787	0.0566011391	-0.1220961968	0.0613565461	-0.0033686226	0.0298216278	0.0219941252	-0.0669213955	0.0553768212	-0.085903325	0.0269182199	-0.0007067376	0.0830028473	-0.0078547339	-0.009484395	-0.0118994052	-0.0123592112	-0.0682179117	-0.012013191	0.0174987369	-0.1152715141	-0.0642968981	-0.0769190653	0.0748919489	0.0933633509	-0.0610648738	0.0485987173	-0.0219009795	0.0129707175	-0.0551988908	-0.072095653	0.1256912159	-0.0846986621	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0	0.0	0.0	0.0	0.0293506100053235	0.0125988396630276	0.0001587307608546	0.0008614583076845	-0.0715456719781855	-0.0066663897204364	4.444075190474139e-05	0.0051187831788101	0.0005329998956607	0.0002539999084653	2.840888887743171e-07	6.451595350038079e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4532.43558347304	1.4422155827214738	20542972.3183326	2.0799857870446403	3469.2744479459875	-13.486540177289044	12035865.195170935	181.8867659536316	4382.412951724067	-3.2304227339664067	19205543.27943885	10.435631040126994	4177.989598410471	3200.5023247678687	1.121675	12.281433	0.0154657113842573	0.0145499542593863	0.0470553358	-0.049111991	-0.0321279727	0.062117241	-0.0752595139	-0.006889491	-0.0516989218	-0.0092272009	0.0600153266	0.06095097	0.0288299569	0.030972257	0.0360071615	0.0459870329	-0.041017695	0.0687115918	0.0179146718	-0.0279975047	-0.0548700343	-0.0355776657	-0.0812068811	0.0418295063	-0.0210090698	-0.0034091576	0.0189482992	-0.0356101823	-0.022474687	0.0026598787	-0.0425662271	-0.0580098651	-0.0256231996	0.040627443	0.0942020217	0.0587741447	0.0238984638	0.0781174516	0.1407130508	0.0215423429	-0.0822081437	-0.0184154593	-0.1107662436	0.0701829675	0.1004816894	-0.1498537316	0.0390964535	0.0382855271	0.0710331493	-0.0335201229	0.0157937042	-0.0144546137	0.0038687718	-0.0810174988	-0.0640467923	0.0198948403	0.0805255348	0.0313043797	-0.0173430916	0.004457152	-0.072832339	-0.0307258652	0.0371246457	-0.0169611816	0.0818219685	-0.0558282519	-0.0037574729	-0.0399773277	-0.0842973555	-0.0311152803	-0.0701643199	0.0096237536	0.0036458579	0.097688299	0.0181376107	-0.00872632	-0.0521584393	-0.0289249654	-0.0303545831	0.0569733341	-0.0152934739	0.0012403284	-0.0010208926	-0.0456971837	0.003512733	-0.066238855	-0.011078721	-0.0305637509	-0.0771132275	0.0018914127	0.0155153826	0.0516889065	0.0149892052	0.0132048223	0.0076690256	-0.0606525788	-0.0815067782	-0.1175808981	0.1395329743	-0.0217853003	0.1053089291	0.1050081413	0.1045074645	0.1038078519	1.1642872266293125e-07	1.1642872266293125e-07	1.355564746092176e-14	1.355564746092176e-14	0.0293884749093109	3.786490398739739e-05	1.4337509539748231e-09	0.0008636824574951	-0.071619784178452	-7.4112200266499e-05	5.492618228341655e-09	0.005129393485768	0.0005099999598286	-2.2999935832100077e-05	2.600999590251736e-07	5.289970482807208e-10	-0.0002840000011969	-0.0002840000011969	8.065600067983922e-08	8.065600067983922e-08	7.241999661479309e-08	7.241999661479309e-08	5.244655909686643e-15	5.244655909686643e-15	0.0	0.0	0.0	0.0
4534.169409430384	1.7338259573434698	20558692.23341428	3.0061524503579995	3474.833551743451	5.559103797463649	12074468.212322008	30.903635030974765	4380.175324498255	-2.2376272258125027	19185935.87334339	5.006975601697357	4178.228057970319	3190.811719209245	1.057213	11.575628	0.0507206381420492	0.025599494608887	0.0570153661	0.0462176198	-0.0392409043	-0.021834753	0.0430428341	-0.0730595254	-0.0498831717	0.0886148104	0.021945956	-0.1067357382	-0.0026161216	0.1031241462	0.047644341	0.0742848279	-0.0463237383	-0.0140869463	-0.0250877487	-0.0279346994	0.0594368837	0.0711192056	-0.0539460805	0.1190043719	0.0374924041	0.0038547984	0.0503624728	0.0245032323	0.0574597725	-0.0878857959	-0.0193721455	-0.0645347357	-0.0130577527	0.0102964349	0.154473646	0.1083714833	0.040850053	0.1234643559	-0.0935395357	-0.0606813568	0.0387131774	0.0171021925	-0.0844363961	0.0476915451	-0.0752693492	-0.0998176441	0.0308209853	-0.0692914804	0.0831322265	0.0233936703	-0.0554547703	-0.0180719605	0.0791947745	-0.0916213667	0.0923941898	0.0368694974	0.0804560163	0.0938080648	0.0038218663	0.0474743241	0.0149527349	0.0127918619	0.124256143	0.0962808417	0.047952169	-0.0126893862	-0.0554405547	0.0220465338	-0.0317172081	0.0828968097	0.0163574667	0.0507284692	0.061693185	-0.0209706544	-0.1032635626	0.0629183957	0.0303127225	-0.0467490859	-0.0504843496	0.0526042907	-0.0328651241	-0.0279226684	0.0067664737	-0.0867870103	0.0249001118	0.0037714516	-0.0988423351	-0.0110910922	-0.0353867777	0.0084062289	0.0130232471	-0.0471677766	0.0185740002	0.027135641	-0.0772941853	-0.0600331575	0.0008684599	-0.1370585317	0.0861849747	0.0077927316	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0160799995064735	-0.0160801159351961	0.0002585663841281	0.0002585701284893	0.0144604508673609	-0.0149280240419499	0.000222845901797	0.0002091046392873	-0.0716286609203393	-8.876741887306472e-06	7.879654653386127e-11	0.0051306650652409	0.0003999999525618	-0.0001100000072667	1.5999996204944226e-07	1.2100001598696049e-08	0.0	0.0002840000011969	0.0	8.065600067983922e-08	0.0	-7.241999661479309e-08	5.244655909686643e-15	0.0	0.0	0.0	0.0	0.0
4531.940358815863	-2.229050614520929	20538483.41586405	4.9686666420961325	3480.580373203053	5.746821459601961	12114439.734326305	33.02595688854161	4376.816884731539	-3.358439766715492	19156526.042471096	11.279117666656006	4177.6220626831055	3181.873198857971	0.8725929999999998	9.55419	0.0317637427433694	0.0151497399676257	0.0501681071	0.0823634025	-0.0381407261	0.0066394682	0.0686414794	-0.13380785	0.0070801525	0.0735114616	0.0247966054	-0.130359926	0.0226221718	0.0088222586	0.031731011	0.0616274739	-0.084463851	-0.0606683646	-0.0002950271	-0.0005062412	0.0761808313	0.0690163104	-0.10354222	-0.0209269655	0.0027442485	0.0589373777	-0.1118764869	0.1881681529	0.0011953855	0.1015987804	-0.0334750088	-0.0915495886	-0.1108080051	-0.0128982087	0.0082593678	0.059719364	-0.0767309207	0.024795265	-0.1640400627	0.0760519066	-0.0758102056	0.0780516641	-0.0346617228	0.09157439	-0.0313143854	0.0554534004	0.0551487435	0.0445763975	0.0746423047	0.0740512156	-0.0849034039	-0.0345936672	0.0462651135	-0.0727457668	0.1060015392	-0.0374567738	-0.0026663957	-0.0195409963	0.0585130843	0.0158245803	0.029882625	-0.06877576	-0.0281244293	-0.0136389014	-0.1005464894	0.0665359958	0.0520012225	-0.0328618093	-0.1142495575	0.1607592755	0.0687348035	-0.074989933	-0.0226730754	0.0104934516	0.0311107655	0.0014404454	0.05606723	-0.0771436626	0.0005144051	0.0876762644	-0.0223159519	-0.0426371959	0.0217015242	-0.0753822358	0.0076609641	0.0245389647	-0.0686761813	0.0183472533	-0.0281086539	0.0288192964	0.0232868583	0.0059893635	0.0259140476	0.0361546704	-0.0665390625	0.023087223	-0.0047563562	0.0248002184	0.1349053622	-0.0083110153	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.004720335507514	0.0113596639989595	2.228156730349745e-05	0.0001290419661692	0.0124380367373646	-0.0020224141299963	4.0901589132086926e-06	0.00015470475788	-0.0630483336552316	0.0085803272651076	7.362201597635055e-05	0.0039750923767014	0.0004859999691338	8.600001657199999e-05	2.3619596999805453e-07	7.396002850384272e-09	-0.0001100000004152	-0.0001100000004152	1.2100000091344e-08	1.2100000091344e-08	2.6729998919578644e-08	2.6729998919578644e-08	7.144928422406756e-16	7.144928422406756e-16	0.0	0.0	0.0	0.0
4528.651980194408	-3.2883786214551947	20508688.75771873	10.813433958043566	3494.05950793098	13.479134727926976	12208451.844962882	181.68707301360703	4383.074657606621	6.2577728750820825	19211343.4541534	39.159721356113074	4183.954642704555	3173.363662077771	0.889986	9.744633	0.0429560994019378	0.0197636117383599	0.0731191125	0.0593163967	-0.0732689493	-0.0003837226	0.0558611957	-0.1328036606	-0.0034745769	0.0066859866	0.0384747992	-0.102498057	-0.053176614	0.0179027682	0.0007789956	0.1199025964	-0.070712488	-0.014300538	-0.0586055577	0.0557312711	0.0858098605	0.1261699338	-0.0314960889	-0.0579175134	0.0717635934	0.0103597279	-0.0102996461	0.1014674722	-0.0470092505	-0.0365992142	-0.048030348	-0.0511862576	-0.0418852386	0.0348655523	0.0094216442	0.0464538953	0.0176171121	-0.04191597	-0.1162507137	-0.1044182258	-0.0250407683	0.0582618277	0.033936495	0.0359573091	-0.021348527	0.0332141648	0.1092918297	-0.0232441223	0.1016442283	0.1018995418	-0.037916693	-0.0340954567	0.1080973661	0.0449717	0.1336069857	0.0030173897	0.0294237928	-0.0763118665	0.0657115932	-0.0467573375	0.0230067492	-0.0428597061	-0.0610612951	0.0496941186	-0.0909062537	0.0299487395	0.0111576864	-0.0222182691	-0.0719357104	0.0264235341	0.0278309457	-0.1527141852	0.0249507206	-0.0300235575	0.0363711192	0.0512056987	0.0473306452	-0.1199705444	0.0290952245	0.0756758274	0.0396947339	0.0111582514	0.047192406	-0.0503250847	0.0447904698	-0.0249058523	-0.0976030803	0.0444772027	0.007028234	0.0826385411	0.019628556	0.0164667722	0.0831471665	0.0321388172	0.0448047502	0.0005757548	0.0162507015	0.0239387179	0.1275743894	0.0821879236	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0051779998466372	0.0098983353541512	2.6811682411774876e-05	9.797704278323958e-05	0.0214462773881933	0.0090082406508287	8.114839962324269e-05	0.0004599428138113	-0.0510001402900996	0.012048193365132	0.0001451589633636	0.0026010143096098	0.0006159998393562	0.0001299998702224	3.794558020868642e-07	1.689996625784084e-08	0.0	0.0001100000004152	0.0	1.2100000091344e-08	0.0	-2.6729998919578644e-08	7.144928422406756e-16	0.0	0.0	0.0	0.0	0.0
4532.885855629996	4.233875435587834	20547054.18017048	17.92570120407407	3492.2264514249914	-1.8330565059886796	12195645.588032387	3.360096154147425	4382.458430052219	-0.6162275544020304	19205941.891135763	0.3797363988043073	4182.708416748047	3188.7067103586537	0.974119	10.665822	0.0420591683131537	0.0239902502047337	0.034390153	0.0897901475	-0.0021725801	-0.0112707898	0.098727286	-0.0879361966	-0.0368276226	-0.0058779203	-0.0346258512	-0.0627839127	-0.0766046487	-0.1121709496	-0.0106717633	0.0798441283	-0.0467722321	-0.0242784895	0.0075032338	0.0547062489	0.1632969288	0.0884869518	0.0252554483	-0.1239042317	0.0666070169	0.0934192036	0.0212431502	0.10778394	-0.0478217569	-0.0415242259	-0.0610779681	0.0301086866	-0.2019818279	-0.0806062548	-0.0461046855	0.0045566603	0.0191711979	-0.1421335104	0.0259255617	0.0242157713	0.0323233007	-0.0879663932	0.0697959252	-0.1004451781	-0.1165174559	0.0853760888	-0.1023501863	0.0592977562	0.0567535948	0.0752942188	-0.0523075172	0.0148436666	0.0199313045	0.1245596413	0.1387700402	0.0355035307	-0.0180599605	-0.1349649721	0.10717332	0.0176606802	-0.0570591318	-0.0666210121	-0.0469445039	0.0087289446	-0.0471660407	0.0407921896	-0.0132421766	-0.2426266238	-0.0631975135	0.0737652214	0.0112261583	-0.0350254041	-0.0973132438	-0.0243011835	-0.0018261878	0.001439761	0.0884709441	-0.076415487	0.0024826987	0.0179736822	0.0350167235	0.0555901672	0.0596123589	-0.0513340844	-0.0222512323	0.0190021047	-0.1423858243	0.0205223811	0.038271894	0.0172213751	-0.0375716893	0.003972602	0.1138680715	-0.0085667245	0.1143255109	-0.0200691032	0.0390537475	0.0502319522	0.0691421926	0.089675129	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0051372985442128	-4.070130242440039e-05	2.6391836332370957e-05	1.6565960190425007e-09	0.0115563648256511	-0.0098899125625422	9.781037049473002e-05	0.0001335495679835	-0.0685255718877755	-0.0175254315976758	0.0003071407526848	0.0046957540025466	0.0007420006297148	0.0001260007903586	5.505649344971597e-07	1.5876199170991864e-08	-0.0001660000805665	-0.0001660000805665	2.755602674808449e-08	2.755602674808449e-08	6.158608512594511e-08	6.158608512594511e-08	3.792845881140158e-15	3.792845881140158e-15	0.0	0.0	0.0	0.0
4541.496335602295	8.6104799722998	20625188.96628908	74.14036535337596	3496.397611057057	4.17115963206561	12224796.254605496	17.398572676173714	4385.634872995746	3.176442943527036	19233793.23923641	10.0897897734827	4185.476401519775	3226.4324825496738	1.035776	11.340914	0.0330003748524755	0.0186892273305403	0.0006213217	0.1204628165	0.0451051683	0.0048774956	0.0511668257	-0.0904287746	0.0561937103	-0.0110188297	-0.0992703381	-0.0093782736	0.0114901506	-0.1324210988	-0.078125115	0.0413914057	0.0721603532	0.0004725095	0.022941112	-0.0703876413	0.0254256119	0.1063358233	0.0312677602	-0.0410645098	0.07036968	-0.0507357407	0.0425629479	-0.1030298454	-0.0431577903	-0.0109540926	0.0282258113	0.0051554183	0.058965968	-0.080346864	-0.0960655506	0.0180189882	-0.0009764561	0.0027700306	0.110592513	-0.0319259541	-0.0621856776	0.0022836171	-0.1007345951	-0.0630976419	0.0042996404	0.0352421863	-0.0481490036	0.0146301282	-0.0530115317	0.1164587445	-0.0201592575	0.0737463392	-0.0256712298	0.0831965119	0.0681101378	-0.086274377	0.0700942894	-0.0912084165	-0.0225901927	-0.0072947101	-0.0261989843	-0.0270684001	-0.0574331383	-0.0707811932	0.0814884084	-0.011233901	0.0232006528	0.0239560422	0.0436386575	-0.0346653061	-0.0982061534	0.0028070342	-0.0273859526	0.0652272325	0.0747098509	0.059315544	0.1029137572	-0.031683572	-0.0338491703	-0.0316539135	0.0412409738	0.075112257	0.0686256962	-0.0035433915	-0.0763136857	0.0036821641	-0.1175953095	-0.0531098088	0.0344417213	-0.0286070469	-0.0561921372	0.0083075197	0.0412705262	-0.0807083831	-0.0045552233	-0.0095280407	0.0746853884	0.1073353375	-0.0130915703	0.0613517337	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0051773160170398	4.0017472826999606e-05	2.6804601140296856e-05	1.6013981314596516e-09	0.0182135121839763	0.0066571473583252	4.431761095045618e-05	0.0003317320260758	-0.0755244727304358	-0.0069989008426603	4.898461300539113e-05	0.0057039459812103	0.000646000275902	-9.600035381279996e-05	4.173163564654601e-07	9.216067932182778e-09	-0.0004560002082742	-0.0002900001277077	2.0793618994611377e-07	8.410007407048232e-08	1.4728813788630977e-07	8.570205276036465e-08	7.344841847340326e-15	2.1693795562016598e-14	0.0	0.0	0.0	0.0
4540.49598573662	-1.0003498656751617	20616103.796490364	1.000699853756314	3501.530097961426	5.132486904368761	12260713.026929753	26.34242182351683	4388.260954372546	2.626081376799448	19256834.203670647	6.896303397572883	4186.983843776158	3225.1524534256328	0.907011	9.931041	0.0460634972310382	0.0295133097936207	0.0019217026	0.1206487474	0.034747843	-0.0098585117	-0.0071297449	-0.0686870449	0.0759522001	-0.0568753293	-0.1120182371	0.0785010458	-0.0076936495	-0.0794483905	-0.130513882	0.0237385854	0.118386787	0.0112280228	-0.0100067084	-0.0847597854	-0.0258149364	0.0313099242	0.0723220284	-0.0002006644	-0.0268474482	-0.1044002626	0.099631828	-0.0437789167	0.0265078849	-0.0769347307	-0.0015109	0.0804997048	-0.0200203754	0.1022631927	-0.0133648607	-0.1017958507	0.0392122459	0.0049372815	-0.0301702803	0.0262940962	0.0144845819	-0.0755574067	-0.1175855742	0.013070306	0.0455972213	0.0271016444	-0.097192505	-0.0225663701	-0.0681927067	0.0995640516	-0.0045629921	0.0970905707	-0.0228769127	0.0837054987	-0.0092852049	-0.0444360322	0.0641829563	0.0364196551	-0.1056652058	-0.0022420045	-0.0345141079	0.042959879	0.0499990932	-0.0426088514	0.0760324717	-0.1149166804	-0.148767663	-0.0819132565	0.0341308589	-0.037259904	0.0223110856	0.0782097021	-0.031652934	-0.0376842908	-0.1052108387	0.0763374231	0.0988683037	-0.0129728203	-0.0381267314	-0.0757972151	0.0018060092	0.0671363514	0.0035445126	0.0218180908	-0.0854830788	0.012964763	-0.0217024938	-0.0638046317	0.0103577838	-0.0404798603	-0.0868566045	0.0208935579	-0.0756730777	-0.0142367383	-0.0508348404	0.0449481207	0.0677704343	0.131254506	-0.0424930256	0.0255266056	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0051854551036853	8.13908664550056e-06	2.688894463233593e-05	6.624473142296555e-11	0.009064255185109	-0.0091492569988673	8.37089036313223e-05	8.216072206077539e-05	-0.0486698616814891	0.0268546110489467	0.0007211701345902	0.0023687554360952	0.0007190006466267	7.30003707247e-05	5.169619298496127e-07	5.329054125943637e-09	-0.0003280001490395	0.0001280000592347	1.075840977699342e-07	1.638401516408671e-08	1.1791616571214153e-07	-2.937197217416824e-08	8.627127494001133e-16	1.3904222136253224e-14	0.0	0.0	0.0	0.0
4539.290478686919	-1.2055070497008271	20605158.049897723	1.453247246878393	3500.1077997544235	-1.4222982070023136	12250754.60990175	2.022932189641996	4383.717721456424	-4.543232916121269	19216981.061411105	20.64096533012777	4183.287842450824	3219.4282619143	1.089492	11.929054	0.0457415251764486	0.0227882028596522	-0.0699896446	0.1011579281	0.0546528205	0.0164242129	-0.1286106423	0.0049743405	0.1380765664	-0.0576188902	-0.0739389304	0.1112076474	0.0260538582	-0.018513039	-0.0225683591	-0.0437103176	0.1181675673	-0.0311397902	0.0177838147	-0.1187095126	-0.0882295469	-0.073633184	0.0472137182	0.0166862019	0.0685018742	0.0049435617	0.0373574672	-0.1213173401	0.127028936	-0.0294585512	0.0540518402	-0.040417162	-0.1199610773	-0.078807732	-0.0677477363	-0.1793977955	0.1523605687	-0.0648098574	0.0137659971	0.1011765779	-0.0942918759	-0.15809225	0.0026309398	0.0318573573	-0.0625752242	-0.0694719075	0.1535377539	-0.0620190152	-0.1323209277	0.0636936105	-0.011710398	0.0422981987	-0.0726989487	0.0414385636	-0.1105004676	-0.0382087969	0.0933898998	-0.0006257994	-0.0176272969	-0.0365561067	0.1008162597	-0.0380189512	-0.0053868503	-0.0160896304	0.0930115659	-0.0519932306	-0.0650029997	-0.0534366198	0.0547631308	-0.001574256	-0.083831732	-0.1054344693	-0.0112300309	-0.0569390612	-0.0064751687	-0.0701755826	0.0992536427	0.0497763748	-0.0313498596	-0.0731023576	0.0213938371	0.0485986587	0.0044153986	-0.029717947	-0.0497246162	-0.0484184906	0.0651677253	-0.1253007758	-0.0475733852	-0.0738329161	-0.1130658806	0.0295721352	-0.1541119312	-0.0345023625	-0.1113454897	-0.0202058856	0.0390961969	0.1174094049	-0.1267746696	-0.0692914186	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0084678039768846	-0.0136532590805699	7.170370419094266e-05	0.0001864114835211	0.017941040110216	0.008876784925107	7.879731060660692e-05	0.0003218809202363	-0.0521765108703533	-0.0035066491888641	1.2296588533761922e-05	0.002722388286604	0.0007260006064828	6.99995985610003e-06	5.270768806133935e-07	4.8999437987011956e-11	-2.1417030149351035e-08	0.0003279787320093	4.586891804182112e-16	1.0757004865046145e-07	-5.900003160698751e-05	-5.911794777269965e-05	3.4949317488556438e-09	3.481003729625525e-09	0.0	0.0	0.0	0.0
