global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
4365.18006685758	n/a	n/a	19054797.016090743	3118.3702885554385	n/a	n/a	9724233.25654533	4304.340374081814	n/a	18527346.05595077	n/a	4154.369207844336	3336.047596680342	n/a	n/a	n/a	n/a	-0.117475277	-0.0382432064	0.0599737488	-0.1566210975	0.1091265628	0.0506103532	0.0742587272	-0.03044351	0.0625761541	-0.0905975717	0.0485177863	-0.0321722263	-0.0060157078	0.0884615223	-0.0340415321	0.0465359449	-0.1187601883	0.0991238049	-0.0008962878	-0.0343593357	0.02275444	-0.106430895	0.060257014	-0.018968017	0.0748732201	-0.1838119894	0.0717740719	-0.0664134202	0.0514920329	-0.0782741786	0.0356018923	0.155018955	-0.0875765603	0.0400476788	-0.0528402228	0.0030231715	-0.0546123316	0.020357676	-0.0045835741	0.0626641837	-0.0286721668	0.0013570592	-0.0881341816	0.0729037828	-0.0252090239	0.0083077118	-0.0423651684	0.0007501209	-0.120595832	0.0184488128	-0.0409667212	0.0325978502	-0.0325495857	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0059797421641434	n/a	n/a	3.575731634963439e-05	0.095670915438319	n/a	0.0091529240608059	n/a	-0.1002710790364744	n/a	0.0100542892911388	n/a	0.0114419183574846	n/a	0.0001309174956993	n/a	0.0016379121180425	n/a	2.6827561064304687e-06	n/a	0.0004121433359416	n/a	n/a	1.6986212936107057e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4353.718448677408	-11.46161818017208	131.36869130805118	18954864.330354013	3112.527958628896	-5.842329926542334	34.13281897057215	9687830.293246564	4306.024710890008	1.6843368081936203	18541848.81079537	2.836990483435873	4155.538046322905	3323.649371502668	0.816793	14.91923	0.065035397204712	0.0342462527442108	-0.1289500963	-0.0420375849	0.0484751176	-0.1727757187	0.1750734267	0.0641271674	0.1128943136	-0.0078397612	0.0308537888	-0.0984596943	0.0912050048	-0.0326472111	-0.0247234992	0.0700628724	-0.0746843568	0.0981245393	-0.1577544342	0.1548034795	0.0585666122	-0.0292847161	0.0281952783	-0.0920948423	0.1426386574	-0.0305506919	0.1127500987	-0.1573722762	0.1095087664	0.0046750235	0.0444772165	-0.0930784228	0.0377222434	0.1761747282	-0.1125603538	0.0440493413	-0.0371172705	0.0417249991	0.0276960663	-0.0179959603	0.0136656899	0.0400708986	0.0203342042	-0.0052181317	-0.011550022	0.0094620387	-0.0359802407	0.0137913924	0.0276199262	-0.0451378649	-0.0459579874	0.0768897295	-0.0154690937	0.0639373211	-0.0669779057	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.026072281467492	-0.0200925393033486	0.0004037101356566	0.0006797638609201	0.0954590331179332	-0.0002118823203857	0.0091124270038106	4.489411769206986e-08	-0.123753773669307	-0.0234826946328325	0.015314996497394	0.0005514369472188	0.0115704048094812	0.0001284864519966	0.0001338742674552	1.650876834667471e-08	0.0019120812960258	0.0002741691779832	3.656054882611703e-06	7.516873815603836e-08	0.0004344533249246	2.2309988982999965e-05	4.977356084215797e-10	1.8874969153804005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4355.298178848378	1.579730170969924	2.4955474130726656	18968622.22668	3101.3510053026807	-11.176953326215424	124.92428565639808	9618378.058091948	4304.420706489045	-1.604004400962367	18528037.61845165	2.572830118306642	4153.896693830448	3298.0057562201687	0.724681	13.236758	0.0381787741175438	0.0193405360695303	-0.1204807143	-0.0349416919	0.0450030474	-0.166122374	0.0732758996	-0.0056967603	0.0188982502	-0.1527131526	-0.0459488529	-0.1660713098	0.0965445983	-0.0375067456	-0.0182460862	0.0800409712	-0.0269653556	0.1124506022	-0.1766311765	0.0853114987	0.0504541159	-0.0367058303	0.0281846288	-0.093594335	0.1167813867	0.0202809543	0.1609610214	-0.0611856066	0.0576823878	0.0092514379	0.1189279529	-0.0945424993	0.0369472595	0.1722919386	-0.1163102816	0.0473161042	-0.0563918289	0.0225452396	-0.0142074881	0.0045570001	-0.0145659388	-0.0087879996	0.0373957185	0.0358220524	-0.0102967285	-0.0258134919	-0.0417189974	0.0733927929	0.0072981077	-0.0107229843	-0.0559743458	0.0601651463	0.0252779384	0.0774124012	0.0259235793	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0239102582128651	0.0021620232546268	4.674344553547487e-06	0.0005717004478058	0.0954439109407871	-1.512217714610964e-05	0.0091095401356728	2.2868024163832063e-10	-0.1137782767657711	0.0099754969035359	0.0129454962637884	9.951053847245432e-05	0.0117672475130335	0.0001968427035522	0.0001384681140329	3.8747049941778236e-08	0.0021749933358168	0.000262912039791	4.730596010847493e-06	6.91227406670645e-08	0.000495221217226	6.0767892301400014e-05	3.692736734754551e-09	2.452440539908011e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4346.333717484427	-8.96446136395025	80.36156754575677	18890616.783742003	3082.3471137245933	-19.003891578087405	361.1478951117014	9500863.729486331	4298.695736963336	-5.724969525709639	18478785.038986757	32.77527607030405	4145.468596202161	3281.8798768985907	0.620387	11.331751	0.0347791153718242	0.0206154764198856	-0.1281839233	-0.0320053238	0.0212144695	-0.1701821311	0.0013389959	-0.1448550666	0.001514209	-0.1147819305	0.0365488257	-0.1335375203	0.1446776466	-0.0121359589	-0.0087333159	0.0911442758	-0.0436498128	0.0457771997	-0.1538055754	0.1502864592	-0.0004878988	-0.0070013227	0.0187348171	-0.0902789245	0.0387019225	-0.0217909839	0.1748055497	-0.1067550356	-0.038037751	0.0891916163	0.1229157513	-0.0960953155	0.0367679126	0.1837373717	-0.1165456441	0.0471921425	-0.0582938525	0.0304905482	-0.0110780527	-0.0048391758	-0.0297196643	-0.016983841	0.0292261345	0.0437843194	0.0066492415	-0.0426158841	0.0006771124	0.0669804777	0.0010643232	0.0379290493	-0.0051793285	0.0298211915	0.0460661991	0.0638483019	0.0475159209	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0236430411489863	0.0002672170638788	7.140495922800759e-08	0.0005589933947726	0.0830493421494793	-0.0123945687913077	0.0068971932314612	0.0001536253355224	-0.0985663559824985	0.0152119207832726	0.0097153265316686	0.0002314025339165	0.0118102806188892	4.303310585570056e-05	0.0001394827282969	1.8518481995879286e-09	0.0020879509104041	-8.704242541270014e-05	4.35953900425731e-06	7.576383821725468e-09	0.0004871885738271	-8.032643398900015e-06	6.452335997389197e-11	2.3735270646768367e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4365.247940195034	18.914222710606737	357.74782074643167	19055389.579376988	3135.165989529956	52.818875805362495	2789.833641342308	9829265.781905347	4307.260427055629	8.564690092293858	18552492.386479445	73.35391637703658	4157.828893989194	3327.627086345966	0.636235	11.621224	0.0761498295465272	0.0408885288607248	-0.1081180943	-0.0340524955	0.0660495178	-0.1674989994	-0.0638906382	-0.0740564459	0.0265894561	-0.0865593982	0.1208971358	0.0244355737	0.1532005243	-0.0357031673	-0.0320893752	0.1053996187	-0.0877256576	0.0044742268	-0.1050221019	0.1531662423	-0.0152573958	-0.0348577139	0.048077891	-0.109908038	0.0146017071	-0.0766850771	0.1339574913	-0.0802284213	-0.0430970458	0.1126999792	0.1038892502	-0.0989033634	0.0393830435	0.1737413864	-0.1233541768	0.0512396416	-0.0593504029	0.0431609201	-0.0586938196	0.0067132877	-0.0559617218	-0.0408934947	0.0189619783	0.0070785918	-0.0442429616	-0.0393426449	-0.0032163858	0.0621652363	-0.0016047652	0.0872231197	-0.0512433931	-0.0123888443	-0.0102609468	0.022812426	0.0372314179	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0233801491244349	0.0002628920245513	6.91122165727338e-08	0.0005466313730808	0.0974432380690188	0.0143938959195395	0.0094951846453754	0.0002071842397425	-0.1078215276397998	-0.0092551716573013	0.0116254818225801	8.565820240611335e-05	0.012517562594829	0.0007072819759398	0.0001566893733154	5.002477934893079e-07	0.0019518675147209	-0.0001360833956832	3.8097867950227424e-06	1.8518690580670413e-08	0.0002857965465474	-0.0002013920272796	4.055874865182742e-08	8.167966601842018e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4359.945364237453	-5.302575957581212	28.117311785918304	19009123.579135656	3125.456989833287	-9.708999696668798	94.2646751099148	9768481.39529775	4302.478593294864	-4.781833760765039	18511322.045760557	22.86593411559232	4150.983584769497	3339.903279360935	0.557276	10.178994	0.0557418326656276	0.031622748218358	-0.11296743	-0.0470846965	0.0698197063	-0.16499421	-0.0447797583	-0.0234524169	-0.0042197655	0.0009169624	0.019411579	-0.1523264918	0.0928037801	-0.0164521344	-0.0145208676	0.1453034888	-0.0846444077	0.0092096502	-0.0609281956	0.1395896171	-0.0701642506	-0.0134664778	0.0344777148	-0.1484173781	0.0237372115	-0.0744103416	0.0766256765	-0.0861772551	-0.0639013062	0.0891700717	0.0792807353	-0.0968969096	0.037694663	0.1809812874	-0.1245847812	0.0452549502	-0.0344775682	0.0535407437	-0.0538118967	-0.0073898706	-0.0453763847	-0.0447493223	0.0134624155	-0.0260692596	-0.0342077236	-0.0118258417	0.0078484726	0.0102808937	0.0324919313	0.0332921554	-0.0249643868	-0.044706258	-0.0379758885	-0.0366862196	-0.0512923204	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0162937268634237	0.0070864222610112	5.02173804613551e-05	0.0002654855350998	0.0895099900296116	-0.0079332480394072	0.0080120383151011	6.293642445475824e-05	-0.1373646050068941	-0.0295430773670943	0.0188690347087	0.0008727934203181	0.0123814674760224	-0.0001360951188065	0.0001533007368598	1.8521881362982365e-08	0.0019653047438445	1.3437229123600123e-05	3.862422736177696e-06	1.805591265201274e-10	0.0003598458985795	7.40493520321e-05	5.483306536373872e-09	1.294890707244878e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4377.638503461312	17.69313922385936	313.0471755948707	19163718.866987	3152.241127852555	26.784138019268084	717.3900494352021	9936624.128125148	4310.8206877394405	8.342094444576105	18583175.001842342	69.59053972222752	4161.634819400468	3377.59447837017	0.58601	10.703848	0.0282524653607124	0.0159388287256632	-0.0900114094	-0.0432923895	0.1058874404	-0.1613813045	-0.0304297981	0.040334242	0.0124157046	-0.0109930565	0.055748013	-0.0956453748	0.1000110689	-0.0444081534	-0.0171280863	0.1465920455	-0.0818575278	0.0290796965	-0.0400085747	0.1065163756	-0.0373038643	-0.0449102502	0.0491995795	-0.1587706449	0.04340257	-0.0640029746	0.0526950113	-0.0736480209	-0.0165082016	0.044644227	0.0862788714	-0.0967450328	0.0385817781	0.1685118838	-0.1277035007	0.0557498373	-0.0378341298	0.0629663203	-0.0594225941	-0.0081301023	-0.0543485957	-0.0745014311	0.0131640782	-0.0502240093	-0.0360711347	-0.0227407392	-0.0186734093	0.0140071884	0.0196984123	0.0418473204	-0.031076707	-0.0246629421	-0.0489632414	-0.0509860463	-0.0194477236	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.010616349376491	0.0056773774869326	3.2232615129130235e-05	0.0001127068740837	0.0973934674414493	0.0078834774118377	0.0094854875002686	6.214921610295528e-05	-0.1500295187965861	-0.012664913789692	0.0225088565103351	0.0001604000413003	0.0123814525205594	-1.495546299995487e-08	0.0001533003665188	2.2366587354301917e-16	0.0019439215737429	-2.138317010160016e-05	3.7788310848630726e-06	4.5723996359396684e-10	0.0003789817064599	1.9135807880399987e-05	3.661791432355783e-10	1.436271338312578e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4374.069405668178	-3.5690977931344605	12.738459056957277	19132483.165602367	3133.7522297534315	-18.488898099123617	341.8393529197769	9820403.037484605	4306.789641066283	-4.031046673157107	18548437.012395848	16.24933728117098	4155.593346146235	3365.2816172492576	0.670536	12.24777	0.100440478811154	0.0496006250212599	-0.1184763742	-0.0488874245	0.0883691434	-0.1603909979	-0.0651016391	-0.0428591263	0.017435101	-0.0647816653	0.0346745131	-0.1691088795	0.1299074913	-0.0317198426	-0.0053737216	0.1216326599	-0.0875245671	0.0414077422	-0.0638221439	0.0968766735	-0.0152200223	-0.0282250932	0.0352566564	-0.1291152353	0.044605194	-0.0712947637	0.0915064439	-0.0608009519	-0.0024613629	0.080775145	0.0823791778	-0.0921841173	0.0381243998	0.1761891216	-0.115557354	0.0435553829	-0.0199782118	0.0487724508	-0.0336453988	-0.0285814963	-0.0286292431	-0.0640467408	0.0232446442	0.0171938645	0.0215605554	-0.0027490653	-0.0218397623	0.0076701904	-0.0256440494	0.0013173536	0.048547772	-0.0316441345	0.0063297846	-0.0341058324	0.0406252028	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0156713847038929	-0.0050550353274018	2.555338216128122e-05	0.0002455922985374	0.0764128833000228	-0.0209805841414265	0.0058389287342229	0.0004401849109154	-0.1246890617147755	0.0253404570818105	0.015547362111311	0.000642138765115	0.0117914817067978	-0.0005899708137616	0.0001390390408417	3.480655610905248e-07	0.0015577547770757	-0.0003861667966671	2.426599945502164e-06	1.4912479484820657e-07	0.0003738312716784	-5.1504347814999634e-06	2.6526978438484576e-11	1.3974981968468976e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4390.28248199167	16.213076323491805	262.86384387137053	19274580.271682933	3158.425236293248	24.67300653981647	608.7572517138262	9975649.97325406	4312.484533802716	5.694892736432848	18597522.85428763	32.431803279475616	4164.2319933741455	3352.614291185458	0.8471659999999999	15.474027	0.1286330014298202	0.0683703218335877	-0.1227637694	-0.0139876381	0.0751673682	-0.1108529572	-0.137855358	-0.0369617556	0.0333871354	-0.0619850195	0.1041710244	-0.0250574629	0.0629094815	-0.0563434173	0.0131378702	0.1048919457	-0.0623271816	0.0164295465	-0.1145023867	0.0704018625	0.0299886557	-0.0575168874	0.0313731215	-0.118932957	-0.0145569038	-0.0457589569	0.1465089177	-0.018375407	0.0408506644	0.0222024136	0.0628088457	-0.0818767685	0.038708892	0.1385136903	-0.1040320241	0.0417314713	-0.0305638731	0.0603196362	-0.054014573	-0.0471146562	-0.0390435013	-0.0297451266	-0.0212975172	-0.0334141926	0.0390492631	-0.0256412911	-0.0142571491	-0.0632858864	-0.0146407263	-0.0275187295	-0.0006671407	-0.0705656041	0.0053733357	-0.0930169807	0.0015622806	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0091243706202703	0.0065470140836225	4.286339341115265e-05	8.325413921605183e-05	0.0942960447575558	0.017883161457533	0.0088917440569189	0.0003198074637161	-0.1614770835470551	-0.0367880218322795	0.0260748485108626	0.0013533585503322	0.0107380297688916	-0.0010534519379062	0.0001153052833176	1.1097609854783305e-06	0.0016916927743986	0.0001339379973229	2.8618244429524324e-06	1.7939387126869177e-08	0.0002129251257798	-0.0001609061458986	2.589078778794156e-08	4.5337109188343655e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4301.990272487011	-88.29220950465879	7795.514259214559	18507120.304572865	3100.5420773684323	-57.88315892481569	3350.4600871154703	9613361.173532153	4266.975272413445	-45.50926138927116	18207077.975387797	2071.0928721970067	4119.754024466404	3235.335638303023	2.121192	38.744915	0.5968135897485171	0.3399100740787628	-0.1553927223	-0.0258555692	-0.077912206	-0.0800218879	0.0608905745	-0.0010775905	0.107930778	0.0988223899	0.0464011006	-0.1424316367	-0.0064252531	0.1004191944	-0.0565895134	-0.1232421536	-0.0029563809	0.1364143552	0.0649257548	0.2152321652	0.082461462	0.1009753257	0.027236797	0.0766927888	0.0894224943	0.0048262293	-0.0630828362	-0.1872281277	0.1402219821	0.1547436366	-0.086629189	-0.0516640503	0.0203080928	0.0820837401	0.0024229402	-0.033033496	0.0472229056	0.0529757253	0.1687949275	-0.1323401783	0.1086038275	0.2523512914	-0.0864553245	0.0165826672	0.1922553596	0.2361491802	0.120840135	-0.2634184767	-0.1212552293	-0.3087847142	0.4655148169	0.046364777	0.0976617194	0.0412417053	-0.0458390118	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0189756704081389	0.0281000410284092	0.0007896123057982	0.0003600760674383	0.0885881605974958	-0.00570788416006	0.0078478621980477	3.257994158466389e-05	0.0242107050732727	0.1856877886203277	0.0005861582401449	0.0344799548427075	0.0061628137365309	-0.0045752160323606	3.7980273151173954e-05	2.0932601742770377e-05	-0.0008043877216938	-0.0024960804960924	6.470396068117423e-07	6.230417842972882e-06	0.0006879861161211	0.0004750609903413	2.256829445440567e-07	4.7332489597539563e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
