global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45
4207.421346871804	n/a	17702394.39011255	n/a	3283.6121291311165	n/a	10782108.614576984	n/a	4093.777549418997	n/a	16759014.624127008	n/a	3978.399779488287	3236.106339812818	n/a	n/a	n/a	n/a	-0.0360300715	-0.0188488069	0.0179716238	0.0399145398	-0.0344596674	-0.0189622707	-0.0153700445	-0.017146929	0.0464960667	-0.0121530792	-0.0095402273	0.0464109281	-0.0250804645	-0.0456483137	-0.0051452348	0.0516144005	-0.0376615716	0.0521664166	-0.0125688867	0.0132070161	-0.0556183591	0.0554467483	-0.1119294844	0.0110473767	-0.0255967882	0.0687730011	-0.0653971141	0.0485963996	-0.0403918224	0.0447582226	-0.0048964993	0.0900187108	-0.0482124717	0.0428389776	-0.039994144	0.0433239706	-0.0657917473	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0001004992906672	n/a	n/a	1.0100107424610353e-08	-0.1145703986959176	n/a	n/a	0.0131263762573415	-0.6392198271056628	n/a	0.4086019873649935	n/a	-0.0024280024037003	n/a	5.895195672374435e-06	n/a	-8.775533417715309e-07	n/a	7.700998676543812e-13	n/a	0.0003109992355453	n/a	9.6720524509761e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4235.171088748176	27.749741876371445	17936674.15096841	770.048174205243	3325.8042474044	42.19211827328354	11060973.892053148	1780.1748443867468	4110.795110986588	17.0175615675912	16898636.444511235	289.5974017067571	3995.343040182208	3294.567545480857	0.833789	21.825239	0.2100803759098289	0.1070711737348491	-0.0596148068	-0.0129649938	0.0493313494	0.0226153873	-0.010890775	-0.0073825814	0.0155096615	0.0049937036	0.0892034417	0.0182725798	0.0099021817	0.0803149471	-0.0393967413	-0.0646596262	-0.005044265	0.0731739407	-0.0264703011	0.0521189621	0.0001669503	-0.0255368578	-0.1405499376	-0.0548052228	-0.0973880533	-0.0010133597	-0.0504120531	0.0934806615	-0.013569966	-0.0159411185	-0.0225123482	-0.0281480871	-0.0167204939	0.0486329565	-0.0023348993	0.0315676409	-0.0167300333	-0.0046066077	-0.0062785611	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0080409538845742	-0.0081414531752414	6.62832598046483e-05	6.465693937384892e-05	-0.1410495662197206	-0.0264791675238029	0.0007011463127536	0.0198949801307713	-0.6625047019955588	-0.0232848748898959	0.4389124801662241	0.0005421853986381	-0.0040118546852561	-0.0015838522815557	1.609497801561132e-05	2.508588049789512e-06	0.0011988599991226	0.0011997375524643	1.4372652974962406e-06	1.4393701947932006e-06	0.0005709070079429	0.0002599077723975	3.259348117183145e-07	6.755205015268263e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4235.092586147464	-0.0785026007115448	17936009.213241216	0.0061626583184762	3344.150305497019	18.34605809261893	11183341.265755806	336.5778475377486	4115.111188685641	4.316077699052585	16934140.095245745	18.62852670425905	3999.1539737647176	3294.080293635257	0.640838	16.774561	0.0554833745278225	0.0347079651712368	-0.049707289	-0.0247233898	0.0582915419	0.0281490919	0.0242550737	-0.0054630381	0.0318096476	-0.0287242261	0.0577705487	0.0335227191	-0.029012323	0.0449936338	-0.0334490688	-0.0522872438	0.0070811618	0.057080574	-0.0326115552	0.0219345306	-0.0188587233	0.0290037419	-0.0844985759	0.0528070247	-0.1000186279	0.0434054414	-0.0092284354	0.0217250359	-0.067284815	0.015344761	-0.0424808047	-0.0110424594	0.0167793542	-4.76602e-05	0.0249777005	0.0005661889	-0.0600213371	0.0471710263	-0.0326629161	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0087143826640101	-0.0006734287794358	4.535063209725257e-07	7.594046521479977e-05	-0.1414162603566495	-0.0003666941369289	1.3446459005804068e-07	0.0199985586932596	-0.636211451072171	0.0262932509233877	0.4047650104753574	0.0006913350441202	-0.0038807283041666	0.0001311263810894	1.5060052170759774e-05	1.719412781762875e-08	0.0007688991493881	-0.0004299608497345	5.912059019297437e-07	1.8486633230441334e-07	0.0005689942250055	-1.9127829373999893e-06	3.237544280896096e-07	3.658738565608531e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4229.070231934026	-6.0223542134381205	17885035.026630517	36.26875027211588	3330.578980777138	-13.571324719880977	11092756.34719448	184.18085465245247	4109.225530475589	-5.885658210051588	16885734.460312385	34.64097256554766	3992.540371098709	3300.677536816259	0.52298	13.689514	0.1856618446789569	0.1161787125711897	-0.0550881806	-0.0137069568	0.0584995422	-0.0121999986	0.0084229122	-0.0272619865	0.0218669089	-0.0018698304	0.0570887519	0.0230383687	0.0008038267	0.0443323713	-0.0295670567	-0.0549414238	0.0144431758	0.0540229654	-0.0011917867	0.0154429513	-0.0116888638	-0.0034681965	-0.1396160136	-0.0584343513	-0.0607606799	0.0002808793	-0.0486332018	0.0391745288	-0.0211738039	0.0121751858	-0.0187230386	-0.0297194217	-0.0036857392	0.00511277	0.0260542188	-0.0018796897	-0.047595558	0.0068406379	-0.0253446329	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0072817081010896	0.0014326745629205	2.0525564032394465e-06	5.302327286947391e-05	-0.1711514293649116	-0.029735169008262	0.0008841802759499	0.0292928117736523	-0.5343302757824517	0.1018811752897193	0.2855088436177509	0.0103797738784145	-0.0046768115358548	-0.0007960832316882	2.1872566141904536e-05	6.337485117751287e-07	0.0010231704866801	0.000254271337292	1.046877844813193e-06	6.465391296826204e-08	0.0005708961723864	1.901947380899974e-06	3.259224396454421e-07	3.6174038397122712e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4223.683005787746	-5.387226146280227	17839498.13338021	29.022205551165307	3308.785834061472	-21.7931467156659	10948063.695685873	474.9412437705393	4111.286027461924	2.060496986335238	16902672.799603652	4.245647830696598	3994.296648793876	3250.605052366875	0.586453	15.350969	0.0694424361416919	0.0329032915762942	-0.037167851	-0.0091875945	0.0471695535	0.0234455641	0.017131275	-0.0433452825	0.0257909794	-0.018064755	0.0565362148	0.0261165283	-0.018438252	0.0375464673	-0.0369503737	-0.0388245369	0.0177915989	0.0395208222	-0.0033325813	0.0053683304	-0.0261403264	0.0325553939	-0.086752374	0.0719850813	-0.0686315227	0.0431651078	-0.0276065844	0.0188675359	-0.0515837114	0.0303699173	-0.0304287997	-0.0208163172	0.0250680789	-0.0020085488	0.0360001894	-0.0098305157	-0.057140464	0.0750717627	-0.0395730548	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.013108245640808	-0.0058265375397184	3.3948539701747744e-05	0.0001718261037797	-0.147689121572867	0.0234623077920445	0.0005504798869286	0.021812076630965	-0.5232934912341278	0.0110367845483239	0.2738360779680022	0.0001218106131661	-0.0043248557999942	0.0003519557358606	1.8704377690743477e-05	1.238728400051765e-07	0.0009449409502086	-7.822953647150001e-05	8.929133993811319e-07	6.119860376545751e-09	0.0007230470252864	0.0001521508529	5.22797000775512e-07	2.3149882038197458e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4232.718620096485	9.03561430873924	17915906.916911494	81.64232593629332	3342.645012945878	33.85917888440599	11173275.68257195	1146.443994726205	4113.759283836852	2.473256374927587	16923015.445353888	6.116997096119948	3997.966108297608	3279.0242611524027	0.518915	13.583108	0.0801374263970138	0.0447489096193859	-0.0517833156	-0.0055808827	0.0700260641	0.0203771399	0.0177037322	-0.0211372357	0.0299022965	-0.0098029758	0.0660163528	0.0303402539	-0.0091229317	0.0459084542	-0.0478087756	-0.04962657	0.018501522	0.0476223478	0.010389071	0.0092237843	-0.0119320667	-0.0128279208	-0.1278492779	-0.0373913492	-0.054613465	0.0015167868	-0.0532819636	0.0120310329	-0.0354126612	0.0110628302	-0.0323957967	-0.001773018	0.0327299204	0.009131689	-0.0006845422	-0.008164134	-0.0456588812	0.0187884367	-0.0264392113	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0099488369615698	0.0031594086792381	9.981863202445664e-06	9.89793568878974e-05	-0.154014953682207	-0.0063258321093399	4.0016151875556766e-05	0.0237206059577323	-0.5112499835453121	0.0120435076888156	0.2613765456750819	0.0001450460774505	-0.0051033679578209	-0.0007785121578266	2.6044364512913065e-05	6.060811798839846e-07	0.0007501526275692	-0.0001947883226394	5.627289646489748e-07	3.794249063667099e-08	0.0009219201032127	0.0001988730779262	8.499366767077155e-07	3.9550501123880194e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4229.567333034775	-3.1512870617098088	17889239.824674904	9.93061014529964	3332.964615992496	-9.680396953382116	11108653.131458009	93.71008517504973	4110.236604514697	-3.522679322154545	16894044.945092507	12.409269606735204	3997.620953166655	3283.9917195638022	0.511013	13.376246	0.035683658263508	0.0160544595750807	-0.0515389648	-0.0131560179	0.069192849	0.0327242246	0.0155030737	-0.0118279071	0.024343093	-0.0186863712	0.0587998299	0.0284915445	-0.0176851335	0.0457810737	-0.0404277477	-0.0467282432	0.0226165397	0.0417642796	-0.0042871743	-0.0014494819	-0.0148778757	0.0274987306	-0.0927173189	0.0379937046	-0.043599938	0.0397802143	-0.0317865523	0.0209211888	-0.0341104241	0.0318810843	0.0006829351	-0.0301103551	0.0381737207	-0.0236633012	0.0189358817	-0.0234804969	-0.0334266461	0.0512749192	-0.0355034258	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.001483990750998	0.0114328277125678	0.0001307095495052	2.2022285490476083e-06	-0.1603535338630735	-0.0063385801808664	4.0177598709273576e-05	0.0257132558223758	-0.5068857301372134	0.0043642534080987	0.2569331434167359	1.904670781010165e-05	-0.0049978635448297	0.0001055044129911	2.49786400127377e-05	1.1131181160617604e-08	0.0006759724728595	-7.418015470969999e-05	4.5693878406378745e-07	5.502695352755026e-09	0.0010131954747513	9.127537153860004e-05	1.0265650700565123e-06	8.33119344950948e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4232.165040000581	2.597706965805628	17911220.92580312	6.748081480195082	3338.819729453639	5.855113461142992	11147717.185788872	34.28235364285786	4110.727797758495	0.4911932437980795	16898083.02726441	0.2412708027528795	3996.65488020084	3304.211170869716	0.503776	13.186836	0.0245989834231831	0.0133107377202332	-0.0621161818	-0.0122036847	0.0647014391	0.0283976952	0.0129860164	-0.010047863	0.0232135752	-0.0163071368	0.0666976965	0.0261472117	-0.0144940118	0.0458788985	-0.0472924092	-0.0502008154	0.0251256002	0.0524742671	0.0052795767	0.0083461026	-0.0160729957	0.0154525589	-0.1005093483	-0.008026019	-0.0343639727	0.0212279182	-0.0569275041	0.0100222821	-0.0316540409	0.018183468	-0.0129329066	-0.0064047404	0.0531105555	-0.0192757435	-0.0304196268	-0.014416514	-0.0311724411	0.0060887852	-0.030480577	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0013748218207751	-0.0001091689302228	1.1917855326012408e-08	1.8901350388793612e-06	-0.1535297896278535	0.00682374423522	4.656348538769822e-05	0.0235713963031729	-0.4965794073796132	0.0103063227576001	0.2465911078334878	0.0001062202887838	-0.0049449093118701	5.295423295960042e-05	2.4452128102619623e-05	2.804150788339631e-09	0.0007699987274241	9.402625456460008e-05	5.928980402347335e-07	8.840936547446975e-09	0.0010134099372299	2.1446247860002106e-07	1.02699970087631e-06	4.599415472726449e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4227.871934579569	-4.293105421012115	17874901.095205586	18.430754155923605	3347.8638838918587	9.04415443821972	11208192.58506748	81.79672950236947	4113.577264609912	2.8494668514167643	16921517.911915567	8.119461337322969	3997.5520109203753	3271.005496202012	0.669836	17.533592	0.1443750895805718	0.086183039006922	-0.0342245246	0.0002884991	0.0716035236	0.0203213195	0.008139684	0.0188514596	0.0295561891	-0.0024927964	-0.0221024555	0.0294514052	-0.0039762771	0.0018781217	0.0230857349	-0.0222479506	0.0295206798	-0.0120830698	-0.0320566732	0.0235363292	-0.0135075784	0.0548139546	-0.0653132258	0.0457399879	0.0528778008	-0.0132404311	-0.0181584171	-0.0411476209	0.0171061787	0.0803268204	-0.0473303482	-0.013059398	-0.0051888778	-0.054373654	-0.0507726162	0.0350842243	0.0252848949	0.0190959941	0.0328746778	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.004808886074457	0.0034340642536819	1.1792797298415825e-05	2.312538527710645e-05	-0.1736310545142032	-0.0201012648863496	0.0004040608500311	0.0301477430917142	-0.4162048833227629	0.0803745240568503	0.1732265049017146	0.0064600641173652	-0.0044260388512676	0.0005188704606025	1.9589819912930212e-05	2.692265548858505e-07	0.000885875587766	0.0001158768603418	7.84775556999756e-07	1.3427446762696184e-08	0.0011879673439593	0.0001745574067293	1.4112664103137135e-06	3.0470288244093124e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4231.305593133275	3.4336585537057545	17903947.022480935	11.790011063436694	3323.953710295025	-23.91017359683383	11048668.268184062	571.6964014307296	4111.147807939678	-2.429456670233776	16901536.29872722	5.902259712543387	3996.9540203200377	3267.5635663661124	0.60154	15.74589	0.2043315595603159	0.1247445911499159	-0.039468835	-0.0358964722	0.0515671035	0.0171976961	0.0028355008	0.0380182818	0.0247828546	-0.0075978194	0.0304174827	0.0279475566	-0.0084224527	0.0011118479	-0.0442592835	-0.0099804342	0.0373551523	0.0165873941	0.0179527621	-0.0083675454	-0.0517528314	0.0617933083	-0.0315419568	-0.0142046974	0.0468715881	-0.0079304647	-0.0393787373	0.0135976969	0.0224588256	0.0995546265	-0.0607492019	-0.0004436734	-0.037585391	0.0099664892	0.0027584172	0.0216062242	-0.0147818541	0.0272093176	-0.0127845016	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0016112672810493	-0.0031976187934077	1.0224765947954114e-05	2.596182250980004e-06	-0.1328575116471739	0.0407735428670292	0.0016624817979294	0.0176511184010789	-0.3066270110350189	0.109577872287744	0.0940201238962696	0.0120073100951091	-0.0051124023722774	-0.0006863635210098	2.613665801606759e-05	4.710948829729704e-07	0.0008807989948798	-5.0765928862000044e-06	7.758068693812659e-07	2.577179533221649e-11	0.0008637569456126	-0.0003242103983466	7.46076061094008e-07	1.0511238239612585e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
