global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
4253.993069052221	n/a	18096457.03154433	n/a	3073.2161235435337	n/a	n/a	9444657.342007944	4192.7394686612215	n/a	n/a	17579064.25206958	4018.175136577393	3061.822747228078	n/a	n/a	n/a	n/a	-0.0880969289	-0.0967584999	-0.0106930973	0.0436230025	0.045149199	0.1244756319	0.1153670343	0.1036427681	-0.0071733201	0.0692157612	-0.0723358407	0.194603166	0.0677142338	-0.0312444951	0.1365798542	-0.013121999	0.0292187574	-0.0218641023	0.002891708	-0.0614226397	0.0169625012	-0.0706045794	0.0210206613	-0.0451258289	0.0612879342	-0.1015908991	0.0991188349	-0.0893240603	0.049926124	0.0842336505	-0.0338886043	0.0843939867	-0.0007379222	0.0327669432	-0.0528393531	0.0009919434	-0.0500653252	0.0313068908	-0.0939370104	0.0107636589	-0.070167959	0.13312201	-0.0513569837	-0.1242183866	0.0354892648	0.1542655567	0.0919163694	-0.0465994379	0.0031469388	-0.0083025607	0.0435143924	-0.0425493284	0.0400518405	-0.0770379476	0.0291772829	-0.073836962	0.0479855712	-0.1011794251	0.0502262548	-0.1178614777	0.0847221697	-0.014522368	0.0389830022	-0.0269076682	-0.0514949936	0.131774111	-0.0598725963	0.0082753564	-0.0159059687	0.0035740922	-0.0238511165	0.0709448888	-0.156145068	0.1420613248	-0.0480585031	0.0560299586	-0.0416446612	0.0447070697	-0.0818956434	0.0899317814	-0.0582878741	0.0338658653	-0.035967368	0.0329726444	-0.1192890655	0.0193324367	-0.0883280841	0.1864283908	-0.1727600244	0.0908184324	-0.053361897	0.0518985562	-0.0076827416	0.040916923	-0.0532776772	0.0839602473	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0001333027071694	n/a	1.7769611738690804e-08	n/a	-0.011795256072844	n/a	0.0001391280658239	n/a	-0.023266751400385	n/a	n/a	0.0005413417207273	0.0018970045602066	n/a	3.598626301444636e-06	n/a	0.0014799990062639	n/a	n/a	2.1903970585421315e-06	-2.9037786670351026e-06	n/a	n/a	8.431930547128156e-12	0.0
4246.120991700025	-7.872077352195447	18029543.476155605	61.96960183894848	3052.402763217104	-20.81336032642957	433.1959680777926	9317162.628895411	4187.854389805948	-4.885078855273605	23.863995422241278	17538124.390216947	4012.8593186368175	3048.763310052172	0.913012	10.809154	0.037460334707564	0.0196568123098711	-0.1271880309	-0.0529473856	-0.0123543355	0.0385933764	0.0695791612	0.0681757624	0.052872589	0.138134255	-0.0152230033	0.018753466	-0.0764513347	0.1922496183	-0.0201709675	-0.1044149616	0.0722064606	0.0090397982	0.0821178643	-0.0538483413	-0.0750584422	-0.027414892	-0.0052918629	-0.13872274	-0.0404215168	-0.0428462599	-0.0201226491	-0.0518679485	0.1113257558	-0.0916360144	0.0676044795	0.0012567365	-0.0411623256	-0.0200900955	0.097439793	0.0870091777	-0.0013362618	0.0057233049	-0.02408151	0.0049049704	-0.0182805689	-0.033821969	-0.0983799782	0.0454527711	-0.0650910302	-0.1220095275	0.0894253266	0.1122492688	0.168674911	-0.0476197281	0.0371769333	-0.0572386372	-0.0606230094	-0.0211825167	-0.0445543485	-0.010709544	-0.0121199521	-0.0289917787	0.0392066515	-0.089732995	-0.015449741	-0.0719955491	0.1234870965	-0.0101309396	0.0210713174	0.1549184228	0.0570129234	0.1272376219	-0.0966086343	-0.0188130796	0.0111690654	0.0010562873	-0.0124366843	-0.0180751863	-0.178965246	0.1530009297	-0.0464092799	0.0635019074	-0.0666568901	-0.0174679546	-0.0867788263	0.0908370865	-0.0011455088	0.0376475778	-0.0389818585	0.0296231647	-0.1035356016	0.0464585605	-0.0897329495	0.1717528709	-0.1448457404	0.0815558106	-0.1016558447	0.0023505622	0.0146059139	0.090004702	-0.0315601918	-0.0200833562	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0088738014093507	0.0090071041165201	7.874435145259446e-05	8.112792456583331e-05	-6.964142161791642e-05	0.011725614651226	4.849927604964397e-09	0.000137490038949	-0.0232424653102611	2.428609012390323e-05	5.898141735063501e-10	0.0005402121936986	0.0016780039315303	-0.0002190006286763	2.815697194231144e-06	4.7961275360614656e-08	0.0015949994007087	0.0001150003944448	1.3225090722459597e-08	2.5440230882611123e-06	-2.8382047942561136e-06	6.557387277898903e-08	4.299932791235039e-15	8.055406454138388e-12	0.0
4235.956861811508	-10.164129888516982	17943330.535128	103.30953639064424	3048.068091747808	-4.334671469296154	18.78937674673008	9290719.091931123	4187.559455401737	-0.294934404210835	0.0869863027872002	17535654.192524493	4011.877234341937	3041.8417312963097	1.026901	12.157486	0.0167126653992939	0.0128654098492075	-0.1326790829	0.0193945448	-0.01330667	0.0055680426	0.0830429796	-0.0011486494	-0.0222221063	0.1290578468	0.0777358392	0.0107268907	0.0113010007	0.1359636586	-0.0736440056	-0.079786531	0.053391585	-0.0257748413	0.08419498	0.0671731237	-0.0442189674	-0.1112628031	-0.0592503293	-0.1146042223	-0.0724660334	0.0255055453	0.0025872004	-0.0360126493	-0.0677394163	0.1765191672	0.0047663988	0.039502294	0.0557107624	-0.1078172715	0.0248390781	-0.0356707531	0.0143665893	0.0927604431	0.0048371262	-0.1755656842	-0.0111760871	0.035118897	-0.0804931906	0.1803740574	0.0194267563	-0.0592458875	0.1169598507	0.0455396242	0.1289707247	-0.0282754003	-0.055840556	-0.0506421967	-0.0424156078	-0.0368297273	-0.2101284517	-0.0157396414	-0.0895654645	0.0122579274	-0.0317956871	0.0493886377	0.0647011905	-0.1097560784	0.077878646	-0.0300801237	-0.0590758996	-0.0715788123	-0.0602726685	-0.0557084775	0.034200684	0.0074926946	-0.1901651745	0.1356121057	-0.0268268929	-0.0419738593	-0.1645900385	0.1533368987	-0.0496783211	0.0252408747	-0.1043149365	-0.0765708073	-0.1430203112	0.0212645266	0.0053214025	0.0622665875	0.079252746	-0.0111779801	-0.0679022418	0.042021452	-0.1042852913	0.1488375686	-0.1026890984	0.1098819911	-0.075570993	-0.083254215	0.129729239	0.0177449819	0.1191950824	-0.0724020027	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0102476597994183	0.0013738583900676	0.0001050145313646	1.887486875959138e-06	3.472058861575533e-05	0.0001043620102336	1.2055192738245186e-09	1.0891429180013008e-08	-0.0233614433094402	-0.0001189779991791	1.4155764288662711e-08	0.0005457570335001	0.0019244602154598	0.0002464562839295	3.70354712088758e-06	6.074069988833837e-08	0.0015950486585902	4.9257881499804174e-08	2.4263388898487506e-15	2.5441802232703963e-06	5.296559339101523e-05	5.5803798185271344e-05	3.1140638919024927e-09	2.805354083262356e-09	0.0
4228.063622268218	-7.893239543290292	17876521.99394784	62.30323048776154	3041.974219228707	-6.093872519100842	37.13528227905244	9253607.150452103	4183.988602713755	-3.570852687981642	12.750988919265716	17505760.627638604	4008.133086828769	3010.6075558360617	1.022797	12.1089	0.0325715445637878	0.0176549037708007	-0.070316869	0.0948524883	-0.039944651	-0.0003133075	0.0799553769	-0.0562407795	-0.0345608072	-0.0131300577	0.0112005828	0.0074552081	0.0908386957	0.034044184	-0.0546974439	-0.0772745638	-0.0459749629	0.0822909318	-0.0037353998	0.1744778173	-0.0584453066	-0.1154706007	0.0321385043	-0.1963553418	-0.1082973922	-0.0362494339	0.0583217574	-0.070635586	-0.0923457794	0.0030326115	-0.052050487	-0.0025639838	-0.1137054348	0.0580517492	0.1390315181	-0.0016064075	0.1367307477	-0.1474777114	-0.1087533377	-0.0172002208	-0.1319292756	-0.125019184	-0.0307750305	-0.0204611065	0.0048702961	0.0426595316	0.1032355338	-0.0226898989	0.0489065546	0.0368752351	0.0330380269	0.084004395	0.0218414381	-0.1425666194	-0.1752394195	0.0352212721	-0.0182316789	0.0327459138	-0.0335614427	-0.009491675	0.0845303546	-0.1265765603	0.0770159795	-0.0933731348	0.080597558	-0.0700762289	0.1718181374	0.190814372	0.0167446723	-0.0209958401	0.0392696144	-0.0231273338	0.0726461883	-0.1389009462	-0.1268040013	0.0675825909	-0.0331111378	-0.0627360006	-0.1010625238	-0.0796700116	-0.1629754425	-0.0174525971	-0.039230135	0.0733598444	0.0895271452	0.1238722882	-0.0583161745	-0.037382141	-0.1303577949	0.0364984747	-0.0903737003	0.0115864939	0.0620084708	-0.0587329979	-0.008266377	-0.0968601184	0.0674950524	-0.1188032792	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0002272180411893	-0.0104748778406076	5.1628038241902435e-08	0.0001097230657756	-0.0070684142380486	-0.0071031348266643	4.996247984064817e-05	5.0454524365772064e-05	-0.0232835365926433	7.79067167969022e-05	6.069456522072723e-09	0.0005421230762609	0.0016820039638928	-0.0002424562515669	2.829137334551092e-06	5.878503392392035e-08	0.0015949993947086	-4.9263881599960486e-08	2.426930030294925e-15	2.5440230691208003e-06	-2.841394754765289e-06	-5.580698814578052e-05	3.1144199259032875e-09	8.073524152407696e-12	0.0
4225.804949190926	-2.25867307729186	17857427.468606524	5.101604070083081	3021.935319339528	-20.038899889178992	401.5575087685378	9132093.074271696	4177.578855631988	-6.409747081767819	41.084857652231065	17452165.095023468	3998.468628229173	2997.7701735255087	0.924907	10.949978	0.1131859220377909	0.0619004010504782	0.0007450214	0.102247249	-0.0617808419	-0.0071458418	0.0051917057	-0.0988749663	-0.0549121718	-0.0278439846	-0.0519543113	0.0777501883	0.0524352353	-0.0823911662	-0.092511672	-0.0661593116	0.0680133718	0.104491804	0.015117207	0.0734642091	-0.0239285159	-0.0038773755	-0.040458292	-0.1405291426	0.0367334573	-0.0890545558	0.0202153029	-0.0085319661	-0.0244732657	-0.0331287593	-0.036169166	-0.0090794927	0.0006735986	0.0235108175	-0.1459740408	0.0405155993	0.0483098082	0.1116478655	-0.1636293626	0.0142325219	-0.1337432998	-0.0437960183	0.0301678634	-0.0081769867	0.0254856588	0.0752739806	0.0084337393	-0.1057103716	0.043372495	-0.0569686847	0.0624398316	0.0272871872	0.0258944161	-0.0608141117	-0.0477738384	0.024983538	-0.0230548619	0.0110685224	0.0487004608	0.0252307097	0.1083771006	-0.1292124076	0.032415625	-0.0837680781	0.0660438489	-0.1017277251	0.1133445507	0.0586725854	-0.1233033632	0.0436590711	-0.0546192824	-0.0587140019	-0.1268433977	0.002079117	-0.0768257957	0.0207387247	0.0046496663	-0.0979690214	-0.0794059792	-0.0615275045	-0.1109796216	-0.0736502657	-0.0342889803	0.1188710196	0.0577373797	0.0831138583	-0.0930294004	0.0032160875	-0.1729282994	-0.0565875068	-0.0647321616	0.1062474256	0.0980608696	-0.0814378108	-0.0925393946	0.0229220349	0.0643189714	-0.0457369425	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0177004521924573	0.0179276702336466	0.0003133060078174	0.0003214013600063	-0.0189065910714418	-0.0118381768333932	0.0003574591859427	0.0001401424307386	-0.0136611182912389	0.0096224183014044	9.259093396720234e-05	0.0001866261529672	0.0006243361237344	-0.0010576678401584	3.89795595399696e-07	1.118661260105335e-06	0.0015948705072363	-1.2888747229992253e-07	1.66119805158633e-14	2.5436119348521727e-06	-0.000420997800511	-0.0004181564057562	1.748547796749728e-07	1.7723914803509977e-07	0.0
4231.936800396333	6.131851205406747	17909289.08254875	37.599599205248175	3023.457950367647	1.522631028118667	2.318405247789709	9141297.977641333	4178.861607705393	1.2827520734053903	1.6454528818258285	17462884.336354103	3999.9843682316255	3014.3671434861194	0.9415150000000002	11.146604	0.1156491120634025	0.0939740537499949	0.0272148302	0.1111192301	-0.0591715689	0.0203401438	-0.0322541732	-0.1238843011	-0.0477037546	0.0187547162	-0.0020450629	0.0697101131	0.0127418076	-0.0768432709	-0.031290564	-0.0626437095	0.1066047846	0.0504990281	0.0096992686	0.0224821352	0.0717110717	0.0602146318	-0.1469959303	0.0567337952	0.0547949262	-0.1049615945	0.0196321833	-0.0207605016	-0.0515543271	0.0489389681	-0.0268450632	-0.0061418142	-0.0081560812	0.0067693938	0.0109197131	-0.0195863458	-0.0260082913	-0.0282509491	-0.1017675004	0.1236921371	-0.0745179405	-0.1900034794	0.2279609711	0.0389750446	-0.0406623691	0.067753725	-0.0248415168	-0.0753894526	0.0756105473	-0.0889892443	-0.0087325484	0.0283023001	0.030466375	0.0423180884	0.1465370992	-0.0360360579	-0.0434306591	0.0207047363	0.0471787852	0.0587743582	0.0311353068	-0.1086421205	-0.122644291	-0.029614693	0.0149598849	-0.0377003933	0.1500474448	0.0902271928	-0.0038117553	0.0483597053	0.0528743357	-0.0679351091	-0.0446027581	-0.1402085392	-0.0315409252	-0.0451442517	0.033901188	-0.1196524129	-0.0585771591	-0.0671431681	-0.0138529925	-0.113413071	-0.0309366233	0.0921060201	-0.1281612997	0.1129405918	-0.1775983215	0.0791035012	-0.1618920581	-0.1139690029	-0.0012378521	-0.0400723997	0.0130393333	-0.1163489385	-0.0679413637	-0.0610851816	-0.0971979954	0.0312694212	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0003542461305414	-0.0173462060619159	1.2549032100355462e-07	0.0003008908647424	-0.0248252292177681	-0.0059186381463262	0.0006162920057147	3.5030277507148806e-05	-0.0127687432248535	0.0008923750663853	7.963332591063465e-07	0.0001630408035422	-0.001195672365341	-0.0018200084890753	1.4296324052401416e-06	3.31243090030652e-06	0.0015957482981057	8.777908693999564e-07	7.705168104019312e-13	2.546412630907238e-06	-0.0004120462246803	8.951575830700006e-06	8.013070985277251e-11	1.6978209127328826e-07	0.0
4233.40810580066	1.4713054043277225	17921744.190258738	2.1647395928039628	3038.983922172996	15.525971805348943	241.0558005004904	9235423.279225964	4179.036637918691	0.1750302132977594	0.0306355755670591	17464347.221066754	4001.911895781902	3008.7949994968462	1.112555	13.171545	0.3203698478989975	0.1722717133909482	0.0443370649	0.1036973834	-0.0776114949	0.0564318574	-0.029191458	-0.0957300361	0.020967132	-0.0415452522	-0.0069988483	0.0425223388	0.0053457551	-0.110188084	0.0151122051	0.0243392747	0.096638836	0.1006940712	-0.022809479	0.0149257173	0.1295709726	0.178569275	-0.0867180335	0.1373489035	-0.0548790207	-0.0271793472	0.0579556788	0.0919107999	0.0626203588	0.0766701877	0.0045684226	0.0155193251	-0.0681566223	0.193710537	-0.0519813171	-0.1734053355	0.0663726678	0.0542936476	0.0164357214	0.0899138023	0.0045073239	-0.0616603199	0.0066705302	-0.000595453	0.0747583202	0.084778293	-0.053638656	-0.0566265346	-0.0147051776	-0.1400682799	-0.017515805	0.0744210926	0.0453977257	0.164303624	0.1629993565	0.0461524106	-0.0359511094	0.1404543175	-0.0413232644	0.0366038404	0.0958244906	-0.0278996552	-0.1219171169	0.1666454516	0.1347507546	-0.0334751622	-0.0092007018	-0.0218406559	-0.1061498996	-0.0182813693	0.0777683137	0.0040420847	-0.0407949073	0.010028732	0.0680936858	-0.3009933834	0.1123331608	0.0450561874	0.0592752706	-0.090556254	0.0128267203	-0.0593306216	0.1029583545	0.1156993566	-0.0229391923	0.0873532704	-0.1368557282	0.0225480924	0.027890708	0.0214598649	-0.018771696	-0.0214131497	-0.0829541986	-0.0876310701	-0.0946241055	-0.1254771224	-0.0295112049	0.1321068691	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.1539563858447508	-0.1543106319752922	0.0237025687423777	0.023811771140614	-0.0365667757912433	-0.0117415465734752	0.001337129091767	0.000137863915937	0.0132752080934466	0.0260439513183	0.0006782874002699	0.0001762311499243	-0.0019597851436916	-0.0007641127783506	3.840757809434306e-06	5.838683380386736e-07	0.0023399446990715	0.0007441964009658	5.538282832104498e-07	5.475341194712812e-06	-0.0014692114060025	-0.0010571651813222	1.1175982206e-06	2.158582155527843e-06	0.0
4232.141530887405	-1.2665749132556812	17911021.937461987	1.6042120108886362	3058.971024157954	19.98710198495837	399.48424575712687	9357303.726637963	4183.104464623236	4.067826704545041	16.547214098209768	17498362.96195085	4006.18357757778	3026.95359068279	0.94452	11.182186	0.118876417128159	0.0794441472266774	0.048481975	0.0929065039	-0.0872641562	0.075344118	-0.0118413503	-0.0766563099	0.0335327148	-0.0859629005	-0.0403136978	-0.0339151322	0.0915521973	-0.0551879742	-0.0111541612	0.0400516115	0.0124576284	0.0523694335	-0.1453497558	-0.136456102	0.0094824416	0.0694011315	-0.0375764746	0.0910055616	-0.0884964093	0.0139383574	0.1161189967	0.2524162132	0.0342022818	0.0448980073	-0.0176092884	-0.007547428	-0.1007503252	0.1411958572	0.0288709442	0.016843912	0.0605553524	0.0680975064	-0.0543233484	0.0729329537	0.0649724698	0.1489892269	-0.0767714395	-0.0736597209	0.0234677866	0.1004333315	0.0102382442	-0.0218311694	-0.0649935609	-0.0193014061	0.1578291896	-0.0557923736	0.0952448138	0.1342425327	0.0333452024	-0.0021689314	-0.0078353373	0.1608120438	-0.0454447887	0.0716838869	0.0493398011	0.0206696193	-0.1420832938	0.1111029672	0.108192336	0.06714833	-0.0520100582	0.0937104627	-0.0275690594	-0.0522930766	0.1276454258	-0.1063060554	0.1095323719	0.0928931302	0.0761431005	-0.3795270348	0.1382430927	0.0707388505	0.099076966	-0.077485431	0.0077654827	-0.0685576325	0.0188692412	0.0676284056	0.1550878289	0.0359180262	-0.1080907352	-0.0734382391	0.1770463655	0.1646250381	-0.121869175	-0.0408073757	-0.0679198919	-0.103428125	-0.1386634325	-0.1563382966	-0.0113324317	0.004886422	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.2293798500330126	-0.0754234641882617	0.0526151156011673	0.005688698950158	-0.0327654891440545	0.0038012866471888	0.0010735772788491	1.4449780174095896e-05	0.0132091472820832	-6.606081136339981e-05	4.364030797990693e-09	0.0001744815719197	-0.0022642356155993	-0.0003044504719076	5.126762922948341e-06	9.269008984482118e-08	0.002411141300268	7.119660119650007e-05	5.0689560219334754e-09	5.8136023698580615e-06	-0.0018852764425252	-0.0004160650365227	1.731101146166357e-07	3.554267264740474e-06	0.0
4237.704747981773	5.563217094368156	17958141.531067263	30.949384439070062	3036.440285476984	-22.53073868096999	507.6341855101573	9219969.60726755	4182.768572228395	-0.3358923948408119	0.1128237009118958	17495552.928821567	4004.4288706231982	3023.3488113548183	1.042619	12.34358	0.243663418468892	0.1345688769639566	0.0256318433	0.0868218781	-0.0695845147	0.0354006224	-0.0234279451	-0.0829492251	0.0104290454	-0.0164355873	0.012588223	0.0284679242	0.1089616628	-0.0558317132	0.0323919393	0.0931452411	0.0035104931	0.1151493226	-0.134940891	-0.1359670042	-0.0677005321	0.1379022425	0.031766746	0.0382337981	-0.1123546637	0.0397126022	-0.0055732249	0.1538402094	0.0349518424	0.0883252591	0.055636796	-0.1120325385	0.0570520885	0.0288175572	-0.0934710331	0.1903253783	0.1449356752	-0.0471344248	0.060001575	-0.0424715583	0.0282056409	0.1054295145	0.1405219072	-0.0750757988	0.0914545946	0.1092312656	0.0075889394	-0.0200962293	-0.1202283927	-0.0125571908	0.1735497176	0.0030409401	0.1017682476	0.1149858738	0.0602543987	0.1065773727	0.0132392715	0.0372768063	-0.0436827233	-0.0072259745	-0.0434246228	-0.0233147927	-0.1348110548	-0.018771867	0.0933671181	0.0377907897	-0.110313708	-0.1109637019	-0.0302675093	-0.145116935	-0.209174527	-0.1967687123	0.0763246616	0.0199708419	0.1035709287	-0.2930604689	0.1328903246	0.0136476486	0.0548242255	-0.0753363898	0.0961891762	-0.159344123	-0.088546891	0.1873689324	-0.1063778978	-0.1095985607	-0.1394826163	0.0651979583	0.0182299511	0.0820913116	0.0580753626	-0.0439743573	0.0109819648	-0.1220974506	0.0668026387	0.0922437203	0.0487176667	0.0225326756	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.1165669466833492	0.1128129033496633	0.0135878530590787	0.0127267511621804	0.0013641509907813	0.0341296401348358	1.8609079256496024e-06	0.0011648323357333	-0.0474064944845196	-0.0606156417666028	0.0036742560267771	0.0022473757193107	-0.002550199753435	-0.0002859641378357	6.503518782419936e-06	8.177548812811523e-08	0.0024428956177215	3.175431745349984e-05	1.0083366769376448e-09	5.967738999082909e-06	-0.0014808902334586	0.0004043862090666	1.6352820608325597e-07	2.193035883553067e-06	0.0
4240.397549266938	2.692801285164933	17980971.375829052	7.251178761385914	3059.2405699187634	22.80028444177924	519.8529706260405	9358952.86463688	4189.554209242119	6.785637013724227	46.04486968202424	17552364.47217836	4015.601272777673	3019.419868372664	1.285019	15.213358	0.2212796737097796	0.095273206908494	-0.0388490205	0.053562434	-0.0173167209	0.0603958799	0.0120125141	-0.0240319625	0.0070878607	-0.0224119733	0.0542011354	0.009065724	0.0771909617	0.0608911354	-0.0253615157	0.1508698988	0.0403821171	0.0376477827	0.0244966277	-0.0266944574	0.0857441752	-0.0171391476	0.1058688183	0.2080777443	-0.0445999995	0.0960570032	-0.0796891966	0.1964911283	-0.059017896	0.1024288928	0.0772800119	-0.0100172466	0.1104864184	0.0557831022	0.1150819994	0.0001853069	-0.0809757304	0.0483223953	0.0977078603	-0.0612978548	-0.1236972697	-0.0766398164	0.1190937892	-0.0835658435	-0.0608623903	0.0318142803	0.0789552184	0.054005997	-0.1151779956	-0.098805808	-0.0044714978	0.0577028079	0.0003136581	0.0703294086	-0.0479140326	-0.0725676785	0.1523134884	0.064287049	-0.0723205024	0.1314406283	-0.166102972	0.122973031	-0.1275203212	-0.0089571234	0.0836568545	0.057976251	-0.1222959935	-0.1017430169	0.0701641814	0.0679023794	-0.059415502	-0.1178546128	0.1341238782	0.0850619686	0.0512880471	-0.1377339504	0.0612610171	0.0046922904	-0.0038562004	-0.0429535487	0.1615819587	-0.1869296825	-0.0909722616	-0.0242947274	-0.2661826552	-0.1888384718	-0.1304691515	0.1274666044	-0.1643856123	-0.0125763234	0.2479072302	-0.1088674255	0.0275905612	0.1866345881	0.3468181614	0.2096777266	-0.0495760203	-0.0438524639	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.057039592465145	0.0595273542182042	0.0032535151085898	0.0035435059002195	-0.0177297729934338	-0.019093923984215	0.0003143448503986	0.0003645779331149	-0.0006545110594942	0.0467519834250254	0.0021857479541738	4.2838472700022025e-07	-0.0029883424825438	-0.0004381427291087	8.93019079297604e-06	1.9196905107090705e-07	0.0016257263512522	-0.0008171692664692	6.677656100619738e-07	2.6429861691557914e-06	-0.00081807398739	0.0006628162460686	4.39325376052471e-07	6.692450488441738e-07	0.0
