global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
4416.384616820564	n/a	19504453.08368932	n/a	3211.2764715379285	n/a	10312296.576653088	n/a	4295.804029756434	n/a	18453932.262071617	n/a	4224.0367385242425	3135.731297106437	n/a	n/a	n/a	n/a	-0.0830292199	-0.0055577053	0.0002154401	-0.0962977418	-0.0117767886	0.0163144655	-0.0312803892	-0.0921910883	0.0193328072	-0.0382353027	0.0495821467	-0.0059459653	0.1109172504	-0.0175801197	0.1124990374	0.0602432177	-0.0140922223	0.0481878727	-0.1011313131	0.0738399793	-0.0167401071	0.0285356753	-0.0610766314	0.0240477373	-0.1879776962	0.0759401831	-0.0729911049	0.1088898858	-0.1415917242	0.1388384992	0.0323413034	-0.0747157256	0.0078204169	-0.0890862325	0.0615644749	-0.0689551814	0.0525241204	-0.2131394277	0.0317678183	-0.021200208	0.0656773223	-0.0526220972	-0.0981752253	0.0506966724	0.0024266579	-0.0454318108	0.0418313961	-0.0889934823	0.012282122	-0.0905952342	0.0856978979	0.0300782167	-0.0009437641	0.1243191765	-0.0562643886	0.0326289806	-0.0089812834	0.1232716417	-0.0193363932	0.0671387373	-0.0440383667	0.0362715795	-0.1480103363	0.1979816009	-0.0226812741	-0.1188099978	0.0576234237	-0.0150394542	0.1158636413	-0.1161932531	0.0434465032	-0.0217188273	0.0412478111	-0.1745374772	-0.0459614087	0.0670309992	-0.0772730353	0.1626769271	-0.0913450476	0.0345831793	-0.0141363462	0.0509552401	-0.0515278738	-0.1469547493	0.0458640964	-0.0526502353	0.025793505	-0.043446512	0.1543755593	-0.0823160561	0.1757915003	-0.1435283826	0.1102857563	-0.0820327	0.1289562224	-0.1029254269	0.004183601	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0	n/a	0.0	n/a	0.0001006783575689	n/a	n/a	1.0136131682771285e-08	0.1313968152708469	n/a	0.017265123063321	n/a	-0.001211998993413	n/a	n/a	1.4689415600341253e-06	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4408.392663616078	-7.991953204485981	19433925.87662405	63.87131602269373	3195.545179403982	-15.73129213394668	10211508.993612029	247.47355220357272	4290.681579829197	-5.12244992723663	18409948.419485576	26.23949325704656	4220.473641039809	3114.1299226668334	1.097264	14.433064	0.3058311723678765	0.1765937158318558	-0.0758411201	0.0424394013	-0.0305831454	-0.085075835	0.0655642359	0.010872422	-0.007240023	-0.0850389485	0.0217809836	-0.0702429264	-0.0371309772	-0.0727773273	0.0751782607	-0.0424962443	-0.014160731	-0.0289431634	0.036338152	0.1300532264	-0.1339010117	0.0799337528	-0.0469113909	-0.0214393247	-0.0071274132	0.0797700573	-0.1011750401	0.0708627023	0.1524249607	0.1641008705	0.0194705518	0.0313193254	0.109753735	-0.1178497383	-0.0798548211	0.0679422403	0.1440098809	-0.0769551106	-0.0144984232	0.0112968176	-0.0270195061	-0.0039525301	-0.106272528	0.0083036914	-0.0983970115	0.0514740173	0.0077580383	-0.0126707187	-0.0763165694	-0.0674361071	0.0079164857	0.0175466867	-0.001112205	0.034839053	0.1103143118	0.1217680223	-0.1029116945	0.047290208	-0.0013302178	0.0777597462	-5.30826e-05	0.0177180465	-0.0450952286	-0.1049499421	-0.2484159809	-0.0473400841	0.0104789159	-0.0187650137	0.1242122138	-0.1348028188	0.0601177605	-0.0467718889	0.1208856472	0.1389943139	-0.0641371596	-0.119234956	-0.1187742244	-0.0980517767	-0.1603807367	0.1434019637	0.0491939133	-0.1679996238	0.124504096	-0.0927190547	0.1113032802	0.1265128229	-0.2840714982	0.0002140315	0.0015912566	-0.0809436147	-0.1034644467	-0.1295602692	0.140038163	0.153036881	0.1329018972	-0.2055550332	-0.1540006234	-0.0843408465	-0.1374280976	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0098069843980539	0.0098069843980539	9.61769429836726e-05	9.61769429836726e-05	0.0573670530802985	0.0572663747227296	0.003279437673884	0.0032909787791177	0.0652522748447239	-0.066144540426123	0.0042578593724113	0.004375100228183	0.0017580191969172	0.0029700181903302	8.821008050892276e-06	3.0906314967293966e-06	0.0003819117786851	0.0003819117786851	1.458566066984168e-07	1.458566066984168e-07	-0.0001003354874041	-0.0001003354874041	1.0067210032618312e-08	1.0067210032618312e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4407.949185367726	-0.4434782483513118	19430016.020784	0.1966729567607477	3200.1440508442543	4.598871440272433	10240921.946153874	21.14961852415344	4286.806805539599	-3.874774289598463	18376712.58802062	15.013875795333274	4215.737514053392	3124.6004847017625	1.182883	15.55928	0.1083714213032568	0.0534214124756474	0.0040532359	0.0877645273	-0.0343888421	-0.0187203065	0.0864141496	-0.0255665379	-0.0313230938	-0.031458285	-0.0622456149	-0.0104615796	0.0433855	0.011764249	0.0102277826	-0.1008058985	0.0993147324	-0.1254514018	0.1086621237	0.0143309224	0.0222133667	-0.0124419324	-0.0382233363	0.0226782665	-0.0374481705	0.071493521	0.0076820498	0.0454349968	0.0457104086	0.0022767431	0.0539484855	0.0537485908	-0.0401103669	0.010305088	-0.0325911717	0.2161682806	0.0553901262	0.0514260791	-0.1222945283	0.037812399	-0.1222001987	0.0182891544	-0.0356607106	-0.0678443185	-0.048333225	-0.0578717435	0.0206283807	-0.0408797433	0.0086709547	-0.0271141379	0.0765732665	0.0019665692	0.0407918407	0.1808699775	0.0652328983	-0.0812575878	0.0002911771	0.0621730139	0.0049028102	0.0166415055	-0.0058396956	-0.0507626254	-0.0105932442	-0.002747692	-0.0627119283	-0.0231681999	0.0899302013	0.0453227305	-0.0058981756	-0.0082153586	-0.0202906897	0.0868962056	0.1902955971	0.0947935736	-0.1000519101	-0.1141894994	-0.092073784	-0.1136853738	-0.0561318899	0.0963736891	0.0404477322	-0.1129847497	-0.0191089815	-0.0509174856	0.0547894479	0.0654815421	-0.0224074391	-0.0775882415	-0.1179379932	-0.0275052089	-0.1096477174	0.0549126045	-0.0890779078	0.1605841438	0.0318749394	-0.1290346261	0.030520249	0.0974538949	0.0785866657	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0112745389943711	0.0014675545963171	0.0001271152295355	2.15371649317174e-06	0.0233310469200489	-0.0340360061602496	0.0011584497153405	0.0005443377503855	0.0830404440767438	0.0177881692320198	0.0068957153524628	0.0003164189646269	0.0010430004092939	-0.0007150187876232	5.112518666542936e-07	1.087849853787243e-06	0.0006690002133267	0.0002870884346416	4.475612854311702e-07	8.241976930496429e-08	-8.48883375597514e-07	9.948660402850248e-05	9.897584381124046e-09	7.2060298536583e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4409.084962070578	1.1357767028512171	19440030.202756908	1.289988718739582	3213.8635320848034	13.719481240549158	10328918.802864607	188.22416550978025	4289.045565855737	2.238760316137814	18395911.86598676	5.012047753113484	4219.351809319284	3094.1013413072565	1.093794	14.387422	0.093009488036358	0.0494838962117807	0.0933248722	0.0095391532	-0.051621484	0.0677661847	0.051251981	0.0224909013	-0.0170101872	-0.0195523967	-0.070187642	0.0525787023	0.0956026425	-0.0165642776	-0.0129670674	0.0283047431	0.0551275267	-0.0421436745	-0.0117404012	0.0821246518	-0.0382822683	-0.0707069567	-0.0146421992	-0.0032662649	-0.0660172997	0.0238270013	-0.0404879933	0.0650838259	0.0571078709	0.0822105172	0.0648203364	-0.0111540307	0.031211709	0.1846266984	0.0130548315	0.0189667387	0.0267538192	-0.0342659542	-0.0103348819	0.0202074258	0.1844729571	-0.0371996006	0.1391843947	-0.0712737724	-0.006903696	-0.1033849632	-0.028508174	-0.0735262617	0.0496499209	-0.0148664711	-0.0062196656	-0.0308117767	0.0381009673	0.0254070396	0.0691218372	-0.039135341	-0.1049258541	-0.0114217228	0.0359944667	0.0731781061	0.0290228416	-0.0015576996	-0.0235252709	0.0256772613	-0.1030724632	-0.0305394315	0.0490449727	-0.0075336871	-0.081153508	-0.1338045229	-0.0731144383	0.0393238852	-0.0627373733	0.0596399302	0.1443950195	-0.0817570421	-0.0995438449	-0.0212064608	0.0551060402	0.0804541444	-0.0169296284	-0.0672491693	0.0105529342	0.0323918809	-0.0014108518	-0.0271908422	0.0400399942	-0.0543450089	-0.0126058704	-0.0206388101	0.022508296	0.0223713848	0.1640457163	-0.0750039485	0.089382771	-0.0033224504	0.1554607522	0.0133458657	0.0794067385	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0097858851626142	-0.0014886538317569	9.576354841587272e-05	2.2160902308045028e-06	0.0161567699586839	-0.0071742769613649	5.147024991837259e-05	0.0002610412154978	0.06388572395457	-0.0191547201221738	0.0040813857251995	0.0003669033029588	0.0003319999847646	-0.0007110004245293	5.05521603680845e-07	1.1022398988369463e-07	7.699999681132219e-05	-0.0005920002165153	5.9289995089436285e-09	3.504642563542543e-07	-1.278199902900721e-08	8.361013765685067e-07	6.990655118997519e-13	1.6337949917754126e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4411.843889165591	2.7589270950129503	19464366.502367765	7.611678715596597	3190.113142641129	-23.75038944367452	10176821.86285166	564.0809987262062	4284.187961832682	-4.857604023054591	18354266.49231207	23.596316844796156	4212.787874132115	3079.089396121543	0.997352	13.118853	0.0675816377823934	0.0356885430051364	0.0882957055	-0.0517191312	-0.0554227008	0.0636675598	0.0099945229	0.0728477489	-0.0150459075	0.0966614183	0.0075798105	0.1060105862	0.0208242758	0.0140341963	0.0505613912	-0.015205926	0.0696877862	-0.0600312061	0.0729782816	-0.0530322571	-0.1003379001	-0.0565270701	-0.0197909426	-0.0042893834	-0.0512202607	-0.0165261842	-0.0396743617	-0.001732151	-0.0580284469	-0.0047283516	-0.0076746499	-0.1049131839	-0.0930773142	0.0442513104	0.0966440831	0.0543223603	-0.09756841	-0.0275530593	0.0961069348	-0.1034141471	0.0052121523	-0.0522757849	-0.0146985111	0.0661751666	0.1143712187	-0.0444545563	-0.022055544	0.0223768224	0.0322013568	-0.0486210341	0.0119419586	0.0088815875	0.0365071646	0.1376335462	-0.06723959	0.0089507485	-0.0705583011	0.0127749319	0.0392565211	0.066357203	0.0120783534	0.0078388945	-0.0127246696	0.0373822097	0.0128184169	0.0112829409	-0.1157303847	0.0613806527	-0.2014990273	-0.0385129984	0.0037004056	-0.0485302567	0.0077338737	-0.1455680616	0.0502023739	-0.010851141	-0.1388895669	0.0123548302	0.0420554502	0.0362345689	-0.0375700354	-0.054705936	-0.0294907367	-0.0030180313	0.0048888136	-0.0468433983	-0.049119435	-0.0380462999	-0.1370176711	0.0357816521	0.0646279553	-0.092729327	0.0146389684	0.0186388495	-0.0503526678	-0.0706427984	0.131957476	-0.0120473612	0.0693515579	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-8.130566043007548e-05	-0.0098671908230442	6.610610417970741e-09	9.736145473836916e-05	0.039989004459656	0.0238322345009721	0.0005679754013093	0.0015991204776743	0.0585545713308164	-0.0053311526237535	0.0034286378237356	2.842118829775485e-05	-6.800000317888405e-05	-0.0003999999879434	1.5999999035478737e-07	4.624000432328241e-09	0.0002479999915612	0.0001709999947498	6.150399581435529e-08	2.9240998204458242e-08	8.432000078468106e-09	2.121399910747532e-08	4.500337581319635e-16	7.109862532328613e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4428.209958006711	16.366068841120068	19609043.432189792	267.84820931228114	3230.060385427167	39.94724278603826	10433290.0935059	1595.7822062066855	4286.679055606618	2.4910937739359724	18375617.325776447	6.205548190542566	4215.756441887644	3150.1145932014	0.961215	12.643528	0.0230720227728937	0.0194661144098637	0.0556319327	-0.0969842622	0.0110470083	0.0299713056	-0.0594810897	0.0320159685	-0.0636046579	0.0211970453	0.0681677427	0.0186085764	0.1018945992	-0.054026413	0.0196120124	-0.0807667796	-0.0681879808	0.1091143183	0.0778084222	-0.1538610677	-0.0740917507	-0.0644188732	0.1011555841	0.1273219238	-0.0311223009	-0.0070346737	-0.080149602	0.0083193111	-0.024768092	-0.0075993865	-0.032035764	-0.0470644404	-0.0092392106	0.0333123979	0.1192638835	-0.0698433095	0.010987131	0.0006803771	0.017668333	-0.0901124865	0.0884255798	0.0460860233	-0.0054111274	0.0226240041	0.054037743	0.0390512933	-0.0515863018	-0.0666127599	0.0145700169	-0.0532884205	0.0975205424	0.0219145904	-0.1578834199	0.0274311859	-0.1880909756	0.0378875216	-0.0533020599	-0.0517135234	-0.0493325119	0.0631970652	-0.0656055048	0.0196802173	0.0207243994	0.0608745869	-0.0181840733	0.1016131301	-0.031769946	0.0222014359	-0.0252111197	0.0760095866	-0.0263667251	-0.0247186158	-0.0095015264	-0.0711399031	0.0886042092	-0.0010105537	-0.1041624363	0.0535406947	0.0207097791	0.0643076508	-0.0205946821	-0.0503135586	0.048212753	0.0905298419	-0.045508614	-0.0101378143	-0.0807722362	0.0288976666	-0.011231745	-0.0225966082	0.0962034724	-0.1435830704	-0.0444607331	0.0253331734	-0.0885484614	-0.0762714924	0.1215864766	0.0140957124	0.1122881251	0.104923972	0.1034725904	0.1010684743	0.0977337597	-8.130260246730359e-05	3.057962771890743e-09	6.610113167956399e-09	9.351136314269716e-18	0.0440160009546701	0.004026996495014	1.6216700770855822e-05	0.0019374083400415	0.0395095481108995	-0.0190450232199169	0.0015610043919274	0.0003627129094471	-6.800000317888405e-05	0.0	0.0	4.624000432328241e-09	0.0002479999915612	0.0	6.150399581435529e-08	0.0	8.432000078468106e-09	0.0	0.0	7.109862532328613e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4431.309572778323	3.0996147716123232	19636504.5297968	9.607611732397316	3234.3257784935736	4.265393066406432	10460863.24142806	18.193578010948062	4295.584005079082	8.904949472464068	18452041.94469125	79.29812510713809	4225.048520222726	3219.035271037166	0.982128	12.918606	0.0708471393807541	0.0331394818578329	-0.0279658841	-0.0865196639	0.0825105423	-0.0239712327	-0.1126623368	0.0030426263	0.0646617873	-0.0558981993	0.1114928817	0.0561196446	0.0610911314	-0.0214989108	0.0549615715	0.0392330625	0.0385512235	-0.0218677987	-0.0728289657	-0.0152856084	-0.1246972157	-0.0832657542	-0.0210454718	0.011887678	0.0781215473	-0.0463312466	0.0545632674	-0.0242973346	-0.0319098144	0.047085924	-0.0296789244	-0.0279474074	0.1183531168	0.0797053376	-0.0944028043	-0.1187982683	0.0205098375	0.0701802363	-0.0827792475	0.0279562598	0.0529680706	-0.0266221492	-0.1015081012	-0.0939908974	-0.0088232018	0.0711245146	-0.1052248405	-0.0117467509	0.0326222078	-0.0689468748	-0.0085065194	0.0198962243	0.0851166891	-0.0090431209	-0.083399726	0.0259501326	-0.1424567517	0.0008775926	0.0205829344	-0.0757539602	-0.0303588699	0.0220270577	-0.0723501838	-0.0024111204	0.0744586161	0.0280120763	0.008116769	0.0140687194	0.1399894121	-0.0303491841	-0.1732830278	0.0020443137	-0.0192992395	-0.0096637253	-0.0224536795	-0.0182595151	-0.0786171838	0.0787285207	-0.0524110391	0.1205021855	-0.0247892508	-0.0558440513	-0.1089230847	0.0768601523	-0.0021840577	-0.0293842514	-0.0241646988	-0.0638426921	0.0293300738	0.011996197	0.0527511919	0.0033568121	-0.0710311364	0.0096519868	0.0549380375	0.1055664482	0.0561134052	-0.0634690866	0.0451974504	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0202890761084404	0.0203703787109077	0.000411646609334	0.0004149523288258	0.0340680969595155	-0.0099479039951545	9.896079389681282e-05	0.0011606352304429	0.047138259166914	0.0076287110560144	0.0022220154772871	5.819723237615779e-05	0.0003059999923759	0.0003739999955547	1.398759966749785e-07	9.363599533405084e-08	-3.600000125758562e-05	-0.0002839999928187	1.2960000905461663e-09	8.065599592107028e-08	5.508000100777014e-09	-2.9239999776910913e-09	8.549775869537502e-18	3.03380651101596e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4414.839986077925	-16.469586700398395	19490812.10267253	271.2472860819397	3225.2784077305946	-9.047370762978971	10402420.8073732	81.85491772280669	4293.793235509535	-1.7907695695466828	18436660.349307444	3.2068556512144117	4224.426541367295	3165.5157472421306	1.254938	16.507067	0.1756112775907154	0.0846232276450419	-0.0911053875	0.0100117289	0.0326743699	-0.1068321518	-0.0266561347	0.002333174	-0.095575795	-0.099912467	0.057533806	-0.0763368476	0.0088736802	-0.0618854742	0.1096651319	-0.0330326152	0.1196444748	0.0449252226	-0.0027081691	0.1282964846	-0.1680403161	0.052535515	0.0007577975	0.0906424094	0.0557615525	-0.0203996457	0.0161505719	0.0241396386	-0.0388261207	-0.0157707547	-0.0660603403	0.0043474576	0.0665968604	0.0502074254	-0.0564655479	0.0933080578	0.0420376916	-0.10052991	-0.0805437088	-0.0040360583	0.0937619828	0.0507954012	0.1191329786	-0.1043450829	-0.1172318209	0.0954153138	-0.0150474199	-0.0397523198	-0.032096739	-0.1052936204	0.0194899058	-0.1164106437	0.0811482968	0.0417741619	0.0622363981	0.1440241396	-0.1382841724	0.0078193988	-0.0897157205	0.031320127	-0.035125836	-0.034092865	-0.0408259849	-0.0005476445	0.0481043628	0.0502760167	-0.0399933415	-0.041674568	-0.0273043178	-0.0523031261	-0.0034917837	0.0793146143	0.0036812115	0.1407878169	-0.0733327271	-0.1237943127	-0.0514308565	-0.0155136456	-0.125301592	0.2017046088	0.0176604068	0.0807482021	0.0714966126	-0.0859218757	-0.0750563143	0.0418370194	-0.0821091378	-0.0326185393	-0.2465658	-0.0065800755	-0.1158849625	0.1049179523	-0.1302892896	-0.0426579178	0.1054721506	0.1826973832	-0.1467598885	-0.0533167135	0.0232061958	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0161676826137835	-0.0364567587222239	0.0002613939611	0.0013290952565304	0.0443288230703586	0.010260726110843	0.0001052825003217	0.0019650445548031	0.0782411219604881	0.0311028627935741	0.0061216731656359	0.0009673880739558	0.0003798995075565	7.38995151806e-05	5.4611383439277295e-09	1.443236358416712e-07	0.0006937817279331	0.0007297817291906	4.813330860138379e-07	5.325813722605471e-07	-0.0011521318469101	-0.0011521373549102	1.3274204845794738e-06	1.3274077926644782e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4408.990773428534	-5.849212649390211	19439199.640177947	34.213288617786446	3197.3439933530744	-27.93441437752017	10223008.611830983	780.3315066150055	4291.889858709597	-1.903376799938087	18420318.559294287	3.6228432425425527	4222.2202505273135	3131.864648463767	1.451515	19.092772	0.0886044002737175	0.0444772479113865	0.0901523366	0.055333759	-0.0032086773	0.0444890604	0.1128028708	-0.022632667	0.029680522	-0.0738276924	-0.0249422568	0.0331616054	0.0785556437	-0.0666324821	-0.0082609419	0.0874819896	0.0170288925	-0.0321262841	0.0092682008	0.0422153799	0.013877653	0.0336391873	-0.0236790428	0.0195471548	-0.0985449032	0.0048591769	-0.0457039453	-0.0982770756	-0.0885568639	-0.0236384599	0.0789032501	-0.0243275925	0.1377548912	0.0771955261	0.0805045326	0.0171167742	-0.0116229104	0.037382205	-0.0723609507	0.1777256279	0.0193514452	-0.0472054008	0.0955954661	0.1352647221	-0.0523232782	-0.0568417433	-0.0557315346	-0.1059374252	0.0037837053	-0.0170731764	-0.0635388858	-0.0093950037	0.014810848	0.0130434898	0.0326960481	0.0343418213	0.0008601363	0.0113261815	0.0752905481	0.1184743841	-0.0327114879	0.0343103744	0.012082361	0.0057428344	0.0420407244	-0.0392367658	-0.0182899766	-0.04090835	0.0004791661	0.0750209893	-0.199881755	0.0852194629	-0.0335903908	0.094729071	0.0581496061	-0.0506616468	-0.0692741692	-0.0584709295	0.0409980394	0.0690494622	0.0610855821	0.0291992752	0.0805254725	0.0979999918	0.0892798474	-0.0097946696	-0.0416049838	-0.0148227401	-0.1424921198	-0.0348829633	-0.0572374305	0.026955828	-0.0143405073	-0.0264597949	-0.0287016798	0.073166062	-0.1606253987	0.1038927242	0.0039244874	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0104276486880792	0.0057400339257042	0.0001087358571619	3.2947989468236297e-05	0.0382211721061764	-0.0061076509641821	3.730340030027574e-05	0.0014608579971699	0.0456785008567521	-0.032562621103736	0.0020865254405203	0.0010603242931454	0.00065812256505	0.0002782230574935	7.740806972103142e-08	4.331253106279914e-07	0.000247172796141	-0.000446608931792	6.109439115216034e-08	1.994595379564806e-07	-0.0009930819505938	0.0001590498963163	2.529686951822582e-08	9.862117605951864e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4407.303473034152	-1.687300394381964	19424323.903418902	2.846982620881531	3214.295957897556	16.951964544481598	10331698.504956568	287.3691019173612	4289.266385067211	-2.6234736423866707	18397806.122067537	6.882613952297585	4218.188457142223	3140.2509293533826	1.319105	17.351099	0.0588646957898017	0.0295141457983562	0.0144640233	-0.1077891308	-0.0706477416	0.0435364897	-0.0715490531	0.1144541881	-0.0399885195	-0.0149359961	0.0327548557	0.1393661126	-0.0128807256	-0.0583236603	0.1128457534	-0.0715657865	0.0030686212	-0.0439350353	-0.1391995523	0.0526241294	0.0258228484	-0.0870313594	-0.1068007034	-0.0042351627	-0.0480127578	-0.0032646824	-0.0308134392	-0.0541050179	0.0073262252	0.0675322067	0.001000982	-0.1593352576	0.0238575333	0.0520958446	0.0197962784	-0.0022775004	-0.0239628562	-0.0488663066	0.0428463613	0.0385656325	-0.0355778911	-0.1413613301	-0.1003433329	-0.0686137011	0.0330099323	-0.016623817	-0.098868297	0.0765391163	-0.0201261375	-0.1533669348	0.0554669645	0.024574048	0.1093108257	-0.0746274275	0.0484171295	-0.0666442322	-0.0603009876	0.0430806293	0.1059690083	0.0684531666	-0.0023891211	0.0525136839	-0.0387978677	-0.0352006227	-0.0297068405	0.0018131542	-0.102190688	0.0613274839	-0.0079180643	-0.0223590874	-0.0437959712	-0.0115726422	-0.1384594309	-0.0084429102	0.0104759354	-0.0335741344	-0.1226853608	0.060609455	-0.0392720716	0.0521981435	0.0265389102	0.0150839894	-0.0623779884	-0.0210375145	-0.0234135904	-0.0383961779	-0.0898613938	0.0835632399	-0.0494604578	-0.1037269282	-0.0835113802	0.0759319747	-0.0603777493	-0.1378879325	-0.0347746597	-0.0120223048	0.0123277797	-0.0227412121	0.1824779792	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0078501571211404	0.0025774915669388	6.162496682659133e-05	6.643462777640636e-06	0.0234611992612912	-0.0147599728448852	0.0002178567983817	0.000550427870778	0.0395667004088693	-0.0061118004478827	0.0015655237812452	3.735410471474032e-05	0.0003820692748022	-0.0002760532902478	7.62054190566361e-08	1.4597693074787905e-07	0.0002473928369743	2.200408333000062e-07	6.120321578619259e-08	4.84179683193611e-14	-0.000561046663073	0.0004320352875207	1.8665448966318026e-07	3.147733581453484e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
