global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
4644.982567161345	n/a	n/a	21575863.049232803	3227.4255446936254	n/a	n/a	10416275.646540944	4484.593683317221	n/a	n/a	20111580.50444872	4366.584348521217	3188.22229498727	n/a	n/a	n/a	n/a	-0.0883369772	-0.0542078004	-0.0809560082	-0.0318027615	0.1229078231	-0.0040140109	-0.0709739726	0.1003907495	-0.0483288625	0.0443436732	0.002597115	0.1260634134	0.0236009811	-0.0551126105	-0.0069842714	0.0226070254	-0.0542602563	0.1750904716	-0.0991399385	0.0495630673	-0.0027133471	0.0124920061	-0.0140804019	0.0223167304	-0.00308683	0.0010838244	-0.0807428476	0.0908420048	-0.0365989588	0.0506824111	-0.0048537219	0.0407028662	-0.1033213545	0.0246404776	0.0989358109	-0.0550009082	0.0346178873	-0.1019256933	0.0297230239	-0.0086386749	0.0620744469	-0.0403369799	0.0398874853	-0.0814960608	0.089543989	-0.1137310429	0.0142752602	-0.0637881263	-0.0566995513	-0.0549764285	0.0390211838	-0.0705878997	0.1339927441	-0.0611039845	0.0741127098	-0.0111437469	0.0034110233	-0.0084963919	0.0438040823	-0.0465780131	0.0364257852	-0.0045429187	0.0712032097	-0.0290374307	0.012870154	-0.0735153179	0.084329608	-0.0615796208	0.0752687231	-0.0301756815	0.0040830977	0.1529265494	-0.0127949788	0.0553715255	-0.0148289702	0.0830961565	-0.0662848771	0.111302241	-0.0337932595	0.0663685366	-0.0762793519	0.0018217726	-0.0535744928	0.0406717006	0.0496410632	-0.0805865835	0.0227379197	-0.0432719128	0.089859839	-0.0531159528	0.0623453882	-0.0290883388	-0.0157884998	0.0359126373	-0.0331600117	0.0088012729	-0.1434191635	0.0303609429	-0.0175517748	0.0095614058	-0.0105613959	0.1558966261	-0.1104656799	0.2286973615	-0.0128391401	-0.0747292591	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0389379588344382	n/a	n/a	0.0015161646381924	0.0001518950036256	n/a	2.3072092126421036e-08	n/a	-0.0214419338887807	n/a	0.0004597565288908	n/a	0.0024799012983719	n/a	6.149910449666636e-06	n/a	0.0014261811371911	n/a	n/a	2.033992636079699e-06	0.0001437316924597	n/a	2.0658799417329783e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4643.982156949056	-1.0004102122893528	1.000820592852828	21566570.274061207	3231.407645502034	3.982100808408632	15.857126848328678	10441995.371409	4479.761769646652	-4.8319136705686105	23.347389719827824	20068265.512787707	4362.09835694568	3172.87111289978	1.125018	13.60378	0.065921784180045	0.0285590707126614	-0.1027719707	-0.0463347569	0.0288641427	-0.0911219851	0.0973030498	-0.011187266	-0.0843997241	0.0203598188	0.0041725256	0.0994504614	0.0096840614	0.0327508852	-0.0498906906	-0.0019315424	0.02692116	0.0414929006	-0.0534998818	0.0058752169	-0.025293426	0.0637434365	0.0128837829	0.0463955052	-0.0600825721	0.0160437549	-0.038114248	-0.0889168752	-0.0172930107	0.0577955364	-0.0193141547	-0.1124234481	0.0366259716	-0.0306972022	-0.1772043703	0.0398194233	-0.0967843568	0.0939539951	-0.0477305281	-0.1300187119	-0.0158750242	-0.0257579339	0.0185334305	0.0791079415	0.0850951163	-0.0939283252	0.049031103	0.0358582878	0.017454916	-0.010223094	-0.0057902286	0.0031835823	-0.0013204012	-0.077402326	0.0030458961	-0.0237632661	0.060789349	-0.0599068576	0.0289814411	0.0105674677	0.0751877313	-0.0394960341	-0.065097844	-0.0036138588	0.0152464517	0.0232994588	-0.1064400913	-0.0007813572	0.0293353874	-0.0970333728	-0.012256979	-0.1018283382	-0.1569481898	-0.032303966	-0.1464464902	0.0837739111	0.0292911425	-0.0607281216	-0.065986031	0.0387990652	-0.1410161075	0.1312757834	0.0120129606	-0.1039582335	-0.056280681	0.0218840751	0.0527715534	-0.1046528568	0.0276274307	0.0159864561	0.141256296	0.0388155745	0.0785506729	-0.0172038901	-0.0482902329	-0.0491441921	0.0140127514	-0.0219509113	-0.0713631918	0.0588379678	0.0172993676	0.018573086	-0.0256648703	0.1343752684	-0.0818258785	0.1309666998	-0.0062750049	0.107799913	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0489314013773594	0.0099934425429212	9.986889385866731e-05	0.0023942820407522	0.0105893188036247	0.0104374237999991	0.0001121336727247	0.0001089398155807	-0.0127432465588981	0.0086986873298826	0.0001623903328608	7.566716126306012e-05	0.0026460042737254	0.0001661029753534	7.001338616573081e-06	2.7590198421285364e-08	0.0010029981594963	-0.0004231829776947	1.7908383261063753e-07	1.0060053079529653e-06	-2.82696463684267e-06	-0.0001465586570965	7.99172905795901e-12	2.147943996994198e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4631.566806241636	-12.415350707419748	154.14093318822802	21451411.08067935	3222.415207360624	-8.99243814140982	80.86394372708212	10383959.768629014	4474.459271791388	-5.302497855263937	28.116483505078648	20020785.77491992	4356.782360416828	3171.789673222133	1.200739	14.519406	0.0475375662682389	0.0251647360149972	-0.0370305348	0.0819247995	0.0401899696	-0.1069514344	-0.0165639146	0.0726719378	-0.0391890315	-0.1184287793	0.1429801989	0.0137642531	0.0188290953	-0.009595996	-0.0361275174	0.0555528658	0.0197549548	0.0676289353	0.0753845725	0.0215763552	0.0965449801	0.1445428315	0.026912466	0.0139651003	0.0208483087	0.0033461646	-0.0911702714	0.0308524038	-0.0542547258	-0.0036762323	0.1149988033	-0.0516848258	0.0100795169	-0.0125659066	-0.0717780388	0.1009343216	-0.1142968558	0.0168241522	-0.031951433	-0.0455187754	-0.0549180476	-0.0444995886	0.1522288599	-0.0401422872	0.0952241933	-0.1288838812	0.0270515565	-0.0260967134	-0.0123389831	-0.0267230523	0.0496135598	0.0516694514	-0.0912976248	0.0257947736	-0.0011224606	0.0485338193	0.17135735	-0.0193704713	0.0394012989	-0.0263515708	-0.0118048158	0.0863906248	-0.0325033114	-0.1349418704	-0.0168409325	0.0455022381	-0.0352413563	0.012283399	0.0137114395	-0.0322287974	-0.0078654137	-0.050203795	-0.1340446573	-0.0094410989	-0.0874184359	-0.0271185539	-0.0804577752	0.0582028338	-0.0706559667	0.1094766842	-0.1291324293	-0.0128617011	0.1001150579	-0.0444349355	-0.0425598622	0.016286661	-0.0077467582	-0.1134169943	-0.0458558656	0.0386908486	0.0480730337	0.0535965907	0.0739115096	-0.0375963528	-0.0163631014	-0.0910817591	0.0276742375	-0.1195092995	0.0210785268	0.0790910018	0.0737523229	-0.0144233831	-0.0204859226	0.0572195691	-0.0582996962	0.0565301814	-0.0542101629	0.1087119935	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0489601057909965	2.870441363710119e-05	8.239433622498006e-10	0.0023970919590655	0.0165190315147896	0.0059297127111649	0.0002728784021866	3.516149283695058e-05	0.0067869634458617	0.0195302100047598	4.606287281546293e-05	0.00038142910283	0.0025028963485784	-0.0001431079251469	6.264490131727089e-06	2.0479878239879287e-08	0.0009342849084155	-6.871325108080001e-05	4.7215108740930635e-09	8.728882900929592e-07	0.0002263306419089	0.0002291576065457	5.122555946689473e-08	5.251320863777341e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4620.076139992927	-11.490666248709204	132.03541083922485	21345103.539331943	3203.14874827368	-19.266459086944	371.1964457488869	10260161.903567243	4466.902938995871	-7.556332795516937	57.098165316604806	19953221.866409957	4348.367781409336	3123.1414080102104	1.070347	12.942693	0.0488347570142053	0.0264723673662915	0.0209495882	0.0111301011	-0.1065908565	-0.0286185663	-0.0185118379	0.0641950289	0.0160506809	-0.0609851693	-0.0301681622	-0.0498548101	0.1342222061	0.0524690092	-0.0759096452	0.108873497	0.0351491482	-0.0194976662	0.1231608505	-0.0048260685	-0.0438792413	-0.0348436143	-0.0178991918	-0.0827582432	-0.0184246086	-0.0443287018	0.0398273387	0.0376988094	-0.0037090469	-0.0300544185	0.0532182672	0.0311710776	-0.0742058609	-0.0091030702	0.1178834299	-0.0588182951	-0.0303515768	-0.1313595661	0.0673192946	0.1264237866	-0.0215288098	-0.0660277814	-0.0278449137	-0.0034514056	-0.0291818524	-0.1219063622	0.0206324788	-0.0435231321	-0.0265457198	0.1797811518	0.0955264906	0.0688362232	-0.0284596922	0.119710761	0.0410824849	-0.0371814715	-0.0233164959	0.0089071614	-0.0611938913	-0.0077607426	-0.0274673685	-0.0187462199	0.0066891887	-0.0162408407	-0.0279749339	0.0073986326	0.0287834496	-0.0112991724	-0.0718878326	0.0137636384	-0.0226208253	0.0083535123	0.0701826079	0.0454131261	-0.0041230412	-0.0243384161	0.1122134744	-0.0845137115	-0.0601205175	0.1412144571	0.0948403877	-0.0650058434	0.0848461438	0.0238757685	-0.0447745247	0.0275602405	-0.0547067024	-0.0947120099	-0.0376667867	-0.0467002024	0.0051291433	-0.0509121945	0.1058460433	-0.02221921	-0.0676546583	-0.0029026362	0.018200826	-0.0958602865	-0.0057945458	0.1089327397	0.0533218812	0.0226927138	-0.070941064	0.0140129494	-0.0176567312	-0.0006392263	0.0127299836	0.0556728378	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0491416691912007	0.0001815634002041	3.296526829371006e-08	0.0024149036508974	0.0002822364310333	-0.0162367950837563	7.96574030024147e-08	0.0002636335145918	0.0204385754662865	0.0136516120204248	0.000417735367091	0.0001863665107562	0.0024964134685392	-6.482880039200296e-06	6.232080205903919e-06	4.202773360266163e-11	0.0006263593376147	-0.0003079255708008	9.481815715299849e-08	3.923260198171258e-07	0.0002872179212653	6.0887279356399966e-05	8.249413429596007e-08	3.7072607874242885e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4620.306809754485	0.2306697615576922	0.0532085388970826	21347235.016263664	3165.8143422504854	-37.33440602319479	1393.8578731047633	10022380.449598871	4470.79595396112	3.893014965248767	15.15556551965086	19988016.461955123	4351.081283972208	3057.490485992432	1.202177	14.536797	0.0360019257806906	0.021605852320121	0.055898543	-0.0673280537	-0.024421212	0.0258031898	0.0618899075	-0.0642913044	0.0683669973	0.1038276301	-0.0304298944	-0.0379779371	-0.0025971076	0.0592793478	0.1089978157	0.0706861898	0.0140300074	-0.0142057651	-0.0233951982	0.1620492996	0.0302939293	-0.0506295606	-0.0056021001	0.0981286919	-0.0488812052	0.0691379472	0.0270273891	0.0007095289	-0.0556989096	-0.0559559593	-0.0748093542	0.0550794613	0.0038157057	0.0176512645	-0.0182046018	0.0704471692	-0.0077278646	0.020162748	0.1737684498	0.0230748574	0.0474636501	0.0279318208	0.0677228161	0.006469624	0.0765750857	0.0440044421	0.0740935055	0.0053243401	0.0445714614	-0.0397635053	0.0769583356	-0.0250978545	0.0609161514	-0.056563476	0.1266616567	0.063078759	-0.0314620868	0.0042163859	0.0504113352	-0.0048152456	0.0775828131	-0.0240039344	0.0351763369	-0.012226722	-0.0363545048	-0.0740447205	0.0392594167	-0.0437371431	0.0109053155	0.0927529129	0.0429599604	-0.069812496	-0.0661269263	0.1316986543	0.0104461633	-0.1541296417	-0.0681109156	0.0021153478	0.014284253	0.0063461344	-0.0616128003	0.0365007355	-0.0292823558	0.0977097231	-0.0365727449	0.0195631117	-0.0662515178	-0.0578538762	-0.0109890443	-0.0410494189	0.1100323432	-0.0011200994	0.0456787844	0.0057661947	-0.0091569313	0.085630633	-0.0546614561	0.0103002041	-0.0350761857	-2.51511e-05	-0.0176592026	0.0560949282	-0.0876444104	0.0894628842	-0.0567959737	0.0251292918	0.0413170623	-0.0700899002	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0450938021938327	-0.0040478669973679	1.6385227228381012e-05	0.0020334509962965	1.537823092689905e-05	-0.0002668582001064	2.3648998644103436e-10	7.121329896402793e-08	0.0179356245578503	-0.0025029509084361	0.0003216866282801	6.264763250041589e-06	0.0020978988997811	-0.0003985145687581	4.4011797937027495e-06	1.5881386151245446e-07	0.0005399051473284	-8.645419028629998e-05	7.474327018059766e-09	2.9149756811170136e-07	0.0003859341557165	9.871623445120004e-05	1.489451725486077e-07	9.744894944224292e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4624.486439495342	4.179629740857308	17.46930477065893	21385874.829076305	3204.569585134292	38.75524288380666	1501.9688509828468	10269266.225967769	4473.702593715162	2.906639754041862	8.448554659776537	20014014.89701377	4354.228851821949	3102.113422938756	1.017459	12.303178	0.0559187410910578	0.0279060898666555	0.0307989916	0.0014198378	0.0641412161	-0.0150005965	0.0555775996	-0.0100415841	0.0292990697	0.0209916994	-0.0218681722	0.1221702937	-0.0106979538	0.0203741476	-0.0285815503	0.0565418194	0.0250204793	0.042669209	-0.0236737857	-0.0144251953	0.0473300299	0.1043403386	-0.0547965062	-0.03245168	0.0363350231	-0.0809605516	0.0121323928	-0.005114556	0.0252631029	0.0874129509	-0.0133987411	-0.0029688325	-0.0439623303	-0.1161693482	0.0056804845	-0.0707611026	-0.0531515773	0.0431425416	-0.1233198752	-0.033600773	-0.0628573785	-0.0620764432	0.0638309751	-0.0247614231	0.0257183672	0.0020801181	-0.0430200895	0.0656373021	0.021735332	0.1099586318	0.0620677006	0.016601643	-0.0252922187	-0.0636728802	-0.0188994706	0.0387348872	0.0529480279	-0.0724081554	-0.0010322937	0.009266525	-0.0407471313	-0.057596974	0.0107461564	0.0228947456	0.1021656019	0.0039565746	-0.0025881842	-0.0688804904	-0.069103068	-0.0910320509	-0.11016592	0.0466934847	0.0581627059	-0.1465090246	0.0333947913	0.0002111438	0.0871569059	-0.0031417375	-0.0820432665	-0.0377430334	-0.1861778838	-0.0532825979	-0.0382080771	0.094834311	-0.0416306662	0.0074872525	-0.0669157311	-0.0747780545	-0.0197246406	0.0649071044	0.0784815448	0.059094206	0.0769091323	-0.0640316202	0.0377764827	-0.0366069289	-0.0252225188	-0.0109900276	-0.0139873142	0.0007618014	0.0050955295	-0.0107430789	-0.0585138588	0.0736185754	-0.0143435954	0.026928159	-0.0458074618	0.023261051	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0491855537034666	0.0040917515096338	1.674243041659126e-05	0.0024192186931165	0.0082204777704646	0.0082050995395377	6.757625477470264e-05	6.73236584537218e-05	0.0094670724619874	-0.0084685520958629	8.962546100052017e-05	7.171637460034394e-05	0.0023940029531212	0.0002961040533401	5.731250139553027e-06	8.767761040443696e-08	0.0005199990376414	-1.9906109687000025e-05	3.9625320287087615e-10	2.7039899914798217e-07	-1.1224401768666296e-06	-0.0003870565958933	1.259871950644391e-12	1.4981280842456093e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4615.98038033206	-8.506059163281861	72.35304248925132	21307274.87161051	3164.7872664773254	-39.78231865696671	1582.6328777244414	10015878.44205702	4473.55463850857	-0.147955206592087	0.0218907431577071	20012691.10372154	4354.779430427174	3056.2156338391987	1.150758	13.91503	0.0874776874122409	0.0426376900042388	0.0657844718	0.1519546598	-0.029992759	-0.0489000177	0.0081755564	0.0266418007	0.0594009328	-0.1072322667	0.0663091464	-0.147392792	0.0100288323	0.0577371711	0.0202196548	0.0495475462	0.0947483476	0.0917915956	0.033848441	-0.0316819215	0.0687384759	-0.119247397	0.0188866418	-0.1027473585	-0.0728240586	-0.1038232696	0.0768124766	0.0150563706	-0.0032231929	-0.0510987836	-0.0078274608	0.0227173762	-0.0588420132	-0.1012260336	-0.0607172069	0.1612615354	0.0548210609	0.1311777522	-0.0012784692	0.0945775744	0.0610113438	0.1366383827	-0.1926942282	0.1255869464	0.0860091859	0.0397512909	0.0131997003	0.030217101	-0.1088965741	-0.0648080811	0.0477378903	0.104298822	-0.103538925	0.0153526197	-0.002497324	0.0199172874	-0.0207660525	0.1418518287	-0.0802018757	0.0291782681	-0.0478999456	-0.0560344114	-0.0131470076	0.0444565176	-0.0856754953	-0.0768842107	0.0721275705	-0.0354634594	-0.0189631761	-0.0278834304	0.0337830467	-0.0831844091	-0.164943538	-0.0672968643	0.0212451429	-0.0285607872	0.0074056279	-0.1362838804	0.2204112286	-0.0757857699	0.0081519381	0.0585363582	-0.0415540354	0.0184624264	-0.0595103983	0.0221812472	-0.085191234	-0.0643155643	-0.0454147878	-0.0043348013	-0.0952107512	0.0134447829	0.0502354063	0.0027102994	-0.0135693155	-0.0126717665	-0.0071675805	-0.043254364	-0.0003062644	-0.0381025892	0.0237462908	-0.0574086553	0.0190587288	-0.0794999084	-0.0545831901	-0.0618297367	0.0071370626	-0.1230307199	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.046994671773163	-0.0021908819303035	4.799963632530814e-06	0.0022084991750673	-0.0051752448648159	-0.0133957226352805	2.6783159410803345e-05	0.0001794453849213	-0.0114912181560811	-0.0209582906180685	0.0001320480947106	0.0004392499456314	0.0025179543346986	0.0001239513815774	6.340094031627471e-06	1.5363944994946234e-08	0.0001776944694085	-0.0003423045682329	1.1717241743311213e-07	3.157532445836834e-08	0.0005512774545846	0.0005523998947614	3.039068319332757e-07	3.051456437324794e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4629.291694078525	13.311313746465204	177.19107365683348	21430341.588864423	3191.4452120989736	26.6579456216482	710.6460647667523	10185322.541829463	4478.7632894696735	5.208650961103558	27.13004483460502	20059320.60310121	4358.440009944903	3079.7050880868096	1.231373	14.889829	0.0342503379056784	0.0186546615776505	0.0459346852	-0.0158173465	-0.0925972809	-0.0178196273	0.0447629731	-0.0589281398	0.0262931424	0.1237778051	0.0492828413	-0.1111189868	-0.0287852756	-0.0335689981	-0.048178521	-0.0119779546	-0.0199385162	0.0794909914	0.0350363919	0.064645382	-0.1004092868	0.0281257289	-0.0338859918	-0.0134305086	-0.0006584815	-0.0087091336	0.0195790819	0.0026198901	-0.1003882482	0.0208188598	-0.020960214	-0.1268477336	0.0313774015	0.0307509937	0.0453681314	0.0443972946	-0.0907848789	-0.0270786653	0.0805644227	0.1118872595	0.0098077406	0.0079476885	0.0208455724	-0.106637242	0.054736096	0.0313001792	0.0344107646	0.019739317	0.0023303158	-0.115877055	0.0057358146	-0.0253166869	-0.0342848853	0.0234206709	0.1130532562	-0.05802492	-0.0014126113	-0.000324202	0.0393874917	0.0568546766	0.0108275939	-0.0508267958	0.0616050365	-0.1152405093	0.1585477204	-0.0086633182	-0.0098297328	0.140739496	-0.0573325828	0.0660841632	-0.0248302315	0.0220231066	-0.0577932178	-0.0315008167	-0.0767850115	-0.158487623	0.0402796388	0.0234784276	0.0291465076	0.0266235646	-0.0337913122	-0.0868852832	-0.0335437221	0.1367987847	-0.0658845141	0.0274534023	-0.0763211715	-0.1062384539	0.0191224034	-0.0275656663	0.0323791436	-0.0071474189	0.1152707224	-0.0530496466	-0.0148792202	0.0242960298	0.0461762798	0.002487238	-0.0077695691	-0.0584810392	0.0271229529	0.0195791299	-0.056584584	0.0157761091	0.0861512495	-0.0007501941	-0.0230208701	0.0400675713	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0490988134721135	0.0021041416989504	4.427412289262291e-06	0.0024106934843693	0.0121823776320155	0.0173576224968314	0.000148410324769	0.0003012870587425	-0.0092796865025945	0.0022115316534866	8.611258158643453e-05	4.8908722543731786e-06	0.0026449420145986	0.0001269876798999	6.995718260588901e-06	1.6125870846384828e-08	0.0002426505271284	6.49560577199e-05	4.219289434510981e-09	5.8879278315690394e-08	0.0004916803510763	-5.959710350830001e-05	2.417495676345136e-07	3.5518147465790252e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4618.588770523172	-10.702923555353664	114.55257263174433	21331362.231202744	3194.4761930386694	3.030980939695837	9.18684545679946	10204678.14789083	4473.730298368694	-5.032991100979416	25.330999422537992	20014262.782542046	4354.367065328969	3122.4552027675086	1.091057	13.193128	0.070622385859421	0.0329996868391667	0.0327597448	-0.0302973718	0.0472447329	-0.1437320449	0.0321601149	0.0580793298	0.0278268581	-0.0318679148	0.0075857725	0.0378441581	0.076395332	0.0431657591	0.0393701169	0.0375449454	-0.0233578192	0.1007387256	0.0030069712	0.0512703532	-0.049711416	0.0388318581	-0.1239066362	-0.0850154496	0.0155768538	-0.0067961045	-0.0320310838	0.0249078824	-0.03320163	-0.0820095177	-0.045029025	-0.0612982194	-0.0850314065	-0.04325883	-0.0108556499	0.075655773	0.0128255391	-0.0882970481	-0.0588972478	0.1103050842	-0.008797663	0.0913561783	-0.0805789302	-0.01995743	-0.0695489819	-0.0777037943	-0.0325298307	0.0889992394	-0.0111579066	0.0338157499	0.036091876	-0.0408323101	-0.088318579	-0.0486451295	0.0740004576	-0.0148610568	0.0362447415	-0.0890289811	-0.0915252319	0.0225647516	-0.0172894154	0.033179059	0.0174590697	0.0230253759	0.0616212483	-0.0734844714	0.0386437096	0.0768497754	-0.0403028273	-0.0345297518	0.0295039077	-0.0627306652	-0.0181460566	0.0589902056	0.0175659241	0.0461459239	0.0760075209	-0.0588987409	0.0984227581	0.0104344966	0.0239923187	-0.174411311	0.0509926972	0.0532378992	-0.0435215215	0.0161211691	-0.0544253827	-0.1029405031	0.0197023332	0.0251978634	0.0822148526	0.0318320625	0.0432570992	0.0061212769	-0.0328269939	-0.0008180124	-0.0242917539	-0.0357215266	0.0447218816	-0.072614201	-0.0231593235	-0.0288858028	0.0181117847	-0.0320960821	0.0163056799	-0.0943657668	0.0307085406	-0.0430336717	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0415731570621744	-0.0075256564099391	5.663550440045749e-05	0.0017283273881162	0.0003868390810026	-0.0117955385510129	1.4964447459093617e-07	0.0001391347297084	0.0043415444935845	0.0136212309961789	1.884900858977389e-05	0.0001855379338512	0.0021709596012105	-0.0004739824133881	4.713065590088053e-06	2.246593282012079e-07	0.0001292139434529	-0.0001134365836755	1.2867858515968716e-08	1.6696243182649236e-08	0.0006578605520585	0.0001661802009822	4.327805059547143e-07	2.7615859198484385e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4616.957513217614	-1.631257305557483	2.66100039693466	21316296.678856578	3172.163674980931	-22.312518057738544	497.84846207690856	10062622.380868524	4472.088325832201	-1.6419725364930855	2.696073810597537	19999573.994044658	4351.746142245755	3067.3962190246584	1.075257	13.00207	0.0310894978385197	0.0176754263575475	0.0827420664	0.1075195099	0.0124179149	-0.0581234236	0.0258649212	-0.0094740622	0.0871764342	-0.0801347503	-0.0530112433	0.0230277282	-0.0239172955	-0.0588453683	0.0774511858	0.0574653598	-0.0272339187	0.0914892517	0.0186086414	0.0657441399	0.0189828424	0.1096477382	-0.0220572644	0.0417970064	-0.0045893017	-0.023178042	-0.0335114887	0.0694623527	-0.0399731525	0.019483766	0.0218155307	0.062088169	-0.0427759384	0.0043734945	0.0782816372	0.0174880612	-0.0599925609	0.0129786256	0.1544823836	-0.0693207257	-0.1069851288	0.0124115721	0.0099869626	-0.1066117086	0.0411415054	0.0612495113	-0.0225396286	-0.0680861517	-0.0172963913	-0.0226029827	0.0688268541	-0.0147639814	-0.0850965336	-0.0087911584	0.0217321987	0.0127749045	0.1135092034	-0.0002039777	0.0591098944	0.0542332171	-0.0119097504	0.0001270568	0.0541626744	-0.0777728778	0.0734895413	-0.0354566913	0.0163157366	-0.0690330418	-0.0192639449	0.0459586741	-0.0630583214	-0.0557156975	0.0437008747	0.1210212029	0.0781141167	-0.0562391313	-0.0206870747	0.1054923354	-0.0183842265	-0.0300652457	-0.1022452937	-0.0497206939	0.0239394014	-0.0066035327	-0.0583431885	0.0157979743	-0.0977658136	-0.1065984987	-0.0437049437	0.0441554778	-0.0012615611	0.0596784203	0.0898482935	-0.0775743659	0.0088268275	-0.0007587294	0.0030391419	-0.0127350409	0.0021108261	-0.0237533288	0.0094873509	-0.0141159408	-0.0658027282	0.0236999326	0.0773606834	-0.0456679966	-0.041556985	0.0719045867	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0491074844531453	0.0075343273909709	5.67660892343344e-05	0.0024115450293159	0.000277218085074	-0.0001096209959286	7.684986669209551e-08	1.2016762748378141e-08	0.0066528028851848	0.0023112583916003	4.42597862291232e-05	5.341915352742806e-06	0.0021709012498735	-5.8351336999686726e-08	4.712812236702325e-06	3.404878529651009e-15	0.0003990482632054	0.0002698343197525	7.281056011629444e-08	1.592395163672462e-07	0.0005050674019476	-0.0001527931501108	2.5509308051009853e-07	2.3345746720812013e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
