global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
4466.366553390276	n/a	n/a	19948430.18924333	3422.3854061078423	n/a	n/a	11712721.867939942	4444.34232473103	n/a	n/a	19752178.69939562	4368.745322522615	3688.352310180664	n/a	n/a	n/a	n/a	-0.0405388219	0.0978494946	-0.0437218631	-0.0892769671	0.0913725485	-0.0062477873	-0.0156601258	0.0105281122	0.027382652	-0.0205601216	0.0583992341	-0.0158083767	0.0595829352	-0.0342777111	0.0298370964	-0.0307486879	0.076098396	-0.0057302802	0.0647034957	-0.0488639578	-0.0689984565	0.0663134415	-0.0049780658	0.0334258696	-0.0323942746	0.0790412275	-0.0344377731	0.1378624475	-0.0345153973	0.1688702664	-0.0204464596	0.0504575284	-0.0157251688	-0.0059060155	0.0437009503	-0.0506464202	0.0687165804	-0.0661200173	0.0358796395	-0.0583127309	0.0178891861	-0.0046986902	-0.0083824736	-0.0426903895	-0.082425004	0.0516730447	-0.0477471172	0.0740969363	-0.0128437279	0.0354437617	-0.0667328438	0.0136143794	-0.0700219138	0.0078521635	-0.0185278544	0.0124810537	-0.0206767675	0.0717903381	-0.010271102	0.1742224512	-0.0340916756	0.0666864317	-0.0482101126	0.000517142	0.0767552642	-0.0952529969	0.1010234176	0.0650576709	0.0079180114	-0.059125049	0.0068220729	-0.0291817931	-0.0352046951	-0.036908648	0.0797151083	-0.0587466348	0.018645856	-0.0330265868	0.0258923937	-0.0025098529	0.0442719875	0.0768270658	-0.0021049512	0.0195237813	-0.0679533584	0.0480495619	-0.066170237	0.027018138	-0.0335404244	0.1057594892	-0.056152203	0.0021693881	-0.0646279988	0.0848077753	-0.0709101657	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.025985000655055	n/a	n/a	0.0006752202590432	-0.0455328695551031	n/a	n/a	0.002073242209922	0.0261139487430739	n/a	n/a	0.0006819383189558	0.0004429999464622	n/a	1.962489525655121e-07	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4467.19518647827	0.8286330879946036	0.6866327945194725	19955832.83409463	3425.550816016861	3.165409909018763	10.019819892114173	11734398.393113784	4442.504227578753	-1.8380971522774416	3.3786011412104404	19735843.81205509	4368.246672406113	3713.837117748328	0.990426	13.025042	0.0325814716954733	0.0233678729933037	-0.0427665071	-0.0452842043	0.0799544119	0.0138319798	-0.0920804226	0.0430865458	0.0358685313	-0.0008331669	0.0147360753	0.0335851946	-0.0153371704	-0.0063806202	0.0476905959	0.0755535993	0.0144915903	0.087326466	0.0324245406	0.0571872412	-0.0412793664	-0.0442393602	-0.0055968423	0.0235277894	0.1452510237	0.0288162267	-0.0311507582	-0.0208586751	-0.197556836	0.0391054867	0.0377180371	0.0197004375	0.0440925066	0.0424336768	0.0156870449	-0.0126793705	-0.048644441	0.1174181316	0.1056823005	0.0363867103	0.1151675028	0.1143185325	0.0245997159	-0.0347717279	-0.0045934747	0.0590632813	-0.0599471113	-0.078001756	0.0346079034	0.0936765624	0.0335397283	0.0265317653	-0.0017674952	0.0372682841	-0.0412072492	0.0040943726	0.1762944932	-0.0733845367	-0.1399844055	0.1329619632	-0.0089624879	0.0023009591	-0.0246610501	-0.0151662707	-0.0847910054	0.0045095055	-0.051314069	-0.0077331321	-0.0699410381	-0.0485963856	0.0304764838	0.0267974982	0.1065018206	-0.0175844491	-0.035707297	-0.0245994022	0.0024272286	-0.0144667557	0.0561431329	0.0885780294	0.023416081	0.019361715	-0.0265376539	0.0795302813	0.0323303781	0.0123209897	-0.0562494184	0.1433659405	0.0360359315	0.0816221354	0.0156375364	0.1043737609	0.0088726151	-0.0185277717	-0.0520283601	0.1043249429	0.042229481	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.023174000903964	-0.002810999751091	7.901719600633663e-06	0.0005370343178969	-0.0234185364477497	0.0221143331073534	0.0004890437287829	0.0005484278493545	0.020157809213785	-0.0059561395292889	3.54755980923578e-05	0.0004063372722993	0.0004089999603074	-3.399998615479996e-05	1.672809675314548e-07	1.1559990585265892e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4460.613771139005	-6.581415339265732	43.31502786792227	19897075.215274934	3413.0159707371195	-12.534845279741605	157.12234618706034	11648678.016506642	4442.713808229154	0.2095806504012216	0.043924049022599	19737705.981829997	4367.6031823088	3700.2288059221046	0.947335	12.458352	0.0173280384815405	0.0085027791096249	-0.0489095586	-0.0790967229	-0.0576849566	0.0696161824	0.072599504	0.0430805388	-0.0719007341	-0.0519044399	0.08955878	0.0183564099	-0.0277459224	0.001053065	0.0923022368	-0.0767543086	-0.0390708481	-0.0329038415	-0.0559418909	-0.0143396357	0.0734255197	0.0432875385	-0.009390826	-0.0279788006	0.0914991604	-0.0897944972	0.0057993644	-0.0728418602	-0.0151230623	0.0551169335	-0.0242434385	-0.1847912327	0.0315998882	-0.0953861538	-0.056918522	0.0172354707	0.1077066203	0.0486332981	0.0678197015	-0.0285251917	0.0136904176	-0.0015063875	-0.0154620102	0.0407529352	-0.0089817893	-0.1152476642	-0.0223168811	-0.0491296898	0.010995398	-0.1007765542	-0.0248290628	0.0162085273	-0.0173387849	0.0242519241	0.038611338	0.0832904418	0.0076069501	0.0030572493	-0.0730158899	-0.0552439528	-0.0961445458	-0.1118105865	-0.0615758396	-0.0360040163	-0.0633687197	-0.1727801732	-0.0464762214	-0.0289401644	-0.0370793808	-0.0487268312	0.0157329643	0.0037114134	0.0894139901	-0.0252488534	-0.0294230914	-0.0208514433	-0.0222608521	0.0254288234	-0.0750012636	0.0014300586	-0.0244535921	0.1610879967	0.0197346665	0.0332209834	0.0352339763	-0.050532728	-0.0183171864	0.0721647166	0.0084985052	0.0675102901	0.0352591155	0.053031866	-0.0029224556	-0.0418712185	-0.0233466567	0.0975222436	0.0548549598	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0226446034323402	-0.0005293974716237	2.8026168296167204e-07	0.0005127780646079	-0.0194256929301985	0.0039928435175511	1.5942799355650635e-05	0.0003773575458183	0.026062470814395	0.00590466160061	3.486502861771826e-05	0.0006792523849511	0.0004449999853463	3.60000250389e-05	1.9802498695820722e-07	1.2960018028014267e-09	-0.0001019999977971	-0.0001019999977971	1.0403999550608404e-08	1.0403999550608404e-08	2.2694999110312464e-08	2.2694999110312464e-08	5.1506298461708355e-16	5.1506298461708355e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4458.490651719445	-2.123119419559771	4.507636069711818	19878138.89146968	3414.9254447840435	1.9094740469240603	3.646091135876549	11661715.793433497	4444.756061633278	2.042253404123585	4.17079896665437	19755856.447425764	4368.473862476014	3692.63156573204	1.086931	14.29417	0.0335497909980592	0.019977921782004	-0.0527982614	0.1155211244	-0.0326145727	-0.1342682626	0.0503205244	0.0356572131	-0.017305469	0.1026789473	0.0051440598	-0.156894473	0.1005992251	-0.0128758849	0.0605968301	0.0403208754	0.0652431845	-0.1380661979	0.07574658	0.0382169753	0.0902125949	-0.0416540667	0.0045660194	0.0213016107	-0.0317659786	0.0328264103	0.0312788398	0.0278419155	-0.0448400442	0.1383452418	0.0921821622	0.0027686203	-0.013546473	0.0179420834	0.0749282682	0.054287	-0.0089583706	-0.0012949548	0.0972657359	0.0267496239	-0.0077692645	-0.1471111399	-0.1199972338	-0.068294457	-0.0021452731	0.0122535743	-0.1223607191	0.061109335	-0.1026088035	-0.026757711	-0.0178665887	0.0916246283	-0.0010814483	-0.0529465466	-0.0141481465	-0.0721972551	-0.0389058036	0.0151819254	-0.021591726	0.0337890395	-0.115134562	0.0859153482	-0.0123528009	0.1636696701	-0.1069520933	0.0122644477	-0.0194756193	-0.1173993454	-0.032128419	0.0176577404	-0.0217237808	0.0736659112	0.002448964	-0.0228283845	-0.0422485238	-0.0255959703	0.0675181678	-0.0293371313	0.090603195	-0.1139656936	0.068481613	0.0108489411	-0.0099063719	0.0963423975	-0.0335155784	-0.0281176386	-0.0398933019	0.0336153249	-0.1365172534	0.0151777846	0.033718428	0.1461434163	-0.0279097301	0.0318539005	-0.0409514172	0.0694212114	-0.0816244681	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0111066060834161	-0.0115379973489241	0.0001331253828237	0.0001233566986921	-0.0076325147288685	0.01179317820133	0.0001390790520883	5.82552810863946e-05	0.025993902721737	-6.856809265800082e-05	4.701583330756186e-09	0.0006756829787071	0.0002899999914447	-0.0001549999939016	8.409999503792607e-08	2.402499810949605e-08	-0.0001500000059997	-4.800000820259999e-05	2.2500001799910036e-08	2.304000787449666e-09	2.175000036823936e-08	-9.449987420731031e-10	8.930226225197477e-19	4.730625160184123e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4462.936353967379	4.445702247933696	19.76426847728272	19917800.89956364	3426.9254571455945	12.000012361550944	144.00029667737545	11743818.088832542	4447.12434915063	2.3682875173526554	5.608785764848404	19776914.976808418	4374.026176072505	3725.4964324842567	1.049644	13.803815	0.0346253961249523	0.0172289732857886	-0.0580352585	-0.0492514659	0.1055367892	0.0101621855	-0.0875347069	0.0421771223	0.0328891711	0.0107044012	0.0185418336	0.0918673052	-0.0700725554	-0.0078599718	0.0377849404	0.1145021983	-0.0051212607	0.0241075793	0.0155719869	0.1730233976	-0.0828813724	-0.0606718705	0.0024735206	0.0132050495	0.104758132	-0.0145205	0.0351933492	-0.0515689432	-0.0518067211	0.0996975449	-0.0186432025	0.0433950299	0.113824085	-0.0097585212	0.0166697979	-0.0612953978	0.0218867416	-0.065472614	-0.0307132471	0.051638374	-0.0977589149	0.0413330008	0.0056268002	-0.046548694	-0.0024522344	0.0851075481	-0.0327486391	-0.0904486472	-0.0199255228	0.0751705879	0.1523723642	0.0607111085	0.0146755861	-0.0087404672	-0.0223825661	0.0594700807	0.1008556918	0.0259961341	-0.035101702	0.060890494	-0.1145214434	0.0189647478	0.002717626	-0.1109832354	-0.0379135563	-0.0030493627	0.0508195471	0.0086434658	0.0714576819	0.0104257962	-0.0254400798	0.0490677386	-0.0813373478	-0.028940677	-0.0360035012	-0.0134954477	-0.0421688647	0.0003729089	0.049164181	0.0533260081	0.0552573393	-0.0095870031	0.0645644283	0.0592749589	-0.0045295752	0.0684734875	-0.0226859761	0.0886041894	-0.0200738707	0.0532803929	0.0578659263	0.0992839077	-0.0069540478	0.0052574831	-0.0302053952	0.0843106786	-0.0206697137	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0194409102909958	0.0083343042075796	6.946062662448067e-05	0.0003779489929425	-0.0076555670802207	-2.3052351352199907e-05	5.314109028652729e-10	5.86077073197589e-05	0.0154769307993092	-0.0105169719224277	0.0001106066984171	0.0002395353869666	0.0002190000076009	-7.099998384379997e-05	4.7961003329194266e-08	5.040997705819857e-09	-0.0003939999820279	-0.0002439999760282	1.5523598583798552e-07	5.953598830176217e-08	4.314300022109315e-08	2.1392999852853792e-08	4.576604427042024e-16	1.861318468077244e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4454.237648103699	-8.698705863679606	75.66748370281397	19840233.025784373	3422.224049242237	-4.701407903357449	22.10323627375188	11711617.443211934	4440.392163455148	-6.732185695482258	45.322324238455934	19717082.56527389	4366.887238641036	3687.078852317512	0.934849	12.294147	0.0448378501133193	0.023969097744698	-0.0437699744	-0.0457512942	-0.061049726	0.1050401377	0.0604948134	0.0382767431	-0.0144277756	-0.0799306639	0.1037406544	0.134504776	-0.0805566935	0.0203243432	0.0766932317	-0.1302983369	-0.0220118707	0.0412439618	-0.0790869261	0.0139075332	0.0941231845	-0.0384617081	0.0006209318	-0.0265606232	0.019235894	-0.0932410682	0.0045859255	-0.0178048979	-0.0616564022	0.0579641578	0.0509584817	-0.0135896666	-0.0655916661	-0.037730149	0.0788600226	-0.013674172	0.0959633119	-0.0662242088	-0.0764511452	-0.0203919979	-0.0459923657	0.0561661151	0.0274852977	-0.0505093202	-4.93303e-05	-0.1404673855	0.0117470112	-0.0407376657	0.0549930094	-0.0073268332	0.0245349547	0.0108593558	-0.1024615609	-0.009766437	0.0351039406	0.0391460574	-0.037315012	-0.0388477163	-0.1236246346	0.0026123404	-0.0895369811	-0.0872902763	0.0093597336	0.036690505	0.0548584871	0.0204526934	-0.0285094937	-0.0181949487	0.1094440751	-0.0314599019	-0.0538216723	-0.042417733	-0.0779337259	-0.0245879998	-0.0335342099	-0.0510851305	0.0062101119	-0.0230482143	-0.0934080498	0.010002874	-0.0001089608	0.0802171998	0.0361906085	0.0627523618	0.0470614602	0.0359230686	-0.0145762835	0.0643090275	-0.0082942027	0.0795029369	-0.0048956913	-0.0102586248	0.0181661224	-0.0338730927	-0.0662127726	0.084208582	0.0370994206	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0309895044174908	0.011548594126495	0.0001333700262985	0.0009603493840416	-0.0260681515485003	-0.0184125844682796	0.0003390232668015	0.0006795485251555	0.0259535177606267	0.0104765869613174	0.000109758874358	0.0006735850841511	0.0001850000136	-3.3999994000900006e-05	3.4225005032000185e-08	1.1559995920612362e-09	-0.000447999976173	-5.3999994145100005e-05	2.0070397865100853e-07	2.915999367670835e-09	4.14400016771375e-08	-1.7029985439556562e-09	2.9002040407150863e-18	1.7172737390011586e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4458.408197334476	4.170549230777397	17.393480886337933	19877403.654059257	3415.3279681628264	-6.896081079410578	47.555934253804566	11664465.13011522	4437.995160915902	-2.3970025392463867	5.7456211731536255	19695801.04831296	4364.098774585389	3675.476663446936	1.005872	13.228173	0.0303127919032329	0.0157768873206632	-0.0447697487	0.0884076509	0.0476719097	-0.1048517294	-0.0038546357	0.0457223404	-0.062857644	-0.0060210479	0.0788725588	-0.0371577443	-0.030798662	0.0158259367	0.0440980141	0.0209620633	0.089240946	-0.0477930947	-0.0179775105	-0.0326416318	0.1237114098	-0.1034105701	-0.0339314741	0.0093207599	-0.0462707246	0.0733107221	-0.050542465	0.0908079544	0.0264372533	-0.0461231278	0.1276649977	-0.1287720736	-0.0220672342	0.0901076508	0.0782910432	-0.044873854	0.0730836511	-0.058340418	-0.0748399542	0.0065794566	0.1449277523	-0.0720175833	-0.0264705935	0.0161291062	0.0214698465	0.0045776996	-0.1015074265	0.032482785	-0.0144822407	-0.0151003047	-0.0333572636	0.026827043	-0.1270399907	-0.0408790054	-0.023796794	-0.1493890442	-0.01657713	-0.0316650882	-0.0360986708	-0.1311205383	-0.0017800346	-0.0191459967	0.0485421014	0.1067719962	0.006689967	0.0213919509	0.0224226954	0.0619885721	-0.0131947913	-0.1139168566	-0.1010864548	-0.0760940299	0.0385029195	-0.0369220951	-0.0327343307	-0.0325024995	0.0272394659	-0.0844189673	0.0832348467	-0.0540970987	-0.0215697231	0.0737622224	0.0216184492	0.0805414078	0.0235024737	-0.0375675254	0.0085422413	-0.0017683089	0.0253614804	0.0198896615	-0.041251825	0.0269230371	0.0173369916	-0.0079697997	-0.0430783799	0.0152558348	0.0660637357	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0272649828672371	-0.0037245215502536	1.3872060778304212e-05	0.0007433792907507	-0.0361294172980422	-0.0100612657495419	0.0001012290684829	0.001305334794296	0.0261266133083779	0.0001730955477512	2.996206865128801e-08	0.0006825999229655	0.0003020335478262	0.0001170335342261	9.122426401248144e-08	1.3696848133475122e-08	-0.0004039749032611	4.402507291189999e-05	1.631957224648151e-07	1.93820704489811e-09	0.0001660610139773	0.0001660195739756	2.7562498943047324e-08	2.757626036316903e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4463.275220676609	4.8670233421325975	23.68791621286356	19920825.69550583	3420.435653493374	5.107685330547611	26.088449435891256	11699380.059688644	4440.473968563549	2.478807647647045	6.144487354033477	19717809.06549051	4366.752759902686	3694.3064731584327	1.057002	13.900575	0.0658527973212345	0.0353925091267742	-0.0522500537	-0.0756856589	0.0299459682	0.0426957963	-0.0828826371	0.0057268816	0.0006192389	0.1275852412	0.0807924913	-0.1424911525	-0.0840474215	0.0282338473	0.0558389541	0.0855694454	0.021689077	0.0542350592	-0.0876004944	0.02343477	-0.0018458405	-0.0073131375	0.043040564	0.121737966	-0.0039152972	0.0451347529	0.0379787695	-0.0052400897	0.0879079209	0.0128521698	-0.0872656189	-0.0186422867	-0.0023330537	0.0676099735	0.1325608991	0.062739523	-0.0939271132	-0.0266998248	0.0026424081	0.0359482861	0.1302556009	-0.011563363	0.0768181365	-0.1271848218	0.0321963708	0.0394208234	-0.0478982376	-0.1086688578	0.0298384345	-0.0580877443	0.0107964233	-0.0068593485	-0.0037467873	-0.0614524171	-0.0902270586	0.0001695722	0.0119070374	0.0632938524	0.0391366616	-0.0692910279	0.0024465673	0.006103129	-0.0570318115	-0.0006036327	0.1308091114	0.0327295338	-0.1031686879	-0.0188753107	0.002056332	-0.0605088046	-0.1209875598	0.0534136272	0.0317108722	-0.0410206937	-0.040261749	-0.0394185132	-0.0580269319	0.0808760318	0.0481970906	0.0480023936	0.0754821563	0.0705474202	-0.0188034345	0.0846008351	-0.023142342	-0.0324649963	0.0001611687	0.0497996969	0.0012405324	-0.0530190863	-0.0639714329	0.0199417591	0.0512783688	0.1043056961	-0.0844588757	-0.0259087508	-0.1047598121	0.1045074645	0.1018175221	0.0973854535	0.0912870929	2.4672288660099184e-05	-0.027240310578577	0.0007420345204173	6.087218277272587e-10	-0.0296397114770883	0.0064897058209539	4.211628164252294e-05	0.000878512496445	0.0134590156811214	-0.0126675976272565	0.000160468029646	0.0001811451031046	7.900000392317928e-05	-0.000223033543903	6.241000619862341e-09	4.974396170594067e-08	-0.0004039999692695	-2.5066008399986243e-08	1.6321597516975693e-07	6.283047771081807e-16	1.5957999778605536e-08	-0.0001660450559775	2.757096061457822e-08	2.5465775693397434e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4458.652242413569	-4.62297826303984	21.37192802053886	19879579.81877955	3410.6573652436464	-9.778288249727666	95.61492109476214	11632583.663090732	4442.105343564472	1.6313750009230716	2.661384393636752	19732299.883324035	4367.22166675233	3666.241446769959	1.11008	14.598609	0.0254034933230369	0.0165006163464038	-0.042393533	0.0687026457	-0.1074830301	0.0034153775	0.1217299061	-0.022078999	0.0057121479	0.1031323398	-0.0915028395	-0.0457055548	-0.0912115426	-0.0102626564	0.0560766349	-0.0517419377	-0.003554594	-0.0378458427	0.056689857	-0.0542673308	-0.0104020599	-0.0032747854	0.0660913078	0.1222479717	0.0312385567	-0.0224815847	-0.0765592127	-0.0923741365	-0.0360762294	-0.0139304941	-0.0770798007	-0.02677547	-0.0503495789	-0.0367022105	0.0033031329	0.0463073439	0.0948468407	0.0680212443	0.0366838626	-0.0038486774	-0.0293500821	-0.1184613884	-0.0379897229	-0.1798907018	-0.0148234188	-0.0828226568	-0.0315910408	0.0329840392	-0.0478730176	0.0225055193	-0.0299077705	-0.0443626824	0.0449568731	-0.069915695	-0.0980898772	0.0694031836	0.0014930307	0.0481987672	-0.0072251157	0.0735694278	0.0932963509	-0.0752929166	-0.0464219666	0.049530637	-0.0439256121	-0.1240519373	0.0154923833	-0.0787320303	-0.0192550043	-0.0436288307	0.0254275566	0.0232029711	-0.1040622624	-0.0367109069	-0.0424660915	-0.0349958757	0.0425864179	-0.0229163317	-0.0757815844	-0.0818663263	0.0246220432	0.0155859797	0.0610074104	0.0597224961	-0.0537171715	0.0036843681	-0.0359208195	0.0532470146	-0.038927693	-0.0864425561	0.0164120454	0.0041009389	-0.0087904149	0.0419254819	0.0102783464	-0.00373907	-0.0352267055	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.014841674340019	0.0148170020513589	0.0002195435497899	0.0002202752972151	-0.024238539253389	0.0054011722236992	2.917266139006082e-05	0.000587506785138	0.0164438903218098	0.0029848746406884	8.909476620624706e-06	0.0002704015289157	3.5000003776803675e-05	-4.400000014637561e-05	1.2250002643762715e-09	1.936000012881053e-09	-0.0004039999692695	0.0	1.6321597516975693e-07	0.0	7.070000347845855e-09	-8.88799943075968e-09	7.89965338811844e-17	4.998490491854052e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4445.303795807857	-13.348446605712525	178.18102678555823	19760725.83702374	3409.8799654803697	-0.7773997632766623	0.6043503919426105	11627281.378984408	4437.294362982189	-4.810980582282355	23.145534163097864	19689581.263753515	4364.789918962445	3470.3937973076763	1.519554	19.983582	0.2831741247641849	0.139207468838046	0.1258846074	0.0054049741	0.0769458865	-0.028054564	-0.0716899129	0.1140852336	0.0217298858	-0.0238027648	-0.0388729769	0.2121981877	-0.0159213902	0.0058047477	-0.1130685606	-0.015353506	0.0473250615	0.1313458664	-0.0325689297	0.049660012	-0.0023818019	-0.0723029567	-0.0294660036	0.06978262	0.0266528142	-0.1477235379	-0.0753135635	-0.2053864398	-0.0868463678	-0.0606843059	0.0121682437	0.018892477	0.0905514541	-0.0611160687	-0.097908159	-0.1357294525	0.034843801	-0.020893111	0.0722241458	0.0018653428	-0.0085725605	-0.102728827	-0.1149596499	0.1158333832	0.0053418072	0.0629564234	0.044166427	0.0456694617	0.1336495172	0.0914551566	0.0433028507	-0.0171975795	-0.0957962817	0.0348452133	-0.0466889452	0.0503318325	-0.0552588155	-0.0070397527	-0.0870943282	0.1507564375	0.0507040096	-0.1762482062	0.0834003571	-0.1994008832	-0.178648583	-0.0579947316	0.0366713435	0.0329570478	-0.0833166196	-0.0283902851	-0.1237616374	-0.0370597908	-0.0672102972	0.0877829848	0.0603645314	-0.0715143688	-0.0765238997	-0.1336537589	0.0140136183	0.0336091572	-0.0542580763	-0.042159002	-0.0314689377	-0.0515303842	0.0835187811	0.1975690385	-0.0718138459	-0.0931558368	0.1115564005	-0.0455911104	0.0709351096	0.0482242603	0.1505451947	0.0140830722	0.0679304247	-0.0150571764	0.2518686692	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0300048523601645	0.0151631780201455	0.0002299219676706	0.0009002911651552	0.0989237074514903	0.1231622467048793	0.0151689390133935	0.009785899895948	0.0446864862020675	0.0282425958802577	0.0007976442220555	0.0019968820490875	0.0014951766179014	0.0014601766141245	2.235553118719069e-06	2.1321157444363704e-06	-0.000402848820572	1.1511486974999678e-06	1.6228717223625148e-07	1.3251433237558725e-12	0.0008708013903563	0.0008707943203559	7.582827483641846e-07	7.582950614464651e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
