global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
4587.406468076495	n/a	21044298.103350066	n/a	3320.420734898325	n/a	n/a	11025193.856742732	4482.892767458546	n/a	20096327.56453214	n/a	4343.794711401642	3180.372368637156	n/a	n/a	n/a	n/a	-0.1232993139	0.0103032529	0.0319751215	-0.0335958272	0.0642068659	-0.0118838756	0.0777960294	0.1103919125	0.0635090036	-0.0222714956	0.1024713345	-0.0474778775	0.0219437534	-0.0560513996	0.1321665575	-0.0700430385	-0.0619350335	0.0795201738	0.0864212004	-0.0719872863	0.0419660149	-0.1467452296	0.008033385	-0.023827405	-0.0236607223	0.0881820064	-0.0644250334	0.0658500756	-0.0362499857	0.0700804086	-0.0412439484	0.045952301	-0.0778747876	0.1695938546	-0.0542974918	0.0332580926	-0.0373012962	0.0119775975	-0.109381434	0.0584232785	-0.063826317	0.0504736988	-0.0532638841	0.0952103103	-0.0885989819	0.1237009037	-0.0801287296	0.0849654378	-0.0767460497	0.0667565052	-0.0419234162	0.1544100087	-0.0735982209	0.0879863727	-0.0351605608	0.0451559256	0.0672807621	-0.0512397183	0.0650796785	-0.1082788038	0.1321835412	-0.0624529364	0.0086268335	-0.0494057656	0.0739026412	-0.0059786498	0.1347935466	-0.1030807337	0.1327977468	-0.0335762581	-0.0627319545	-0.0527997107	0.0053088642	-0.0117322596	0.0001305052	0.0821918813	0.1241122555	-0.0366917885	0.0360532975	-0.075073846	0.0394408528	-0.1300789376	0.0067474255	-0.0505960986	0.0265499697	-0.1223690021	0.1980246588	-0.1419595808	0.0213805962	-0.0396051992	0.1878954112	-0.0091236282	0.0966699926	-0.0780204943	0.0737127986	-0.0249542653	0.1385665089	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0434099658386202	n/a	0.0018844251341101	n/a	-0.0621764090676464	n/a	0.0038659058445473	n/a	0.0393369246724262	n/a	0.0015473936426841	n/a	0.0008180037709436	n/a	n/a	6.691301692779496e-07	0.0024370027851468	n/a	n/a	5.938982574813261e-06	-1.996736700382053e-06	n/a	n/a	3.986957450652609e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4592.573157130641	5.166689054146445	21091728.20359691	26.69467578223669	3338.6892457806894	18.268510882364357	333.7384898590648	11146845.879891628	4486.202152641452	3.309385182906226	20126009.7543648	10.952030288839277	4349.365317802065	3163.546117708893	1.089925	16.072258	0.1750492098542514	0.0882208824433638	-0.1441872765	-0.0344919734	-0.0101747406	0.044982927	-0.0834802189	-0.0062059607	0.0856579802	0.092057197	-0.0879137537	0.0384567531	-0.0649854331	0.0140336349	-0.05837183	0.0239656284	0.0902278061	0.0116794943	-0.0596341201	0.0673810296	-0.0471918525	-0.0963049501	0.0257829293	-0.1800307883	-0.0160015417	-0.0096835953	0.02916718	0.0764031133	-0.0311518381	0.0500863705	-0.1866531999	0.1455640843	0.0098373254	0.0270528229	-0.0919408171	0.1891134513	0.010121359	0.111597189	0.0800224748	0.0076592611	-0.1612811586	-0.0106486885	-0.0868085556	-0.0662760501	0.1204883009	-0.0736512466	-0.0808218462	-0.0272455827	-0.0722389359	0.0865001917	0.1050406132	0.1029986956	-0.0156568307	0.1243329371	-0.0383191552	-0.0273526062	0.0117310362	-0.0458700519	0.0156057549	0.007349261	0.0355948431	-0.1160418268	0.0953328287	0.0974265892	0.0562552202	-0.0542348592	0.0204661438	0.090716614	0.0871976017	-0.0146465212	0.0308705177	0.1324465326	-0.2153119962	-0.1011787789	0.0999312691	-0.0190711059	-0.0486037502	0.0483424975	0.1605704798	0.0181696064	0.1015817928	-0.1224720319	0.0406443829	0.0107456188	0.0399985704	0.0436608095	0.1119220662	-0.1640951893	0.1484491297	-0.1897115082	0.2350002775	0.1429082766	0.0190757394	-0.1040471646	-0.0244686257	0.0384353709	-0.0308964768	0.0559927131	0.0165564427	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.031201815264211	0.0122081505744092	0.0009735532757819	0.0001490389404474	-0.069508945487243	-0.0073325364195966	0.0048314935027485	5.376609034471054e-05	0.1054749973859827	0.0661380727135565	0.011124975073573	0.0043742446622636	0.0002757175889883	-0.0005422861819552	2.9407430313965665e-07	7.602018887752114e-08	0.003189067860422	0.0007520650752751	5.65601877448692e-07	1.0170153818376551e-05	0.0004910610090029	0.0004930577457032	2.431059405980023e-07	2.411409145629463e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4604.33736789207	11.76421076142833	21199922.59736727	138.39665483930614	3338.241809023624	-0.4474367570655886	0.2001996515733705	11143858.375513315	4494.8029926845	8.600840043048265	20203253.943045534	73.97444944610248	4353.298469325096	3188.5226813762965	1.098876	16.20425	0.0532105280055139	0.0304275528169704	-0.0455921568	-0.053883601	-0.1108329911	-0.0530280145	0.0709112312	-0.0378944331	0.0219227193	0.0643403954	-0.0177815148	-0.1162289443	-0.1432879858	-0.0492678966	0.0047586081	-0.1259211867	-0.0477354985	0.0327801325	-0.02118335	0.0214218353	-0.1323727788	-0.032601634	0.01920319	-0.0068185172	0.0391014065	-0.006181046	-0.1151414418	-0.108507163	0.0237368014	0.1815462235	-0.0977447851	0.1126115475	0.0294528933	0.091824783	-0.0908199535	-0.0826260252	-0.1393228919	-0.0746242841	-0.006954686	-0.0524575778	-0.1178317751	-0.0008201368	-0.0779712154	-0.1337849495	0.1587225959	-0.1175141885	-0.1697742158	-0.0075522197	-0.0394777052	-0.0009541414	0.0674044557	-0.0585078616	-0.1647780518	0.0063802811	-0.0295990222	0.090976817	-0.0612821075	-0.0020607822	-0.0180998278	0.1116332786	0.0298069007	-0.0887493039	0.0725656884	0.0435246457	0.0550717355	-0.0369924373	-0.0447521795	-0.1491033019	-0.0621611602	0.0370036026	0.0298745575	0.169046129	0.0011683718	-0.0100962352	0.0120126657	-0.0152824207	-0.0200453572	0.0273930388	0.1341820149	0.0371001806	0.1077739306	-0.0813406104	-0.026052404	0.0172691756	-0.1625470932	-0.0384957353	0.0620521461	-0.0297992067	0.1654570474	-0.0818447987	0.127895827	0.0620264836	0.0270563658	-0.1434199295	0.0340329657	-0.0023413745	0.059833961	0.0545514137	-0.0496538977	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0315412530829632	-0.0003394378187521	0.0009948506460435	1.1521803279924865e-07	-0.0535658678699064	0.0159430776173366	0.0028693022006562	0.0002541817239124	0.0896048661002026	-0.0158701312857801	0.0080290320288352	0.0002518610670278	0.0002758211640364	1.0357504810000777e-07	1.0727790588918922e-14	7.607731453039468e-08	0.0027680717488054	-0.0004209961116165	1.772377259962967e-07	7.662221206534586e-06	0.0004911189480111	5.7939008200002216e-08	3.3569286711999242e-15	2.411978210955296e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4598.526960843287	-5.810407048782508	21146450.2096026	33.76083007254146	3370.525462173389	32.28365314976509	1042.2342606943373	11360441.891159136	4505.768734834632	10.965742150131518	20301951.89181328	120.24750090317102	4369.486234851847	3226.4225464810543	1.214992	17.916515	0.1881171617133352	0.0827968441099261	-0.0266001549	0.0498186244	0.1125076763	-0.0123143785	0.0684114602	0.0183200905	-0.0188799604	-0.0157146655	0.1671421531	-0.0153436831	0.0515427772	-0.1024220228	-0.084604699	0.0622408571	0.0700248309	-0.1072437108	0.0726903715	-0.0052642542	0.0369115982	-0.0332155327	0.019813141	0.0246862577	-0.0661260624	-0.0062307845	-0.0518499807	0.0999222982	-0.0974123646	0.0356896007	0.0947921575	-0.0099637552	-0.0520842162	-0.0297733868	0.0211831831	0.0468829268	-0.2991121341	-0.0948249317	0.0020575524	0.0502086121	0.0933862474	0.0699670166	-0.0377266386	-0.031094725	0.009429421	-0.079864349	0.0943700581	-0.0223627914	0.0710722823	0.0040429725	-0.1005770258	-0.0303577239	-0.033295044	0.0651663809	0.0053749316	-0.0390015243	-0.0659351157	0.0994833986	0.0650753264	-0.1482199054	0.066894643	0.036359573	0.1313685808	-0.0638499982	0.0380228737	0.0051096619	0.1441030053	-0.080324773	0.1412985417	-0.1218196855	0.0119121348	0.1384634347	0.0725498523	0.1893020349	-0.1557946018	-0.021855873	0.0118798001	0.0147502612	0.0748030438	-0.0202135563	0.0275968382	-0.0156339285	0.0042008166	-0.1392581016	0.0252727401	-0.0917422358	0.0893098103	-0.0134913732	0.0120610117	-0.1184427897	0.0169323617	8.75999e-05	-0.0627270813	0.0641087202	-0.029064192	-0.0602130921	0.0494480101	-0.0706614386	0.0938593033	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0196657037687515	0.0118755493142116	0.0003867399047202	0.0001410286715142	-0.0328705250338714	0.0206953428360349	0.0010804714160023	0.000428297215101	0.0400741975124674	-0.0495306685877352	0.0016059413062682	0.002453287130748	-0.0001519332935656	-0.000427754457602	1.8297387599838125e-07	2.3083725693690796e-08	0.0016480079796905	-0.0011200637691149	1.2545428468838763e-06	2.7159303011235637e-06	-8.137484477906758e-05	-0.0005724937927901	3.2774914278327134e-07	6.621865362817342e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4594.722970312111	-3.8039905311761686	21111479.17391375	14.47034396127795	3372.284885242225	1.7594230688359858	3.095569535152238	11372305.347233163	4506.378041792889	0.6093069582575481	20307443.05555312	0.3712549693810654	4371.219298098879	3224.302324816838	1.059334	15.62116	0.0934346556166083	0.0468724516898595	-0.080268956	-0.0146432356	0.0348952454	0.0206867416	-0.1411469853	-0.0433340491	0.0261692345	0.0340077865	-0.0615362104	0.1004639843	0.0556134305	0.1039114217	0.0407273361	-0.002735213	-0.0047598651	0.0127125927	0.0890253101	-0.0053694678	0.0369696761	0.0282926565	-0.0003807518	-0.0409842468	-0.132932862	0.0077399075	0.0506146625	0.0942928195	-0.008584715	0.0957531548	0.0274392481	-0.0441721654	-0.0528281832	0.009662035	0.0948897516	-0.0394388944	-0.0718454325	-0.1444162403	-0.0735374406	0.0871687953	-0.0637200219	0.0786069033	0.1208616185	0.1025297202	-0.1513342139	0.1001496501	0.0867057821	-0.1233033617	0.0832388324	0.0149418863	0.0523228728	0.0662132703	0.0939445777	0.05708849	0.0594475997	0.0246692834	-0.0245219152	0.0579256932	0.0406748196	-0.0254884408	0.0321892732	0.0483454639	0.0172298016	0.0195429292	0.0413266602	-0.0226325597	-0.0392620828	-0.0886913161	-0.0406760168	-0.0690142555	0.0782244711	-0.0481533617	0.1216965716	0.1273089803	0.0354053708	-0.0155291035	-0.0113838476	0.0173276703	0.0799682117	0.0078435879	0.0230985246	-0.0706320496	0.0389063491	0.028424782	0.033644649	0.0393247197	0.0990640854	-0.0771338849	0.0721321555	-0.0100778007	0.0859405793	0.0369722985	-0.0126287877	0.077807706	-0.1379549709	0.0993982383	0.0171720467	-0.0236112463	0.0951648535	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0321110140017566	-0.0124453102330051	0.001031117220221	0.0001548857467957	-0.0301106173967866	0.0027599076370848	0.0009066492800156	7.617090165239026e-06	0.0696093988821644	0.029535201369697	0.0048454684127362	0.0008723281199485	0.000407051087083	0.0005589843806486	3.1246353780909895e-07	1.6569058749545205e-07	0.0012339839618467	-0.0004140240178437	1.7141588735152309e-07	1.5227164180948782e-06	-8.22511738230956e-05	-8.763290440280235e-07	7.679525934070697e-13	6.7652555952770875e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4586.50882667365	-8.214143638460882	21036063.217155304	67.47215571326738	3333.2476856286444	-39.03719961358047	1523.902953670527	11110540.133748714	4495.120385617626	-11.257656175263037	20206107.28119516	126.734822560438	4358.174868740006	3152.585938655612	0.9458	13.946965	0.0598760451843207	0.0306835472509078	-0.1121300585	0.0191708305	0.0110428816	-0.0607133172	0.0741347245	0.0030212877	-2.20687e-05	0.0882978842	0.0401686931	-0.002702991	0.0603336556	-0.0103398843	0.0485344287	-0.0462735582	-0.1151894295	-0.0153445451	0.0166954407	0.0238731388	-0.0020047437	-0.0182321037	0.0130129731	0.0112361558	0.0115366955	-0.0169655411	-0.1752003312	-0.0380535606	0.1301694077	0.0336222884	-0.0219255178	0.0555390006	-0.0279455979	0.0703793883	0.1165300699	0.0658529538	-0.1109018367	0.0719936635	-0.0665003461	0.076107213	0.1005468407	0.010669441	0.0703643398	0.0753528071	-0.1142231283	0.0776639806	0.0303422539	-0.0686818126	0.0124567937	0.0204293438	-0.0665894219	-0.0531017659	-0.0785953152	0.0299527215	-0.0260402652	0.0258337908	-0.0935717767	0.0665295051	-0.0139103651	0.1071423084	0.0483034571	0.0424886107	0.0105956667	0.1444193366	-0.0677906341	-0.0381687382	-0.0332514836	-0.035437989	-0.0212569188	-0.0643353994	0.079149514	0.0153106637	-0.0033263527	-0.0038294348	-0.074894984	-0.0216153131	0.0013607409	0.0272828746	0.0737426266	0.0112842029	0.0142464739	-0.039907767	0.0516149736	-0.0239328409	-0.1043866931	-0.0623462175	-0.0687518727	0.0690465525	0.0259799291	-0.0209717792	-0.0063972588	0.0615361138	-0.0255315729	-0.0264759032	-0.0665937898	0.0311028952	0.0645260001	0.0055283605	-0.0447529056	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0322380949573073	-0.0001270809555506	0.0010392947664763	1.6149569263677913e-08	-0.0273763927434345	0.002734224653352	0.0007494668796427	7.4759844549984035e-06	0.0492365700628312	-0.0203728288193332	0.002424239831552	0.0004150521541018	0.0005489350600506	0.0001418839729675	2.013106178507064e-08	3.013297001527558e-07	0.0008740411111227	-0.000359942850724	1.295588557873198e-07	7.63947863932604e-07	0.000148760217607	0.00023101139143	5.3366262970468855e-08	2.2129602342481992e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4591.488668170634	4.979841496983681	21081768.189939342	24.79882133508067	3358.502001602684	25.2543159740394	637.7804753166216	11279535.694769232	4492.623763415279	-2.496622202346771	20183668.279603668	6.23312242125084	4358.913311550541	3190.642459828113	0.938512	13.839493	0.0291712514545468	0.0171452692634744	-0.1037112024	0.0450414216	0.15965341	-0.0080800414	-0.0041440889	-0.0099081821	0.0397590493	0.0834727162	0.0604668754	0.1111968371	0.0460287866	-0.0220443717	-0.017792287	0.0227128565	-0.0184765596	-0.0070419489	-0.0578900799	0.0131798648	0.0782371957	0.0352525901	0.0173985434	0.0259381928	-0.0561449228	0.0291789143	0.0157930799	0.025506836	0.1183770112	-0.0921123071	-0.0538704413	-0.0224222176	-0.1492258069	-0.0179098233	0.1206650082	0.0185467649	-0.0393782368	0.0502397538	0.0491516276	-0.0672276011	-0.0044853234	-0.0812000821	0.0070365133	-0.0811947536	-0.0876158116	-0.0284222863	-0.0341872297	-0.1188949559	-0.0535505719	0.0256596413	-0.0864883357	-0.0031313123	0.0750917291	0.0097325163	0.0496023702	-0.0597926558	0.0063255773	0.024126654	0.0647421707	0.0137552576	0.0507415324	0.0838860482	0.0015749322	0.0656818375	-0.061997608	-0.1011058522	0.0075412636	0.0296081556	-0.0424705527	-0.0769356494	0.0471734697	0.0780710866	-0.0402560826	0.0322409523	-0.0271372845	-0.0161047246	0.0013541601	0.0187428951	0.0632908705	-0.0064265578	-0.009338904	0.0073652142	0.0939130802	-0.0971785242	0.0820437626	-0.0158766723	0.0084547566	0.0166392982	-0.030940173	-0.0331528139	-0.0003924171	0.0947629043	0.0303962465	-0.0120082639	-0.0153935383	-0.0996514955	0.0937788891	-0.0515419789	0.0362164264	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.032330703018232	-9.260806092470376e-05	0.0010452743576531	8.576252948233642e-09	-0.0273585710153554	1.782172807910168e-05	0.0007484914080022	3.1761399172544116e-10	0.0491692569937782	-6.731306905299883e-05	0.0024176158333202	4.531049265333789e-09	0.0007673985707495	0.0002184635106989	4.7726305506888426e-08	5.889005663883754e-07	0.0006691177022353	-0.0002049234088874	4.199360351003255e-08	4.477184994446476e-07	0.0003052434699505	0.0001564832523434	2.448700826399949e-08	9.317357594742176e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4600.9775747626645	9.488906592030617	21168994.64346893	90.03934831228209	3329.2705013877467	-29.231500214937117	854.4806048158686	11084042.07141062	4491.301442360392	-1.3223210548876525	20171788.646148536	1.7485329721991936	4352.084420037911	3195.007882921552	0.975457	14.384282	0.0575051566171541	0.0315950718959338	-0.0691779264	-0.0231483098	-0.0911071867	-0.0226363508	-0.0675233493	-0.0269180169	-0.0007072028	0.1094719836	-0.0915117839	-0.0491190746	-0.0443955641	-0.0348723552	0.0190347852	-0.0231947463	-0.0174426652	-0.0440321149	-0.0654300159	0.0324451571	-0.0045787096	-0.053648423	-0.0022739138	-0.0103078243	-0.0466424562	-0.0263303471	0.0074236005	0.0247912731	-0.0033249112	-0.0375636175	-0.0729414262	0.067413566	-0.0539222678	0.020055048	0.0161618784	0.0328833388	0.0111282394	-0.1250128479	0.0728273618	-0.1023389452	0.0703337659	-0.0325574046	0.0910819113	-0.0790848097	-0.068848236	-0.0509360255	0.0363463752	0.0248712746	-0.0852593989	0.030996553	0.0483405426	0.0819577255	-0.0141652059	0.0250149511	0.0274235801	0.0180466533	-0.0124494386	0.027183629	0.0594072939	0.0162716932	0.0364353871	-0.0788008065	0.0839648209	-0.0405320759	-0.0716854553	-0.0711364625	-0.0724800722	-0.0111157528	-0.0274628705	0.0848873404	0.0454756175	0.0517631551	0.1010004718	0.0678739581	0.0948732842	-0.0117099458	0.0018080189	0.0136971237	0.0406429157	0.0290527511	0.0096487444	-0.0410380457	0.0267390318	0.084199012	0.0039803747	0.0382807381	0.0655309035	-0.0562461586	-0.014704091	0.00483642	0.0651638216	0.020118694	0.0246310526	0.109066175	-0.0559132268	-0.0163261755	-0.0087266336	-0.0156760926	0.0968635851	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0320448382485807	0.0002858647696513	0.0010268716583777	8.171866652779353e-08	-0.0473633168263347	-0.0200047458109793	0.0022432837807917	0.0004001898549618	0.0490623261430585	-0.0001069308507197	0.0024071118465678	1.1434206835639012e-08	0.0003629995538627	-0.0004043990168868	1.6353856485901044e-07	1.3176867610451924e-07	0.000702999924977	3.388222274170003e-05	1.1480050179181746e-09	4.942088945176676e-07	1.3724058629234286e-06	-0.0003038710640875	9.233762358971605e-08	1.883497852586601e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4593.382488985183	-7.595085777481472	21099162.69011572	57.68532796730134	3327.3324108945126	-1.9380904932340852	3.7561947599643406	11071140.972589089	4493.063617939852	1.7621755794598355	20187620.674854748	3.105262772844608	4352.448830623577	3206.031161418838	0.944471	13.927361	0.0818351855883484	0.0372394654065519	-0.0413986562	0.0079630935	0.0416239623	-0.0253755002	0.0928874171	0.0270399671	0.0116958922	0.0754464042	0.1018448468	0.0207865589	0.0099650877	-0.0111187596	-0.0569952038	-0.1033136468	-0.0813351785	-0.0186332376	-0.0294710207	0.0021761212	0.0065749176	-0.0423068391	0.0377083528	-0.0302028675	0.0409928581	0.0205425012	-0.0507303661	-0.0439609357	0.1303724925	-0.1161493211	-0.0150759562	-0.0971310655	0.0389498947	-0.0567168788	-0.0618006262	0.120918784	-0.0766735462	0.0629636707	0.0064884062	0.0164279231	-0.1413405561	-0.0800502049	0.1589929596	0.045038468	0.094675366	0.0688787106	0.0052602368	0.0716375924	-0.0538429319	0.0122416715	-0.0651592014	-0.0032912884	-0.0521507379	0.0602416859	-0.0305547788	-0.0710891861	-0.0271985429	-0.0488620086	0.0605373069	0.1459681489	0.037387603	0.0348326885	-0.0921149576	-0.0066741708	-0.1313737194	0.0526161149	0.1410292898	-0.0089730684	0.0263678769	0.0169882939	0.129596206	-0.0231648802	-0.1031519222	-0.0885326285	0.1185530678	-0.0134858285	-0.0067370304	0.0085242565	0.0225801126	0.0148559649	0.0028530972	0.0239369424	0.0409486306	-0.0526643734	-0.0473399879	-0.0601591919	-0.0721248612	0.0602039489	0.0532964458	-0.0131635923	-0.0185851453	0.0403626677	0.035663419	0.0604527293	-0.0856169707	0.0512221905	0.0009066983	0.0981174319	-0.0333500362	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0124600573420678	0.0195847809065128	0.0001552530289676	0.0003835636431561	-0.0473154140111518	4.790281518289585e-05	0.0022387484030467	2.294679702446677e-09	0.071086369452658	0.0220240433095995	0.0050532719219597	0.0004850584837031	0.0007680160963068	0.0004050165424441	1.6403839965337352e-07	5.89848724186336e-07	0.0003879686894581	-0.0003150312355188	9.924467935256465e-08	1.5051970399983566e-07	-8.21489873151399e-05	-8.352139317806332e-05	6.9758231184046435e-09	6.7484561169030165e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4600.339779229926	6.95729024474258	21163126.08436524	48.40388754959027	3354.619834206321	27.2874233118082	744.6034709978135	11253474.232050445	4492.24369998854	-0.819917951311254	20180253.46008673	0.6722654468824439	4357.697527869722	3196.3141555786133	0.992641	14.637678	0.0619199048664196	0.0325045179534536	-0.0948871139	0.0410145059	0.1109228779	0.043789242	-0.0416991469	0.0340445339	0.1073567175	0.0467992572	0.021053006	0.1359515902	-0.036212418	0.0141699238	-0.0447179327	0.0307232796	0.094124383	-0.0597781003	-0.0600848848	0.0451264411	0.087851438	0.0645167701	-0.003923306	-0.0130406164	-0.0699046462	-0.1156251497	0.0956914364	0.0602065889	0.0086671955	-0.0646188876	-0.1025040109	-0.0138356457	0.0136753715	0.0376199106	-0.0595837852	0.0212750525	-0.0348869054	0.1147432528	0.1131406795	-0.0010395216	0.0160298369	-0.0324016162	0.0739746801	-0.0746932696	-0.1900525562	-0.0309303791	0.090564875	0.0076859709	-0.059507003	0.0569013539	-0.0305999494	0.0652943933	0.1395115412	-0.0202799378	0.0507837053	-0.0703550853	0.0707791944	-0.008451079	-0.01354585	-0.0082532608	0.0792742081	-0.0757118879	-0.0227707118	0.0479882143	0.0197745575	0.0813398387	-0.0207993274	0.0820445163	0.016853405	0.0250795532	0.0879115808	0.1927710093	0.0190746046	0.0019684483	-0.049096097	-0.0124215928	0.0101247739	0.0054181818	0.0272380809	0.0041355123	-0.0027633917	0.006782093	0.0633930001	-0.0564414086	0.1406337413	-0.0102937438	0.0019698053	-0.0525535289	-0.1657360271	-0.0181778062	0.0028291116	0.0349476423	-0.0061878747	0.0126273786	0.0052571462	-0.0662658739	-0.0043875615	-0.0238170523	-0.0212569777	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0157427790706634	-0.0032827217285956	0.0002478350928677	1.0776261947393692e-05	-0.0362519857277021	0.0110634282834497	0.0013142064692015	0.000122399445383	0.049166620435443	-0.021919749017215	0.0024173565650429	0.0004804753969776	0.0003450196313674	-0.0004229964649394	1.789260093512291e-07	1.1903854602889661e-07	0.0004779858203316	9.001713087349999e-05	8.103083850696824e-09	2.284704444380726e-07	-8.208246638485327e-05	6.652093028662793e-08	4.425034166198413e-15	6.737531287820567e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
