global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
4556.681004317357	n/a	20763341.77510664	n/a	3520.122579891124	n/a	n/a	12391262.977459343	4478.271777153942	n/a	20054918.110053524	n/a	4306.297444017362	3296.727171924915	n/a	n/a	n/a	n/a	-0.0015956382	0.0646169392	0.0702909821	-0.0695672515	0.0137875873	-0.0495318456	0.0439833529	0.039942761	-0.0202599816	0.0430355732	-0.0447025677	0.0264544077	-0.0660069762	0.1154347666	-0.071046331	-0.1122129121	0.043811775	0.0327549256	-0.059296461	0.0273525711	-0.0079061508	0.0696937739	-0.0139333535	0.0406973713	0.0180859426	-0.094494114	0.0490035284	-0.0246125436	0.0060279768	-0.0702442132	0.0021083322	-0.0812125518	0.0179897409	-0.0619325979	0.1507539011	-0.0751825644	0.0162822124	-0.0313300062	-0.0411066232	0.0187267648	-0.2207414982	0.0598123789	-0.0181342329	0.0465017035	0.0575249484	-0.1058528821	0.0170276906	-0.0757763515	0.0551511992	-0.0995013022	0.0117861916	-0.0282036013	0.0720295943	-0.004032834	-0.0027984827	0.0043630631	-0.005806044	0.0960956366	-0.0728414492	0.0167047777	-0.0531187433	0.0075065572	-0.0515145145	0.0061529746	-0.1187869374	0.0079032392	-0.0550180452	0.0352831034	0.0704988549	-0.0057288051	-0.0456048379	0.1306596522	-0.0055015976	0.0146124851	-0.0332418341	0.0027683342	-0.0176978337	0.0124449546	-0.0081080917	0.0130345927	-0.0834672673	0.0305675211	-0.0222317361	0.0967241506	-0.0422871785	0.0450450606	-0.1124432737	0.0521266146	-0.0384302806	0.0457316124	-0.0468486682	0.0512598135	-0.0068858092	-0.0072476664	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0416035193848216	n/a	0.0017308528252032	n/a	0.0006284223945129	n/a	3.94914705925327e-07	n/a	-0.2412436844007857	n/a	0.0581985152632658	n/a	-0.0010529356296225	n/a	n/a	1.1086734401285306e-06	0.0007228682556168	n/a	n/a	5.225385149784752e-07	0.0012018818713324	n/a	1.4445200326374718e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0
4554.550776643272	-2.1302276740852903	20743932.777021836	4.537869943438826	3518.41147876496	-1.711101126164067	2.9278670639599382	12379219.333905034	4466.874993119458	-11.396784034483971	19952972.20415596	129.88668632866876	4293.582722673725	3305.238097156108	1.037176	17.614059	0.3343197489300312	0.1550004476807045	-0.0948143663	0.1200317281	0.053443275	-0.1427353781	-0.0411635581	-0.066654327	-0.0750806936	-0.0092904881	0.048961477	-0.0502825011	-0.0833405748	-0.0239388886	0.0505136989	-0.0263430974	0.0850379857	-0.0744617798	-0.0822641297	0.0731709374	-0.0138326654	0.0368600507	0.0979721845	0.0329167132	0.0059325828	-0.084135869	0.0494603645	-0.1279195858	-0.0018282616	0.0061545297	-0.0585859628	0.053802436	-0.0506371	-0.1237504173	-0.1007134393	0.0375545042	0.0195520037	-0.0794533755	-0.1313020979	0.0595876412	0.0991255421	0.0451125472	-0.1686120094	0.1417562456	-0.0352966998	0.007399051	0.0970448889	0.0294052425	0.0687101501	-0.0134877941	-0.0194149853	-0.0453003314	0.0228427241	0.0152296762	0.1128391088	0.0118915181	-0.0788523256	-0.1016511144	-0.0770425273	0.0108203895	-0.0259096089	-0.0697122476	-0.0348370071	0.1041712925	0.1318073988	-0.0382996085	0.0921498226	-0.0129675672	0.1370370502	0.1065719751	0.0784691622	0.1094937072	-0.121806322	0.1031783722	-0.0706488528	0.0859144573	-0.0461899613	0.0533918147	-0.0268666362	-0.0767706425	0.0402202335	0.0500313176	-0.1230574858	0.1682201122	0.0383936322	0.076870204	0.0546507395	-0.0505787497	-0.0477405637	-0.1680775962	-0.0545824281	-0.0254817399	-0.0175587959	-0.0229654094	-0.0372040885	-0.0429998742	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0306983262017155	0.0723018455865371	0.0009423872315869	0.0052275568752194	0.0310696447505876	0.0304412223560746	0.0009653228249277	0.0009266680185319	-0.1792049507704263	0.0620387336303593	0.0321144143806309	0.0038488044704586	0.0011749220530728	0.0022278576826953	4.963349854344473e-06	1.3804418307968031e-06	0.0005332790789087	-0.000189589176708	3.594405592485515e-08	2.843865760017115e-07	0.0021751939590702	0.0009733120877378	4.731468759575491e-06	9.473364201365152e-07	0.0	0.0	0.0	0.0	0.0	0.0
4550.453945880915	-4.096830762357058	20706631.11358319	16.784022295395115	3497.357944959276	-21.053533805683852	443.25128570707295	12231512.595169771	4460.874316216442	-6.0006769030160285	19899399.665079508	36.00812329439003	4290.3214693535465	3362.0405460826137	1.103814	18.745754	0.2437941605636381	0.1451383847212545	-0.05954592	0.0483177964	-0.0388873209	-0.1427663783	0.0124010874	-0.0389549948	-0.004975102	-0.0925636942	-0.0264816558	-0.0619056455	0.0998182351	0.004188317	-0.1401585801	0.0611354632	0.1449444268	-0.0293414335	-0.0570039933	0.1099007486	0.0431011411	0.0723719229	0.0250123958	0.1201424992	-0.0041599868	-0.0121869433	0.0469926131	-0.0466261438	-0.1870460172	0.0839511489	-0.071978372	-0.0935996339	0.0316509145	0.023990672	-0.0257961568	0.0524084203	0.152838757	0.0566363625	-0.1633015218	0.0406868837	0.0756503174	0.0492643853	0.1144444778	-0.1106273444	-0.0156099406	-0.1225125252	0.0561207739	0.0405853391	0.1189181174	0.1078100129	0.0095070509	-0.0291004744	0.0397096053	-0.0367950287	0.1629578608	0.0107139274	0.1360038648	0.1135433088	0.0938765075	0.0685361792	-0.0654240489	0.0534484189	-0.1338666792	0.0892924984	0.009090938	-0.0199483128	-0.0369176188	-0.0321576519	0.1684494297	0.0270533763	0.0007935796	0.1106069471	-0.0872398304	0.1647628331	-0.0029927805	0.109216863	0.0621868869	-0.1062704992	0.0013118048	0.0484623289	-0.0041052377	0.0285482896	-0.0234954112	0.0970659416	0.0447016566	0.1284276934	0.095109922	0.061400923	-0.0817034386	0.0400168016	-0.0113172058	0.0007506004	-0.0400526661	-0.0040289606	-0.0173834854	0.0283550785	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0237143239681358	-0.0069840022335797	0.0005623691612657	4.877628719864624e-05	0.033914564897131	0.0028449201465434	0.0011501977121617	8.093570640208538e-06	-0.3140412726911989	-0.1348363219207726	0.0986219209535079	0.0181808337091222	0.0004319994587234	-0.0007429225943494	5.519339811948432e-07	1.8662353233731058e-07	8.170879004509857e-07	-0.0005324619910082	2.8351577186846865e-07	6.676326370634e-13	0.001468000219173	-0.0007071937398972	2.155024643491976e-06	5.001229857497888e-07	0.0	0.0	0.0	0.0	0.0	0.0
4577.190333932661	26.73638805174596	20950671.353046585	714.8344460535442	3568.944677734375	71.58673277509888	5124.660309413416	12737366.112728523	4476.779484310466	15.905168094023791	20041554.55114308	252.97437209915245	4308.955394348439	3391.236209370025	1.159102	19.684679	0.195657590846101	0.0990596226382247	-0.0211094125	-0.0030368525	0.0185817843	-0.1019652523	0.1034574558	0.00140426	-0.0079216448	0.0571720844	0.0354620629	-0.0827638901	0.0918118163	0.1372164905	-0.1627006459	-0.1250430327	-0.0733697316	-0.1010713849	0.0426245306	0.1246324552	-0.1439095302	0.0922034679	-0.0436957872	-0.0429963858	0.0210445755	0.0204447463	-0.0085534352	0.1264966345	0.0103430853	0.0691982134	-0.1200183046	-0.0318789907	-0.195439996	-0.0725893243	0.0069221265	-0.1007491968	-0.0170416372	-0.0096108763	-0.0393552863	0.0692726437	-0.0023800121	-0.0138536073	-0.0862965134	0.0254302864	-0.0488731235	-0.0880833405	0.0326401315	-0.1058516184	0.12428066	-0.1000628962	0.1276058268	0.0515579269	-0.0699382033	-0.0720012748	0.0307520789	-0.0883343268	-0.0548108179	-0.0507479251	-0.1143991703	-0.0024553162	-0.0766118099	0.1038857141	-0.1772016431	-0.0468555969	-0.0158980537	-0.0084551932	0.2118348921	0.0602551429	-0.0334556921	0.0721182678	0.0138027024	0.0461987095	-0.0241424018	0.134833396	-0.1745028812	-0.0636850521	0.0601530543	-0.0582832208	-0.0795775769	0.0038153378	-0.0800081454	-0.0167430739	-0.0875096733	0.1348325663	-0.08246956	0.0899751728	-0.0020066913	0.0020744925	0.0890884458	-0.018490765	0.0341717486	-0.0100013357	-0.0350876736	0.0709805105	0.0237301434	0.1014029833	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0234073736164504	-0.0003069503516853	0.00054790513962	9.421851839979065e-08	-0.0183089785007979	-0.0522235433979289	0.0003352186937426	0.0027272984850353	-0.2974791439010147	0.0165621287901842	0.0884938410560806	0.0002743041100626	-0.0009724325243371	-0.0014044319830605	1.9724291950432487e-06	9.456250143886244e-07	-0.0009091091413941	-0.0009099262292945	8.279657427581997e-07	8.264794309663176e-07	0.001251059065402	-0.000216941153771	1.5651487851245254e-06	4.7063464199492695e-08	0.0	0.0	0.0	0.0	0.0	0.0
4539.007538648286	-38.18279528437506	20602589.43590597	1457.9258557284943	3505.797411589927	-63.14726614444817	3987.57722151777	12290615.491110632	4458.794641196322	-17.984843114143587	19880849.65236104	323.454581840358	4285.759119232031	3296.556564228094	1.21559	20.644011	0.1770632650975575	0.1027574211140939	0.0295760322	0.0452861072	0.1998132263	-0.0300411801	0.0972699011	-0.0202664859	0.2019687761	0.0074670813	-0.0033366006	0.0307316337	-0.0939606152	0.0829174291	0.0002088421	-0.0076277793	0.1614074171	-0.0164908028	-0.0619365071	0.1875734389	-0.0667179975	-0.0010161842	0.1264723557	-0.1051556239	-0.0463756061	0.0053315997	0.039698777	-0.0616885727	-0.1086948482	0.0402650551	0.0090552493	-0.0163865872	-0.041936139	0.0538439041	0.0922628852	0.0609410334	-0.0333459387	0.0357466013	-0.0317090093	-0.0572975145	0.0619782882	0.1178533542	0.0870326707	-0.0335649444	-0.1057236818	0.0276094622	0.0041645895	0.0244104062	0.1876501822	-0.0041963528	0.0218881746	-0.17416589	0.1553294501	-0.0091211572	-0.0387829747	-0.0093441002	0.0246976292	-0.0922213614	0.0042565692	-0.0574046507	-0.0066423768	-0.0217527297	-0.0603394612	-0.0240566872	0.020355351	-0.021630939	0.0123424492	0.040803701	-0.0094387124	-0.0650539536	0.0636163996	0.1026172816	-0.0400667706	0.0817286245	-0.0497658456	0.0464958281	0.0073672717	0.0525626817	-0.0367096294	0.0279356179	-0.1567795489	0.0138257015	0.0447163953	-0.0052487949	0.1134226222	0.1018391616	-0.0189908284	-0.0717143516	0.0444591495	0.016583334	-0.0914869169	-0.0977825935	0.0145022924	-0.0495245334	-0.0711403389	0.0988314592	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0232963796021579	-0.0001109940142925	0.0005427213025678	1.231967120876389e-08	-0.0026123172388849	0.015696661261913	6.824201356575228e-06	0.0002463851747712	-0.2092785627013427	0.088200581199672	0.0437975168063398	0.0077793425239599	-0.0012068919698184	-0.0002344594454812	5.497123157539867e-08	1.4565882268121375e-06	-0.0004442952979497	0.0004648138434443	2.1605190905755517e-07	1.973983117802127e-07	0.0004892317818941	-0.0007618272835078	2.393477364152763e-07	5.80380809897026e-07	0.0	0.0	0.0	0.0	0.0	0.0
4548.663293594382	9.65575494609584	20690337.758492887	93.23360357905428	3509.925611390459	4.128199800532002	17.04203359311246	12319577.797494687	4470.767713837768	11.97307264144547	19987763.95109418	143.35446847733	4299.188165631856	3289.212976556076	1.246588	21.170427	0.1728041538165183	0.0924494527769247	0.0339620731	0.1082068364	-0.1242657857	-0.026971234	0.0631134349	0.0659425627	-0.0424387894	-0.1329805385	-0.080859174	-0.0516247617	0.1017969749	0.0171469847	-0.0373501655	-0.0578981098	-0.0190256797	-0.0386201187	-0.0264225743	-0.0168658898	-0.0651463748	-0.0282660373	-0.010545388	-0.0788665518	0.0920888297	-0.0110115374	-0.0665288122	-0.011403236	0.0386273187	-0.0139058606	-0.0356694956	-0.0994864284	0.0836609219	-0.0111020525	-0.1018141741	-0.0110181869	-0.0616933047	-0.079657077	-0.0754189468	-0.0160552812	0.1149516914	-0.0997958149	0.0130010231	0.0607873937	-0.0188311341	0.0680213305	0.0370505453	0.0204878282	0.0202085945	0.0471910175	0.1189437304	0.0551254327	0.0253208682	0.0748361933	-0.0189276629	-0.0320692157	-0.0936188494	0.0867020091	-0.0345681958	0.0479998895	-0.0365596312	0.0072527413	0.0293402184	0.0446568557	-0.0677986911	-0.0510713273	0.0150162806	0.0773574251	0.1106269987	-0.0367995899	0.0912886271	0.042037763	-0.0637835971	0.0251462467	-0.0628055338	0.043821632	0.0217128327	-0.0808095456	0.1132651863	0.0522538912	0.0128014388	0.041149786	0.0333424122	0.0730154157	-0.0930886638	-0.0008637567	0.069979016	0.0051364097	0.0237673623	-0.0321124427	-0.0766538761	0.0129524401	0.0003217029	-0.0521673134	-0.1163233545	0.057883667	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0102385402728515	-0.0335349198750093	0.0001048277069188	0.0011245908510233	-0.0290362141589071	-0.0264238969200222	0.0008431017326819	0.0006982223284399	-0.150829248532176	0.0584493141691667	0.0227494622127809	0.0034163223268459	-0.0012066276188572	2.643509612000258e-07	6.988143068737757e-14	1.455950210588996e-06	-0.0015307964281559	-0.0010865011302062	1.18048470593935e-06	2.3433377044548614e-06	0.0004880768060151	-1.1549758790000688e-06	2.3821896856990157e-07	1.3339692810719817e-12	0.0	0.0	0.0	0.0	0.0	0.0
4549.619334755402	0.956041161020039	20699036.091180183	0.914014701564544	3524.090809923537	14.165198533078184	200.6528494815203	12419216.036587533	4468.960108038751	-1.807605799016528	19971604.447241727	3.2674387246381813	4295.432124453582	3277.992602679089	1.027227	17.445087	0.1878393259100028	0.0884546244345684	0.0202504751	0.0987002753	0.0792866571	0.0114874926	-0.0006285791	-0.0193851683	0.0470259122	0.0763149786	-0.0297682266	0.0138188461	-0.0032884718	-0.0885685009	-0.0062498334	-0.0957770234	0.0915460155	-0.077728956	-0.0297459046	0.0096514811	0.0158628271	-0.0204760083	0.0961118893	0.0230220311	-0.0126653545	0.0380535214	0.0124875037	-0.0229680871	-0.0162734881	-0.0264878783	-0.07637001	0.077706096	0.0339256486	0.0126095287	0.0148364247	0.0401397135	-0.1012843676	0.0419730264	-0.0346945402	-0.082588561	0.0351406336	0.0281172959	-0.0665511175	0.0115076515	0.0104226686	0.1079821584	0.0808682095	-0.0165064835	0.0334908057	-0.0140010177	-0.0627463316	-0.02455878	0.0780751666	0.0035398394	-0.0315472344	-0.0037540424	-0.0449110974	-0.0138394072	-0.0404822353	-0.0068785557	0.1261653579	-0.033267398	-0.0322425568	0.0140393025	0.0589071099	0.0826659459	0.0675278687	-0.0130471178	0.0471223692	-0.0520977776	-0.0011430894	-0.0369192389	-0.0587353281	-0.0006997865	-0.0656688595	-0.0322150376	-0.0294044624	0.1107885988	0.0535795786	-0.0217191789	0.0428478493	0.0494400292	0.0361037942	-0.0238028485	-0.0019685013	-0.0098651039	-0.0693914089	-0.0613801111	0.0335835852	-0.0548134801	-0.0382560794	0.0254952099	-0.0593271581	-0.0248056218	-0.102659887	0.0732197691	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0318604145913923	-0.0216218743185408	0.0010150860179354	0.0004675054490467	-0.0506622776395175	-0.0216260634806104	0.0025666663756235	0.0004676866216673	-0.0856440168558094	0.0651852316763666	0.0073348976231981	0.0042491144287015	-0.001472694225156	-0.0002660666062988	7.079143898736071e-08	2.1688282808078314e-06	-0.0006506850182383	0.0008801114099175	7.745960938671456e-07	4.233909929597768e-07	0.0009300219184884	0.0004419451124733	8.649407688688441e-07	1.953154824390378e-07	0.0	0.0	0.0	0.0	0.0	0.0
4554.187483605688	4.568148850285979	20740623.635830708	20.867983918369116	3530.0167428523937	5.925932928856582	35.11668107730675	12461018.204818225	4480.801433477967	11.841325439216234	20077581.486258205	140.21698815742954	4310.421576923283	3292.8845377315874	1.000802	16.996328	0.1259733977660825	0.0656800871612224	0.0084590281	0.0707050519	-0.0997057848	-0.0773637613	-0.0342112583	-0.0040791115	-0.1015136884	-0.0546395631	-0.1203363574	0.0180323092	-0.0382432566	0.1081243052	0.0933494173	-0.0296731832	0.0233768994	-0.1166760814	0.0256394623	-0.0637861031	-0.0569719668	-0.0194333981	-0.0282523612	-0.0041557332	0.1038823402	-0.0528620353	0.0238063215	0.0353117084	-0.0332068355	-0.0175529683	-0.0373530217	0.0254943939	-0.0015852899	-0.0981089406	0.0834641436	0.0371804492	-0.0287523295	-0.0886811576	0.040976067	-0.0286487721	0.036237262	-0.0517811183	-0.0298625407	-0.0449108276	-0.0497290501	-0.0003598109	0.1034001895	-0.070401533	-0.040199753	0.046533299	0.1251164146	0.0588020523	0.0108625635	0.1113251666	0.0130783206	-0.0112356211	0.0764356936	0.0047495504	-0.0053885732	0.009960393	0.0536540206	-0.1288533698	-0.0202850917	-0.1164013069	0.0019020745	-0.0324691369	-0.009645805	-0.0030732207	0.0171116329	-0.0474056724	0.0148696863	-0.0080735445	-0.0320569588	0.0250087673	0.036731149	0.0293967071	-0.0298133043	0.0327957231	0.000633403	0.0033060805	0.0043895638	0.0695603407	-0.0030315514	-0.0575321209	-0.1335272162	0.0530834595	0.0346731032	0.0229395274	-0.0349332711	-0.023216329	-0.0829931297	0.0821167541	0.0387920562	-0.0290441168	-0.0291758493	0.0990497795	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0331163205506044	-0.0012559059592121	0.0010966906868103	1.5772997783844657e-06	-0.0256217377664	0.0250405398731175	0.0006564734461701	0.0006270286371371	-0.1402291369327173	-0.0545851200769079	0.0196642108448947	0.0029795353338104	-0.0016764047818855	-0.0002037105567294	4.14979909230428e-08	2.8103329927285706e-06	-0.0003934106631	0.0002572743551383	6.61900938118281e-08	1.547719498407817e-07	0.0004891701932193	-0.0004408517252691	2.392874779342073e-07	1.9435024367274202e-07	0.0	0.0	0.0	0.0	0.0	0.0
4552.178130829061	-2.009352776626656	20722325.734798364	4.037498580937252	3528.775274268617	-1.2414685837766228	1.5412442445043335	12452254.936289554	4470.813900783528	-9.987532694439324	19988176.935439225	99.75080932249442	4300.180341286078	3312.123116517678	1.104629	18.759596	0.0617672703674318	0.0356052199073904	0.0275255228	0.0275879057	0.0751023744	0.026156051	0.053557064	0.0147899272	0.0335731724	0.0014304164	0.0241257283	-0.0977604653	0.0139936265	-0.1420502442	-0.0588355934	0.0292855639	-0.0740818801	-0.0194094986	0.0235347388	0.0588035341	-0.0406439376	-0.0202340701	0.0845712835	0.0229255647	0.0106415416	0.0434109968	0.0043225498	0.0077503977	0.010419433	0.118685938	0.0193266002	0.007627117	0.0444710101	-0.0104339964	-0.147946665	-0.0238473923	-0.0430553704	-0.0910228651	0.031366228	-0.0529739205	0.0062412702	-0.0460259608	-0.0452482399	0.0339797928	0.0398477074	-0.0084328866	-0.0188404464	-0.0225268884	0.0784558637	0.0278460391	-0.0006272146	0.0861267259	0.074517629	-0.0363506344	0.0086543691	0.0793380333	-0.1382022455	0.0299810636	0.0818016482	-0.0062048075	-0.0176413467	-0.0717156437	0.0206504424	0.0538556511	0.0604207753	-0.0251223689	0.0091149997	-0.0149354785	-0.0357534115	-0.0130059265	0.0433424986	-0.0704866632	-0.0165121135	0.0298921741	-0.0170374233	0.0336740394	-0.0220782107	-0.0140660246	0.0386058253	-0.0194860721	0.0141492923	-0.0082410042	-0.0168498312	0.0588106738	-0.0014658759	-0.0744799422	-0.0963888689	0.0065133644	0.0375266193	0.0243343453	0.0204882758	-0.0388740866	-0.0218226988	0.0257154564	0.0234713599	-0.0120152568	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0266590968663535	0.0064572236842509	0.0007107074457296	4.169573770845077e-05	-0.0404262893321032	-0.0148045515657032	0.0016342848691629	0.0002191747470615	-0.1398656880812296	0.0003634488514877	0.0195624107024358	1.3209506764772977e-07	-0.0018333149139142	-0.0001569101320286	2.4620789533264053e-08	3.3610435735802304e-06	-0.0003439954871948	4.941517590519999e-05	2.4418596097418582e-09	1.1833289521038781e-07	0.0010856858106052	0.0005965156173859	1.1787136793494703e-06	3.558308817852815e-07	0.0	0.0	0.0	0.0	0.0	0.0
4542.671296004746	-9.506834824314865	20635862.50354544	90.37990837680584	3505.807118517287	-22.96815575132996	527.5361786173515	12290683.552246485	4472.619264712023	1.805363928495353	20004323.08707312	3.259338914312176	4300.755599944081	3303.9662428635816	0.921176	15.644067	0.0744518832413866	0.0410962496813743	0.0262190844	0.0651532399	0.0114706165	0.0263363301	0.0635281531	0.054365015	0.10482471	-0.0293193274	-0.0515161569	0.0356048059	0.0972394431	0.0270812796	0.0851179032	-0.0555254168	0.0382844264	-0.02074812	0.0218844785	0.0205131382	-0.0882498955	-0.0155425106	0.0474284853	-0.0100371375	0.0315943236	0.0806588423	0.0022142329	0.0558680827	-0.0541318414	-0.0534039837	0.0171617396	-0.0170427275	0.033920287	-0.0534123416	0.0436815018	-0.0436705986	0.0071265121	0.0012790415	-0.0259493767	0.0218245221	-0.0321532523	-0.072259084	-0.0195451155	0.1612683771	-0.0520272561	-0.0610769314	-0.0062545663	-0.0386394943	0.0259649903	-0.069505703	0.0514040028	0.025393323	0.0789036669	-0.0579960615	-0.0345996073	-0.0618402911	0.0412665817	0.0140909357	-0.032040813	0.0151797011	0.0800998056	-0.0679639158	0.031958092	0.0165081945	-0.0231163257	0.0072420617	0.0695894004	0.033174868	-0.0333750093	0.008121112	0.0111938007	0.0189067147	-0.0256820605	0.0156531338	-0.0408407101	0.0030360625	-0.0694071503	-0.0431774767	0.074592897	0.0003372691	0.0236040164	0.0352424663	0.0660159273	-0.0360099949	0.0484724424	0.080279945	-0.0504545296	-0.0153284417	0.028534982	-0.0200751036	0.0158328381	0.0403527655	-0.0750958703	0.0180862096	-0.0851215701	-0.0381040202	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0334462847055334	-0.0067871878391799	0.0011186539606035	4.606591876431156e-05	-0.0561981478453361	-0.0157718585132328	0.0031582318212462	0.0002487515209614	-0.1250689844330708	0.0147967036481587	0.0156422508671197	0.0002189424388514	-0.0018446540971535	-1.1339183239300004e-05	1.2857707653442209e-10	3.4027487381451938e-06	-0.0003961273753978	-5.213188820299999e-05	2.7177337676100903e-09	1.5691689753954958e-07	0.0017641374039792	0.000678451593374	3.112180780118471e-06	4.602965645517194e-07	0.0	0.0	0.0	0.0	0.0	0.0
