global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
4375.456147496486	n/a	19144616.49866479	n/a	3418.0714881168537	n/a	11683212.697877362	n/a	4315.638981195494	n/a	n/a	18624739.81601408	4230.959864594327	2940.4857083488914	n/a	n/a	n/a	n/a	-0.0869766973	-0.0032151429	0.0695823256	-0.102977987	0.0161865236	-0.0178723282	0.0444770018	0.1546691973	-0.1103656391	0.0172909267	-0.0505564239	0.0724234099	-0.0199855517	0.0025746428	-0.0693300521	-0.0334157388	0.0137008321	-0.1068493211	0.0135371633	-0.0051753406	0.0193490973	-0.0937534493	0.0535044192	-0.149980999	0.0380366516	-0.0144576358	0.0756790643	-0.022582512	-0.0614591342	0.0457847454	0.0170506547	-0.1026031781	0.0596183641	-0.0745168965	0.0184172399	-0.0896613566	0.0229549713	-0.1108955601	0.0580988807	-0.0423583969	0.037886761	-0.0834814312	0.00092739	0.0053525817	-0.0167230971	0.0383131457	-0.0294879711	0.0027088918	-0.0049457967	0.0281659561	-0.0580957095	0.0939161803	0.0973302182	-0.0515360473	0.0310288031	-0.0018085394	0.0254615488	-0.0287947757	0.0315231648	-0.0791364117	0.1023278078	-0.038379537	0.0314742158	-0.0726627861	0.0033312618	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0325863019758543	n/a	0.0010618670764615	n/a	-0.030519382944405	n/a	0.0009314327353072	n/a	0.0778325262542836	n/a	0.0060579021431237	n/a	-0.000474054605992	n/a	n/a	2.247277694622304e-07	-0.0004089361890982	n/a	n/a	1.6722880675415878e-07	-0.0002670969446085	n/a	7.134077781919612e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4364.154382005854	-11.301765490631624	19045843.4699809	127.72990320523186	3434.38110106195	16.309612945096433	11794973.547331491	266.00347441885714	4286.705705396075	-28.93327579941888	837.1344484852382	18375845.804675262	4208.152744963588	2904.0021730091858	0.942689	19.164619	0.1784072214934115	0.0927048489314202	-0.0750287271	0.0069636423	0.0135328694	-0.0267080278	0.1005024674	0.0505343326	0.0929888849	0.1254626061	-0.0720465593	0.0653168771	0.0793460918	-0.0785649468	-0.0879193919	-0.0472676192	0.0511611663	0.0887943992	0.1076300001	-0.0684892877	0.0169077902	-0.0854942986	-0.1073804837	0.0047367938	-0.1197509431	0.0924353379	0.1027638872	0.062034842	0.0239673663	-0.1234048884	0.029844288	-0.0045945565	0.1499493602	-0.0665767836	0.0579648244	-0.0325247604	-0.0869015721	0.0674903054	0.0483545711	0.051718396	0.0354092852	-0.1569820011	-0.0930603024	-0.0667097164	-0.000277311	-0.0245998941	-0.0029201799	0.012134124	0.0391606995	-0.0271378277	-0.0427129492	0.007780594	-0.0740818656	-0.0297984546	0.0914339524	0.0632863535	-0.0642224992	-0.0269760332	0.0210455581	0.1335320778	0.1004432559	0.063411728	0.1188167049	0.0316943955	-0.0103597944	-0.0299995549	-0.0156427453	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0437178749233737	-0.0111315729475194	0.0019112525878157	0.0001239119162859	6.652985655364319e-05	0.0305859128009586	4.426221813048339e-09	0.0009354980618678	0.0199825564905751	-0.0578499697637084	0.000399302563899	0.0033466190016619	-0.0002759327955543	0.0001981218104376	3.9252251771111925e-08	7.613890766241114e-08	0.0008600218307486	0.0012689580198468	1.6102544561335117e-06	7.396375493641736e-07	-0.0001573814552685	0.00010971548934	2.476892246243087e-08	1.2037488601115654e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4390.856384042979	26.702002037124657	19279619.785290983	712.9969127906094	3441.5767750955706	7.195674033620435	11844450.698877228	51.77772479811938	4305.347618095931	18.64191269985531	347.5209091090267	18536018.112644304	4223.44671798811	2983.5220637930347	1.148849	23.355814	0.3866853387534119	0.2695056877882351	0.0632184453	-0.0480997044	0.009147922	0.0522374162	0.114917646	0.0520357135	-0.0644449104	-0.0346594296	-0.006553799	0.0958879916	0.0739575711	-0.0560452002	0.0177824044	0.0451609395	-0.0250625155	0.0442231405	-0.0427159677	-0.0358433713	0.1322310147	-0.0408171537	-0.0745501324	0.10293115	-0.0743247744	-0.0259674118	0.0192303088	-0.027710224	-0.0309114384	-0.0992778648	-0.012812692	-0.0576353774	-0.03267692	-0.0420452055	0.156581705	-0.0077917415	-0.0198719915	0.0742344291	0.0194225083	0.0674442836	0.0468722782	0.0192437718	0.0428583306	0.0822938342	-0.0304442299	-0.0268435651	0.0905688571	-0.0015749527	0.0588682781	0.0066629624	0.0752844867	0.0664291657	0.0240491061	-0.0641649666	0.078631747	0.0083836344	0.0233795164	0.1072381395	-0.0298547455	-0.0302918286	0.0054519018	-0.0754203203	-0.0674261287	0.071489143	0.0069707182	0.0069999216	-0.0653336929	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0856643622416157	-0.0419464873182419	0.0073383829582627	0.0017595077983394	0.0005310433267595	0.0004645134702058	2.820070148957971e-07	2.1577276400268745e-07	-0.2451650844800639	-0.265147640970639	0.0601059186481168	0.0703032715122949	-0.001363913388798	-0.0010879805932437	1.1837017712749138e-06	1.8602597321424443e-06	0.0005342225426843	-0.0003257992880642	1.061451761032047e-07	2.853937251120788e-07	-0.000326135513847	-0.0001687540585785	1.0636437339224677e-07	2.847793228671581e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4395.271529196926	4.415145153947378	19318411.815369084	19.49350673042502	3468.788216595673	27.21144150010241	12032491.69159299	740.4625485134957	4319.518468613735	14.170850517804864	200.8130043979704	18658239.80069515	4238.52019809439	2989.3023869036942	1.001552	20.361298	0.291480428277025	0.1552243219030135	-0.0122906467	0.0167012149	-0.0699451078	0.1216768134	0.0072579364	-0.0603962831	-0.0491035477	-0.1010473155	-0.0342655013	-0.0868381502	0.1403620012	0.033427778	0.0466217413	-0.0367746187	-0.1066545041	-0.0126233645	0.0007931591	-0.0530006513	0.0896611939	-0.0075636396	0.0392460029	0.017048925	0.0055238972	0.0001774129	-0.0522477787	0.111321028	0.0193548256	0.0380417345	-0.1006200406	0.0279386641	-0.0257291926	-0.0556193433	0.0190127188	0.1016417575	0.0611151834	-0.0169949026	0.0168149897	0.0723285396	-0.0139965537	0.1808965125	-0.010443344	-0.0129492088	-0.0019714994	0.0521547743	0.0412750797	0.0031703824	-0.0196462265	-0.0801318771	0.0460552494	0.0533040593	-0.04261882	-0.0803262234	-0.1132021664	0.0997810887	-0.0137775952	0.0200907999	0.0186635095	-0.1399287502	0.057438695	0.0628429141	0.0461097882	-0.0356414978	0.0357993581	-0.0192828679	-0.0358566162	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0735327956019489	0.0121315666396667	0.0054070720290379	0.0001471749091326	-0.0421465790081185	-0.042677622334878	0.0017763341220875	0.0018213794481584	-0.1140927288307125	0.1310723556493514	0.0130171507720384	0.01717996241547	8.975929977475278e-06	0.0013728893187754	1.8848250816077889e-06	8.056731896053935e-11	-0.0001160018662318	-0.0006502244089161	4.227917819502917e-07	1.345643296926042e-08	-0.000414999459218	-8.886394537099997e-05	1.7222455115123245e-07	7.896800786900067e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4385.500957630575	-9.770571566351464	19232618.649378687	95.4640687331957	3459.744054746388	-9.044161849285048	11969828.924352976	81.79686355606312	4302.648984715662	-16.869483898073668	284.57948698736675	18512788.285674717	4220.943325708328	2987.3664151031626	1.148795	23.35471	0.3321419483899144	0.2182307533003867	0.1265921463	-0.0454545414	0.0835976526	0.0416786233	-0.0677499965	0.0818293366	-0.1119791398	-0.1491924233	-0.0787146316	0.0331989893	-0.0958220861	0.0405096453	-0.0358431041	0.0064522532	-0.0190723221	-0.0501265631	-0.1431173903	0.044476838	-0.0383148117	0.0128029792	-0.0277801018	0.1196632444	-0.0273361318	-0.0504022674	0.0367712161	0.0179003715	0.07553325	0.029987847	0.0002520248	-0.0344252778	-0.1716728721	0.0287215598	-0.05488794	-0.0024128292	0.0247879106	0.0354155704	-0.0472129499	0.0446239398	0.109350234	-0.0242665109	0.0373040183	0.1319854647	-0.0104651434	-0.0363916521	0.1288307746	-0.0124727242	0.0675636095	-0.0211185161	-0.0074343522	0.0972457022	0.0446416785	0.0677294306	0.0034195116	-0.044308079	-0.0124284548	0.0502963114	-0.0113212022	-0.0145746421	-0.0031974811	-0.0280827588	0.0468119522	0.0601876735	-0.0134817018	0.0556562896	-0.069546306	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0810721722854879	-0.0075393766835389	0.0065726971190878	5.6842200776291374e-05	0.0263024235243989	0.0684490025325174	0.0006918174832568	0.0046852659476965	-0.3202961938600168	-0.2062034650293042	0.1025896518012134	0.0425198689900915	-0.0003779279622559	-0.0003869038922333	1.4969462182533526e-07	1.4282954465489697e-07	0.0002036337231716	0.0003196355894033	1.0216691001325889e-07	4.1466693212727826e-08	-0.0007074620604723	-0.0002924626012543	5.005025670077122e-07	8.553437313243169e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4343.469287642716	-42.03166998785855	18865725.45269552	1766.661281968249	3414.244734720968	-45.49932002541982	11657067.108569857	2070.188122775569	4279.254007994186	-23.39497672147536	547.324935798374	18312014.864934307	4203.188727650216	2928.699868200841	1.361558	27.68012	0.4739171874208607	0.3413561972682312	-0.0142372108	-0.0091632465	0.0177479733	-0.0427979555	0.074926734	0.0168381978	-0.040570367	0.1883511592	0.0403450016	0.0416039583	0.0593041019	0.1321039576	0.1499813394	-0.0046484263	0.0432071396	0.1231721904	0.2042169928	0.053773632	-0.0449890782	0.0079276516	0.0674015551	0.038167455	0.0720592206	0.0765180223	-0.1048309281	-0.1121054445	-0.1152736686	0.0329024671	-0.0015281541	-0.0338540252	0.2298318449	0.0680706493	0.01323299	-0.0644754842	-0.0141100759	-0.0314347712	-0.0939832986	-0.0053361593	-0.1395534984	0.0368639874	0.0461237941	-0.0371798232	-0.0072732755	0.023029558	0.007595122	0.0715660624	0.0059247195	0.0115917227	-0.0068553232	-0.0309603311	0.0296213232	-0.0313788091	0.1071217496	-0.0330708048	0.0247406041	0.0568927815	0.0278191711	0.0268217226	-0.071186497	-0.0180524378	-0.0033180873	0.1126912064	0.1283835435	-0.1270760744	0.0281784435	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0566780887410942	0.0243940835443936	0.0032124057433433	0.0005950713119708	-0.0281008546710239	-0.0544032781954228	0.000789658033242	0.0029597166784085	0.0119523447732774	0.3322485386332942	0.0001428585455792	0.1103890914239595	-0.0007850883516578	-0.0004071603894019	1.6577958269790685e-07	6.163637199087614e-07	-0.0003908227622033	-0.0005944564853749	3.533785130042788e-07	1.527424314562172e-07	-0.0004516531942941	0.0002558088661781	2.039906079160641e-07	6.543817601537624e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4351.91577524029	8.44648759757365	18939170.91478529	71.3431527359655	3393.546916865824	-20.697817855143967	11516160.67696954	428.3996639647164	4290.222320585029	10.968312590842288	120.30388109042948	18406007.560045987	4210.775434731393	2902.660436477004	1.264192	25.700695	0.909737507538162	0.4700817645290072	-0.1618539699	0.1178849749	-0.0515845139	-0.0115491029	0.0402557177	-0.1087542328	0.1402483925	0.1311917647	0.093494042	0.0017070721	0.1321096555	0.1068057866	-0.0167917075	-0.0151234096	0.0550754862	-0.0159910618	0.14055761	-0.1095236841	0.1305238618	-0.0363603787	-0.1947055822	0.0008728003	0.0213790285	0.0740843826	0.111570144	0.0002332801	-0.0911034753	-0.0360183104	0.0318576832	0.0795999714	0.1587057824	-0.0943525162	0.100502082	0.1224800768	-0.049931305	0.137640486	-0.0291651965	-0.0695731276	-0.0184015299	-0.061932137	0.1312327035	-0.1988175819	0.0012500248	-0.0488115252	-0.0109126033	0.2872040684	-0.1077994835	0.076351225	-0.1093415106	0.0359098842	0.1073925524	-0.1072668142	-0.0584440345	0.0564469244	-0.0771604759	-0.0242910477	-0.0749629656	-0.0120165994	0.0877388271	0.1145714211	-0.0766590889	0.1346837815	0.1227233936	-0.0405390747	-0.0384589208	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0077562248310556	0.0644343135721498	6.015902362988348e-05	0.0041517807655141	-0.1210764393688776	-0.0929755846978537	0.0146595041702454	0.0086444593499077	0.3924876450958408	0.3805353003225634	0.1540465515528786	0.1448071147915835	-0.0045439378743098	-0.003758849522652	1.4128949733941172e-05	2.064737140558707e-05	-0.002106942243796	-0.0017161194815927	2.945066075101998e-06	4.439205618692123e-06	0.0015092239803731	0.0019608771746672	2.2777570229332234e-06	3.845039294130822e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4364.848046239027	12.932270998737296	19051898.466756653	167.24363318478171	3395.836438049623	2.2895211837990246	11531705.113985552	5.241907251064487	4287.286461891352	-2.935858693676892	8.619266269238183	18380825.206316862	4201.372693832998	2947.209475688305	1.194086	24.275455	0.6711609919442395	0.3502775124077595	-0.1044728635	0.0618137194	0.0197795186	0.0957288749	-0.045459987	0.0352568118	0.1869901161	-0.1569019393	-0.0073872337	0.0958062894	-0.025588049	-0.0019154895	0.0088657643	0.0036997363	0.1083987753	-0.058231418	-0.0382654139	-0.1030017719	-0.0329571271	0.0667147115	-0.1482223563	-0.0545794163	-0.0679236436	-0.0058984051	0.0030955369	0.1009959151	-0.012634735	-0.0284557239	0.1300621061	0.0539195113	-0.0379823476	-0.0878518239	-0.0616075224	0.0364404266	0.0526696402	0.1231177783	0.0371354836	-0.0848303158	0.0269921994	0.0334762475	0.0147062235	-0.099358147	-0.0310929018	-0.0738397873	-0.0674972856	0.1084207162	0.0650910303	0.1507260139	0.0539444907	0.0379420625	0.007697079	7.87489e-05	-0.0814157057	0.0269390343	-0.0106849763	-0.0696077131	0.0511968556	0.0870886132	-0.0911586694	0.0312350651	0.0132858814	0.0626782562	0.0142849259	-0.0467728221	0.0625516859	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.015176363287864	-0.0229325881189196	0.0002303220026452	0.000525903597832	0.0104624768689518	0.1315389162378294	0.0001094634222333	0.0173024864850226	0.1036804911207553	-0.2888071539750855	0.010749644239041	0.0834095721871887	-0.0023148068164185	0.0022291310578913	4.969025273255588e-06	5.358330597337551e-06	-0.0007955703869846	0.0013113718568114	1.7196961468369791e-06	6.329322406468262e-07	0.0004920802228277	-0.0010171437575454	2.421429456981589e-07	1.0345814235135754e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4377.674609006437	12.826562767409996	19164034.98233966	164.52071242630836	3453.5029404223264	57.66650237270324	11926682.559505654	3325.425495900988	4312.609650708576	25.32318881722404	641.2638918727805	18598601.999384742	4232.191819907279	2971.6404888366524	1.162823	23.639904	0.4062083989270645	0.2257572521627912	0.0037332799	-0.0361370226	0.100581311	-0.0808078021	-0.0333694776	-0.0493621494	-0.0743282751	0.0091730239	-0.119046809	-0.0763346565	-0.025199897	0.0973014764	-0.0730261982	-0.0398789643	-0.0672581291	-0.0454492428	-0.0412079475	-0.0551117431	-0.0347933151	0.0021985332	0.079424793	-0.0058157292	0.0153796509	-0.1108368439	0.0202684253	0.0087201874	0.0943547219	-0.0066950372	-0.0584204937	0.0314069165	-0.0682372739	-0.0530834906	0.0081211267	-0.0823445497	0.0737780431	-0.1091177185	0.0010828518	-0.0359174029	0.0933010551	-0.00760013	-0.0174156248	-0.0102250575	0.009650371	0.0505958418	0.0005500001	0.0202081036	-0.0528783418	0.0851379953	0.0304602014	0.0877917527	-0.0740144721	0.0770944412	0.0185239477	-0.1244170339	-0.0967743453	0.0322881669	0.0222216227	-0.0401936818	-0.0103458904	-0.0053090969	-0.0516694725	-0.0425451277	0.0027319357	-0.0378447836	0.0862678457	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.052775151290703	-0.037598788002839	0.0027852165937565	0.0014136688592824	-0.0432443854595732	-0.053706862328525	0.0018700768737761	0.0028844270611751	-0.0659938243311302	-0.1696743154518855	0.004355184849848	0.0287893733240659	-0.0003926600658208	0.0019221467505977	3.694648130833297e-06	1.54181927290395e-07	-0.0016890801476925	-0.0008935097607079	7.983596924802889e-07	2.8529917453289178e-06	0.000403168071257	-8.891215157069997e-05	1.6254449368108944e-07	7.905370696931125e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4369.360258723883	-8.314350282554187	19091309.07051564	69.1284206210089	3425.547585032094	-27.9553553902324	11734376.257319212	781.5018949941956	4302.891221725109	-9.718428983466763	94.44786190668688	18514872.865999	4221.234063831398	2935.9444711868528	0.965371	19.625753	0.3129728947855132	0.2140676876081538	0.0676191439	-0.0282061268	0.0288924696	-0.1020839384	0.0879667105	0.0520788449	-0.0740588174	0.080293666	0.0275805855	-0.0182828139	-0.0119190429	-0.1247325812	0.0261227667	0.120696296	-0.0586415892	0.0644544706	-0.0498113397	0.0258212971	-0.0726148023	0.0066482829	-0.0381433966	0.0652332762	0.0700512204	-0.0718873373	-0.0061168827	0.1146146935	0.014307993	-0.1376214807	-0.0486750075	-0.0844473336	-0.0189198552	0.0183476524	0.0537220763	-0.1172871338	-0.036015744	0.0448654547	-0.1026750272	0.0031196869	0.0170589863	-0.0213163073	-0.117894084	0.0762507835	-0.003543915	0.0399666225	0.1156632927	0.0290647002	-0.0215991285	0.0831505201	0.0178502764	0.0642944904	-0.0172201465	-0.0456009254	0.0870600914	-0.0463739572	-0.0662345423	-0.0283235558	-0.0541391198	-0.0172611415	0.1115314633	0.004779462	-0.1008409968	-0.0275401052	-0.0250000052	-0.0187045934	0.0277159771	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0873831995686202	-0.0346080482779172	0.0076358235668493	0.0011977170056066	-0.0277845483260961	0.0154598371334771	0.0007719811256851	0.0002390065641936	-0.2761269292470416	-0.2101331049159113	0.0762460810554007	0.0441559217816014	-0.00099601415916	-0.0006033540933392	3.640361619491681e-07	9.920442052472018e-07	-0.0016559889050848	3.3091242607700055e-05	1.0950303373216636e-09	2.742299253763955e-06	-1.5824681960251402e-05	-0.0004189927532172	2.504205591431061e-10	1.7555492724857252e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
