global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	w_comp_cor_00	a_comp_cor_00	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49
4482.418331115588	n/a	n/a	20092074.095121056	4310.313968179004	n/a	n/a	18578806.50427904	4501.140135253906	n/a	n/a	20260262.517193552	4267.812093661694	3483.5372118536447	n/a	n/a	n/a	n/a	-0.0150651449	-0.0392223916	0.016954959	-0.0121261625	-0.0139692448	-0.0303456424	-0.0370310865	0.0540540764	-0.0467388125	0.0996340941	-0.0884905725	0.0638528554	-0.0496744313	0.1270891314	-0.0195519612	0.0757262621	0.0223198294	-0.0568274893	0.093235047	-0.005597982	0.1550022584	-0.0111460406	0.0633953493	-0.0578739594	0.0394905656	-0.0343213711	0.0878819605	-0.1195618332	0.1268139158	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0438786343678714	n/a	0.0019253345539893	n/a	0.0074342434198229	n/a	n/a	5.526797522518008e-05	0.004978637062365	n/a	n/a	2.4786826998754392e-05	-0.0074579134553804	n/a	5.562047310794402e-05	n/a	0.0019149021770143	n/a	3.666850347534105e-06	n/a	0.0019111690092436	n/a	n/a	3.652566981893163e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4484.139446156226	1.7211150406374145	2.962236983108329	20107506.572574265	4278.642936331327	-31.671031847677117	1003.054258296578	18306785.37661796	4500.447521484375	-0.692613769530908	0.4797138337438137	20254027.893634856	4263.37146398666	3477.681515754303	0.527511	14.918792	0.165531199854725	0.0906127826953658	-0.0078259204	-0.0273765279	0.0098980877	-0.011651833	-0.011588864	-0.0391381984	-0.0524259887	0.0701696979	-0.059122967	0.1117341294	-0.0916171283	0.0476953571	-0.0495561809	0.1321128301	-0.0485168283	0.0651265502	0.0244843102	-0.0426807622	0.0812587875	0.0276772057	0.1667692342	-0.0473930784	0.0507268006	-0.0579071471	-0.0249465955	-0.0566123262	0.073255965	-0.0968061607	0.145142919	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0309243505132315	0.0129542838546399	0.0009563154546652	0.0001678134701865	-0.030445876607132	-0.0378801200269549	0.0014349034932565	0.0009269514023767	0.0623166100320702	0.0573379729697052	0.0032876431442746	0.0038833598858891	-0.0084820675749817	-0.0010241541196013	7.194547034655595e-05	1.0488916606963147e-06	0.0019179194506069	3.017273592600088e-06	3.678415019016274e-06	9.103939932601842e-12	0.0020311740761182	0.0001200050668746	1.4401216075577245e-08	4.125668127494624e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4485.38544355105	1.2459973948243714	1.552509507909121	20118682.57721965	4294.376906431437	15.733970100110128	247.5578151111595	18441673.014491644	4500.763113769532	0.3155922851565265	0.0995984904503183	20256868.60626841	4269.295831558552	3447.265105002188	0.617753	17.470957	0.1360984342786435	0.0710405588819637	-0.0128281327	-0.0697126141	0.0138075455	-0.0106350666	-0.0143891694	-0.0357284674	-0.0475441852	0.0499119167	-0.0515731139	0.1019900014	-0.0886516171	0.0509317231	-0.0663481105	0.1216426745	-0.0098411958	0.0626137257	0.0198826424	-0.0555723041	0.0802585433	0.0352091632	0.1556965333	-0.0164903758	0.0777176165	-0.0665019938	0.0302674099	-0.0130935605	0.0534237931	-0.0767668596	0.1629187902	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0317253604185054	-0.0008010099052738	0.001006498493684	6.416168683469012e-07	-0.0036511525401721	0.0267947240669599	0.0007179572378245	1.333091487160518e-05	0.0165494498309755	-0.0457671602010947	0.0020946329528726	0.0002738842897079	-0.0077809914859567	0.000701076089025	6.054382850453066e-05	4.915076826025899e-07	0.0014283713836373	-0.0004895480669696	2.040244809593934e-06	2.39657309873672e-07	0.0019670874300065	-6.408664611169982e-05	4.10709820984625e-09	3.8694329572895775e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4494.651529078429	9.266085527378891	85.86034100070054	20201892.367847063	4287.361690333632	-7.015216097805023	49.21325689890274	18381470.26374046	4502.214794921875	1.4516811523435535	2.1073781680695074	20269938.05961342	4267.006009235788	3495.9967544940164	0.66183	18.717545	0.1331303829762369	0.0739727436640871	-0.0178184818	-0.0021864757	0.0120901392	-0.0148776426	-0.0152299713	-0.0116943088	-0.0274024378	0.0428729856	-0.06487572	0.0809032521	-0.046130346	0.0437062298	-0.0574513761	0.108412821	-0.0333477559	0.0662533315	0.0238145881	-0.0519688111	0.0850859068	0.0281351866	0.1205616367	-0.0128923332	0.0437769652	-0.0440064038	0.0035700399	-0.020097065	0.030966574	-0.0991532601	0.0751646543	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0313454602345615	0.0003799001839438	0.0009825378773164	1.44324149760607e-07	0.0119953914628467	0.0156465440030188	0.0002448143392384	0.0001438894163469	0.0301841781031697	0.0136347282721942	0.0001859058150565	0.0009110846077638	-0.0065585857595825	0.0012224057263742	4.3015047165798354e-05	1.4942757598724368e-06	0.0021729107981183	0.0007445394144809	4.721541336579107e-06	5.543389397157102e-07	0.0018646483605201	-0.0001024390694864	1.0493762957239509e-08	3.476913508390297e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4494.127454176191	-0.5240749022377713	0.2746545031555296	20197181.57438017	4302.760739519296	15.399049185663898	237.130715822496	18513749.98154864	4497.443749511719	-4.771045410156148	22.762874305772048	20227000.28002203	4268.98803490172	3527.0720691460406	0.585332	16.554056	0.195373824188413	0.1127218581162103	-0.0306947957	-0.0059813742	0.0144620969	-0.007175938	-0.0129855683	0.0143994949	-0.0188456699	0.0253859978	-0.0753138401	0.0741868071	-0.0174328939	0.0066740249	-0.0553120654	0.0217900995	0.0078047363	0.0108462622	0.0191382489	-0.0093086541	-0.0485768238	0.0277306973	0.0782236638	0.000257826	0.010984145	-0.0135013059	-0.013237901	0.0107549217	-0.002681387	0.0189091993	0.0714281955	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0410818977726279	-0.0097364375380663	0.0016877223246006	9.479821593266846e-05	0.0081722892454365	-0.0038231022174101	1.4616110564766785e-05	6.678631151107709e-05	0.0415215296413862	0.0113373515382165	0.0001285355399011	0.0017240374237605	-0.0046523245852713	0.0019062611743111	2.1644124046719777e-05	3.633831664686313e-06	0.0012169383944276	-0.0009559724036906	1.480939055832025e-06	9.138832366181744e-07	0.0013173432806276	-0.0005473050798925	2.9954285047613586e-07	1.735393319014688e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4502.9097291464695	8.782274970278195	77.12835365357486	20276196.02884193	4305.658975569928	2.898236050631567	8.399772205180463	18538699.21390588	4508.121905761719	10.678156250000027	114.02302089941468	20323163.117208675	4275.240893035239	3545.407339636301	0.554042	15.669142	0.1531508396207534	0.0711466745445254	-0.0353832124	0.0168135662	0.0183349429	-0.0205464173	-0.0215580443	0.0266177692	-0.02242888	0.018535307	-0.0745580095	0.0731659415	-0.0334269934	-0.0038743918	-0.0760930009	-0.0443559195	0.0324557944	-0.0409445302	-0.012512712	0.0015460522	-0.1299306276	0.0092852912	0.077682954	0.046827138	-0.0529459304	-0.0129431315	0.0545147663	0.0171047108	-0.0174633991	0.0599801433	-0.0127835344	0.104923972	0.1034725904	0.1010684743	0.0977337597	3.238068434541219e-05	0.0411142784569733	1.0485087186772222e-09	0.0016903838930375	0.0289961310013069	0.0208238417558704	0.0004336323854735	0.0008407756130449	0.0277698886317665	-0.0137516410096197	0.0001891076304574	0.0007711667146207	-0.0038923900950138	0.0007599344902575	1.515070065176154e-05	5.775004294829268e-07	0.0015475519314136	0.0003306135369859	2.394916980421964e-06	1.0930531083839314e-07	0.0017760168213499	0.0004586735407223	2.1038141695873138e-07	3.1542357497178026e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4498.384401787801	-4.525327358668619	20.4785877031147	20235462.22624779	4328.878248537824	23.21927296789636	539.1346371576826	18739186.8906639	4506.961091796875	-1.1608139648442375	1.3474890609773986	20312698.28297088	4276.192850965134	3548.898502162426	0.569502	16.106358	0.0613157027745945	0.0335894275274441	-0.0319794182	0.0129245009	0.0230767652	-0.0198003464	-0.0212393122	0.0158892227	-0.0400136923	0.0261356251	-0.0766161963	0.0647503052	-0.0518300607	-0.0089901965	-0.0940771259	-0.0340029262	0.0288948141	-0.0366030092	-0.0345880193	-0.0163178836	-0.1262271955	0.0281872767	0.0400886511	0.074756079	-0.0718717165	-0.050872348	0.0827427081	0.0144373161	0.0562809804	0.0462570361	-0.0402028036	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0032838371948287	0.0032514565104832	1.0783586722140426e-05	1.0571969439564158e-05	0.0261189119324853	-0.0028772190688216	8.278389569990644e-06	0.0006821975605369	0.0007171390858218	-0.0270527495459447	0.0007318512579956	5.14288468413327e-07	-0.0043327962488235	-0.0004404061538096	1.8773123333818992e-05	1.939575803134529e-07	0.0015469246588195	-6.272725941000763e-07	2.392975900063826e-06	3.9347090730903913e-13	0.0016543646947668	-0.000121652126583	1.4799239902190584e-08	2.7369225432908475e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4497.3349452685525	-1.0494565192484515	1.1013589857930757	20226021.609933693	4308.321517193904	-20.556731343920543	422.5792035461254	18561634.29551598	4504.070974121094	-2.890117675780857	8.352780179860943	20286655.33992014	4271.248229201296	3525.134259218425	0.565237	15.985741	0.0889923299410916	0.0585014050547342	-0.0264113341	0.0149466569	0.0180276859	-0.0156491349	-0.0166119814	0.0135438803	-0.0241954818	0.0078294664	-0.0598656063	0.0451560407	-0.0145645721	-0.0223673976	-0.0731112547	-0.0391119906	0.0329672291	-0.0135908479	-0.0203173294	-0.0206839886	-0.0708160404	0.0331160312	0.0357501812	0.0108942441	-0.0264401231	-0.0262150411	0.0124911623	0.018770603	-0.0046943344	0.0479311704	-0.0205945939	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.000242302471733	-0.0035261396665617	5.8710487807921274e-08	1.2433660948099858e-05	0.0375858346864674	0.0114669227539821	0.0001314903174457	0.0014126949690784	-0.015760558713211	-0.0164776977990328	0.0002715145247562	0.0002483952109525	-0.0032937095457794	0.001039086703044	1.0848522571958342e-05	1.0797011764430571e-06	0.0015489611108385	2.036452019000103e-06	2.39928052289004e-06	4.1471368256895954e-12	0.0015450564553996	-0.0001093082393672	1.194829119355712e-08	2.387199450371976e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4495.139922934065	-2.195022334487476	4.818123048898848	20206282.92675567	4308.880843365779	0.559326171875	0.312845766544342	18566454.122324582	4500.112398925781	-3.958575195312733	15.67031757694524	20251011.60296555	4269.679991247299	3540.169948092775	0.57086	16.144762	0.1236006654563282	0.0593090059685038	-0.0333653067	0.0136745376	0.0154080402	-0.0121371892	-0.0146713578	0.0320286308	-0.0100013786	0.0029315122	-0.0602088535	0.0358085509	-0.0098133845	-0.0217904666	-0.0459418017	-0.0631978435	0.026415912	-0.0555036487	-0.015575909	0.0085173117	-0.0984067844	-0.0132813978	0.0104358881	0.0386454387	-0.0271110641	0.0313599416	0.0260487057	0.0214176343	-0.0281637494	0.0320080233	-0.0919288639	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0247215036678909	0.0249638061396239	0.0006111527436015	0.0006231916169767	0.0585719765523862	0.0209861418659187	0.0004404181504164	0.0034306764372532	-0.0083996613466155	0.0073608973665955	5.41828100415526e-05	7.05543107378265e-05	-0.0028530258254814	0.0004406837202979	8.139756360863824e-06	1.9420214133568584e-07	0.0006447113993297	-0.0009042497115088	4.1565278842566004e-07	8.17667540763748e-07	0.0016059194252766	6.086296987700018e-05	3.704301102248631e-09	2.5789772004807256e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4500.943006036874	5.803083102809069	33.67577349810813	20258487.94359225	4308.495406020535	-0.3854373452440995	0.1485619471088192	18563132.66370005	4505.8115458984375	5.699146972656308	32.480276215937565	20302337.687151667	4273.93480263568	3537.9804823770687	0.643718	18.205305	0.1364378367028602	0.089975456541311	-0.0219374162	0.0364466266	0.0160182464	-0.017133418	-0.0181099343	0.0213993791	-0.0111197579	-0.0077440474	-0.0532563326	0.0056197846	0.0196663519	-0.0448396892	-0.0518772762	-0.0827359749	0.0276574879	-0.0399842024	-0.0370883484	-0.0019211008	-0.0175273724	-0.0041928041	-0.0261333733	-0.0207552209	-0.0033032312	0.0161512113	0.0093354158	-0.025239166	-0.0287177629	0.0831362821	-0.1112199971	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0106453182763459	-0.014076185391545	0.0001133228012047	0.0001981389951771	0.0621394893485103	0.0035675127961241	1.2727147550509236e-05	0.0038613161364936	-0.0768367578465216	-0.068437096499906	0.0046836361773374	0.0059038873563649	-0.0019120002812734	0.000941025544208	3.655745075589561e-06	8.855290748519628e-07	0.0006460275148334	1.316115503699933e-06	4.173515499218188e-07	1.7321600190793285e-12	0.0015411202446826	-6.479918059400019e-05	4.198933805653851e-09	2.3750516085705565e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
