global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
4122.345595116444	n/a	n/a	16993733.20557595	2955.482933132128	n/a	n/a	8734879.368035287	4018.578663785152	n/a	n/a	16148974.477029258	3874.827048148123	2860.688941060097	n/a	n/a	n/a	n/a	-0.0301396798	0.021418601	0.0242526083	-0.040183465	-0.0644626084	0.0198466178	0.0519683584	-0.0351916583	-0.0244888363	-0.0219803101	0.0060692464	0.0089015244	0.0149562929	-0.0542058797	0.0318131677	-0.015539733	-0.0251856679	0.0115907066	0.0167864759	-0.0274642114	0.0389390901	-0.0301496639	0.0095323755	-0.0254507601	-0.0245404249	0.0364214979	0.0045513112	-0.0373741013	0.0171469702	-0.0873232511	0.0722703371	-0.0222492311	0.0216599462	-0.0409957607	0.0965577465	-0.0238011211	0.0693632229	-0.0214097383	0.0613524252	-0.0447450385	0.0192702824	-0.0227194083	0.0193627962	-0.0559729212	0.0686123288	-0.0914700245	0.0541309864	-0.0556852794	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0229434399552701	n/a	n/a	0.000526401436981	0.0273816495505201	n/a	n/a	0.0007497547321074	-0.0313658350220293	n/a	0.0009838156066291	n/a	0.0013307053407037	n/a	n/a	1.7707767037773502e-06	-0.000417850701091	n/a	n/a	1.7459920840224025e-07	0.0009767782255071	n/a	n/a	9.54095701824799e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4122.438580729814	0.0929856133698194	0.0086463242937615	16994499.851889644	2950.966318941664	-4.51661419046377	20.39980374549869	8708202.215528116	4018.548447078061	-0.0302167070908581	0.0009130493874147	16148731.621513495	3873.029175411399	2859.5734440381166	0.933056	14.51396	0.0385807315156402	0.0243967459457217	-0.0370960603	0.0323217177	0.056423548	-0.0326909376	-0.0108133854	-0.0587313418	-0.0332794821	0.0568076051	0.0170348013	-0.0157868157	0.0153007783	0.0111049531	-0.001951279	-0.0142422653	0.0316119348	0.0132323553	-0.0173100933	0.0044120057	0.0240786735	-0.0031981957	0.0066521533	-0.0222924819	-0.0131522971	-0.0506455193	-0.0310208997	0.0434331352	0.0105473162	-0.0358675324	-0.0040350142	-0.0687027657	0.062576896	-0.0140037328	-0.0034952174	-0.0262664118	0.0316677668	-0.0088601661	0.1004156778	0.0036754113	-0.0514092881	0.0527053215	-0.004971912	0.0063797693	-0.0179289392	0.034804621	0.0042282011	-0.1150591233	0.1221783341	-0.1273708834	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0318613716961664	0.0089179317408963	7.952950653528577e-05	0.0010151470063612	0.0229489936218385	-0.0044326559286815	1.9648438582076115e-05	0.0005266563082551	-0.0314001488909951	-3.4313868965803185e-05	0.0009859693503766	1.177441603402311e-09	0.0012730007759899	-5.770456471380003e-05	3.3298167888091353e-09	1.6205309756708876e-06	1.1390455554316503e-06	0.0004189897466464	1.75552407794841e-07	1.2974247773485969e-12	0.0010040005136888	2.72222881817e-05	7.410529738475232e-10	1.0080170314873745e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4112.064491856918	-10.374088872896207	107.62171994274894	16909074.38519049	2954.28877345995	3.3224545182856677	11.038704026076845	8727822.156991495	4014.3934619817087	-4.154985096352448	17.26390115091096	16115354.867601488	3868.8499412460783	2819.4368285774626	0.960019	14.933381	0.082569000803931	0.0368503667170877	-0.0096363098	0.0581675679	0.0327808706	0.0128719136	0.0800986371	-0.075910067	0.0211012668	0.0660430525	0.0136293158	-0.0133799047	0.0193945504	-0.0287360289	0.0088936099	-0.0228270724	0.0255785809	0.0130861305	-0.0125977939	-0.0292653015	-0.0024133137	-0.0211305797	-0.0015239522	-0.0331088234	-0.0275583926	-0.0106256638	-0.0310916429	0.0490317811	-0.0034556422	-0.0423851228	-0.0206326554	-0.0552246889	0.0420161957	-0.0005581829	-0.0045294967	0.0038006321	0.0682751991	-0.0676831458	-0.0553766234	0.0152998601	-0.0600443171	0.0427026069	0.0582763803	0.0003036085	-0.0132094313	0.0183998371	-0.0018623566	-0.1322673131	0.1221822164	-0.0934894547	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.015580427607162	-0.0162809440890044	0.0002650691404292	0.000242749724422	0.0033981331112755	-0.019550860510563	0.0003822361467034	1.1547308641946908e-05	-0.0314225140084403	-2.2365117445202757e-05	0.0009873743866106	5.001984783377126e-10	0.0008429352134284	-0.0004300655625614	1.8495638810133946e-07	7.105397740375823e-07	0.0001892901798339	0.0001881511342784	3.5400849330274235e-08	3.58307721815502e-08	0.0006879205887904	-0.0003160799248984	9.990651892377819e-08	4.732347364817306e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4113.769800581999	1.7053087250815224	2.908077847839168	16923101.972180463	2951.04283124551	-3.245942214439765	10.536140859482124	8708653.791845515	4020.777460823732	6.383998842023175	40.75544121495324	16166651.389468135	3873.880028665895	2826.657539021428	0.967094	15.043435	0.0419426829922349	0.0228122122684003	-0.0056551968	0.0526198257	0.0256814748	-0.0139501831	-0.0006896145	0.0093746759	0.0301498411	-0.0396937883	-0.0353496247	-0.040678877	-0.0018467205	-0.0408808563	-0.016024498	-0.0349849132	-0.000569412	-0.0127481461	-0.0382157212	-0.0203697131	-0.0265619562	0.0034811182	0.0348657149	-0.0135135117	0.009100306	0.0276362246	-0.0252387272	0.03959288	-0.0134044779	-0.0412920521	-0.0117311015	-0.06772709	0.0414377654	0.0014927976	-0.0074413402	0.0042736075	0.0984423749	-0.0477178857	-0.0527134788	-0.0360567345	0.023932945	-0.0989155904	0.0353994089	0.027068959	0.0312128204	-0.0538684836	0.0146508923	-0.0928608381	0.0657903722	-0.1061500642	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0146418670620676	-0.0009385605450943	8.808958968078971e-07	0.0002143842710632	0.019859786784238	0.0164616536729625	0.0002709860416485	0.0003944111311153	-0.0313067952045003	0.00011571880394	0.0009801154259765	1.3390841585305455e-08	0.0011149997366795	0.000272064523251	7.40191048118483e-08	1.2432244127953545e-06	8.991701050398149e-07	-0.0001883910097288	3.549117254665949e-08	8.085068777973117e-13	0.0007160000552152	2.807946642480001e-05	7.884564347014713e-10	5.126560790681694e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4113.081933140549	-0.6878674414501802	0.4731616170072171	16917442.988727197	2934.89703544529	-16.145795800220185	260.68672202240776	8613620.608665552	4011.175386750728	-9.602074073003678	92.19982650344944	16089527.983274857	3866.751476977976	2827.4987632620127	0.827755	12.875966	0.0223371522958244	0.0124373470639277	-0.0178391953	0.0460144577	0.0547082952	-0.0253882045	-0.0964355464	0.0219077367	-0.0169870282	0.0012351334	0.0233053593	0.0040948895	0.0487304785	0.0123030066	-0.024478875	-0.0356216783	0.0079800871	-0.036533566	0.0041519956	-0.0114546022	0.0562873622	0.0139686234	0.0486715298	-0.0070317679	0.0070539414	-0.081594456	-0.0289062648	0.0469955056	-0.0035963374	-0.0394365692	-0.016792244	-0.0765236045	0.0443396716	-0.0091062415	0.0003034322	-0.0427414113	0.0502598157	-0.0061374587	0.1204667312	-0.0496874558	0.0127491648	-0.0337983642	0.022547377	0.0185152312	0.0137859526	-0.0234704365	0.0222879215	-0.1288129702	0.0444508562	-0.0970868464	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0214482051281521	0.0068063380660845	4.6326237869830905e-05	0.0004600255032192	0.0272794794317263	0.0074196926474882	5.505183898319191e-05	0.0007441699980659	-0.0313651286279821	-5.833342348180587e-05	0.0009837712938498	3.4027882951077e-09	0.0012730002765415	0.000158000539862	2.496417059668348e-08	1.6205297040747356e-06	9.53824405236503e-07	5.465430019668816e-08	2.987092529989707e-15	9.097809960247689e-13	0.000712999486202	-3.0005690132000207e-06	9.003414402976147e-12	5.08368267324316e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4112.238554069549	-0.8433790710005269	0.7112882574017118	16910505.925576013	2936.7145743534484	1.81753890815844	3.303447682669774	8624292.491219955	4014.085837107161	2.910450356432648	8.470721277258926	16112885.107664296	3867.521738951059	2808.099873681583	0.929385	14.456857	0.0082453756277117	0.006717627716299	-0.010357116	0.0485441959	0.0330090933	0.0056339468	0.0383026834	-0.0501715029	0.0025892798	0.0759237099	0.0343415519	-0.00669217	0.0250267129	-0.0109974107	-0.0056935426	-0.0266937148	0.0401612345	-0.0107018685	-0.006062633	-0.0228095641	0.0157034326	-0.0100001113	0.0161763761	-0.0355959088	0.0046643025	-0.0476958371	-0.0222682804	0.0325012007	-0.0068891137	-0.0311629123	0.0060136142	-0.058679827	0.0300840901	-0.0012019898	-0.0216344391	-0.0070568502	0.0453679216	-0.0138512653	0.0436844646	0.0135041754	-0.0740479331	0.0722195048	-0.0129569024	-0.0271688515	-0.0269357972	0.0244863655	0.011855508	-0.0477478189	0.0817764244	-0.1072939939	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0215040594784881	5.585435033599734e-05	3.119708451456326e-09	0.0004624245740543	0.027144920856756	-0.0001345585749703	1.810601009803796e-08	0.0007368467283195	-0.031363644020729	1.4846072531049526e-06	0.000983678166259	2.204058695971833e-12	0.0014010007974735	0.0001280005209319	1.6384133358863338e-08	1.962803234521383e-06	1.0225753099835089e-06	6.875090474700586e-08	4.726686903531872e-15	1.0456602645878693e-12	0.0007459997762683	3.3000290066300016e-05	1.0890191444599392e-09	5.565156661923536e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4112.093914952327	-0.1446391172212315	0.0209204742305371	16909316.365387958	2938.3077181235126	1.5931437700642164	2.5381070720944248	8633652.246384203	4016.872646764184	2.786809657023241	7.766308064477994	16135265.860322302	3870.642246981976	2821.54079634259	0.924379	14.378979	0.1173787392318821	0.0738568684826914	-0.0109022756	0.0158567116	-0.0422517784	0.0022486411	-0.0003038738	-0.0517615399	-0.0545585735	-0.0418517144	0.0395714475	-0.0151663497	-0.011307522	-0.0132074601	0.0379616887	-0.0019900619	-0.0048911549	-0.0134808685	-0.0166426523	-0.0064730289	-0.0154029969	-0.0396205723	-0.0036019075	0.0159602108	0.0080965493	0.0157310447	-0.0060959914	0.0098782815	-0.0099344503	0.0134683929	0.0494385678	-0.0417405217	0.0232979886	0.0245198278	-0.0005464038	0.045225733	0.064204518	-0.0163998422	-0.0902896444	0.0311831442	0.0304297122	0.0190400548	-0.0311231903	-0.0346060824	-0.0507211344	0.0025280737	0.0346155478	0.0167748609	0.0256466893	-0.0424768821	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0213504439152387	-0.0001536155632493	2.3597741272429745e-08	0.0004558414553777	0.0441698351142036	0.0170249142574476	0.0002898477054734	0.0019509743340159	-0.0706167788557365	-0.0392531348350075	0.0049867294559599	0.0015408085943752	0.0026100025204265	0.001209001722953	1.4616851661033222e-06	6.812113156632681e-06	1.961785390136584e-06	9.392100801530748e-07	8.821155746611454e-13	3.848601916953349e-12	0.0007369992177779	-9.000558490399979e-06	8.101005313911115e-11	5.431678470052364e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4113.054717819568	0.960802867241	0.9231421496985268	16917219.11177781	2939.883550008138	1.575831884625586	2.4832461286026266	8642915.287608452	4026.125101622767	9.25245485858295	85.60792091011525	16209683.333916936	3880.059374648107	2813.050588306314	1.060807	16.501158	0.0568966888568663	0.0339550121152173	-0.0055839182	0.0069490766	0.0094271317	-0.0348799958	-0.0637848641	0.0331911227	-0.0045061225	-0.0405610439	-0.0072605907	-0.050178125	-0.0359546994	-0.0016520429	0.0256228304	-0.0231724214	0.0244685909	-0.0578290293	-0.0539372582	0.014366465	-0.0192375921	-0.0252716695	0.0209729858	-0.0011640086	0.0676973108	0.0236157655	-0.0044164575	0.0110456868	-0.0179100569	0.0173527927	0.0151532964	-0.0448701808	0.0326685404	0.0247557768	0.0048567342	0.0349972611	0.0067012705	0.006843795	0.0081162504	0.0204245227	0.0954392974	-0.0520393096	0.0567860814	-0.0315784262	-0.0334791949	-0.0099060724	0.055023858	0.0118509742	0.0115598976	-0.0094485687	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0214260299599118	7.558604467309757e-05	5.713250149323501e-09	0.000459074759843	0.0442236416459707	5.38065317670991e-05	2.895142860803844e-09	0.0019557304804312	-0.0669206461027585	0.003696132752978	0.0044783728748106	1.366139732763676e-05	0.003157968841586	0.0005479663211595	3.002670891250764e-07	9.972767204428022e-06	0.000180636216067	0.0001786744306768	3.192455217770127e-08	3.2629442555003915e-08	0.0004022166990653	-0.0003347825187126	1.1207933483555237e-07	1.617782730069861e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4117.327731216656	4.2730133970871975	18.258643491686676	16952387.646245692	2942.0982074079843	2.2146573998461463	4.904707398693294	8655941.862033274	4014.7307405639954	-11.394361058771665	129.83146393765213	16118062.919229526	3869.840154871552	2779.8838232574703	0.988214	15.371955	0.0522879608531128	0.0313468349776139	0.0060385416	-0.0121018399	0.0164688252	-0.0070797258	-0.0345303685	0.0540533557	0.0758471218	0.0217122366	-0.0365897758	0.0025255671	0.0130586812	0.0141877494	-0.0341656998	0.0228979224	-0.0328580596	-0.0109290307	0.0027157432	0.0058447459	0.0175866582	0.0565624931	0.000625516	0.0280661453	-0.0077667448	-0.0620879091	0.0049627756	0.0003767018	-0.0204209583	0.0416973637	0.0311346769	-0.0195644394	0.0387517539	0.0542863894	-0.028970102	0.0274359192	-0.053832221	0.027946688	0.0688945201	0.0598067691	-0.0432024727	-0.0051407927	-0.0600074582	-0.0633755168	0.0274225281	-0.0063970055	0.0134689245	0.0972769395	-0.0397836276	0.0324217555	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0215040712311207	7.80412712089e-05	6.090440011901085e-09	0.0004624250795131	0.0445086753908867	0.000285033744916	8.12442357408399e-08	0.0019810221850513	-0.076967119052199	-0.0100464729494405	0.0059239374151953	0.0001009316187238	0.0036190011709912	0.0004610323294052	2.125508087567851e-07	1.3097169475635675e-05	0.000203087962296	2.2451746229e-05	5.040809087314157e-10	4.1244720429541525e-08	4.813251694855188e-05	-0.0003540841821167	1.2537560802528645e-07	2.3167391878026343e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4125.954436575504	8.626705358848085	74.42004534837827	17023500.012697082	2966.4334625594915	24.335255151507223	592.204643288959	8799727.487792695	4019.6959768146353	4.965236250639919	24.65357102466876	16157955.746019766	3873.208350119012	2854.7875151298417	1.043953	16.238995	0.085154606681478	0.0449407977822544	-0.0335688237	-0.0048173669	-0.052339295	-0.0141911049	0.0517629397	-0.047173591	0.1194322986	-0.0195837162	-0.0019363614	-0.0317368073	-0.0284308579	-0.0512620778	-0.0444606158	-0.0394303282	-0.003881165	-0.0267576694	-0.0303271786	-0.0139713782	-0.0459908677	0.0136151285	0.0558409238	-0.0288376296	0.0161856389	-0.0200542844	-0.0054453013	-0.0015912035	0.006888385	0.027270449	0.0556272975	-0.0382091813	0.0104652175	0.0179043364	-0.0270025298	0.0477947868	0.0531011168	0.0189155902	-0.0874399363	0.0210869823	0.0209779117	-0.021017739	-0.0919997353	0.0025226088	-0.0393875223	0.0144791951	0.015402279	0.1059254926	-0.014084452	0.0107300381	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.010256752273392	-0.0112473189577287	0.0001265021837368	0.0001052009671977	0.044318578080464	-0.0001900973104227	3.6136987429944984e-08	0.0019641363630741	-0.0552820215479243	0.0216850975042747	0.0030561019064251	0.0004702434537699	0.0034800073919441	-0.0001389937790471	1.9319270613794133e-08	1.2110451447985576e-05	2.8050002041091204e-06	-0.0002002829620918	4.01132649043018e-08	7.868026145052207e-12	0.0007494976339906	0.000701365117042	4.919130274034059e-07	5.617467033575075e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
