global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
3966.7632462477695	n/a	n/a	15735210.651782142	2862.738429280967	n/a	8195271.314482058	n/a	4037.5839109395615	n/a	n/a	16302083.837878006	3850.527672389596	3391.957832760281	n/a	n/a	n/a	n/a	-0.0608660231	-0.0244544234	0.0354796585	0.0056012588	-0.1013614479	0.0867153806	-0.009354117	0.1328041794	-0.0561832596	-0.0031039955	0.0648013429	-0.0461826483	0.0109144932	-0.0525844588	0.1321280527	0.0429691589	-0.0993164518	0.0004216758	-0.1236038133	0.0278231398	-0.0762847029	0.1305835061	-0.0496667203	0.0052438351	-0.0793633996	0.0614460649	-0.0064102732	-0.1393000643	0.0526473648	-0.0944654702	0.1188447702	-0.0754173201	0.006931336	-0.0026339712	0.0402147178	-0.1294177222	0.0538594692	-0.0519608865	0.0108069017	-0.0007939271	0.0476977888	-0.0469932657	0.1299092904	-0.1005328089	-0.0083445006	0.1998690978	-0.0179352593	-0.096409003	-0.0656434676	0.0140020669	0.0779806515	-0.0235364375	0.1229045528	-0.0422009619	0.0621993315	-0.0626947263	0.0729765844	0.0396012961	-0.0392391292	0.0692427844	-0.0258221343	0.0197964807	-0.1548259652	0.1029126698	-0.1021963397	0.0034954865	-0.0211911427	0.0509250423	-0.0261252845	0.1184296918	-0.0071509242	0.0487731075	-0.0648244991	0.0918721768	-0.0735415364	0.062284374	-0.082169373	0.1119228106	-0.0179021296	0.1925270809	-0.1158896299	-0.028221314	0.1243270411	-0.0310973936	0.053038942	-0.0451002129	0.0045296333	-0.0287869828	0.0524090917	-0.0743517097	-0.0121216181	0.1069507237	-0.0173887595	0.1719175555	-0.0262448413	0.0834512326	-0.2245558396	0.0412501479	-0.1625375119	0.0399193863	-0.0552504063	0.1281430504	-0.1696524906	0.1184178086	-0.1696315737	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0162838600889188	n/a	0.0002651640993954	n/a	-0.029749801557827	n/a	n/a	0.00088505069273	0.0934694148955799	n/a	0.008736531520922	n/a	0.0007564071912939	n/a	n/a	5.721518390411265e-07	-0.0003776857645112	n/a	n/a	1.4264653671440961e-07	-0.0004913576545946	n/a	2.414323447287062e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3965.1199182740784	-1.6433279736911572	2.700526829115885	15722175.966293834	2886.786683233615	24.048253952647883	8333537.354494935	578.3185181710445	4035.529215924239	-2.0546950153225225	4.221771605991221	16285496.052578105	3848.9256301605774	3414.654319169786	1.151281	18.913479	0.0215439720287462	0.0168100145633833	-0.0213195655	0.0125701689	0.0038070068	-0.0257081344	0.0997257925	0.0853377027	-0.0101571357	0.0499511633	-0.0105254463	-0.0508074409	-0.0421075132	-0.0840999735	-0.0497139171	-0.1143369662	0.0877748603	-0.0037221313	-0.0691679842	0.0166682362	0.0387146815	-0.0698562883	0.0524115389	-0.098185421	0.0305634229	0.0077560865	-0.0022716749	-0.0402199632	0.0537155455	-0.0361416454	-0.0806962654	-0.0119197957	-0.0284724945	0.0169620342	-0.1203917023	-0.0231387096	-0.1289599722	0.0030431541	-0.0852002617	-0.0479972525	0.001997577	-0.0500071173	0.1318783694	-0.0382828219	0.0126227416	-0.0584922196	-0.1261833125	-0.0060933912	-0.1156979405	-0.0108669802	-0.0194399118	-0.065427968	-0.0118837177	0.1433026104	0.1228905441	0.012706069	0.0399812559	-0.0866723489	0.0524233378	0.0298538738	0.0612366274	-0.0564279493	0.0227029788	-0.0324144303	-0.0133407626	-0.083037575	-0.1166371494	0.0970438334	0.0110907632	-0.0283916535	-0.0455243404	0.1204042371	0.0346453539	0.1165805333	0.1084878138	-0.0409398877	0.0394716593	0.054703788	0.0288396283	0.0576717882	-0.1372251773	-0.0938769204	0.0251267286	-0.0001166322	0.1245458727	0.0457810001	-0.0498760742	0.0224786652	0.1021641057	-0.1691184274	0.0114264844	0.0403545256	0.0360559103	0.036498829	0.0409737407	0.1223474794	-0.0722038933	0.0395232277	-0.0939178851	0.0364791451	-0.1684531659	0.0188336455	-0.2148587124	0.0450889773	-0.1422163487	0.0145906047	0.1400888798	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0145341604540334	-0.0017496996348853	0.0002112418201035	3.0614488123181016e-06	-0.0138019991572377	0.0159478024005893	0.0002543324014082	0.0001904951807363	0.0934892879131865	1.987301760660032e-05	0.0087402469545146	3.9493682879224623e-10	0.0006809078961331	-7.549929516079991e-05	5.700143569777585e-09	4.636355630164045e-07	-0.0003766673585741	1.0184059370999974e-06	1.037150652720524e-12	1.4187829901518962e-07	-0.00049137189301	-1.4238415400056116e-08	2.414463372402309e-07	2.027324731045552e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3962.484986405038	-2.634931869040429	6.942865954484888	15701287.267485334	2895.608021179476	8.82133794586116	8384545.812318921	77.81600315508999	4035.125785243857	-0.4034306803819163	0.1627563138734159	16282240.102739854	3851.413677137912	3399.449907769097	1.096123	18.007328	0.0647139214632838	0.028790687141391	-0.0184047237	0.0246580469	-0.0483463568	-0.095090039	-0.0392713629	0.1310863311	0.070016948	0.0499117663	-0.035719591	-0.0561238846	0.0217405589	-0.0457445135	0.0167682508	-0.0972738002	-0.0283784487	-0.146682639	-0.0449326066	-0.0244377936	0.0744207544	0.0262949346	0.0549142903	-0.0751388806	0.0350047252	0.08653967	0.1343686174	-0.0090333008	0.019685848	-0.0805783777	0.0490369002	0.101016782	0.032787267	0.1054228297	0.0395763465	0.0538474195	0.02431473	-0.0978969388	-0.0231614741	-0.0148546549	0.0412846672	0.0111696411	0.0546733209	0.0096770062	0.0088364558	0.0359793682	-0.1323705964	-0.0276654	-0.0437828779	-0.0296490932	-0.033141144	-0.0602295887	0.0840350653	0.0698967039	0.1132212886	0.0056888866	-0.0152983793	0.1058584666	0.0116393344	0.034319487	0.0276943486	-0.1101860709	-0.0380405778	-0.0135150886	0.0971823654	-0.1093884882	-0.0011040277	-0.1174131539	-0.0029025934	0.0035721975	-0.0467167666	0.0449494431	-0.0002136458	-0.1239359032	0.1188971783	0.1744484823	-0.0815395363	0.0063061477	-0.0246760377	0.0217448071	0.0127105986	-0.0525732711	0.1145057121	-0.0048285132	0.0930961522	0.059030416	0.0646161815	0.0204103331	-0.0076977504	-0.0759427029	0.0766847981	0.0485136365	-0.0725070171	-0.0873692141	0.0278613809	0.0139054502	-0.0067008866	0.0210361432	-0.080325273	-0.0210233608	-0.1270389966	0.000607864	-0.2983622193	-0.1004552902	-0.1184634782	0.0395568436	0.1474147798	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0121958265423813	-0.0023383339116521	0.0001487381850518	5.467805482382215e-06	-0.0272128872240102	-0.0134108880667725	0.0001798519187395	0.0007405412310666	0.1055062052553807	0.0120169173421941	0.0111315593473905	0.0001444063024091	0.0004123753247271	-0.000268532571406	7.210974190591852e-08	1.7005340844378117e-07	-0.0007080725940549	-0.0003314052354808	1.098294301040845e-07	5.013667984516352e-07	-0.0003523540570435	0.0001390178359665	1.2415338151501405e-07	1.9325958716808713e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3960.408595162584	-2.076391242454065	4.311400591739935	15684836.240637671	2856.7294794833497	-38.878541696126376	8160903.3189492095	1511.5410044174373	4034.361342511475	-0.7644427323821219	0.5843726910918444	16276071.44195099	3847.9367974743873	3399.186826960246	1.320999	21.701635	0.1176438806774981	0.0565028798070357	-0.0164280179	-0.0354683525	0.0258496465	0.068160804	-0.0037633874	-0.0119349456	-0.0487295462	0.2296238192	-0.0516103031	0.0614917156	-0.03996864	-0.0605231461	0.0421564074	-0.0190913488	-0.0518232534	0.0584390215	-0.0429108294	-0.1383892561	-0.1312938914	0.0078099158	-0.0579567416	-0.0169760687	-0.0413350743	0.1253609117	-0.0386366029	0.0642007756	-0.0513885969	0.0190392572	-0.0408874048	-0.007283131	-0.0479755356	-0.0200454171	-0.0224656555	-0.0139127074	-0.0254651457	-0.004661705	-0.1261754674	0.0467209833	-0.0496361298	0.0529149102	0.0492231286	-0.1412689553	-0.0248547482	0.0773230173	0.013851903	0.193398384	0.150463226	0.096995639	-0.0298095173	0.0516908308	-0.0362985714	-0.0239760287	0.1355905656	0.0024444767	0.0985183053	0.0419444745	-0.0498587642	-0.0873461642	-0.0246829547	0.0458769735	0.1098994421	0.0210602262	-0.0326109377	0.0618433454	-0.0418217422	-0.0443349787	0.0845685004	0.0597471636	0.0493645192	0.0595191955	0.0413806658	-0.1728912723	0.0351836296	-0.0055733939	0.0917830334	-0.0399938327	-0.0180686495	-0.0058021424	-0.0255851801	0.0425509595	-0.0151915075	0.0257508114	0.1343353498	0.0363146166	-0.0656214357	-0.04786725	0.0644802749	0.1355378947	0.0019573903	-0.0941033598	0.0039482603	-0.0503962714	0.0198293748	0.078509808	-0.0262123977	0.0592815931	-0.0214032492	-0.0634669621	-0.0174063623	0.0955350226	-0.0561356086	-0.0421360545	-0.0145812885	0.0736713651	0.0316546497	0.1052126458	0.1046235507	0.1036441676	0.10227815	6.289284601734835e-05	-0.0121329336963639	3.9555100801618905e-09	0.0001472080800803	-0.0575692258036895	-0.0303563385796792	0.0009215072919641	0.0033142157596361	0.132709908371595	0.0272037031162142	0.0176119197799971	0.0007400414632351	0.0004679992982142	5.562397348709999e-05	3.0940264264936032e-09	2.190233431289837e-07	-9.034626783588353e-06	0.0006990379672713	4.886540796868074e-07	8.162448111873203e-11	-0.0001479978920971	0.0002043561649464	2.190337606518485e-08	4.176144215160025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3962.730389852839	2.3217946902550466	5.390730583696528	15703232.142663231	2869.243757152989	12.51427766963934	8232559.7379614	156.60714559283386	4038.27865420755	3.917311696075103	15.3453309242068	16307694.489028342	3853.076822502456	3414.052184889052	1.161642	19.083694	0.1399694267100736	0.0757024720967862	-0.0014904786	0.0005682745	-0.0461917254	-0.050100054	-0.0815586573	-0.0216767941	0.0212548409	0.1225192098	-0.0197654069	0.010024859	0.0033475997	-0.1393103487	-0.0136119461	-0.0873193743	-0.0550571628	-0.0406190703	-0.0026478848	-0.0817090052	0.0129262005	-0.00144353	-0.1152702022	-0.0966020726	0.053273237	-0.0636345047	-0.093793251	-0.1335312018	-0.0047162379	0.0296258931	-0.0772970282	0.1747979898	0.0428228532	0.0815270516	-0.1079720849	-0.0286412444	-0.1041087699	0.0340187681	-0.063793186	-0.116544829	-0.1341828004	0.0357626014	-0.1121708981	-0.0329095315	0.031796607	0.1236280232	-0.1992313437	-0.0514001263	-0.0634082261	0.0495280185	-0.0144849601	0.0344480588	0.0539347731	0.0344379587	0.1316743352	0.0705096828	-0.0116546024	0.0615576342	-0.0215704323	-0.1179200908	0.1045339506	-0.0077360133	-0.160999815	0.0671310981	0.0234461778	0.0270765331	-0.0100012977	-0.0039460237	0.0010806202	-0.1695859332	-0.1134722953	0.0478990617	-0.0667638611	-0.0867160845	0.1355789869	-0.0390842442	0.0171837392	0.006087896	-0.0184488323	-0.0956576845	-0.1278532183	0.0088695401	0.1427463761	0.0383883688	0.1193707568	0.0827612291	0.0511769549	0.0563306229	-0.0318040431	-0.0844908116	-0.069834179	0.0435502879	0.0271196976	-0.004174635	0.0725057186	-0.0238769148	-0.0529676227	-0.0080072129	-0.0114799174	0.0211419208	0.0308346127	0.0368699878	-0.0582896508	-0.0445177007	0.0171285086	0.0646389825	0.0804444635	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0095036277576525	-0.0095665206036698	9.031894055602308e-05	9.151831646043972e-05	-0.0026881631082034	0.0548810626954861	0.0030119310425858	7.226220896305765e-06	0.0854887453753718	-0.0472211629962232	0.0073083255858551	0.0022298382347158	0.0001830220536741	-0.0002849772445401	8.121202990566798e-08	3.349707213108514e-08	0.000207980596639	0.0002170152234225	4.709560719715594e-08	4.325592857831442e-08	-0.0002120190324283	-6.402114033120002e-05	4.4952070111832536e-08	4.098706409307205e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3964.056159040552	1.3257691877129218	1.7576639390889806	15713741.232027331	2864.1318092864026	-5.1119478665864335	8203251.020966202	26.13201099069759	4033.990295356476	-4.288358851074008	18.390021635584787	16273077.703030229	3847.222907371293	3422.687420950996	1.098491	18.046236	0.0818102124406655	0.0428115825328103	0.0016840494	0.059019253	0.0206138501	0.1220805475	-0.0023635592	0.0797885272	-0.0314639882	0.0061198721	-0.0180226232	-0.0967128497	0.0189628019	-0.0202085054	0.1317528339	-0.0322673605	0.0506002922	-0.0594892457	0.0009624077	0.0566057623	0.0177050576	-0.0571801799	0.1249237904	0.0133411992	0.0042856846	0.0474348728	0.030633498	-0.0385623324	-0.1103613704	0.0485792821	0.01834186	-0.1377489274	-0.0933456856	0.0286514401	0.1170859634	-0.0855187579	0.0132528425	-0.0018624207	-0.004843857	0.0098554384	-0.0576818347	-0.1056942494	0.0217226077	-0.0889064734	-0.087322216	0.0563376945	-0.0179156274	-0.0388279704	0.1693034596	-0.0481154562	-0.017130936	-0.0951880624	0.0029598288	-0.0731172678	0.0955636	-0.0112867833	0.0233969179	-0.0249286229	0.0699383522	0.0037044026	0.0342434776	-0.0936648221	0.0419945239	-0.0179219734	0.1262274909	-0.048469913	0.0831313843	-0.0629946819	-0.0388541856	0.1557291113	0.0773968222	-0.0240837192	0.1141154079	-0.0050010018	0.0204110369	-0.1048249188	0.0764786835	-0.0108590477	0.0525783412	0.0497962316	-0.0388647384	-0.0492165597	-0.1138892078	0.0466968131	0.1215000396	0.0159852051	0.0635781146	-0.076745399	0.1123586201	-0.0205456363	-0.009100579	-0.0296500094	0.0035013525	-0.0545631508	0.0036277798	-0.0248105285	-0.0254261814	-0.0290865273	-0.0556594638	-0.0007911408	0.0053388253	-0.0139935248	0.113281706	0.0891069141	-0.041030846	0.0028117599	0.1241842286	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0124377599895666	-0.0029341322319141	0.000154697873558	8.609131954357217e-06	-0.0264228833455746	-0.0237347202373712	0.0005633369447462	0.0006981687642938	0.109626577592877	0.0241378322175052	0.012017986514727	0.0005826349441604	0.0006340402396424	0.0004510181859683	2.0341740407413601e-07	4.02007025485792e-07	0.0003769324782809	0.0001689518816418	2.8544738310338583e-08	1.4207809318298114e-07	-0.0002121195198956	-1.0048746729998065e-07	4.4994690720739846e-08	1.0097731084364677e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3960.0595122983295	-3.9966467422223104	15.973185182116207	15682071.340944484	2875.179281243372	11.047471956969275	8266655.899291152	122.04663664002254	4037.1154828100953	3.125187453619219	9.766796620258978	16298301.42154499	3850.83991275262	3419.058164024353	1.171025	19.237833	0.0484962598159871	0.026199726722157	0.0200232767	-0.0167792602	-0.0544560578	-0.0617551906	0.0975796598	-0.0738466135	0.0434241502	0.0842742563	-0.0015577381	0.0617382746	-0.0395434635	-0.055450259	-0.0633252654	-0.0441461725	0.0005803133	-0.0053751141	0.0453983436	-0.0343611604	0.015255287	-0.0395764481	0.0565971289	0.1063595245	-0.0342392136	0.0507609204	-0.0656398971	0.0976325554	-0.0963767594	0.2026091746	-0.1295604724	-0.1782229712	-0.1484538329	-0.0057069507	0.0253783487	-0.0854975977	0.1478383315	0.1181888924	-0.0995255053	-0.0562615297	0.0470156238	-0.1365401777	-0.0746677348	-0.1194218975	-0.1277053754	0.029591352	0.0295531962	0.0141963329	-0.1354962734	0.0095411908	0.0083016564	0.0359437886	-0.0396472644	0.1230190575	0.0286616808	0.0658960032	0.0147590925	0.0005435229	-0.0039270278	-0.003536374	0.0452801066	-0.0195784831	0.0795487171	-0.0079449588	-0.0036243888	0.0827862971	0.0738537078	-0.0688493687	0.0879056759	0.1541576666	0.0811648818	-0.119559805	0.0915174692	0.1031189837	-0.147996854	-0.0940332927	0.2568779587	-0.1559444139	-0.0306933354	-0.091450744	-0.1355033688	-0.0452844858	0.0646918216	0.0426210675	0.0942532938	0.0725301187	-0.1144780966	0.0592696021	0.0754331587	-0.0061788156	-0.026474167	-0.04236101	-0.0021551981	-0.089565455	0.0093775758	-0.0064566189	0.0049538295	-0.0151229536	0.0978697452	-0.0467554642	-0.0405584961	0.1097946024	0.060506069	0.166471924	-0.1560478015	-0.1314285795	0.2526092394	0.1047316694	0.102707623	0.0993631376	0.0947412111	2.712016681982732e-05	0.0124648801563864	7.355034483352628e-10	0.000155373237313	-0.0089387466050254	0.0174841367405492	0.0003056950375622	7.990119086885312e-05	0.1040805936212905	-0.0055459839715864	0.0108327699685602	3.075793821309432e-05	0.0003890383858506	-0.0002450018537918	6.002590836141855e-08	1.513508656652403e-07	0.0003619582470628	-1.497423121809996e-05	2.2422760057311942e-10	1.31013772616775e-07	-0.0002120704259562	4.909393939999968e-08	4.4973865565244114e-08	2.410214885810841e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3956.4945651448393	-3.564947153490266	12.708848207178349	15653849.24402065	2872.116250154659	-3.063031088712705	8249051.7544024605	9.38215945042054	4033.8762812551536	-3.239201554941701	10.492426713536734	16272157.852472909	3848.703222729346	3423.170644760132	1.106832	18.183264	0.0175495474695415	0.0113328843710301	0.0101510627	-0.0194630093	-0.040712735	-0.0176572885	-0.0575247844	0.0154210096	0.0192156405	0.0993710265	-0.0099689186	0.0696495614	-0.0125767362	-0.064740686	0.0537590258	-0.0319347182	-0.1213943787	-0.0200169445	-0.0839658931	-0.0025398857	-0.0385597133	0.066779094	-0.0359026221	-0.0043389906	-0.0074678803	0.0182599133	0.0265708282	0.0532919463	-0.0336869227	-0.057433084	0.0973712735	0.0218391939	0.0597701194	-0.0585517712	0.0259852402	-0.0512507655	0.0281766905	0.0125720715	-0.1654235323	-0.004139822	-0.0522183344	0.0505583367	-0.1105669748	-0.0094486087	0.015586082	-0.0052917888	0.04404405	0.0911456296	-0.0526410674	0.0089302161	-0.0004949468	0.07087916	0.0138898355	-0.0214167828	0.1051877986	0.0137948524	0.010701147	0.1117433553	-0.0692678742	0.0564797159	0.0139605193	0.0486278742	-0.0501454325	0.0015041632	-0.0323328897	-0.0243934543	-0.0066369071	0.0290550445	0.0413733939	0.0579604037	0.0280902903	0.0378674021	-0.0016944387	-0.0760836639	0.0021969183	0.0236869572	-0.0325268051	0.0366103887	-0.0624811959	-0.0543564567	-0.1351590483	0.0673246692	0.0207834698	0.0409229346	0.0971145606	0.0873147399	0.0589570013	0.0653634007	-0.0837725191	0.0316679909	-0.015216411	-0.044998713	0.0239338985	-0.054863375	-0.0235593189	-0.0129551155	-0.0353539392	-0.013544064	-0.0088721358	-0.0462578864	0.0307945651	-0.0344409342	-0.093252375	-0.0101260394	-0.0768430479	0.0470633489	-0.0665838023	0.1045074645	0.1018175221	0.0973854535	0.0912870929	3.2916624093104474e-05	5.796457273277152e-06	1.083504141686746e-09	3.3598916920927596e-11	-0.008841943672408	9.680293261739996e-05	9.370807763328881e-09	7.817996790603588e-05	0.1120264158963664	0.0079458222750758	0.0125499178585856	6.313609162709232e-05	0.0005520407372308	0.0001630023513802	2.6569766555474202e-08	3.047489755623252e-07	0.0003889414619566	2.6983214893799972e-05	7.280938860049887e-10	1.5127546082893734e-07	-0.0002121073757737	-3.694981750001223e-08	4.4989538857605586e-08	1.3652890132842097e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3948.6553348748016	-7.83923027003766	61.45353122667473	15591878.953635233	2855.91126786314	-16.204982291519173	8156229.169907648	262.60145106845	4031.879166924335	-1.9971143308184764	3.988465650360531	16256049.61667847	3844.632416063868	3419.2305867089167	1.005595	16.520117	0.0449938445636455	0.022988387944398	0.0149484994	0.0057448119	0.0074540281	0.0750727188	-0.0410380384	-0.0165397321	0.0257992331	0.0693461085	-0.0154354795	0.0030909138	-0.0691099143	-0.0215920821	0.1330303239	-0.048905627	-0.0098192061	0.0036002128	-0.0328182343	-0.025320088	0.106708431	-0.0166351563	-0.0545090925	0.0097739544	-0.0462740777	-0.0148053225	-0.0493512829	-0.04752675	0.0615239216	0.0142970491	-0.024675762	0.0328648154	-0.0520969058	0.0347291172	0.0738127551	0.0005055291	-0.0441022802	-0.0219297769	0.01449824	-0.0115708676	-0.0136419843	0.0086705965	0.019019798	0.1791329194	-0.0900834387	-0.0049828198	0.0763009388	0.0721193897	-0.0059532942	0.0330940104	0.0096934592	0.006305985	-0.0609396593	-0.0632998374	0.0863851545	-0.0333095308	-0.042459573	-0.0165766846	-0.0249316676	0.0241645429	0.0419474566	-0.0874573551	-0.0586046395	-2.7119e-05	0.0138919786	0.0395684209	0.0182640928	0.0266219165	-0.0479890008	-0.0332564016	-0.0148646441	-0.0746200399	0.0328218365	-0.0252384667	0.0179177133	0.049178898	0.002544117	-0.0316597589	0.0576295125	-0.0654741421	-0.0253383563	-0.0771551047	-0.0154582507	0.0472848257	0.0825467375	0.0526975801	0.0636380452	-0.0978780419	-0.024539787	-0.0046042064	-0.031375351	-0.0636715783	0.0735487566	0.0214099573	-0.0435503509	-0.0327332571	-0.0576142799	-0.0403690955	-0.0015333487	-0.0527165931	0.0125016089	-0.0244534889	-0.0365193343	-0.1233548631	0.0082145444	-0.1010971481	0.028929028	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0069676058069205	-0.0070005224310136	4.854753068063227e-05	4.900731430712463e-05	0.0002292828704355	0.0090712265428435	8.228715099158846e-05	5.2570634675142285e-08	0.112003662128103	-2.27537682633977e-05	0.0125448203301062	5.177339701844042e-10	0.0004890248818126	-6.301585541820007e-05	3.970998034087495e-09	2.3914533503182735e-07	0.0001108902165838	-0.0002780512453728	7.731249505336504e-08	1.2296640134002072e-08	-0.0004490271114132	-0.0002369197356395	2.0162534678408238e-07	5.6130961135490575e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3952.4363916015054	3.7810567267038095	14.296389970552127	15621753.429655928	2846.5305467148173	-9.380721148322664	8102736.153380557	87.99792926258807	4033.911774621056	2.032607696720788	4.131494048768587	16272444.205426397	3843.224810827564	3421.8953611161974	1.241961	20.403183	0.0566833437630911	0.0249368207655478	0.033695295	0.0610098765	0.0245532759	0.1384870495	0.0394099535	0.010611179	0.0765102054	-0.0417135108	0.0412979292	-0.1017124729	-0.0499767946	-0.0393168824	0.0815404958	-0.0581565469	0.0228201109	-0.0895803581	-0.0128501165	-0.0036860561	0.0636100182	-0.0301032219	0.0070587009	-0.0048062395	0.0056189522	0.0828170839	0.0432208313	0.0138224696	-0.0594169684	0.0147259978	0.0015490409	-0.1286071301	-0.0275006819	0.0568416849	0.0839564047	-0.0131065632	-0.1767455583	0.0514260086	0.0397145852	0.0600674849	-0.0012267837	0.0173108624	-0.0175943143	0.0114825149	0.0577536771	-0.1300481933	0.0954168107	-0.0908486064	0.1276284376	-0.000466113	0.0412123906	-0.1025494229	-0.0632209155	-0.0357034827	0.0646201505	0.0020390816	-0.0589178853	0.0048683689	0.0872139089	0.0100110929	0.0015352562	-0.0762935207	0.0154503257	-0.0102639574	0.0625773281	-0.0315628959	-0.0623152922	-0.0399154076	-0.0367661262	0.0755076861	0.0282111723	0.0599716723	0.1270101198	0.062055193	-0.0822459878	-0.0161567471	0.0159208469	0.0197740743	0.0795954896	-0.0133202961	0.0665567568	-0.0757166949	-0.0714972644	0.0560535806	0.0948900166	0.0360111436	-0.0260725862	-0.1097313833	0.0532086185	-0.0734558459	-0.0758395381	0.0032483257	0.0083923165	0.1290298936	-0.1831569931	-0.0887613871	0.0268264077	-0.083901804	0.0736059098	0.0503665082	-0.0676086232	0.072564396	0.0328674437	-0.2234662884	0.2261387729	0.1348680906	0.0321310838	0.1039636308	0.099666409	0.0926354574	0.0830636267	4.049568528330383e-05	0.0070081014922038	1.6399005265643903e-09	4.911348652502918e-05	-0.0120077719916906	-0.0122370548621261	0.0001497455116986	0.0001441865882044	0.1213908829128342	0.0093872207847311	0.0147357464543574	8.811991406128941e-05	0.0003890355201037	-9.998936170889995e-05	9.997872454953228e-09	1.5134863590235636e-07	0.0003349582483542	0.0002240680317704	5.0206482861460997e-08	1.1219702814051393e-07	-0.0002120651724119	0.0002369619390013	4.4971637350088876e-08	5.615096053525584e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
