participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v2s12x28852	0.976	2026-03-10T21:56:17	2026-03-11T02:08:23
sub-v2s12x28853	0.976	2026-03-10T22:11:10	2026-03-11T02:02:22
sub-v2s12x28854	0.976	2026-03-10T22:21:16	2026-03-11T02:48:52
sub-v2s12x28855	0.976	2026-03-10T22:23:28	2026-03-11T01:55:51
sub-v2s12x28856	0.976	2026-03-10T22:24:24	2026-03-11T04:06:35
sub-v2s12x28857	0.976	2026-03-10T22:24:40	2026-03-11T02:41:59
sub-v2s12x28858	0.976	2026-03-10T22:24:56	2026-03-11T02:46:47
sub-v2s12x28859	0.976	2026-03-10T22:24:57	2026-03-11T02:40:02
sub-v2s12x28860	0.976	2026-03-10T22:25:24	2026-03-11T02:34:36
sub-v2s12x28861	0.976	2026-03-10T22:25:24	2026-03-11T03:02:53
sub-v2s12x28862	0.976	2026-03-10T22:25:36	2026-03-11T01:43:00
sub-v2s12x28863	0.976	2026-03-10T22:26:11	2026-03-11T02:42:52
sub-v2s12x28864	0.976	2026-03-10T22:26:14	2026-03-11T03:27:16
sub-v2s12x28865	0.976	2026-03-10T22:26:31	2026-03-11T01:48:01
sub-v2s12x28866	0.976	2026-03-10T22:26:35	2026-03-11T02:40:55
sub-v2s12x28867	0.976	2026-03-10T22:29:39	2026-03-11T02:52:10
sub-v2s12x28868	0.976	2026-03-10T22:30:19	2026-03-11T02:08:55
sub-v2s12x28869	0.976	2026-03-10T22:31:01	2026-03-11T02:19:15
sub-v2s12x28870	0.976	2026-03-10T22:31:06	2026-03-11T02:35:34
sub-v2s12x28871	0.976	2026-03-10T22:34:20	2026-03-11T02:34:23
sub-v2s12x28872	0.976	2026-03-10T22:42:28	2026-03-11T02:57:46
sub-v2s12x28873	0.976	2026-03-10T22:43:53	2026-03-11T03:08:51
sub-v2s12x28874	0.976	2026-03-10T22:50:17	2026-03-11T02:22:59
sub-v2s12x28875	0.976	2026-03-10T22:50:26	2026-03-11T02:38:31
sub-v2s12x28876	0.976	2026-03-10T23:28:57	2026-03-11T02:42:08
sub-v2s12x28877	0.976	2026-03-11T00:08:35	2026-03-11T03:26:08
sub-v2s12x28878	0.976	2026-03-11T00:29:53	2026-03-11T05:25:10
sub-v2s12x28879	0.976	2026-03-11T00:30:28	2026-03-11T05:11:29
sub-v2s12x28880	0.976	2026-03-11T00:43:56	2026-03-11T04:48:24
sub-v2s12x28881	0.976	2026-03-11T00:44:22	2026-03-11T04:18:24
sub-v2s12x28882	0.976	2026-03-11T00:50:56	2026-03-11T05:25:41
sub-v2s12x28883	0.976	2026-03-11T00:51:06	2026-03-11T05:16:28
sub-v2s12x28884	0.976	2026-03-11T01:06:53	2026-03-11T05:31:51
sub-v2s12x28885	0.976	2026-03-11T01:29:53	2026-03-11T06:30:36
sub-v2s12x28886	0.976	2026-03-11T01:44:04	2026-03-11T05:22:46
sub-v2s12x28887	0.976	2026-03-11T01:49:07	2026-03-11T05:02:39
sub-v2s12x28888	0.976	2026-03-11T01:53:08	2026-03-11T05:55:25
sub-v2s12x28889	0.976	2026-03-11T01:56:30	2026-03-11T06:07:00
sub-v2s12x28890	0.976	2026-03-11T01:56:36	2026-03-11T06:14:23
sub-v2s12x28891	0.976	2026-03-11T02:03:17	2026-03-11T06:05:10
sub-v2s12x28892	0.976	2026-03-11T02:09:34	2026-03-11T06:15:57
sub-v2s12x28893	0.976	2026-03-11T02:20:16	2026-03-11T06:25:37
sub-v2s12x28894	0.976	2026-03-11T02:22:21	2026-03-11T06:20:24
sub-v2s12x28895	0.976	2026-03-11T02:24:30	2026-03-11T05:56:57
sub-v2s12x28896	0.976	2026-03-11T02:35:25	2026-03-11T06:53:14
sub-v2s12x28897	0.976	2026-03-11T02:36:48	2026-03-11T06:52:10
sub-v2s12x28898	0.976	2026-03-11T02:40:14	2026-03-11T05:50:29
sub-v2s12x28899	0.976	2026-03-11T02:41:14	2026-03-11T07:26:53
sub-v2s12x28900	0.976	2026-03-11T02:42:05	2026-03-11T07:25:17
sub-v2s12x28901	0.976	2026-03-11T02:42:08	2026-03-11T07:02:52
sub-v2s12x28902	0.976	2026-03-11T02:43:16	2026-03-11T07:23:09
sub-v2s12x28903	0.976	2026-03-11T02:43:18	2026-03-11T06:16:45
sub-v2s12x28904	0.976	2026-03-11T02:44:02	2026-03-11T07:14:42
sub-v2s12x28905	0.976	2026-03-11T02:46:35	2026-03-11T07:02:53
sub-v2s12x28906	0.976	2026-03-11T02:48:09	2026-03-11T07:15:39
sub-v2s12x28907	0.976	2026-03-11T02:52:53	2026-03-11T07:18:02
sub-v2s12x28908	0.976	2026-03-11T02:53:29	2026-03-11T07:12:38
sub-v2s12x28909	0.976	2026-03-11T02:53:49	2026-03-11T06:46:12
