global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
4142.714744006353	n/a	n/a	17162085.45020762	3055.271488259056	n/a	n/a	9334683.866968706	4007.8916281325305	n/a	n/a	16063195.302854829	3893.616121502799	2994.4106446410256	n/a	n/a	n/a	n/a	-0.0468269004	0.0350396057	-0.0147109238	-0.0092564106	0.0486305651	0.0603810049	-0.0008253684	0.0161858628	0.0509523627	-0.0016235698	0.0219164691	0.0022723692	-0.0025381047	0.0231073646	0.0691328331	-0.1020450821	0.0073937243	-0.0327692218	0.0091347647	0.0807828825	-0.0634177956	0.0712641393	-0.0691243655	0.1352380491	-0.0746741305	0.028372794	-0.0352432405	0.0473223081	-0.0485243686	0.0799064366	-0.0082254208	-0.0944336957	-0.0016459216	0.0735435904	-0.0343272929	0.0389205639	-0.0867927182	0.0371899799	-0.0482950023	0.0349907035	-0.0622478453	0.0594177145	-0.0068520522	0.0491947317	-0.0018350739	0.0239778243	-0.0122708381	-0.0454403382	0.0605061806	-0.0966207653	0.0191845221	-0.0301984003	0.0536634538	-0.0261615296	0.0219934682	-0.1241007225	0.0706325334	-0.0768833606	0.0834054881	-0.0354808041	0.015678064	-0.0027638393	0.0674078201	-0.0431674782	0.0011647988	-0.0791711793	0.0446305569	-0.0051197673	-0.0641878314	0.0533441614	-0.0177480814	0.1142264633	-0.0334687437	0.0909974013	-0.0880795691	0.0266481978	-0.0422049237	0.0179204803	-0.0214296212	0.0155531231	0.0105978221	-0.0073601453	0.0069404025	-0.066445412	0.1284289721	-0.0335288161	0.0581333236	-0.0574867423	0.0295145392	0.0044732847	-0.0068752489	0.0530972876	-0.0674378073	0.0121808319	-0.0845190553	0.0554892203	-0.1157375376	0.0655206948	-0.0008568595	0.0093936513	-0.0338315504	8.94674e-05	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0096383026272093	n/a	n/a	9.289687753366969e-05	0.0002742119538652	n/a	7.519219564257057e-08	n/a	-0.0653280194206473	n/a	0.0042677501214244	n/a	-0.0008928833676009	n/a	n/a	7.97240708138324e-07	-0.0004992097522984	n/a	2.4921037678983e-07	n/a	0.0004707767176135	n/a	2.216307178469411e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4135.637298847512	-7.077445158840419	50.09022997639369	17103495.867618747	3038.549326208866	-16.72216205018958	279.63070363280065	9232782.007804357	4005.2610803101193	-2.630547822411245	6.919781845992542	16042116.321446983	3891.1665765160105	2984.3251687468382	1.174105	18.641193	0.1833096028685726	0.1082769407123521	-0.1023153572	0.0357345208	-0.0227166795	0.0426181826	-0.0099776438	0.1194816504	-0.0838783829	-0.0801899178	0.0581168099	0.0005229813	0.1441806822	0.0772193081	0.0376366308	-0.0298018588	0.0456467051	-0.0539205288	0.0637647613	0.1958526989	0.0085107232	0.006725213	-0.0275901214	-0.035041977	-0.0050045543	-0.0465615591	0.0663661774	0.0193344108	-0.0691358956	-0.0852545092	-0.0190552633	0.0546406057	-0.0151266864	0.1049876134	-0.0614358519	-0.0194880742	0.1556075433	-0.0301850344	-0.0318698911	-0.018057519	-0.0258382599	0.0300973483	0.0107765763	0.1508971034	-0.013734241	0.0026170195	-0.0440177291	-0.089673033	-0.0475188385	-0.0574627592	-0.0125787438	-0.051444097	0.100279557	0.1534205481	-0.0503304146	-0.014353597	0.0597289858	-0.0040186682	0.008139262	0.0180553479	-0.1086443697	-0.0509948705	0.0556876055	0.0532188547	-0.1135649752	-0.0640662988	-0.0058420115	0.051950858	0.0722387208	0.1134059654	0.0376873246	-0.0867861581	0.0256434648	0.0178139334	0.0058625491	0.0125315796	-0.0192024552	-0.0157529641	0.110394785	-0.044004529	-0.0124231687	0.0131212843	0.0542109507	0.1129426293	0.1513747796	0.0711989602	-0.0079156473	0.1329664297	0.0395057451	0.0359764178	-0.0364379809	-0.0117827758	-0.0190539614	-0.0894270809	-0.0270231432	-0.0687521346	0.0451521869	0.0386710963	-0.0732810332	-0.0186999125	-0.079962847	0.0795651792	-0.021019787	-0.1291877566	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0257466758530284	-0.0161083732258191	0.0002594796879822	0.0006628913174809	-0.0941617757808614	-0.0944359877347266	0.0088664400182052	0.0089181557794334	-0.0225141283836904	0.0428138910369568	0.0005068859768772	0.0018330292657244	-0.0004368468019838	0.0004560365656171	2.0796934917983962e-07	1.9083512840347339e-07	-0.000609110180868	-0.0001099004285695	3.710152124370477e-07	1.2078104199781744e-08	0.0005038667408482	3.309002323470002e-05	2.538816925329872e-07	1.0949496376729874e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4135.972864675822	0.3355658283098819	0.1126044251292971	17106271.537334725	3028.738352642637	-9.810973566229222	96.25520231724856	9173256.008768434	4006.766552218157	1.5054719080376344	2.266445665890476	16054178.203974176	3892.204020540269	2955.8214547685584	1.081797	17.175629	0.262599338295772	0.160251104734052	-0.1070176875	0.0225398498	0.035842473	0.0443245601	0.082705779	0.1319631321	-0.0454616959	-0.006801839	0.0191539862	0.0825639763	0.0793886479	0.0945809649	0.0312052212	0.0346478806	0.0338061895	-0.0276901672	0.0520741048	0.0419684785	0.0203259794	0.0418597812	-0.1127066136	0.0341050772	-0.1629137525	-0.0194519053	-0.0759728139	0.0301817353	-0.1788189965	0.0985900487	0.0009818077	-0.0732658673	0.1101772795	-0.042568168	-0.0695887152	0.0457401926	0.0505090847	0.0590796996	-0.0054515621	-0.0142296301	0.0685102365	-0.0470424801	0.0662951343	0.1226686797	0.1150916638	0.0676566931	-0.0175379165	0.0183101029	-0.0449218416	-0.0234284445	0.057143333	-0.0244191051	0.0664651289	0.0639468382	0.0327080916	-0.0382176546	0.0165384941	-0.0996739516	0.0021381232	-0.156294464	0.0294690924	-0.0934113565	0.1739044893	-0.117400375	0.0681317932	0.1336880509	0.0135928204	-0.0720167564	0.098945587	-0.0745752385	0.1070930076	0.0387974144	-0.0501411251	-0.1178222481	0.0368095667	0.0007901078	0.0316579314	-0.0130022619	0.1034210118	-0.1766615526	-0.0621227195	-0.0297135317	-0.0408428988	-0.003922723	0.1069013184	-0.0692772398	0.1023574035	0.0691741773	0.0930013714	0.0348349682	-0.009641072	0.0314174791	0.0034451825	0.1370458455	-0.1347558384	0.0133919419	0.0476325802	-0.0207378724	-0.1374629634	0.0407804534	-0.0432949849	-0.0400254442	-0.0201103909	-0.0802602848	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0237379501727872	0.0020087256802412	4.034978858460484e-06	0.0005634902784057	0.0006879610053402	0.0948497367862016	4.732903448686988e-07	0.0089964725684117	-0.1508998809296997	-0.1283857525460092	0.0227707740645975	0.0164829014568051	-0.0009339089868269	-0.0004970621848431	2.470708156009961e-07	8.72185995676047e-07	-0.0004991699627221	0.0001099402181458	2.491706516839827e-07	1.2086851565968076e-08	0.0003637666781708	-0.0001401000626774	1.323261961474184e-07	1.962802756221141e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4150.387715434977	14.414850759154431	207.78792240869512	17225718.188433565	3025.116231652462	-3.622120990175063	13.119760467466776	9151328.215007192	4011.78371205496	5.017159836802875	25.17189282802785	16094408.552309472	3899.912209429699	2953.9045952995903	1.166308	18.517406	0.2124309332886068	0.137675549888681	-0.0789408421	0.0170472607	-0.0022007166	0.020871108	0.0447482244	0.0912623445	0.0835864686	0.0046828481	0.0744535426	0.0155815303	0.0268190265	0.0418443175	-0.0328312987	0.0070781899	0.0530121309	0.0063608847	0.1180827453	0.1695044613	0.0135369226	-0.0905054041	0.0193053239	-1.80499e-05	-0.0479223807	-0.1755299866	0.0080245324	0.0880833248	-0.0998597342	0.0065496284	-0.1412948195	0.0201035667	-0.0926674214	-0.0316184548	0.0564919127	0.0564340197	-0.0497506466	0.1705069981	-0.101152307	-0.077959661	0.0671463818	0.0093383149	-0.0198236156	0.0071628958	-0.0478131558	0.0176247775	-0.0024260624	-0.1109731727	0.0254335963	-0.061694879	0.0206951357	0.0142742843	0.1309549629	0.1303788506	-0.0361227095	0.0074825931	-0.0404837342	0.0659263758	0.057548903	-0.0744330334	-0.1750160573	-0.0134448732	0.0727220226	-0.0417820157	0.0585010037	-0.0923205012	-0.0674961331	-0.024871725	0.0846711637	-0.1751841222	0.0710126153	0.0498331551	-0.0502451001	0.1141232122	-0.0311572336	0.114996344	0.1670955174	-0.061348908	0.0622195606	0.021911467	-0.0152477269	0.0059516489	0.0156239575	0.118503804	0.1186356312	0.00371631	-0.022196684	0.0678053905	0.0736578221	0.1096119313	-0.0506890754	-0.0174074984	0.0370818294	-0.0899019859	0.0197751122	-0.0730294988	0.0330590097	0.1095433834	-0.017224674	-0.0033794987	-0.0519570157	0.0654342149	-0.0162009756	-0.0764323942	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0308806162978925	-0.0071426661251053	5.101767937472676e-05	0.0009536124629376	-0.0900504027259501	-0.0907383637312903	0.0081090750311058	0.0082334506526319	-0.0476051162322335	0.1032947646974662	0.0022662470914844	0.0106698084139049	-0.0008513732704255	8.253571640140002e-05	6.812144481892332e-09	7.248364455950116e-07	-0.0004992157543031	-4.5791581000024894e-08	2.492163693444132e-07	2.0968688904818405e-15	0.0005062879448833	0.0001425212667124	2.563274831341554e-07	2.0312311465335552e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4169.757996106032	19.370280671055298	375.20777327545846	17386881.746090192	3082.8599627870503	57.743731134588415	3334.3384853436355	9504025.550155371	4017.143055626409	5.359343571449244	28.72256351683434	16137438.329367485	3905.414324599161	3042.801124682529	1.143636	18.157438	0.2578060011891033	0.1501511033237795	-0.0109524657	0.0209710305	0.0171166853	0.0069033039	0.0354315517	-0.0088967131	-0.0676585918	0.0027085479	0.0080599953	0.0504906682	0.048201069	0.1101735168	-0.023786995	-0.0254464492	0.0321266038	0.1090211443	-0.0202765199	-0.0118256087	0.0488650891	-0.0776081573	-0.009406533	-0.0288532091	-0.0025165806	0.0562742171	0.0376727294	0.1130852608	-0.0360832564	0.1169575082	0.0282297205	0.0679381533	-0.0341920019	0.098996898	-0.0410437228	-0.0410908214	0.1116750595	-0.0370640976	0.0337633763	-0.0222886929	0.0498674623	0.0926055822	-0.0738068897	-0.0820483246	-0.0492081541	-0.1822634014	0.0573151465	-0.175587176	0.0196584629	-0.0417477466	-0.013571356	0.0929349113	-0.0215523299	0.0362824014	0.05643585	0.0191289689	-0.0458694301	-0.0387098467	-0.0483073564	-0.0653607081	-0.027807474	-0.1165512106	-0.0929734716	-0.0936157738	0.0537724405	-0.0049911695	0.1046255508	0.1222071007	-0.0115603706	0.0957548348	0.021459381	-0.0417097038	-0.0276090556	0.0045724912	0.0091576003	0.0091715489	0.137164911	0.0282131262	-0.0237202298	0.0664689641	-0.0495028641	-0.023348013	-0.0728767856	-0.0278002987	0.054892936	-0.0097651271	0.0547896092	0.0554378945	0.0476017527	0.0534869647	-0.0362199264	0.0031146666	0.0113820603	0.0360622231	-0.0132690497	0.012776255	0.1618260804	-0.0567000433	-0.0613162782	0.0080952382	-0.0344167414	-0.0480584827	-0.13417853	-0.1544455508	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0316230127980787	-0.0007423965001862	5.511525634887197e-07	0.0010000149384274	0.0160791638984818	0.1061295666244318	0.0002585395116742	0.0112634849118897	-0.1485436188129938	-0.1009385025807603	0.02206520669006	0.0101885813032461	-0.0004849827558465	0.000366390514579	1.3424200917346446e-07	2.3520827346846585e-07	-0.0002200368582039	0.0002791788960992	4.84162189682432e-08	7.79408560271679e-08	0.000151946645887	-0.0003543412989963	2.3087783196309373e-08	1.255577561743853e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4163.183639561965	-6.574356544067086	43.22216396851773	17332098.01671641	3083.610681152344	0.7507183652937783	0.5635780639893628	9508654.832916824	4011.629294931592	-5.513760694816938	30.40155699970816	16093169.599953342	3898.7985211593314	3045.36279659134	1.182839	18.779871	0.1474712178919663	0.0803176098979081	0.0219449752	0.0713618731	0.0421647306	0.1012616719	-0.0936522427	-0.003960473	0.0115655293	0.1121261516	0.0196551562	-0.0566373821	0.0094279298	-0.1292849897	-0.0242507086	0.028573183	0.0894492195	-0.0171873211	0.0726259502	-0.0111949508	-0.0725998318	-0.0242171255	0.0149436462	0.0040155341	-0.022315507	-0.106140968	-0.1718389553	-0.0831547539	0.0442198809	-0.0209314511	-0.0047939935	0.0549571977	0.0852286431	0.0582557357	-0.0374066933	0.0216591545	-0.0538012487	-0.0772552524	-0.1069628015	0.0286022805	0.1664132734	0.0787562932	0.0508030079	-0.0851788267	-0.0495782694	-0.1687202114	0.022967508	0.1122144216	0.0091204067	-0.0764762561	0.0740631936	-0.0242929592	0.0229796704	-0.0245964869	-0.0074149877	-0.0579938442	-0.0490953765	0.0936485053	0.098142873	-0.0723888541	0.0977332756	0.1260580828	0.0666561771	0.0483711792	0.1064921193	-0.0605194823	0.0229268388	-0.132299657	0.0003612379	0.0631853034	0.1058628786	-0.014112257	0.1349534688	-0.1143140752	-0.0398204748	-0.0355469241	-0.0110473201	0.003005845	0.0263858011	0.1460913082	-0.0317580076	-0.0855020971	-0.0065947278	-0.0031142251	-0.0098924332	-0.0622548751	-0.0112452108	0.0115339022	-0.0444923046	-0.0911920324	-0.0379393662	-0.037731474	0.0256143897	-0.0532679149	0.0410895577	0.0114397229	0.0516314364	0.1007565275	-0.0453896046	0.0160302861	0.1196936341	0.0491480875	0.1455220517	0.0255949209	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0205528149027856	0.0110701978952931	0.0001225492814409	0.0004224182004281	0.0029299545737728	-0.013149209324709	8.58463380437215e-06	0.000172901705865	-0.1199089747309045	0.0286346440820892	0.0143781622210166	0.0008199428417079	-0.0016819267650072	-0.0011969440091607	1.43267496106569e-06	2.828877642847585e-06	-0.0009011407528869	-0.000681103894683	8.12054656513569e-07	4.639025153523511e-07	0.0001662420738408	1.42954279538e-05	2.763642711489e-08	2.0435926038228642e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4149.308562483339	-13.875077078625509	192.51776393779895	17216761.546697557	3058.13583984375	-25.474841308594023	648.9675396980484	9352194.81493684	4004.491431544669	-7.1378633869230725	50.94909373037692	16035951.625314672	3891.181808039124	3044.752261429382	1.256326	19.946615	0.2274104479441882	0.1152481992273488	0.0278072674	0.0633078261	0.1295631953	0.1796523317	0.1258328116	-0.0079337372	-0.0131180384	0.0235850363	-0.0280288574	0.0734165596	0.0649251703	0.0233806257	0.0467723616	-0.0177821973	0.0165768072	-0.0571872118	0.1187314907	0.0508942631	-0.1114903855	-0.008576981	0.1697250748	-0.0357489757	-0.2184550096	0.1701622299	-0.0162673634	-0.1201759559	0.0515512336	0.0412059861	-0.0964475621	0.0957286651	0.2084075337	0.0833430573	0.0447917967	0.0224107466	0.0186462551	-0.1297414368	0.0658587385	0.0504051463	-0.0061441913	0.0524288501	0.104168412	0.010861685	-0.0961889522	0.0155548162	0.0293188179	-0.0517422628	-0.0509380056	-0.0216747703	0.0020303552	-0.0281059436	0.0915279367	-0.019578572	-0.0953721507	-0.1198750513	-0.190838074	-0.060076597	0.0009823719	-0.1624227306	0.0346565561	0.0157260813	-0.1269517505	0.0642757988	-0.1311687325	-0.0107345529	0.0792424667	-0.1490972731	0.0041331445	0.0618506821	-0.0462503419	-0.0925342936	0.0848482415	0.0171874109	0.1893973412	-0.0978848501	-0.0876800849	-0.1217576324	-0.0207427296	-0.0627433663	-0.0511820055	-0.2238424544	-0.0071938965	-0.024280844	0.0388474913	-0.1180527363	0.061284345	0.1083918044	-0.053356621	0.1266089392	0.0738446112	-0.3092651734	-0.0978455812	0.0168147486	0.0460610202	0.0104398168	0.0718876989	-0.0234425037	-0.0715778268	-0.0812091912	0.1577888241	0.116516947	-0.0139805376	-0.131689047	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0618454706763031	-0.0412926557735175	0.0017050834208302	0.0038248622431734	-0.0053488045900564	-0.0082787591638292	2.860971054260841e-05	6.853785329268596e-05	-0.1622087528074161	-0.0422997780765115	0.0263116794873374	0.0017892712253221	-0.0036479933272661	-0.0019660665622589	3.865417727232528e-06	1.3307855315777991e-05	-0.0001818492555296	0.0007192914973573	3.306915173666975e-08	5.173802581705068e-07	0.0001916691128312	2.5427038990400005e-05	3.6737048813499286e-08	6.46534311819322e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4156.877397142825	7.568834659486129	57.2872581026385	17279629.694876913	3098.766637813684	40.63079796993407	1650.861743673598	9602354.675627124	4017.72666058137	13.235229036701185	175.17128765393818	16142127.519146329	3908.36938160349	3041.452407864358	1.509505	23.966331	0.4705655234662781	0.2582209517475626	0.0312539309	0.0021728636	-0.0712253895	-0.0293860429	-0.0138911643	-0.0282839242	-0.0352064582	-0.0437854579	-0.0389601336	0.0095145716	-0.0467379898	-0.0443208291	-0.0753742985	-0.0170100391	-0.0440567142	-0.0174407964	0.1025650513	0.0086218209	0.0151362749	-0.1262434064	-0.1315292653	0.043390551	0.0367355925	0.1340284724	0.102727397	-0.0447271507	0.017243406	-0.0196932259	-0.0722515847	0.0536200359	-0.0934516361	0.2621713502	0.0802257789	0.0818025111	0.0031691284	0.109945071	-0.0161717779	-0.0299786392	-0.0908940974	-0.0833205848	-0.1542601371	-0.0022745935	0.1717873979	0.0708158662	0.0006079729	-0.0380773385	0.07971097	-0.0124594874	-0.0235665578	0.00014441	0.0898758347	0.0088985346	0.1835089681	0.0142929761	-0.007823609	0.0422145112	-0.0101915328	-0.0038090584	-0.0453567577	-0.1093779954	-0.0517218804	0.0895910627	-0.1647609053	-0.0498203617	0.0745932063	-0.0372480713	-0.1463840583	0.0601560664	0.1650535279	0.0050810854	-0.1860358376	0.1646053772	-0.0223234434	0.1031828592	0.0451379874	0.027586598	-0.0711987582	-0.0554535105	0.0321420006	0.0451704563	0.0715550515	0.1456847979	-0.0216572065	0.0109491979	-0.0233004806	0.0003186576	0.0150052815	0.1259315642	-0.0690204561	-0.0475908413	-0.0542187425	0.0818634243	0.1363675778	0.1004623855	-0.1410859564	0.0512857936	-0.2126457092	0.0718986115	0.0766571712	0.1132145996	-0.0354181154	-0.0665743701	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0521565850666974	0.0096888856096057	9.387450435602442e-05	0.0027203093658196	-0.0767353373204713	-0.0713865327304149	0.0058883119936865	0.0050960370552705	0.0523579441191941	0.2145666969266101	0.0027413543123886	0.0460388674299957	-0.0006559999009506	0.0029919934263155	8.952024663115165e-06	4.303358700471971e-07	0.0001329999933095	0.0003148492488391	1.7688998220327044e-08	9.913004949454553e-08	4.3623992852749247e-08	-0.0001916254888383	1.903052752416717e-15	3.6720327972535545e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4148.557354257035	-8.320042885790826	69.22311362139854	17210528.121560127	3098.2797126538826	-0.486925159801558	0.2370961112477728	9599337.177842624	4018.1272809232646	0.4006203418944096	0.1604966583395936	16145346.845699787	3907.0717359973537	3048.713741316212	1.33115	21.134594	0.15168969597018	0.0921136774687124	-0.0571067233	0.0065913834	-0.0607562871	-0.031008063	-0.1780305896	0.0395392888	-0.1329884289	-0.0461786967	-0.0225145695	-0.0280870014	-0.0252242294	-0.093505124	-0.0547003327	-0.1218695208	0.0441723241	-0.1366933009	-0.035179232	-0.0366339007	0.0523102385	-0.0608719492	-0.0804698639	-0.0798819135	0.0293398943	-0.0671551012	0.013652299	-0.0081666317	0.0709092409	0.0389127534	-0.0569188071	-0.0189091121	-0.05741549	0.0555455007	-0.000109776	0.0396061012	-0.0021299622	-0.1261199732	0.0306444545	0.0827330985	0.0215964684	-0.0217855087	-0.0503317861	-0.0223360413	0.0070636563	-0.1134387934	0.074694534	0.0465983218	0.0406836726	-0.1159039501	-0.0790111496	-0.1362590472	-0.0378386477	-0.0034655422	0.0509361107	0.0485915209	0.1028637701	0.0827888709	-0.0881092277	-0.0279192372	-0.0534987048	0.0578596885	-0.03803274	9.61388e-05	-0.0115891373	-0.0133320126	0.0426186286	0.0261855827	-0.0792045718	-0.0170054603	0.0321981113	-0.1423327319	0.0512790431	0.0501759633	0.0606321794	0.0107437212	-0.0078470699	0.0018507312	-0.0682955175	0.013634603	0.0119681485	0.1084246798	0.1211319236	-0.08912913	-0.0020919483	-0.0528567191	-0.0178049552	0.0528412136	-0.0894174928	-0.0963562054	-0.0176516742	-0.0812922332	-0.0236203042	-0.0486687344	0.0861303573	0.0340864705	-0.0413169063	0.0610258947	0.0821030156	-0.1037231966	-0.0685329479	0.0324682992	0.0505950405	-0.0113034946	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0535316738169484	-0.0013750887502509	1.890869071066848e-06	0.0028656401016441	0.0073990785039796	0.0841344158244509	5.4746362708053e-05	0.0070785999261216	0.0523899569758299	3.201285663579495e-05	0.0027447075919293	1.0248229899839606e-09	0.0001900141423702	0.0008460140433208	7.157397614960085e-07	3.6105374300682646e-08	-0.0001359802415332	-0.0002689802348427	1.8490626087427412e-08	7.235036673603407e-08	0.0002080129166062	0.0002079692926133	4.326937347501792e-08	4.325122667009606e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4135.89902183608	-12.658332420955048	160.2333796794017	17105660.71882464	3020.629094349254	-77.65061830462855	6029.618523091115	9124200.125629194	4009.2979276287024	-8.829353294562225	77.9574796001968	16074469.872487808	3895.195314528539	2956.644739109835	1.118062	17.751415	0.0473962683337632	0.0248626337842312	-0.0746030613	-0.1155105777	0.0695636548	-0.0665950002	-0.0328536995	0.0740377734	0.0714144752	-0.0744722929	-0.0990165377	0.0339690401	0.0311591786	0.0270048178	-0.0069764224	0.0190086186	0.0185761515	-0.1253092582	-0.0396337331	-0.1374280026	0.0288136821	0.0452397487	0.0244550928	-0.0241067597	0.0894020179	0.0558029761	0.0345354773	0.1073355584	-0.0213662076	-0.0487111148	0.0732260287	0.0965747714	-0.0056934266	0.0448408787	-0.0607603436	0.0128438431	-0.0136019255	-0.10248695	0.1027022988	0.0551300386	-0.1079425093	-0.0270203167	0.0361002949	-0.0310994835	0.0925922065	0.0530474506	0.0930451908	-0.0181039213	0.0003866864	-0.0191237208	0.0512143382	-0.1084876623	-0.0521278074	-0.1577319828	-0.0611781523	0.0537418701	0.0751637161	-0.0101071033	-0.0614423098	0.0950176722	0.0108872355	-0.120684924	0.0305184943	0.0051892799	-0.0460226526	0.0339430738	0.1318520717	0.0354153241	0.0295395039	0.0547458671	-0.0178785126	0.0171325055	0.0495730723	0.0418064073	0.0176638682	-0.0976949846	-0.0120083719	-0.0195559386	-0.1080292237	-0.0922717994	0.0134343508	0.1033479934	0.1084775051	-0.0021791565	-0.0669499542	-0.1150828871	-0.0112101433	-0.0096720366	-0.0116490659	-0.017947414	0.0929052486	0.0148283752	0.0525751269	0.05670519	0.037931427	0.0401146075	-0.1227624772	-0.0808222985	-0.0202034341	-0.0790806772	0.0063427708	0.0041614987	0.0400299271	-0.0305508413	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0426565343252747	0.0108751394916737	0.0001182686589633	0.0018195799206433	0.0054258064172643	-0.0019732720867152	2.9439375277626463e-05	3.893802728209754e-06	0.052440570663208	5.061368737810379e-05	0.0027500134514829	2.5617453500084227e-09	-7.393234323982275e-05	-0.00026394648561	6.966774726588197e-08	5.465991376930965e-09	-0.0004990099726129	-0.0003630297310797	2.490109527671272e-07	1.3179058564779928e-07	0.0002709815612764	6.296864467019998e-05	7.343100655179531e-08	3.965050211601904e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
