global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
4372.54344022295	n/a	19119136.136636756	n/a	3017.1326612317885	n/a	9103089.495471612	n/a	4198.284535094656	n/a	17625593.037614956	n/a	4084.068609874421	3132.408771061572	n/a	n/a	n/a	n/a	-0.0238513328	0.0235780495	-0.0651525075	0.0492310983	0.0291606239	0.0608242135	-0.0071744986	0.0122749294	-0.0340717201	-0.0296219291	0.0061141759	-0.0262025445	0.0056691381	-0.0690174234	0.0630623013	-0.0629918915	0.0524053087	-0.042877614	0.0061565059	-0.0289635418	0.0658041247	-0.083992982	0.008364831	-0.0011814136	0.0441609247	-0.0362465966	0.007095774	-0.0101247705	0.0679656166	-0.0525401229	0.0344929952	-0.0133756817	0.0859017119	-0.0747592969	-0.0408818324	0.0069700276	-0.0257532633	0.042546333	-0.0598409687	0.0422619167	-0.0222919354	0.0825680483	-0.023216328	0.0180151678	-0.0071525174	0.0105275653	-0.025950819	0.1187339469	-0.0002610428	0.026819929	-0.0164554761	0.0836435953	-0.0398164988	0.0574931493	-0.029744355	0.11658665	-0.0281037249	-0.0175067041	0.0806504022	0.0318423132	-0.1171839617	0.0264659367	-0.0037598235	0.004286225	-0.0058014402	0.0572321536	-0.0726099274	0.1071932496	-0.0510997996	0.0776394802	-0.0649510002	0.1043561265	-0.1460896186	0.0909865606	-0.0279610854	0.1103482173	-0.1101469596	0.0623208442	-0.0196048739	0.1668451635	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0002915377291117	n/a	n/a	8.4994247495607e-08	-0.0315163741613275	n/a	n/a	0.0009932818402767	-0.0960999922577201	n/a	0.0092352085119338	n/a	-0.002304173172213	n/a	5.309214007546119e-06	n/a	0.0007749939850429	n/a	n/a	6.006156768526746e-07	0.0004398937773105	n/a	n/a	1.9350653531649978e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4366.261749332531	-6.281690890419668	19064241.66368437	39.45964044278144	3018.025332229202	0.892670997413461	9108476.905977184	0.7968615096231433	4193.732270373696	-4.552264720960011	17587390.355573718	20.723114089697127	4078.930580887595	3098.326036305637	0.885653	12.417128	0.1165854628646937	0.059585821879649	-0.0655171079	0.0037983915	-0.1025443468	0.0761546783	-0.0250511928	0.0604238267	-0.0040026161	0.0002113065	-0.0524344541	-0.0651687095	0.0290867251	-0.0118071296	-0.0080199018	-0.0602904238	0.0521302221	-0.0174088078	0.0561051625	0.0109670597	0.0965203717	-0.0024848598	0.0060300443	-0.0235902922	-0.0127927927	0.0620085438	0.0048858251	0.0629803472	-0.0676625341	-0.0170815038	-0.0093667579	-0.0976092185	0.084807255	0.0210811643	0.0536814523	-0.0067545683	-0.0793244326	-0.0093000373	-0.0185465973	0.0266217042	-0.0625872906	0.0544394596	-0.0061534459	0.0414643212	0.0326729637	0.0121149189	-0.0508700621	-0.002250337	0.0021381957	0.0526100669	0.0122335748	-0.0222825765	-0.0388343695	0.0517879956	0.0329197208	-0.0097222625	0.0634638996	0.1020469337	-0.0531696982	0.0121901029	0.0593168405	0.0563348556	-0.1064228476	0.0001280216	-0.0104662505	0.0513442131	0.0340272481	0.0051347678	-0.0483641193	0.0746073303	-0.0655707167	0.1019188389	-0.0435990073	-0.0318924157	-0.1542236325	0.1809634718	0.0473191593	0.1190010031	-0.150053602	0.1804627933	-0.0265774572	0.0545247185	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0002849264542561	-6.61127485560004e-06	4.370895521628932e-11	8.118308433495344e-08	-0.0432511701954041	-0.0117347960340766	0.0001377054379613	0.0018706637232718	-0.0673037349889682	0.0287962572687519	0.0045297927434652	0.0008292244326881	-0.00310500583922	-0.000800832667007	9.641061261590296e-06	6.413329605455445e-07	0.0004929990783129	-0.0002819949067299	7.952112742166136e-08	2.4304809121736894e-07	1.76538530730682e-06	-0.0004381283920031	1.919564878793037e-07	3.116585283254795e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4364.556854260117	-1.7048950724138194	19049356.534068964	2.906667207940923	3030.50513346904	12.479801239838253	9183961.363982204	155.7454389858684	4194.06037252432	0.3281021506236357	17590142.408378836	0.1076510212438549	4078.9831750441854	3070.074700760733	0.827194	11.597515	0.0417561813469391	0.029133351654448	-0.0755944969	-0.0219256645	-0.0605904065	0.0628166262	-0.0647250261	0.0265659664	0.0121443366	-0.011027205	0.0183115247	-0.0419728072	0.0618041325	-0.0050963959	-0.0247426159	-0.0261847899	0.0281578532	-0.0366930422	0.0340720604	-0.001798606	0.0801475462	-0.0256807381	-0.0200010658	-0.0516078884	0.0579720239	0.0295555437	-0.0202951335	0.0154079969	-0.0609619128	0.0155041309	-0.0676537349	0.0728048143	-0.0343049514	0.0169665601	0.1299847078	-0.0125405417	-0.0652695869	-0.0539258081	-0.0108314443	-0.0124605027	-0.0362843901	0.0187840774	0.0066439402	0.034278341	0.0402887615	-0.0033115829	-0.0736924165	-0.0213168623	0.0167891568	0.0484961983	-0.0375648885	0.0061852249	-0.0105297063	0.0258641661	0.0184451317	-0.0319956721	0.0552139782	0.0336986626	-0.0386337824	0.0141884912	0.0326837229	0.0800180871	-0.0421432348	0.0101594678	-0.0601184831	0.0416068473	0.1055773648	0.0477675149	-0.0619267453	0.1213525152	-0.0543237172	0.0974686109	-0.0813336175	0.0930476335	-0.1310586956	0.1003261571	0.0654860339	0.0434016431	-0.1239869354	0.0280349969	-0.0177946561	0.0662977724	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0003070794101489	2.2152955892800028e-05	4.907534547883435e-10	9.429776413739637e-08	-0.0397265622620608	0.0035246079333433	1.242286108378656e-05	0.0015781997491613	-0.0640966541347438	0.0032070808542244	0.0041083810712689	1.0285367605532712e-05	-0.0025480039625279	0.0005570018766921	6.49232419305788e-06	3.102510906385215e-07	0.0006359991134248	0.0001430000351118	2.0449010042004612e-08	4.044948722771316e-07	1.8102655728786685e-06	4.4880265571848537e-08	2.014238237799653e-15	3.277061444349734e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4367.276419967591	2.7195657074744304	19073103.32840494	7.396037637270899	3045.892273938978	15.387140469938004	9277459.74444116	236.7640918416039	4200.698068333545	6.637695809225079	17645864.26130118	44.05900565580417	4085.291472622832	3040.244393659832	0.909757	12.755074	0.095929376928807	0.0507486700293739	-0.0971888981	-0.0233978069	-0.0127939168	0.0195755854	-0.0354879195	-0.0503976405	0.0428767152	-0.0039356672	0.0126594297	-0.012891604	0.0169870156	0.0013941664	-0.0117890499	-0.0818850303	-0.0340449494	-0.0137772786	-0.0605957534	-0.0047611494	0.0505981293	-0.0522893773	0.0144908302	0.0005692074	-0.0042250138	0.0808327706	0.0906846994	-0.0409186333	0.0124916892	-0.0598590832	-0.058973421	-0.0100710061	0.1713755594	-0.0209244511	0.0391071268	0.0781921927	-0.0266647096	-0.0242540385	0.0095055064	0.0088208721	-0.0527912587	-0.0678952819	-0.0579445416	-0.0201272486	0.0143322787	0.0048357981	-0.0668558057	0.0365509846	-0.0288211699	0.0527637373	0.052852217	-0.0108104243	0.0647847702	0.0633961795	0.0292717212	0.060153573	-0.0024442617	-0.0109179019	-0.039747735	0.0345267674	0.0156938244	0.0991603389	0.0350918815	0.0071515101	0.0067708151	0.0284410919	0.0817382767	0.0169086471	-0.0425460463	0.1420893293	-0.1144530076	0.0818579011	-0.1078555304	0.0146998681	-0.0877323831	0.0828709809	-0.0138662427	0.0575557115	-0.0427143821	0.1588317176	0.0042597537	-0.0085954503	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0001568639586366	-0.0001502154515123	2.2564681873044156e-08	2.4606301519144964e-08	-0.0468467602895117	-0.0071201980274509	5.0697219950115744e-05	0.0021946189496229	-0.020379205105641	0.0437174490291028	0.0004153120007377	0.0019112153496122	-0.0022770456204586	0.0002709583420692	5.184936757649691e-06	7.341842313694376e-08	0.0003031626702505	-0.0003328364431743	1.1078009790491903e-07	9.19076046334134e-08	0.0002968457687441	0.0002950355031712	8.704594813149577e-08	8.81174104212757e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4387.625330870119	20.34891090252768	19251256.04409312	414.07817491900977	3020.8957206107475	-24.996553328230675	9125810.954804327	624.82767829108	4209.18752409119	8.489455757645374	17717259.612964924	72.07085906101818	4096.389630799964	3134.741726791913	1.149619	16.118011	0.2166820257777107	0.1036461931169206	-0.0137099291	0.0213942776	0.0487406035	0.0101545262	0.0970743388	0.0124871821	-0.0183442653	0.0091115385	0.1069439097	0.0481533481	-0.0827207828	0.0052235385	0.0140718295	-0.0361588519	0.0047565389	-0.0442052128	0.0004617283	0.0067634055	0.0101002924	-0.0127148973	0.0533013207	0.0883061397	0.0221901087	-0.0182180125	0.0804255727	-0.0944066707	0.0274003057	-0.0105161007	0.1350965062	0.0097458111	-0.0326395206	0.0782897731	0.1426261471	0.1501289648	0.0653097868	0.0658065934	0.0082464771	0.0062236111	-0.0296890025	-0.0069801074	-0.0374277573	0.0411929877	-0.0122611524	0.0173911661	0.0089119768	-0.0755687261	-0.0957083683	0.0121286963	-0.0007604055	0.0353809699	0.0696034566	0.0731949016	-0.0779627462	-0.127850025	-0.1616341813	-0.0571396562	-0.0092123293	0.0077863513	0.0401536115	-0.0219280807	-0.0563991862	0.0559028847	0.0505331064	-0.0650085991	-0.0183966762	0.0233181874	0.0155374247	0.0408147	-0.1290929536	0.1007335117	-0.0074713955	-0.0869012485	-0.001960765	0.0350474066	0.0905083395	0.0711653968	-0.0856180651	0.0392103897	-0.0520922964	0.0120185245	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0090349555889588	-0.0091918195475954	8.44895465955569e-05	8.163042249445784e-05	-0.0265415358695833	0.0203052244199284	0.0004123021387436	0.0007044531263163	-0.0755313005151379	-0.0551520954094969	0.005704977357508	0.0030417536280582	-0.001148561442475	0.0011284841779836	1.3191933871402526e-06	1.2734765399593214e-06	-0.0001640703556859	-0.0004672330259364	2.1830670052568466e-07	2.6919081614897742e-08	-0.0007480947553497	-0.0010449405240938	1.0919006988934257e-06	5.596457629817276e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4387.83455133694	0.2092204668215345	19253092.04990625	0.0437732037370208	3066.087359949061	45.19163933831351	9400891.698839404	2042.284266084205	4205.7222737713	-3.465250319890401	17688099.844096035	12.00795977950053	4093.1914811166976	3175.1595895344644	0.991529	13.901546	0.125778162538338	0.0673613174030146	0.0283877772	0.0420104903	0.0212227847	-0.055879051	0.0233912447	0.052142979	-0.048827022	-0.0377090568	-0.0872673692	0.0393884089	-0.0121244621	0.0387335674	-0.001395042	0.0539936846	0.0036148678	-0.0384633189	0.0711890006	-0.0603290563	0.0795826267	-0.0621517426	-0.0179357899	-0.0075210009	0.0525643341	0.0501940094	-0.0138606647	-0.0220986535	0.1410082015	0.0273998697	0.1037516792	-0.1271319944	0.0455500867	-0.0212060349	-0.0751275879	-0.0648777359	0.0359850625	0.0105179348	0.0210701529	-0.0425201069	0.0157210368	0.0527113929	0.0914158508	0.0638871369	-0.0201514361	0.0195373835	-0.079930236	0.0284570706	0.0110616558	0.0816564248	0.0685843673	-0.0101615044	-0.0505142958	-0.0210068953	-0.0780657187	0.0768930597	-0.0498815494	0.0414692608	-0.0034952545	0.0163825945	0.0065215925	-0.0770526282	-0.0896313224	0.0003326023	-0.0062866529	0.0403036334	0.0050338098	-0.0020791626	-0.0314643303	0.0310424903	-0.0134452976	-0.0072603883	0.0213991534	0.0280151292	-0.0060225024	0.0127972466	0.0080542783	0.0872041089	0.0793875772	-0.0053303134	0.0073182309	0.0094998319	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0022880527933182	0.0113230083822769	0.0001282105188251	5.235185585011216e-06	-0.0185052256108946	0.0080363102586887	6.458228257390525e-05	0.0003424433749101	-0.0161899377662706	0.0593413627488672	0.0002621140848757	0.0035213973328926	-0.0010019616147622	0.0001465998277128	1.003927077456875e-06	2.1491509485422665e-08	0.0002251714486454	0.0003892418043313	1.5150918223908604e-07	5.0702181285068006e-08	-0.0003423867644237	0.000405707990926	1.6459897390121133e-07	1.1722869645253024e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4377.102831792033	-10.73171954490772	19159029.200081836	115.16980439055432	3040.2891943029454	-25.79816564611565	9243358.384995252	665.5453507044217	4197.494501744501	-8.227772026799357	17618960.092175312	67.69623252498201	4084.25132857058	3170.871239297488	0.863001	12.099539	0.0528916442140338	0.0252046925175032	0.0357910324	0.0175561792	-0.0467366008	-0.0220730058	-0.0390251827	0.0373898037	-0.018489376	0.0011044388	-0.0822313316	-0.008667186	0.0243986606	0.0062557059	-0.0176476327	0.0319401808	0.0457349278	0.0279927684	0.0391580032	-0.0019216765	0.0390375466	0.0390684848	-0.0011151568	-0.0082405452	-0.0327787227	0.0926052936	-0.0022774181	-0.0198422881	-0.1181313274	0.0460454645	0.0195327462	-0.0564537232	-0.1433791648	0.0140020471	0.0789853327	0.0205604533	-0.0145778757	-0.027438263	-0.0029388162	-0.0216520067	0.0102189467	0.0807815332	0.0340229618	-0.008602849	-0.0104151335	-0.0024225166	-0.0075245912	-0.021500387	0.0328042005	-0.0228715631	-0.0420245134	-0.0310371931	0.0098079669	0.0340991014	-0.0190561677	-0.1400997009	0.0807266702	0.0766367608	0.0056978588	0.0074771695	-0.0086714152	-0.0344720611	-0.0841823142	-0.0337351117	0.0172414486	0.0577894572	0.0013362654	-0.0157571017	-0.0266219495	-0.0094805717	0.0536958712	0.0017134546	0.0867454943	0.0303740959	-0.0164552651	0.064505435	0.0422332935	0.0630043084	0.0009299461	0.0394946728	0.0181503038	-0.0272121331	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0047546911038693	0.002466638310551	6.084304555078384e-06	2.2607087493213855e-05	-0.0124363056935408	0.0060689199173538	3.683178896325365e-05	0.0001546616993031	-0.0084622678901666	0.007727669876104	7.160997784494466e-05	5.971688171404523e-05	-0.0008300441494066	0.0001719174653555	6.889732899641261e-07	2.9555614894293898e-08	-0.0001777925831667	-0.0004029640318121	1.6238001093426316e-07	3.1610202629087943e-08	-0.0005000735894565	-0.0001576868250327	2.4865134788924877e-08	2.500735948719081e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4355.355125416985	-21.747706375047528	18969118.268496003	472.96273257528287	3034.2342098751583	-6.054984427787076	9206577.240376726	36.66283642074399	4190.029781430808	-7.464720313692851	17556349.569277104	55.7220493616587	4076.1799588395616	3109.9498521055184	0.869548	12.191337	0.0910276070076905	0.0522871386623571	-0.005150899	-0.0422528102	-0.0683541133	0.0362295879	-0.0770979493	0.028142737	-0.0224042519	0.0628932639	-0.0128881136	-0.0559630617	0.1082077568	-0.0336277365	-0.0565243562	0.0338900905	0.0141381563	-0.03293089	0.0724890819	-0.0477044568	0.0015659454	0.0004094987	-0.0389795066	-0.06514028	-0.0131667904	0.0764266568	-0.0350312866	-0.0146011112	0.0397319719	0.0296571157	0.0514532212	0.0467461188	-0.061390296	-0.0568542555	-0.0210755674	-0.0149996355	-0.0783969742	-0.0808549898	-0.0475782625	-0.0277138995	0.0064971241	0.049788776	0.0342549017	0.0476838597	-0.0574298468	-0.0039264828	-0.0094072923	0.0397673357	0.1064019491	0.0022220656	-0.0347999766	-0.054774217	0.027123913	-0.010374938	-0.0097089694	-0.0748421934	0.0151353008	-0.021153492	0.0106140979	0.0259227731	-0.0504718475	0.0306039146	-0.0634987297	-0.036793595	-0.0035441599	0.0613389972	-0.0025282339	-0.018247658	-0.0323586188	0.0187168873	0.0720482832	-0.0305682554	0.0567699264	0.0974137653	-0.0019283841	0.0305586282	-0.0436513971	0.0505116025	0.0810587453	0.0145944732	0.0023531777	0.0208780921	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0081914854620777	0.0034367943582084	1.1811555460613095e-05	6.710043407543032e-05	-0.0266372684922089	-0.0142009627986681	0.0002016673444091	0.000709544072726	0.0392508641792943	0.0477131320694609	0.0015406303388214	0.0022765429718778	-0.0007619946719444	6.804947746220002e-05	5.806358800716537e-07	4.630731382878469e-09	3.9603601622362206e-05	0.000217396184789	4.7261101160840087e-08	1.5684452614627703e-09	-0.0002719848960807	0.0002280886933757	5.202445204587969e-08	7.397578369602917e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4352.640841571006	-2.71428384597948	18945482.295711957	7.367336796545159	3024.122443121833	-10.111766753325355	9145316.550993163	102.247826873656	4192.399837024335	2.370055593527468	17576216.39348167	5.617163516410838	4074.851478443218	3068.993013472405	0.946814	13.274623	0.0321806531552931	0.0168063781709272	-0.0346687303	-0.0817954279	-0.0337660389	0.0730980818	-0.0555060333	-0.0925938908	0.0101382079	-0.0516282944	0.016753421	-0.0405488748	0.1077697125	-0.0300322838	-0.0276052446	0.0360652477	0.0446845355	-0.0173044017	-0.0541495479	-0.0234682612	-0.0127687508	0.0014244136	-0.0032405579	0.0130048186	0.0102457156	-0.0057334679	0.0541374959	-0.0271806623	0.0168175376	0.0053505686	-0.1426649785	-0.0536577278	-0.0987028396	-0.00463234	-0.0086215099	0.1054756222	-0.0736475205	-0.0968617254	-0.0449376152	-0.010918681	0.0462660328	-0.0088644348	-0.0718330197	-0.0108070266	-0.0115351921	9.62706e-05	-0.0138227061	0.0104420889	0.0207066732	-0.0024941791	0.0048950137	0.0075258351	0.0478010938	-0.0029678159	0.0397915293	0.0705482767	-0.0299657077	0.0790059752	0.0112460275	0.0392588503	-0.0681007711	0.0960814251	0.0377607695	-0.0502304088	0.0702403052	0.0106507242	0.0216163264	-0.0168683921	0.0149074949	0.0133077765	0.0190031201	0.0372674319	0.0959351837	0.0474857777	0.0551072522	-0.0393746025	0.0519242558	0.0166950319	0.0470053833	0.0739436333	0.0373884961	-0.0571298026	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0162743005802639	0.0080828151181862	6.53319002347794e-05	0.0002648528593767	-0.026451051536398	0.0001862169558109	3.4676754631479475e-08	0.0006996581273811	0.0394376661007385	0.0001868019214441	0.0015553295074733	3.489495785524471e-08	-0.0005879564051201	0.0001740382668243	3.456927343217511e-07	3.0289318319206255e-08	0.0002251132754618	0.0001855096738394	3.4413839088014596e-08	5.0675986789140256e-08	-0.000386933338614	-0.0001149484425333	1.3213144440831376e-08	1.497174085309764e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4358.027503683915	5.386662112909107	18992403.72286545	29.016128718650407	2998.5648599160686	-25.55758320576433	8991391.219123472	653.190059319567	4197.671057141324	5.271220116988843	17620442.303961962	27.785761521747872	4082.500184265833	3093.560777586038	0.92379	12.951819	0.0715588364119019	0.0350938296143287	-0.0026286704	-0.0598612839	0.0576676906	0.0685338848	0.0828083393	-0.033462691	0.0707211618	0.0363443483	0.0318168764	-0.0028355527	0.0009051585	0.0046380267	-0.0551340322	0.0733318057	0.0643444054	-0.0241034001	-0.1248957274	0.0066345965	-0.0737888667	0.0044552827	0.0575189546	-0.1231689517	-0.0861055163	-0.0185154633	-0.1094049731	-0.0030570652	0.0074972898	-0.0381203683	-0.1044232402	-0.149279155	0.1134595576	0.0591346546	-0.0367859564	-0.0248229465	-0.003281016	-0.0033527118	-0.0346650016	-0.0526639773	0.0785497854	-0.0032410443	-0.1282408696	0.0003879903	-0.0102249864	0.0098706626	0.0770795476	0.0886716519	0.029518509	0.076341488	-0.0374065047	0.0228092738	-0.014529165	-0.140725994	-0.0738089679	0.0604417435	0.1317484524	0.0072443211	0.0189040202	0.0374390707	-0.0817761382	0.0394450456	0.0483594961	0.0159201465	0.1428496033	-0.0348834206	-0.0471661153	-0.0032595903	0.0263928302	0.0192588597	0.0115969444	-0.0192946035	0.0803446599	0.0999773106	0.077733329	-0.0645429113	0.0427757257	-0.0014280154	0.1042625495	0.0206331093	-0.0073709074	-0.0188457904	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0163415138906088	6.721331034489908e-05	4.517629087519718e-09	0.0002670450762369	-0.0188216387905839	0.0076294127458141	5.820793884599065e-05	0.0003542540867632	0.0632476461933464	0.0238099800926079	0.0040002647489987	0.0005669151520103	-0.0003020456593289	0.0002859107457911	9.12315803194299e-08	8.174495455888016e-08	-0.0001859258542364	-0.0004110391296981	1.6895316614305368e-07	3.4568423273535064e-08	-0.0004910280683873	-0.0001040947297732	1.0835712766576338e-08	2.4110856394416295e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
