global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
4386.085200914276	n/a	n/a	19237743.389679227	3322.203979208303	n/a	11037039.279467482	n/a	4264.8006889304925	n/a	n/a	18188524.916302003	4122.014433921714	3162.3116963170155	n/a	n/a	n/a	n/a	-0.0409900894	0.0769972533	0.0065039748	-0.0158333254	0.0151080589	0.0466891893	0.0907538287	0.0387871047	-0.0374064158	0.03528134	-0.0103691754	0.0221551682	-0.017570145	0.0236380328	-0.0205458466	0.0422751738	-0.0103831359	0.0004178644	-0.0185648995	0.0414899038	-0.0362293593	-0.0068402562	0.0320431813	-0.0629199068	0.0711308546	-0.0124054282	0.0233196976	-0.0199564752	0.0738106428	-0.0715190744	0.0563890476	-0.1414372323	0.0118187515	0.1635787624	-0.0283455812	0.0983431647	-0.1787997915	0.0200697386	-0.0258753695	0.0979720935	-0.1080051228	0.123575106	-0.0617894874	0.0348084663	-0.0468830822	0.0106451145	-0.0118739216	0.0152757071	-0.0471121077	0.0694318634	-0.0087068021	0.003090982	-0.0416771742	0.0270953488	-0.0014972084	0.0184374668	-0.0067547653	0.0130648629	-0.011696946	0.0190470159	-0.0726894243	0.0097681058	-0.0507303058	0.0116278462	-0.0829953991	0.075291849	0.1034623173	-0.0220013498	0.0432505495	-0.0101786027	0.0084946203	0.041255682	0.0435224796	-0.0678109414	0.0243221226	-0.000749977	0.0468155046	-0.1795464845	0.0362913477	-0.1254555056	0.0409840624	-0.0453318793	0.0006050692	-0.0283195086	0.1687095627	-0.0444819013	0.1705611238	-0.163133158	0.0398681667	-0.0432699823	0.0387705365	-0.0991479578	0.1805569868	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0298975897752313	n/a	0.000893865874368	n/a	0.0226128394812263	n/a	n/a	0.0005113405094037	-0.0779546546137623	n/a	n/a	0.0060769281759509	-0.0010863719761022	n/a	n/a	1.180204070460199e-06	0.0017159512192457	n/a	2.9444885868308045e-06	n/a	0.0010144335949089	n/a	n/a	1.0290755184797943e-06	0.0	0.0	0.0	0.0	0.0
4388.390187861492	2.304986947216093	5.312964826836566	19257968.440919027	3322.9412296738737	0.7372504655709236	11041938.415866517	0.5435382489845435	4260.622185635208	-4.178503295284827	17.459889788706157	18152901.40872693	4121.16042862937	3192.29016733036	1.30368	17.783688	0.38485347104591	0.2263578776890145	-0.0274061201	0.0868582307	0.1054111743	-0.1104655246	0.0778871224	-0.0377324268	0.1190660021	-0.0167006632	-0.037654823	0.051103024	0.0048309176	-0.0206068741	0.072284519	-0.017574477	-0.0025095469	0.0697037201	-0.1068457626	0.0314468208	0.0773094003	0.027973751	0.03523234	0.0118264104	-0.1221454063	0.0005758648	-0.069015448	0.0469891342	0.1265753371	-0.3387948486	0.1624470848	-0.0129591013	-0.0185842805	0.0074670785	-0.022396081	0.0086088657	-0.099348265	0.011508146	-0.02523582	0.0585856379	0.0718558813	0.0636915802	0.0385420522	0.0400206221	-0.0122096948	-0.0783171858	0.0313213257	0.0676623737	-0.0036276433	0.0137259719	-0.0836911926	0.0966556734	-0.0695291221	-0.0390116784	-0.0376042158	-0.054930882	-0.0655299299	-0.0188240046	-0.0877244475	0.021888431	0.1365360617	-0.0693313749	0.1835576436	-0.1505813022	-0.0982182122	-0.1178982634	0.1864727433	-0.1285818758	0.1604592902	0.1251125847	0.0247934868	-0.1168051956	-0.0449386534	0.0892478543	0.1128329408	-0.0790599432	-0.0057724655	0.0154518402	0.0307602772	0.0488026184	0.0268447483	0.099282241	-0.0592442202	0.0485129603	0.0249374108	-0.0782026551	0.1320735046	0.0628568447	0.0622359147	0.0044837621	0.0023804172	0.024791306	0.0172378082	0.1828159457	0.0340331216	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0253543127083446	0.0045432770668867	0.0006428411729125	2.064136650649864e-05	0.0835420454457818	0.0609292059645554	0.0037123681394712	0.006979273357265	-0.2029652459434601	-0.1250105913296978	0.0156276479446007	0.0411948910608892	0.0024517224778951	0.0035380944539973	1.2518112365406452e-05	6.01094310861609e-06	0.001883024385433	0.0001670731661873	3.5457808361353274e-06	2.7913442859849176e-08	0.0008321932813981	-0.0001822403135108	3.32115318685147e-08	6.925456576041372e-07	0.0	0.0	0.0	0.0	0.0
4380.935172279094	-7.455015582398119	55.57725733379876	19192592.98371206	3329.768768452489	6.827538778615235	11087360.051361606	46.61528577349482	4259.13606607255	-1.4861195626572226	2.2085513545124944	18140240.02931996	4118.658625437536	3171.5345921129074	1.140824	15.562141	0.1356079719371585	0.0700815343592888	-0.0450859247	0.0567684918	0.0562688133	-0.153787179	0.0132104493	0.013031077	0.1162801451	-0.0717742377	-0.0303350862	-0.055642035	0.0808391965	-0.025069252	0.0880094805	0.0176190946	0.0132101618	-0.0416539616	-0.0404561186	0.0232115998	0.0459584582	0.140778706	0.0321666515	0.1567756853	0.0352757439	0.02654669	-0.0014435181	-0.0742491152	0.0714748005	0.0360058529	0.0288492876	0.1008690534	0.0237070321	-0.0221687657	-0.0542240047	-0.0396471631	0.0251078983	-0.0821815723	-0.0774730333	-0.0085444193	0.1428572309	-0.0451084793	0.0080772891	0.0184144976	0.0051541324	-0.0265444131	0.0157266878	0.063551066	0.0486653137	-0.0234031376	-0.0189447091	0.0338757255	-0.09443341	-0.0348883914	0.0047418789	0.1027229278	-0.067978564	-0.1688457472	0.0620340349	-0.03440684	-0.0261037564	-0.1332154663	0.014859249	0.1056146222	-0.0301717246	-0.0385057264	0.0151487483	0.0193230207	-0.0140785643	0.0726259465	-0.0385925944	-0.087417661	-0.0645946342	0.0897428784	0.0942451474	-0.0403547893	0.0426844383	-0.0855041876	0.0044401594	0.046129313	0.0359619007	-0.0410094075	0.0218486949	-0.0199002716	0.0951365184	0.005429152	0.1128544221	-0.0690725511	-0.0056307388	0.0040781318	-0.0418917742	0.0580195982	-0.0588065472	0.0798917128	-0.1057984767	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.031724823214887	-0.0063705105065424	0.0010064644080158	4.058340411396717e-05	0.0778641670880375	-0.0056778783577442	3.2238302645341e-05	0.0060628285163138	-0.1571107504504283	0.0458544954930318	0.0021026347569204	0.0246837879070967	0.0015967274415874	-0.0008549950363077	7.310165121108056e-07	2.549538522718244e-06	0.0024000227840723	0.0005169983986393	5.760109364066154e-06	2.6728734419560056e-07	0.0006500849647483	-0.0001821083166497	3.316343899302381e-08	4.226104613917985e-07	0.0	0.0	0.0	0.0	0.0
4379.745705318937	-1.1894669601570058	1.414831649305148	19182172.443259675	3322.03397415516	-7.73479429732879	11035909.725441128	59.82704282198997	4262.89060230351	3.7545362309592742	14.096542309585876	18172236.28720758	4120.340787962457	3150.5360708263406	1.159645	15.818888	0.0834383579827318	0.059477614496848	0.0202692861	0.0755100126	0.0728873374	-0.0466660025	-0.0060094745	-0.0295272172	-0.0237855238	-0.0135503319	0.0495200004	-0.0440233558	-0.020351256	-0.0576196246	0.0749343775	-0.0254376936	-0.0698190986	0.0186319694	-0.0308559316	0.0239477619	0.0296939203	0.0343679662	-0.0297960543	0.0315735194	-0.0584721552	0.0567518892	0.0543099174	0.1146832257	0.0202075717	0.0977826854	-0.0567607622	-0.0497434617	-0.0934137001	-0.1605328903	0.1783198475	0.0955521968	-0.0460180236	0.0656790625	0.0057137818	0.0283331646	0.0089827828	0.0471553747	0.0485623708	-0.0736410756	0.1817789221	-0.1094566495	0.0479578712	0.0285633355	-0.0119996171	-0.0761427336	-0.010811055	0.0009925185	-0.0377966222	-0.0400673269	-0.0251301146	-0.0674268106	-0.0878418509	0.0215436047	0.057660227	0.0305954705	0.0146155136	0.0527904307	-0.057904049	-0.1048457447	0.0187996797	0.1341937541	0.0788626166	0.0730018226	-0.1746547754	0.0539500723	0.044020086	-0.0809056359	-0.0401342601	0.0406851995	0.0036595538	-0.0342047674	-0.0497673031	-0.0649849378	0.0523513804	-0.0905971788	-0.0358177592	0.0380572611	-0.0592297056	0.0204874437	0.0761633262	0.0122277992	0.0551544841	-0.0735470396	0.1086400739	0.0193091305	0.0215134667	0.0469753103	0.0701466939	-0.0123596348	-0.0434682587	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0315685980258138	0.0001562251890732	0.0009965763813154	2.4406309700958472e-08	0.087288866536241	0.0094246994482034	8.88249596889673e-05	0.0076193462211816	-0.1539380774617882	0.0031726729886401	1.0065853892846514e-05	0.0236969316926315	0.000484793718414	-0.0011119337231734	1.2363966047302592e-06	2.350249494136728e-07	0.0021161640600146	-0.0002838587240577	4.4781503288974754e-06	8.05757752236656e-08	0.0006679877246535	1.7902759905199942e-05	3.2050881222323457e-10	4.462076002877601e-07	0.0	0.0	0.0	0.0	0.0
4380.813724656008	1.0680193370708366	1.1406653043572292	19191528.890134446	3325.8245418105016	3.79056765534142	11061108.882909032	14.368403149720548	4263.74615754554	0.8555552420302774	0.7319747721654866	18179531.29598436	4119.785004601835	3126.047563830677	1.183685	16.14682	0.1031091612995649	0.0663864954342471	0.0097021309	0.0941162364	0.0047702721	-0.1672452623	0.0333105575	0.0496153329	0.0963320961	-0.0754430799	-0.058505499	-0.108047744	-0.0243099307	-0.1510030207	0.0682483458	0.1590519703	-0.0667359882	-0.0139307244	-0.104782063	0.1082987353	0.0742397541	0.069358849	-0.0324410448	0.0246565556	0.0320321044	0.0383952211	0.1441412976	0.0974919783	-0.0123718926	0.0528117441	-0.012084263	-0.072845239	0.0856067586	-0.02342112	0.0391799637	-0.0824479965	0.0701417924	0.0437040047	-0.0537196816	0.1183679178	-0.0970041887	-0.0486566134	0.055227537	0.0262269691	-0.035618513	-0.0876731264	-0.0583615601	0.1317740678	0.0323863606	-0.1082739053	-0.0725507944	-0.0410420509	-0.0273510282	-0.1066204406	0.0311486515	-0.0518485506	-0.051522789	-0.0108332206	0.0629979269	0.0257171476	0.0067999735	0.0745048155	0.0286625815	-0.1111037442	0.0148619799	0.1230374479	-0.1675289897	0.0790406547	-0.0353251972	-0.0323644572	-0.0641836569	-0.11363439	-0.0417713982	0.0882407292	0.0379575316	-0.0097763518	-0.0701116586	0.0326841586	0.1052291515	0.0201744042	-0.0880237613	-0.0500501135	0.0043745734	-0.0271149754	0.1040715087	-0.0859512661	0.0528690729	-0.1128032289	0.0330844636	0.0823164697	0.0732324704	0.0008388541	-0.0357436764	-0.0403298079	0.0137296918	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.035285836336925	-0.0037172383111112	0.0012450902459962	1.3817860661592875e-05	0.0713813450919644	-0.0159075214442766	0.0002530492385001	0.0050952964271381	-0.1751156932651554	-0.0211776158033671	0.000448491411115	0.0306655060277359	0.0016582190400614	0.0011734253216474	1.376926985483304e-06	2.749690384822151e-06	0.0021171156507862	9.515907715999458e-07	4.482178678803874e-06	9.055249965941805e-13	0.0007397465270507	7.175880239720001e-05	5.149325721480397e-09	5.472249242835719e-07	0.0	0.0	0.0	0.0	0.0
4371.226489151961	-9.587235504047383	91.91508461006671	19107621.019463778	3321.266320516897	-4.558221293604674	11030809.971799849	20.777381361471072	4260.867650017666	-2.878507527873808	8.28580558802618	18154993.13096707	4116.60975960606	3103.770966581937	1.155302	15.759641	0.0739159626769756	0.0437928522884138	0.0314798949	0.0509242695	0.0369733021	-0.1339534408	-0.0489289584	0.0132469173	-0.0271070334	-0.0099129529	-0.1080090031	-0.0690537111	-0.0866986455	0.1644558041	0.0961709264	-0.0296344107	-0.0373134446	0.0179317346	-0.0043262407	-0.0415328586	0.0453849969	0.068779761	0.0117883717	0.171726946	0.0289118776	0.0145599589	0.0236287852	0.0597841541	-0.0001558111	0.0695557917	0.1161796724	0.0740809466	0.0169890175	0.0862782498	0.0317909093	-0.0177014021	0.0804698141	0.1715435379	-0.0208978768	0.0268436165	-0.1535317637	0.0348776273	0.0156914298	0.0579003337	-0.0469527906	-0.0187676128	0.0088232299	0.0622048377	-0.0359905614	-0.0170059716	0.0408659512	0.1186008998	-0.1199998768	-0.0432099614	-0.0216014411	0.0074090439	-0.0280397414	-0.0866497658	0.0422379555	-0.1187751358	-0.1586590033	0.0682643364	0.0709949326	-0.0028926238	0.0317293964	0.0082781785	0.0330713448	-0.0680769302	-0.0142499418	0.0576382856	0.0288381988	-0.0950598435	-0.0681380145	0.0396628898	0.0423344615	-0.0283290517	-0.0712964017	0.0485858809	-0.0571696511	-0.0357063394	-0.0135921743	-0.0547313398	0.0374600879	-0.0034179206	0.0727030334	-0.0035940112	0.1289410897	0.087213631	0.0244832074	0.0419356089	0.0669316529	0.0304435546	0.0882760275	0.0715628175	-0.0430040523	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0405176786118062	-0.0052318422748811	0.0016416822800896	2.7372173589234036e-05	0.0713296270347285	-5.171805723588885e-05	2.6747574442546744e-09	0.0050879156929134	-0.1371356982837568	0.0379799949813985	0.001442480018787	0.0188061997437735	0.0013297939876867	-0.0003284250523747	1.078630150273245e-07	1.768352049687695e-06	0.0018550133470753	-0.0002621023037108	3.441074517827507e-06	6.869761761056081e-08	0.0007622673182343	2.252079118360002e-05	5.071860355353163e-10	5.810514644481116e-07	0.0	0.0	0.0	0.0	0.0
4368.465547487796	-2.76094166416442	7.622798872918998	19083491.23958785	3300.182926621548	-21.083393895348763	10891207.349164369	444.5094981464295	4255.187079808221	-5.68057020944525	32.26887790443685	18106617.084166814	4112.89327847875	3096.812866857406	1.118004	15.25086	0.0446267356548479	0.0202418135327232	0.0912034961	0.0509936747	0.0998860439	-0.0620551866	0.0812353793	-0.1076579979	0.089056129	-0.0551936665	-0.0857076739	0.0187753133	-0.0106518681	-0.0667189873	0.1372142407	-0.1263132072	0.0104113914	0.0235989322	6.01348e-05	0.0192017392	0.1065006414	0.0973515177	-0.0323696258	-0.0177221887	-0.1826756695	-0.105517696	0.115498711	0.0251842438	-0.0311459882	-0.0581599896	-0.0269265447	-0.0115847568	-0.0936798558	0.018854212	0.024003609	-0.0701516077	-0.0154700032	0.0249965676	-0.0378620053	0.0365332448	0.0128142187	0.0309859604	0.0055012638	-0.1297319921	-0.009780356	0.0276968986	0.139896275	0.0498493137	-0.0168784856	0.0155434282	0.0185713759	0.1015453114	-0.0535879429	-0.0775539071	-0.091050557	0.0127689362	-0.059105935	-0.0366193668	-0.0902772045	0.2131219816	-0.0014577235	-0.0144757402	0.1054432063	-0.101015503	0.0344858669	0.0278028436	0.0566214896	0.0414377031	-0.0855306181	0.0251687363	0.0672277367	-0.0931567786	-0.0726053878	0.0273504713	-0.0086798057	-0.1238202274	0.0107243941	0.002371901	-0.0268975625	-0.0793758105	-0.0895252971	0.0832611503	0.0272274503	-0.0193471047	0.0613920853	0.039065902	-0.003038233	0.0080936752	-0.0045241819	-0.0173191566	0.0070750143	0.0081435206	-0.0220034835	-0.0037744415	-0.0724392188	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0506910008035674	-0.0101733221917612	0.0025695775624672	0.0001034964844173	0.073579867615976	0.0022502405812474	5.063582673493065e-06	0.0054139969183845	-0.1302019389476925	0.0069337593360642	4.807701853045883e-05	0.0169525449057386	0.001220837699198	-0.0001089562884886	1.1871472801232785e-08	1.4904446877830665e-06	0.0021168865930061	0.0002618732459308	4.481208847648974e-06	6.857759693433336e-08	0.0006277085817383	-0.0001345587364959	1.8106053567399946e-08	3.940180635879081e-07	0.0	0.0	0.0	0.0	0.0
4366.861930072865	-1.60361741493125	2.571588813470785	19069483.11631971	3293.032909872365	-7.150016749183124	10844065.745502455	51.1227395135992	4254.693789994896	-0.4932898133247363	0.2433348399299532	18102419.24662113	4112.494481016985	3066.6509369007345	1.08592	14.813195	0.1072718000318416	0.0538559990460323	0.063952901	-0.0118891572	-0.0051118047	-0.1040750957	0.0845874592	-0.0415145877	0.0517727204	-0.1304039277	0.0337346187	-0.0472431496	-0.0536922387	-0.0002839819	0.0959798163	0.0868506383	0.0243101918	-0.2002451498	-0.0309958843	0.006963867	0.01199199	0.0953457128	0.0195116267	0.0087215237	0.0524576276	0.0706269035	0.0457815156	-0.004052834	-0.264842467	-0.0534972121	-0.0363908189	-0.0066256686	-0.0137847757	0.0583341269	-0.0345202323	0.1068682259	0.0185197857	0.0288619303	-0.0873074774	-0.0999428131	-0.0706903005	0.0382934135	-0.0533058375	-0.0127369782	0.027945719	-0.0958507807	0.00794626	0.1169682419	0.1368339243	-0.0868508474	0.090565241	-0.0673946447	-0.0362070419	-0.0026916836	0.0769667968	0.0944253546	-0.043455309	-0.0501947924	0.1097701222	0.0947996147	-0.0931173595	0.0694876296	-0.0602453318	0.014423569	0.1629751257	-0.0470166873	-0.0654004098	0.0118355954	0.0958782169	0.0207440103	0.0119392203	-0.0559964831	-0.0854461328	0.0019681204	-0.0643244865	-0.0320053403	0.0936903035	-0.0454098162	0.0562496072	-0.0187112364	-0.1461826173	-0.0679259012	0.0678748969	-0.0123747516	0.1012931505	-0.0272792849	-0.0355882204	-0.0013995801	0.000747173	-0.002876467	-0.064630636	0.1472673777	-0.0390429325	-0.0393472086	-0.0449201243	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0400819188729997	0.0106090819305676	0.0016065602205417	0.0001125526194094	0.0712467301447787	-0.0023331374711973	5.443530459504944e-06	0.0050760965563229	-0.0917234684916508	0.0384784704560416	0.0014805926886364	0.0084131946721388	0.0006947967713563	-0.0005260409278417	2.767190577645567e-07	4.827425534871386e-07	0.0022773704980429	0.0001604839050367	5.186416385356165e-06	2.5755083775860555e-08	0.0010582059523405	0.0004304973706022	1.8532798609540802e-07	1.1197998375688648e-06	0.0	0.0	0.0	0.0	0.0
4374.198696527814	7.336766454948702	53.82814201446054	19133614.236705624	3291.582728186319	-1.4501816860461076	10834516.85649449	2.103026922543532	4263.2262536437065	8.532463648810335	72.80293591826978	18175098.089756954	4114.448136891284	3076.145720193366	1.064034	14.514639	0.0991540116384624	0.0662972946157413	0.0578891704	-0.0027206104	-0.0502984311	-0.1482906578	-0.0494582549	0.1083828365	-0.0800224638	-0.1983800315	-0.0395234701	0.0975277529	-0.0080203517	-0.0241376659	0.0508423026	0.1129443975	-0.120718669	-0.0414290946	-0.0404016426	-0.1170775772	0.0552941632	-0.0288919358	-0.0163488973	0.0228550189	-0.0233315267	-0.0190027607	-0.032378874	0.107268288	-0.0740962826	0.0346259258	-0.0209330305	-0.0034096687	-0.1487092513	-0.1312712817	-0.0215219571	-0.0957118936	-0.0357440956	-0.1034291568	0.1088735283	-0.124667279	0.002996373	0.0271024031	0.1133816756	-0.0676685053	-0.1390505585	0.0046155677	-0.087895227	0.0775505474	-0.0525437462	-0.1715403128	0.0387555078	-0.0831710525	-0.0398731272	0.012094439	-0.0438410513	-0.0186005477	0.0487604055	-0.0842390952	-0.0447779029	0.0542497162	0.0300235168	0.0382806669	-0.0391946211	0.0089251653	0.1043915484	0.1228804485	0.1723750159	-0.0021362997	0.0185469747	-0.0425229042	-0.0908221653	-0.0966792711	-0.0852581419	0.033846996	-0.0456756052	0.075144107	-0.0524284393	0.0023612644	0.0471915944	-0.0451268527	-0.0453017377	-0.0256638063	0.097430402	-0.0845185375	0.1207856432	0.0324097023	0.0381264711	-0.071030044	-0.0365972537	0.0158083736	-0.0328338081	0.0659881026	-0.0649759196	-0.0123850768	-0.0083173269	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0402150452164278	-0.000133126343428	0.0016172498617593	1.7722623314535297e-08	0.0663758273217354	-0.0048709028230432	2.3725694311531155e-05	0.0044057504526448	-0.1546028273197919	-0.0628793588281411	0.0039538137666381	0.0239020342152733	0.0009871977539077	0.0002924009825513	8.549833459702406e-08	9.745594053204078e-07	0.0021171096872123	-0.0001602608108305	4.482153427688162e-06	2.5683527488081323e-08	0.0012309566318355	0.0001727506794949	2.984279726598419e-08	1.5152542294597987e-06	0.0	0.0	0.0	0.0	0.0
4372.747396277227	-1.451300250586428	2.1062724173522285	19120919.79164927	3339.533775152162	47.95104696584304	11152485.83538205	2299.3029051204844	4264.240910975777	1.014657332070783	1.0295295015249992	18183750.546839528	4122.080841017467	3075.2030554031458	1.070374	14.60113	0.1572011124653465	0.0809219141250954	0.0691521144	-0.0307674045	0.0045122681	-0.1214915335	-0.0747117853	0.0635032727	-0.0394321586	0.0725628748	-0.0857200361	-0.1579020513	-0.0439431591	0.0036984746	0.0362104759	-0.0516130807	-0.1391355856	-0.0659099189	0.0412396592	0.0560867199	0.0416967177	0.150514248	0.1117127906	-0.0094131372	-0.0210315097	-0.1386881068	0.0268134697	-0.1573764245	-0.0363179755	-0.0840060986	-0.0540748181	-0.085975073	0.0189866291	-0.0079528403	-0.0128546302	-0.0360506679	0.0541981165	0.0102412723	-0.0350253148	-0.0016620483	0.0324755158	-0.1663088625	-0.0389824349	0.1015897802	-0.0259738087	0.2014520649	-0.0163177402	-0.0258010829	-0.0762393343	-0.0886362313	0.0787799839	0.1181130025	-0.0844328907	-0.1132870223	0.0939768482	0.0658477958	-0.125786896	0.0839045761	-0.0667112819	0.0724008522	-0.0214753932	-0.008716671	-0.0671817398	0.0444235216	0.0003489212	-0.0774360923	-0.0523100535	0.154854298	0.0014458108	0.0491861486	0.0268302365	-0.07804645	-0.1105238715	0.0237426811	-0.0434192065	-0.0046420251	-0.0925163381	0.079993292	-0.0632305661	-0.104987148	-0.0180208974	-0.0399523571	0.1867697359	-0.1024754463	0.0424613797	-0.0306571502	-0.0201522014	-0.0075626625	0.0870226428	0.0110571436	-0.0623482847	0.0144793135	-0.0200230578	-0.0205011947	-0.0095235604	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0545913078574358	-0.014376262641008	0.0029802108935853	0.0002066769275232	0.0713192384959029	0.0049434111741674	2.443731403688405e-05	0.0050864337796354	-0.0950416536888809	0.059561173630911	0.0035475334042915	0.0090329159359171	0.000830807752552	-0.0001563900013556	2.4457832524035815e-08	6.902415217005053e-07	0.0028987802330182	0.0007816705458059	8.40292683933705e-06	6.110088421804936e-07	0.0018593013850591	0.0006283447532235	3.9481712890362665e-07	3.4570016404826878e-06	0.0	0.0	0.0	0.0	0.0
