global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
4227.332214802347	n/a	n/a	17870337.65430572	3444.2094806980444	n/a	11862578.946930291	n/a	4106.793383017895	n/a	n/a	16865751.89079957	4025.8563624741137	2817.3509713927774	n/a	n/a	n/a	n/a	-0.052654355	-0.0638608454	-0.0711384051	0.0047372606	-0.0640200308	0.0986793091	-0.058132361	-0.0453709698	0.0276966533	0.0659202332	0.0366701684	-0.0213157456	-0.0395092811	-0.0056845785	0.00894625	-0.023157175	0.0720929538	-0.0572548476	0.0472752782	-0.0071056967	0.0189407914	-0.0392466628	0.0357656636	-0.0402625862	0.0778499497	-0.0491988088	0.0539254922	-0.0471257001	0.0103952025	0.0214051121	-0.0191394407	0.0563551303	-0.0642621387	0.0347297469	-0.0884825909	0.0343207053	-0.0661113258	-0.0243199777	0.0293734285	0.0141024857	-0.0046762598	0.0412951525	-0.0193597545	0.0351464855	-0.0249416492	0.0230167067	-0.0593145256	-0.0677469648	0.0867582563	-0.112712453	0.0069146329	-0.0681228211	0.0066914913	-0.0087015672	0.0025625842	-0.0023175232	-0.0255342727	0.0308302284	-0.0418360896	0.1262198439	-0.0157660868	0.080911355	-0.0820692412	0.0103160923	-0.0365117007	-0.0121582193	0.0287049019	-0.1003769965	0.0523324563	-0.020127438	0.0417940993	-0.0477583477	0.029491969	-0.103343061	0.1000461628	-0.0786533567	0.0376440987	-0.1180748973	0.0145086504	-0.0011759971	0.0174157512	-0.0297496644	0.0056407771	-0.020470427	0.0254730972	-0.0538920854	0.0247340147	-0.0670729949	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0051811578392459	n/a	n/a	2.684439655517924e-05	-0.0190851167689629	n/a	0.0003642416820849	n/a	0.0871316793402883	n/a	n/a	0.0075919295446588	-0.0019430015966768	n/a	3.775255204688594e-06	n/a	0.0003109993297483	n/a	9.672058310389185e-08	n/a	8.021361968411824e-07	n/a	6.434224782828361e-13	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4230.91023761831	3.578022815962868	12.80224727155085	17900601.438783426	3481.932447485022	37.7229667869774	12123853.568849036	1423.0222232113997	4108.235702820294	1.4423198023987425	2.080286412391548	16877600.589927357	4028.748173805905	2824.4191713488453	0.907468	11.917178	0.0848227442311853	0.0442417042006284	-0.0181683115	-0.0567944373	-0.0577623647	0.0959386578	0.0124904013	0.0700550323	-0.0101506375	-0.0103599775	-0.0436074189	0.0415320259	0.0345217904	-0.0151187312	-0.0533846	-0.0351914513	0.0060252935	-0.099263468	0.0828734579	-0.056168146	0.0125020508	-0.0462255592	0.0249837566	-0.0042192391	0.0398602651	-0.0806970189	0.1039159779	-0.0244200482	0.0619295385	-0.0953308965	0.0698415511	-0.0949579252	-0.1380644735	0.1412743824	-0.0380003892	0.0142311119	0.1567716459	0.032641113	-0.0125515305	-0.0132353309	0.0772002811	0.0410253162	-0.0396548035	0.1196663449	-0.0204775039	0.0670605418	0.004135052	-0.0617665761	-0.0456506678	-0.0462881231	0.0804701312	-0.0934910792	-0.0477207705	0.0108930808	-0.0378058584	-0.1290706479	-0.0636448304	0.06510468	-0.0073920602	0.0546366687	-0.0021085272	0.1125694116	0.0498802511	-0.0591991267	-0.0179705579	0.0982609295	-0.013022688	-0.0101779229	0.0086700382	-0.103573522	-0.0168017761	0.0127553148	0.1275929002	-0.0394959413	-0.0027795526	-0.0874658259	0.1014804162	-0.0405518323	0.1063001974	-0.0260070012	-0.068906852	-0.047060493	-0.0874658339	-0.1031194643	-0.072175117	0.0105554769	0.0695490492	-0.0875704391	0.0504578064	-0.0595162068	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0124581710337281	-0.0072770131944822	5.295492103266805e-05	0.0001552060255056	0.0079402866462459	0.0270254034152088	6.304815202455096e-05	0.0007303724297547	0.0679120642396782	-0.0192196151006101	0.0003693936046155	0.0046120484692941	-0.0014430006430579	0.0005000009536189	2.0822508558655127e-06	2.500009536198094e-07	0.000436999467233	0.0001260001374846	1.9096853436192585e-07	1.5876034646163296e-08	8.152955109267486e-07	1.3159314085566151e-08	6.64706770137308e-13	1.7316754720257968e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4232.164920005383	1.2546823870725348	1.574227892430034	17911219.910124168	3490.0823543651686	8.149906880146773	12180674.840251118	66.42098215506371	4106.677694876132	-1.5580079441624548	2.427388754073319	16864801.68959314	4027.214481844159	2828.28216153558	0.892644	11.722495	0.0876123167126057	0.0486219445917544	-0.0044319989	0.0204470739	-0.0161030303	0.1244733225	0.0311230044	0.0275745925	0.00657402	-0.0603819794	-0.0685627481	-0.0149057562	-0.0498065586	-0.0043631953	0.0187189808	0.0543952335	0.0109807473	-0.090079684	0.0788760625	-0.1671091741	-0.0545649968	-0.0697498901	0.0455221364	-0.0294884441	0.0321535856	0.0207308416	0.0858814315	0.0954371839	0.0159721477	-0.0766921991	0.0475053566	-0.0318602239	-0.1332774598	0.0692974417	-0.1600703275	-0.0319639047	0.0431335657	-0.035869587	-0.0003036893	-0.0022309919	0.0015753809	-0.0169596281	-0.0249943719	0.1174121878	0.0069034734	0.1576287272	0.04010536	-0.0666758297	0.1001846664	-0.024235545	0.0365153869	-0.0534627871	-0.0369302874	-0.0066199863	-0.0954729931	0.0482944836	0.0391488182	0.1337336093	0.0203478678	0.0715830037	-0.1017376348	0.1321240024	0.0716761142	-0.0202681491	-0.0121682744	0.0854587306	-0.0374594525	-0.0214918887	0.0090803508	-0.1132691507	0.0079348353	-0.0578990722	0.0799913343	0.0298293978	-0.0476768811	-0.065328366	0.0545509468	-0.0750311418	0.0697271572	-0.0814713567	-0.1206090857	-0.0011116726	-0.0087745734	-0.0510543922	0.0558959343	0.0374419335	-0.0124012376	-0.0467775079	0.0710967497	-0.0395455873	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0119541632928701	0.000504007740858	2.540238028447856e-07	0.0001429020200326	-0.0191754996235005	-0.0271157862697464	0.0003676997858108	0.0007352658650265	0.0985525489099643	0.0306404846702861	0.00093883930083	0.0097126048966509	-0.0018850017020474	-0.0004420010589894	3.5532314167215947e-06	1.9536493614783945e-07	0.0002919998513846	-0.0001449996158483	8.52639132086285e-08	2.1024888596183573e-08	7.752097145223916e-07	-4.008579640435699e-08	6.009501014898878e-13	1.6068710733715602e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4225.727320004147	-6.437600001235296	41.44269377590469	17856771.38302943	3488.4812213794603	-1.6011329857083183	12169501.231917132	2.5636268379232336	4103.728634497785	-2.949060378346985	8.696957115136064	16840588.705597054	4023.397629808376	2848.8915491756475	0.836504	10.985247	0.1011124497114364	0.0595264714458802	-0.017577724	0.0473040213	-0.0027034118	0.0457803185	0.0117020441	-0.0179729511	0.0268762071	-0.0680316321	-0.0606142214	-0.0507858418	0.0469326377	-0.0260299491	-0.0054321344	0.0170834325	0.0186538668	-0.0828948607	0.0377400446	-0.1043639488	0.0051264462	-0.0635873021	-0.0184783293	-0.0123090408	0.1192650645	0.0550448926	-0.0458446936	-0.0333500694	0.0623070977	-0.0213043844	0.1778904392	0.0472923094	-0.0099304258	-0.0207984757	-0.1179097128	0.1542860875	-0.005751235	-0.1045506019	0.0341652672	-0.0262215808	-0.0034983495	-0.0160616692	-0.0137379773	0.0713869358	0.0228603996	0.1074511108	0.0591493266	-0.0281475024	0.0080429451	-0.0001576404	-0.0039031278	-0.0778388522	0.0301007823	0.0680215594	0.0258794306	-0.0144785196	-0.0919740073	-0.0595702345	0.0246607271	-0.0881865784	-0.1079710952	0.1778573534	-0.052200739	-0.0035567926	0.1486962898	-0.0227236208	-0.0140123355	-0.0085419732	0.0150921165	-0.080399104	-0.0337216839	0.0193538415	0.0570156437	0.0144991899	-0.0961008927	-0.0689118037	0.0603141205	-0.0909292078	0.0803725406	-0.0198732385	-0.0814003975	-0.0710703547	0.07524917	-0.0234413318	0.061168336	0.0289448207	-0.001801445	-0.049539169	-0.0081811032	-0.0905079359	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0231133736971287	-0.0111592104042586	0.0001245279768465	0.0005342280436631	-0.0079709130395428	0.0112045865839577	6.353545468395343e-05	0.0001255427605174	0.0500807647085963	-0.048471784201368	0.0023495138636639	0.0025080829937977	-0.0013440006271056	0.0005410010749417	1.806337685660246e-06	2.9268216308818297e-07	0.0003560001694276	6.400031804300001e-05	1.2673612063247994e-07	4.096040709605153e-09	2.392322622791479e-07	-5.359774522432437e-07	5.723207531519903e-14	2.872718293131586e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4218.81025642273	-6.917063581417096	47.84576858936671	17798359.979697622	3483.3699266588364	-5.111294720623846	12133866.045951188	26.1253337210772	4102.164414039929	-1.5642204578552992	2.446785640773042	16827752.879815556	4021.803380000578	2831.14348530847	0.8345439999999998	10.959506	0.0342263396491351	0.0168477009050587	-0.0527906916	0.0820588584	0.0338142762	0.0222945344	-0.0438812914	-0.073523474	0.0095124358	-0.0551937572	-0.0340198041	-0.0173864076	0.0054354344	-0.0258859383	0.0562538895	0.0693640314	0.0261420747	-0.0554576554	-0.0374678825	-0.024836445	-0.0238705978	-0.0663163873	0.053071511	0.0046626532	-0.0194667358	0.2184107557	-0.0343931215	0.0396892606	0.0022387777	0.0082058146	0.0498442859	0.0119075392	-0.1577514153	-0.1159941505	-0.0395514764	-0.0027565234	0.0707474733	-0.0003347873	0.0762793918	-0.022887023	-0.0501993066	-0.0444087963	0.0360458676	0.0379634393	0.0408209066	0.041074381	0.0786400942	-0.0402041683	0.048421113	-3.47659e-05	-0.1014327545	0.0739578311	-0.0052448736	0.0144069657	0.0407376686	0.1021961958	-0.0710058892	0.0537668241	-0.0123025166	-0.0507366719	0.0319187768	0.1307938144	0.0308107599	-0.1096698101	0.0461798847	-0.1120650148	-0.0208879784	-0.0123346081	0.0372596005	-0.0804791282	0.0386408335	-0.0349211156	0.0244227267	0.0883159287	-0.0607444874	-0.069735144	0.0491355673	-0.1420495134	0.0724504358	-0.0755011755	-0.0843509892	-0.0323672802	0.0599152777	0.0275621583	-0.0022610171	-0.027575608	0.026074959	-0.0004537493	-0.0902652322	-0.0102641793	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0186235889863297	0.004489784710799	2.0158166749324488e-05	0.0003468380667317	-0.019259887310028	-0.0112889742704852	0.0003709432591949	0.0001274409400796	0.0584759777009651	0.0083952129923687	7.047960118723785e-05	0.0034194399680837	-0.0014530005048025	-0.0001089998776969	2.11121046695632e-06	1.188097333793916e-08	0.0002640001296814	-9.20000397462e-05	6.969606847179604e-08	8.464007313302379e-09	1.917961957361575e-07	-4.743606654299042e-08	3.6785780698862437e-14	2.250180409071015e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4218.518605178011	-0.2916512447191053	0.0850604485462034	17795899.22223303	3473.983014493376	-9.386912165460672	12068557.984988485	88.11412000207355	4097.813214741429	-4.351199298500433	18.932935335270656	16792073.142909486	4015.961130257217	2791.6448996230133	0.8968549999999998	11.777806	0.103901930216511	0.064421915953305	-0.0929439364	0.0529838278	0.0762626182	-0.0057748322	-0.0752127326	-0.0696490684	-0.0221508894	-0.0146123837	0.0288487686	0.0785165478	0.027913225	-0.0629807936	0.0314048672	-0.0673144625	0.0662100933	0.0783793058	-0.0435444786	-0.0228691934	0.0495332099	-0.0362981835	-0.0971266316	0.0576545452	0.0947583307	0.0539721451	-0.0771245395	-0.0151329197	-0.1509504937	0.0172591705	-0.0059364606	-0.0040144016	-0.0169672852	-0.021748488	-0.0499802544	0.0372596456	0.1297097983	0.0370962695	-0.0141609887	-0.0724931235	-0.0079480143	0.041873927	0.0712341479	-0.0897518854	0.032277275	0.0384213186	0.030218992	0.0453748521	-0.0481344472	0.0632439065	-0.0712457328	-0.007020165	0.1684946436	0.0402908661	-0.0003565283	-0.0359329493	0.0740567688	0.1272423596	0.1194756448	-0.0189452516	0.0579991497	0.0205229904	0.0354354627	-0.1549363641	0.0841423869	0.0175669714	0.0215673171	-0.0046239936	0.0398447238	-0.0290756762	0.0518653421	0.0924315171	0.0039776191	0.0735392883	-0.0988672593	-0.0750021573	0.0307629648	-0.11914199	0.0671609761	-0.1090497212	0.0321270084	-0.0937438084	-0.0585343225	-0.0239886707	-0.0720692055	0.0457640418	0.0371624799	0.0373260751	0.0365731778	-0.1139029566	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0241613520418866	-0.0055377630555569	3.0666819659490896e-05	0.0005837709324919	-0.0096804578115836	0.0095794294984443	9.371126344184996e-05	9.176546951566672e-05	0.0005886309768641	-0.0578873467241009	0.0033509449107562	3.464864269239846e-07	-0.0010310149016237	0.0004219856031788	1.0629917273701278e-06	1.780718492901757e-07	0.00037995824462	0.0001159581149385	1.4436826765471176e-07	1.344628442011356e-08	8.019589684651131e-05	8.000410065077515e-05	6.431381871016283e-09	6.400656120939361e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4238.574295270058	20.05569009204737	402.2307050682471	17965512.05652407	3481.8984671927788	7.915452699402977	12123616.935839422	62.65439143648587	4105.153325767105	7.340111025676379	53.87722986925594	16852283.828056727	4023.323093036743	2819.8292878800185	1.173906	15.416131	0.1306746571765527	0.0739903844729255	-0.0311787928	-0.0472460535	-0.0094938365	-0.0040520779	0.0113223314	0.0512409775	-0.0531629392	-0.0097897638	0.0744683936	0.089929279	0.0658059004	-0.0078897798	0.004880477	-0.0254538644	0.0893807507	-0.052674737	0.0162225588	-0.1304034235	-0.1166518535	0.0135673555	0.0810224221	-0.0640088964	0.0630511882	-0.0346080704	0.0122652676	0.0042005414	-0.0342816389	0.0275944831	0.0477333925	0.0138486837	0.0472954528	0.0333101218	-0.0392120385	0.0622986522	0.0138507199	-0.0006470762	0.0495202621	-0.012599162	0.0111656489	0.0322342913	0.0662254721	0.0743942915	0.0375446436	0.0938093264	-0.1151563251	-0.0546496784	0.0423802843	-0.054349278	0.0496563567	-0.076623127	0.0299071204	-0.0539874142	0.0437959018	0.0265004198	0.0895391945	0.0236660675	-0.0104960819	-0.1028380188	0.0110220147	0.1092663284	-0.0343906175	0.0549802797	0.0201447429	0.0406172548	-0.0242026357	-0.0306671571	-0.0224475394	-0.121994013	0.0598430745	-0.0372681646	-0.0246693331	0.0067401075	0.0724524812	-0.1410032963	0.1284444176	-0.1526422753	0.0709178615	-0.1398829118	-0.0216393544	0.0332504827	0.0022321294	0.0253395461	0.0425272773	0.0259908776	-0.0555156102	0.0050958083	-0.0373129071	0.0440242052	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.020525999367237	0.0036353526746495	1.3215789069081986e-05	0.0004213166500238	-0.0191028516536277	-0.0094223938420441	0.0003649189413005	8.878150571459058e-05	0.0405483789800626	0.0399597480031984	0.0015967814604791	0.0016441710379107	-0.0021240040132904	-0.0010929891116667	4.511393048473726e-06	1.1946251982219623e-06	0.0	-0.00037995824462	0.0	1.4436826765471176e-07	0.0	-8.019589684651131e-05	0.0	6.431381871016283e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4241.580757042111	3.0064617720527167	9.038812386814362	17991007.31850993	3479.991764377903	-1.9067028148756435	12110342.680138033	3.6355156242547024	4115.425292216391	10.271966449286085	105.51329473525894	16936725.33581437	4034.806030967808	2869.050424979642	1.06809	14.02651	0.0664194707789978	0.0353032844793026	0.0342790001	-0.1162790913	-0.0685278717	0.0006402574	0.0382831002	0.0629883354	-0.0855198262	0.0263600928	-0.032054831	0.0572222531	0.0655484806	0.0118020883	-0.0523379187	-0.1722277087	-0.0225200387	-0.0939638641	-0.0174637355	-0.0786657836	-0.1563323924	0.0267735583	-0.0436260416	0.0786261756	0.0136845327	-0.0252143797	0.0965603209	-0.0912292223	-0.0218832769	0.0655719402	0.1047791477	0.0322145853	0.0004689783	0.2778620671	0.069162471	0.0039345158	-0.0036765961	0.0149173796	-0.0417069799	0.011170921	0.0772034825	0.1309123657	-0.0625100682	0.0361131358	0.1081999057	0.0289191744	-0.1129056858	-0.1369215196	-0.084525045	-0.0036186193	0.0927107041	0.0137268864	0.0047643277	0.0976142439	0.109532164	-0.0967560427	-0.1036612659	0.0508804046	0.0597196674	-0.0186038946	-0.1312577981	0.00100928	-0.0139512107	0.0227305693	0.0304181214	0.1672221679	0.0053445184	-0.0182560075	-0.0497927505	-0.0549815181	-0.0111979701	0.0282668938	0.1020904021	-0.1359430361	-0.0380688799	-0.0816020869	0.1001512587	-0.1089328781	0.043421882	-0.0551351919	0.032628557	-0.1360183399	-0.0111525176	-0.0160116923	-0.0324857523	0.020453539	-0.0062523756	0.0049071193	-0.0562905112	-0.0793387844	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0253725329241092	-0.0048465335568721	2.348888751788828e-05	0.000643765426985	-0.011269141644874	0.0078337100087537	0.0001269935534122	6.136701250124792e-05	0.0233182387858335	-0.017230140194229	0.0002968777311127	0.0005437402600731	-0.0016160018730323	0.0005080021402581	2.611462053643902e-06	2.580661745068104e-07	0.0002220002236963	0.0002220002236963	4.9284099321207243e-08	4.9284099321207243e-08	1.793764284574147e-07	1.793764284574147e-07	3.2175903086138014e-14	3.2175903086138014e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4250.644937230658	9.064180188546745	82.15936249044327	18067982.38240462	3518.0034216803474	38.01165730244429	12376348.074954633	1444.8860908784663	4105.197587916958	-10.227704299433752	104.60593523665568	16852647.235839207	4028.533397757017	2884.0593531481218	1.236857	16.242825	0.0919066727717682	0.054129518070134	0.0580431567	0.0336705583	0.0018775481	0.0763018086	0.0605583998	-0.0231139241	0.0502988098	-0.0672980474	-0.0934795779	-0.0036793028	0.0138427366	0.0246826089	0.0789788515	0.1656630575	0.1134202624	-0.1699994396	0.0505650612	-0.1811138195	-0.0406061283	-0.0124519352	-0.0006630091	-0.138598967	-0.0392105424	0.0938774288	-0.0382133794	0.0207306318	0.0668633651	0.0130468547	-0.0272125672	-0.0696895186	0.0919338994	0.0237742838	-0.0153148156	-0.0617215136	0.0136834401	-0.0590074155	-0.0177911304	0.035921271	-0.0725743948	-0.0729724122	0.0450175648	0.2469269305	0.0312731796	0.1921472646	0.0410118745	0.0456839393	0.1747382604	0.030143963	0.0239824982	0.0195771172	0.0246093659	-0.0243702213	-0.0806381339	0.0620287234	0.0381654369	-0.0314476606	-0.0680570577	-0.0124102864	0.0872734767	0.0281242321	0.0319438548	-0.0417122491	-0.0618683671	0.1752359386	-0.0478347167	-0.0438107328	-0.1017042329	-0.142402596	0.0152086002	-0.0270263353	0.0575934892	0.0913978129	0.0949664228	-0.0705777657	0.0200890885	-0.1167342075	0.0783215406	-0.0700065074	-0.1584293569	0.1599186959	-0.0284565558	-0.1189593863	0.0014413777	-0.0702973607	0.0020611279	-0.0881919276	-0.0043816835	0.0643691924	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0251979995518922	0.0001745333722169	3.046189801743711e-08	0.0006349391814171	-0.0223740505319938	-0.0111049088871198	0.0005005981372082	0.0001233190013912	0.0533864551481571	0.0300682163623235	0.0009040976352115	0.0028501135932861	-0.0024050025559097	-0.0007890006828774	5.78403729393219e-06	6.225220775810035e-07	0.0	-0.0002220002236963	0.0	4.9284099321207243e-08	0.0	-1.793764284574147e-07	0.0	3.2175903086138014e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4237.1194116985525	-13.525525532105348	182.93984091963367	17953180.90899269	3482.700302742623	-35.30311893772432	12129201.398723558	1246.3102067311097	4095.4339660738574	-9.763621843100282	95.32831149506494	16772579.370471446	4015.642539240259	2939.1952281301105	1.526616	20.048037	0.2260389190520754	0.1130753966120685	0.070670021	-0.0066830773	-0.0104810838	-0.0932369968	0.0061914363	-0.046520543	-0.0354497367	0.051458577	-0.0383987399	-0.0067602317	0.1154934627	-0.0009089806	0.1513643126	0.1786800346	0.2302779662	-0.1359688838	0.0480532352	-0.1967977318	0.0672531358	0.1399123322	-0.0503698872	-0.011013745	-0.2631371008	-0.0275070968	-0.173850011	-0.1198946575	-0.0386420764	-0.0382545176	-0.0575330371	-0.0303217576	-0.0229384027	0.0799745651	0.0172226099	-0.0053555198	-0.1753083113	-0.1155933127	0.0304456233	-0.0007982808	-0.1501712064	-0.0733904004	0.1664624293	0.257482555	0.0798163745	0.1750946009	-0.017200465	0.1133173927	0.0218250445	0.0579640597	0.1502430335	0.3194173816	-0.0366993594	-0.0955665867	-0.0428912698	-0.1205159021	-0.004591468	-0.0573983383	-0.0748080409	-0.0501061259	-0.1109557821	-0.1347239932	-0.1760685236	0.1443435445	0.0695015463	0.0500011708	0.0449216615	-0.0187686008	-0.121028545	-0.0083495303	0.1357151923	-0.0987431636	-0.0317470062	-0.2468225179	-0.0972372933	0.151430352	-0.0542895781	-0.28430623	-0.0112571353	0.2449174857	0.0677992353	0.0722226829	-0.1336903077	-0.1313531146	-0.2692485946	-0.1496272751	-0.2575274857	0.2344166558	-0.1482702128	-0.0953714054	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0252086801402811	-1.0680588388899126e-05	1.1407496833308684e-10	0.000635477554415	0.0416878558078366	0.0640619063398304	0.0017378773218549	0.0041039278438932	-0.023219750347394	-0.0766062054955511	0.0058685107204266	0.0005391568061953	-0.0026452716703046	-0.0002402691143948	6.997462209716088e-06	5.7729247332109445e-08	0.0007069963364936	0.0007069963364936	4.998438198153717e-07	4.998438198153717e-07	0.0007599370816776	0.0007599370816776	5.775043681086674e-07	5.775043681086674e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
