global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
3961.442585149412	n/a	15693027.355435256	n/a	3219.2986968666	n/a	n/a	10363884.09964699	3785.611900111607	n/a	14330857.458266612	n/a	3661.101442701799	2803.183209447804	n/a	n/a	n/a	n/a	-0.0672656922	0.0054659096	0.1022167311	-0.0088306904	0.0280301177	0.020128972	-0.0039268006	0.1055263163	-0.0181666945	0.0013952237	-0.00725023	0.0408956917	0.005212195	-0.0143221436	0.0927736457	-0.0313194316	0.1065001191	-0.0187483273	0.0811431821	-0.094224374	0.0231814894	-0.0287311248	0.0299001444	-0.0278257737	0.0391905959	-0.023187317	0.0182332319	-0.0665626265	0.0872091809	-0.0790474697	0.0648372679	-0.0104168789	0.0324868498	-0.0293988464	0.0293365593	-0.0671106025	0.0405484779	-0.0364595697	0.1471806292	-0.0503440998	0.0603117313	-0.0053846059	0.0435852801	-0.0088219224	0.0288497304	-0.0184744181	0.0287492164	-0.0364517194	0.1075904842	-0.0758983028	-0.0022395828	0.0217514481	0.0624944249	0.0779911216	-0.0682518342	0.0393473772	-0.0959211619	0.0836186125	-0.069801365	0.050191201	-0.088813065	0.0453579492	-0.1429543652	0.1350698412	-0.0751503847	0.1442644426	-0.1770757657	0.1185731345	-0.0732713495	0.0124573562	-0.0064512859	0.0378083351	-0.0062475398	0.0671512456	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0192092012138687	n/a	n/a	0.0003689934112748	0.0001390178875055	n/a	n/a	1.932597304649185e-08	-0.0478248205925098	n/a	0.0022872134647057	n/a	0.0012490002990506	n/a	1.560001747028488e-06	n/a	8.515935658870433e-07	n/a	7.2521160146021e-13	n/a	0.0005630001047152	n/a	n/a	3.169691179093261e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3956.923917356582	-4.518667792830001	15657246.887748558	20.41835862195916	3225.0462712113576	5.747574344757595	33.0346108485157	10400923.451454282	3784.607038225447	-1.0048618861601426	14323250.43378559	1.0097474102573194	3659.103240120324	2775.02995528718	1.01988	14.378298	0.0535245492658906	0.029280314970579	-0.1097683619	-0.011498814	-0.0770535618	-0.0185245992	0.0365382332	0.0246263595	0.1062426628	0.0116623509	-0.0567350292	-0.0219118635	-0.0111620281	0.0216081949	0.0021979891	-0.0333460248	0.0314163415	-0.1076484915	0.0954047246	0.0333222623	-0.034875753	0.0241051797	0.0281400175	0.1450370748	-0.0482445228	-0.0846318218	0.0445094407	0.0106338135	-0.0450135128	-0.114670528	0.0504036825	-0.0158684398	0.0003706811	-0.0163169517	0.0237294207	-0.0308844925	-0.0317892414	0.0215206813	0.1414406987	-0.0207797679	0.0224876523	0.0299388862	-0.0866162766	-0.0339133447	0.0530783636	0.0886760061	-0.0216338415	-0.0674656773	0.0800367547	-0.1306210559	0.1108996281	-0.0559846642	-0.0027313095	0.0399836009	-0.0076248674	0.1328321488	0.047796968	0.0908799551	-0.0653749862	-0.0365974765	-0.1706365514	-0.012776121	-0.1820163987	0.043084197	-0.0461300876	0.1362417047	-0.1320210541	0.109093925	-0.0416849008	0.1290872786	0.0319634167	0.0506983825	0.0256845287	-0.0265575442	-0.0900430017	0.0608473717	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0087694065506838	-0.0104397946631849	0.0001089893126094	7.690249125117593e-05	-0.0205153491957474	-0.0206543670832529	0.0004266028796097	0.0004208795526234	-0.0307977829256742	0.0170270376668356	0.0009485034331369	0.0002899200117078	0.0012490002450512	-5.399940000358483e-11	1.5600016121379575e-06	2.9159352007471568e-21	9.190395320324284e-07	6.744596614538512e-08	8.44633661438385e-13	4.548958349284436e-15	0.000670999601802	0.0001079994970868	1.1663891371001722e-08	4.502404656184425e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3960.509596321386	3.585678964804174	15685636.262553789	12.857093638639132	3206.1436908680907	-18.90258034326689	357.30754363365986	10279357.366493264	3785.558460958168	0.9514227327208572	14330452.861331971	0.905205216338024	3661.1302932182366	2758.9226804265004	0.9267	13.064648	0.0364934764165171	0.0255611991575623	-0.1039176355	0.0089158325	0.0789701143	0.0527697676	0.0519698488	0.0203756092	-0.0779036954	0.1040213446	-0.015307787	-0.0339240965	-0.0074342876	0.0421005689	0.0080654245	-0.042153282	0.0650297746	0.0068659619	-0.1007127805	0.0787323478	-0.0084172395	-0.0271400815	-0.2306478805	0.0470434981	-0.0279148508	0.0741010309	0.0528286176	-0.0530426011	-0.0070738303	-0.0284638025	0.0246131786	0.0622850966	-0.0601158483	-0.009383098	0.033389961	-0.041498822	-0.006283868	-0.1211044998	-0.0244042386	-0.00394022	-0.0632195855	0.0060483627	-0.1239082138	-0.0251875552	0.0641885974	0.0353123857	0.0860273807	0.1232456177	-0.0963409784	-0.0763440294	-0.0106062994	-0.0189021327	-0.0038636292	0.0123792447	0.051842892	0.1207453436	-0.0465902878	-0.0053849154	0.020505052	0.0269158269	-0.1647402807	-0.0930694092	-0.046736945	0.1503571212	-0.1518657441	0.0803393676	-0.1382130464	0.0183627318	-0.135201951	-0.0680138184	-0.0153800241	0.0800061459	0.0285772956	0.0598289112	-0.0862661505	-0.0206672983	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0094963788336031	0.0007269722829193	5.28488700132899e-07	9.018121095130496e-05	0.0047590003936051	0.0252743495893525	0.0006387927471648	2.2648084746333497e-05	-0.0351893446996456	-0.0043915617739714	0.0012382899803904	1.928581481460685e-05	0.0013180002875098	6.900004245860005e-05	1.7371247578759157e-06	4.76100585928861e-09	9.072620239525264e-07	-1.1777508079901973e-08	8.231243801064348e-13	1.3870969657215622e-16	0.0006179995663632	-5.30000354388e-05	2.8090037565140553e-09	3.8192346402510324e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3972.199872149477	11.690275828090762	15778371.824304322	136.66254893684314	3219.421213785807	13.277522917716396	176.29261483048413	10364672.95177408	3787.4704437417327	1.911982783564781	14344932.362217195	3.655678164648129	3663.286555202512	2794.989151526354	0.931457	13.131705	0.0297734162229013	0.0154631337411579	-0.0681509685	-0.0111339964	-0.0198162619	-0.0816140404	0.0343272501	0.0239581653	0.0172692567	0.0011179189	-0.1431224141	0.0259909607	-0.0082597657	0.0103673632	-0.0303731094	0.0365381654	0.1029339727	0.0439854334	0.0475870273	0.0311755063	-0.0137110212	0.0487806549	-0.0278058748	0.0662062926	0.0297762809	0.0976497316	0.1742687498	-0.0438776984	0.0409716329	-0.0033825959	0.0504630115	-0.1636462997	0.0351956776	-0.0070103965	0.027107813	0.01395782	0.0471458647	-0.0356393948	0.1106034505	0.0816532153	0.0387528749	0.0233355213	-0.0419977749	0.0201578495	-0.0299071977	0.069271098	0.0360490458	0.0476829233	-0.1289278591	0.0535062006	-0.0109032012	-0.0646418949	-0.0105207492	0.0180617129	0.0116318202	0.0768894617	0.0463638107	0.0571693226	-0.089093006	-0.0222437608	-0.0904628957	-0.0477712928	-0.1799656059	0.1595387305	-0.0791443371	0.1260555578	-0.0299998991	0.0736920613	-0.1646230276	0.0874038136	0.0599724045	-0.0316534752	0.0669754569	-0.0218528881	-0.0478281132	-0.0694253786	0.1052126458	0.1046235507	0.1036441676	0.10227815	1.9413665228285023e-05	-0.0094769651683748	8.981286880258948e-05	3.7689039759592296e-10	0.0001209487434294	-0.0046380516501757	2.1511523109697535e-05	1.4628598537150831e-08	-0.0242828215123012	0.0109065231873444	0.0005896554205982	0.000118952248036	0.001249000284551	-6.900000295879992e-05	1.5600017108084791e-06	4.761000408314398e-09	8.697040472238626e-07	-3.7557976728663796e-08	7.563851297575666e-13	1.410601615950851e-15	0.0005919996029586	-2.5999963404599986e-05	6.759980970405384e-10	3.504635299031401e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3977.3251297172014	5.125257567724475	15819115.187479952	26.268265135517	3221.630641157909	2.2094273721018	4.881569312592665	10378903.98804752	3792.037295128555	4.566851386822236	14379546.847645886	20.85613158932018	3668.976786592581	2821.909503205808	0.977647	13.782905	0.0232961020630791	0.0160835294361948	-0.0218528022	-0.0224148454	-0.0119374199	0.1061540913	0.0170360636	-0.0212669199	-0.0429102194	0.0115579858	0.0280695078	0.075503423	0.0202954598	0.009496021	-0.0120792813	-0.0411264074	-0.0581429693	-0.0999738873	-0.1586727418	-0.0724188391	-0.0548056723	0.0392642533	0.0397615189	0.0598501193	-0.0258013856	-0.0813224045	0.0278422821	-0.0465254316	0.1785247996	0.0682388893	0.0453149617	-0.005406008	0.0214810657	0.0178640238	0.0056229604	-0.0196009699	-0.0598823232	-0.0065997486	-0.0332515263	-0.0915796631	-0.1569759549	0.0265914897	-0.0025337111	-0.0141553486	-0.0788009431	0.0673411128	-0.0248673949	-0.0700331154	0.0786141563	-0.0557351618	-0.1511710743	-0.1302201041	-0.0159487915	0.0054420584	-0.0305511802	0.046952911	-0.0311185151	-0.0150492894	0.152530361	-0.0242989926	-0.0609402766	-0.1422200641	0.0058770485	0.0561310063	0.0229731161	0.1029819824	-0.1417188447	0.1619633716	-0.0118481313	-0.0171294096	0.1274332577	0.022192729	0.0449572778	0.1106081611	-0.0289317351	0.0146072265	0.1050843138	0.1041114925	0.1024967892	0.1002501592	4.036442638266635e-05	2.095076115438133e-05	4.389343929479337e-10	1.6292869172016912e-09	0.0022670604398911	0.0021461116964617	4.605795413689715e-06	5.139563038119228e-06	-0.0174876998363231	0.0067951216759781	0.0003058196455653	4.617367859134744e-05	0.0012490005805508	2.9599979997456394e-10	1.5600024502162355e-06	8.761588158498186e-20	1.91097206725388e-07	-6.786068404984746e-07	3.651814241824568e-14	4.605072439713223e-13	0.0003060001472092	-0.0002859994557494	8.179568868895302e-08	9.363609009205205e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3981.0381795638655	3.7130498466640343	15848664.987145176	13.786739163811813	3228.4487741121684	6.818132954259454	46.48693698195875	10422881.487066362	3794.374633272362	2.337338143807301	14397278.857620774	5.46314959849656	3672.259474527401	2826.688821050221	1.041823	14.68766	0.0428389895183959	0.0242431686140568	0.0097276715	-0.0174365293	0.0569004141	-0.0969603001	-0.0205353145	0.0223190017	-0.0822434647	-0.0564016018	-0.0629479302	0.0429794454	0.0067295624	-0.0124352918	-0.0298534296	0.1147739249	0.0362005018	0.0916396036	0.015579374	0.12056824	0.0380646877	-0.1299685377	-0.0669241948	0.052186187	0.0507296348	-0.147658658	0.10319043	-0.1196767544	-0.039973993	-0.0790117033	-0.1433699291	0.0128539117	0.0534688346	0.0121010981	0.0089962355	0.0473395274	0.0854294096	-0.0146838423	-0.064426627	0.1140437346	0.0213320545	-0.085834284	0.0264500441	-0.0045256797	-0.0500098947	0.1364130615	0.0311293926	-0.1061982079	-0.136707972	0.0394874948	0.05767256	-0.1188488457	-0.0220763909	-0.0001166835	0.0126520959	-0.009969009	-0.0975498395	0.0909406009	0.0123853987	-0.0355917863	0.1574790454	0.0772540718	-0.0310419631	0.090580604	-0.1414266323	-0.0213010322	-0.0689896561	0.1104551583	0.005959691	-0.1616855807	-0.0443825813	0.0166820681	0.0709408641	0.0521212409	0.1945278724	0.0296447804	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0020812689254228	0.0020409044990401	4.165291174202258e-06	4.331680339930576e-06	0.0218795152435262	0.0196124548036351	0.0003846483834246	0.0004787131872916	-0.022889402082697	-0.0054017022463739	0.0005239247277033	2.9178387158480857e-05	0.0013000003034686	5.099972291779998e-05	1.690000789018452e-06	2.6009717376923727e-09	8.705000411612929e-07	6.794028344359049e-07	7.577703216618127e-13	4.615882114395417e-13	0.0005699995808439	0.0002639994336347	6.969570095944236e-08	3.2489952216222165e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3980.020607993066	-1.017571570799646	15840564.040049491	1.035451901699659	3247.287154331002	18.838380218833663	354.88456926934344	10544873.862683138	3788.216882776331	-6.157750496030985	14350587.150951624	37.917891171369845	3665.929949639313	2835.495721325903	1.122651	15.827166	0.0493364929584362	0.0250419905954865	0.0117531513	-0.0407850458	-0.122553655	0.0573018918	-0.0255714971	0.0047033699	0.1356123668	-0.0482059308	0.0486314957	-0.0252203687	0.0029413689	0.0218466102	-0.0165711741	-0.0559359229	0.0199592069	-0.0016327817	0.0321349761	-0.0229474113	0.0099640097	-0.0187174339	0.082884651	0.0906703913	-0.008232597	-0.2863649643	0.0932713823	0.0880729623	0.027990573	0.0567807866	0.0537339344	-0.0925142964	0.0307635762	0.0010700735	0.0204128294	0.0073429776	-0.075042658	0.0488366688	0.0538568904	0.0209050308	0.0283897601	0.0403462226	0.0715965066	-0.0091445765	-0.0172045016	0.0202601357	-0.1656959295	-0.1404490162	-0.0193169282	-0.160113193	0.0569988769	-0.059293434	-0.0237861483	0.0064002356	-0.0267707403	0.0050078206	-0.0004976319	0.0744946752	0.0525837543	-0.0109715239	-0.0151633879	-0.0145560047	-0.1629537313	-0.1010855784	0.076704493	0.0169516084	-0.0952536383	0.0092736745	0.0343636233	-0.1397269553	-0.1501889812	0.0365492737	0.0634217912	-0.0270413894	0.101477949	0.0201770343	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0034461282268978	-0.0055273971523206	3.055211927948188e-05	1.1875799756221776e-05	0.0087976768527511	-0.0130818383907751	0.0001711344956823	7.73991180054325e-05	-0.0145107698723734	0.0083786322103236	0.0002105624422889	7.020147771587215e-05	0.0016229637699722	0.0003229634665035	2.634011398642376e-06	1.0430540069602194e-07	0.0001139715968703	0.0001131010968291	1.2989524893166176e-08	1.2791858103954209e-08	0.0005809075216115	1.0907940767599994e-05	1.189831717894699e-10	3.374535486648153e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3978.643314707604	-1.3772932854617466	15829602.62566751	1.896936794178012	3227.3541784799227	-19.93297585107939	397.3235262797141	10415814.993351815	3788.6286298156415	0.4117470393102849	14353706.894658744	0.1695356243807853	3667.981109084526	2827.745215752881	1.226042	17.284786	0.0665587992065773	0.0392908810704369	0.0124522973	-0.0001614755	0.1281504312	0.0146964146	-0.0194158232	0.0492553094	-0.1040135661	0.0278295611	0.0665782908	-0.0525300875	-0.0115746945	0.0083543541	-0.0334950427	0.0089351256	-0.0018837625	0.0293042743	-0.0689590585	0.0738491647	0.0110031163	0.0081282861	-0.1342975941	0.0159685282	0.1457991228	0.0354947424	0.0934344306	-0.026946258	-0.043304874	0.0076728778	0.0521077322	0.0256171281	-0.1454703507	-0.0036733722	0.012832497	0.0480019624	0.0041135963	-0.0532158496	-0.0781956302	-0.0161406607	-0.0256205345	0.0306536475	-0.0501720799	-0.0160147027	0.122095382	-0.0978276698	0.0480115982	-0.0358346478	-0.1712484386	-0.0320509659	-0.0656990237	-0.0185358568	-0.0208730114	-0.0057753447	0.0023887181	-0.0074220317	-0.0582445403	-0.0151954195	0.0359095646	0.0650901388	-0.0377001663	0.1031912508	0.0739874157	-0.0124111643	-0.126284601	0.0970977429	0.0200754954	-0.0241583665	-0.1078251466	-0.1628324272	0.0048080266	0.0397060174	-0.1002601822	-0.0435788413	0.0772104747	0.0570618638	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-9.542418979435752e-06	0.0034365858079183	1.1810122015185918e-05	9.105775997909564e-11	0.0217584694607637	0.0129607926080126	0.0001679821450279	0.0004734309932749	-0.016989708558313	-0.0024789386859395	0.0002886501968964	6.145137008647943e-06	0.0009630001888002	-0.000659963581172	9.273693636292208e-07	4.355519284733711e-07	1.930815438644373e-07	-0.0001137785153264	3.728048258107462e-14	1.294555054988793e-08	0.0004009999760158	-0.0001799075455956	3.2366724962268854e-08	1.6080098076467217e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3980.0933307511687	1.450016043564574	15841142.921489932	2.10254652659466	3246.406092818065	19.051914338142524	362.9754399479207	10539152.519486256	3787.520992089327	-1.107637726314351	14345315.26551732	1.226861332754826	3664.38393020073	2835.184510076831	1.088926	15.35172	0.0532707579795432	0.0267289734528589	0.0079460169	-0.0204793396	-0.0725934101	-0.0409452061	-0.0104273927	0.0111015192	0.104262222	-0.0689482863	-0.0377925667	0.0254422132	-0.0102830973	0.0083751288	-0.0267313782	-0.0015045873	0.0865680071	0.1184188847	0.0808407086	-0.0457735417	-0.0913610099	0.0239836868	0.1584172	0.0746457414	-0.0432313764	0.079656892	-0.0879268609	-0.0807700756	-0.0323281988	-0.0461648266	0.0928747366	-0.0910616868	-0.0735560312	-0.0113334571	0.0147394907	0.0216472382	-0.0160012759	0.0307994068	0.1103033867	0.1348892945	0.0478737043	0.0635838375	0.021406142	0.0347785952	0.0045363095	0.0909709553	0.0384644369	0.0129064599	0.1249916173	0.0523028323	0.0239654902	0.0356735993	-0.0233088142	0.0062292896	-0.0231208978	-0.0029934246	-0.0018520196	0.0384175303	-0.0413962236	-0.0218423088	-0.0118461445	0.0377277636	-0.1643568416	0.0151134873	0.0459325063	0.027739745	0.0766137212	0.0510634923	0.1033809044	-0.0004651732	0.0841466495	-0.0144156781	0.0067645753	-0.0978905531	-0.0018840435	0.0301420833	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0054866500361328	-0.0054771076171533	2.99987078498794e-05	3.0103328618996052e-05	0.0023342693300492	-0.0194242001307145	0.000377299550718	5.448813305208342e-06	-0.0009730892182204	0.0160166193400926	9.469026266167892e-07	0.0002565320950854	0.0007539996103645	-0.0002090005784356	5.685154124298179e-07	4.368124178645716e-08	1.368510003096901e-07	-5.6230543554747194e-08	1.87281962857628e-14	3.161874028462321e-15	0.0003630001671634	-3.7999808852399975e-05	1.4439854728189356e-09	1.3176912136065637e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3978.235543863951	-1.8577868872175716	15826358.042462507	3.451372118317553	3221.927932247039	-24.478160571026365	599.1803449409498	10380819.60059368	3790.280577515294	2.7595854259670887	14366226.856289672	7.615311723209958	3666.617191331404	2820.833089862755	0.996222	14.044764	0.0288092299244954	0.0158020660440039	0.0054619748	-0.0125504836	0.080488411	0.0506088384	0.0032409812	0.0020915137	-0.1095698165	0.0219760747	0.0355986493	0.0161135469	0.0065058147	0.0315294486	0.0263408792	-0.025350465	-0.0811044309	-0.0482956864	-0.1008516387	0.0656258467	-0.0069028584	-0.046269048	-0.1340130204	0.0581088075	-0.0790939892	0.1309170035	0.001735334	0.019952223	-0.0312077742	-0.0245951449	0.0225194429	0.0243392354	0.0152096022	0.0073174566	0.0299314725	-0.0308546241	-0.0252181415	-0.0511419304	-0.0806103209	-0.0543621569	-0.0987058783	-0.0452555657	-0.1384863233	0.0040505784	0.1229414061	0.0480034662	0.0674984299	0.1725458983	-0.0491274233	-0.0997897478	-0.0163025935	0.0393029347	-0.0203861241	0.0047312681	-0.0112722115	-0.0003980817	-0.0230865706	-0.0244454187	0.0894670127	-0.0083097737	-0.092961737	-0.0301292941	0.1166218868	0.0616643	-0.0809835652	-0.0158034078	-0.0411799577	-0.013057908	0.0148726242	-0.1541162389	0.0344928142	0.0819799469	-0.0433199677	-0.0121652048	0.0560122519	-0.0250114155	0.1039636308	0.099666409	0.0926354574	0.0830636267	-9.714047519082668e-05	0.0053895095609419	2.904681330748494e-05	9.436271920299613e-09	0.0132452611831439	0.0109109918530947	0.0001190497432182	0.0001754369438096	-0.0102300272586433	-0.0092569380404229	0.0001046534577125	8.569090188422857e-05	0.0007539883383163	-1.1272048200004424e-08	5.684984143169753e-07	1.2705907062322295e-16	6.513688409892637e-05	6.500003309861668e-05	4.2428136701169685e-09	4.225004302821264e-09	0.0003629756629095	-2.4504253900027153e-08	6.004584591969958e-16	1.3175133186459097e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
